archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,pai,fhd_normal,cover,agbd_Mg_ha,agbd_se_Mg_ha,predict_stratum,agbd_origen,leaf_off_flag
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033937,-42.722017,-71.053831,331840.0,5268008.8,1013.93024,1,0,0.94510347,-1.12,-0.07,0.93,2.39,2.99,5.08,0.1787615,1.2851722,0.08549861,,,,,
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1000,332030800400198171,-42.720359,-71.076060,330015.4,5268148.3,985.32605,1,0,0.950469,-0.97,0.26,1.72,4.41,5.49,9.28,0.43685204,1.7660583,0.19618833,8.74326,2.9876392,GSW_SA,certificada,0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1000,332030800400198172,-42.720645,-71.075487,330063.1,5268117.7,982.963,1,0,0.94729763,-1.45,-0.29,0.74,2.05,2.58,9.65,0.015430734,0.7049276,0.007685639,,,,,
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1000,332030800400198173,-42.720929,-71.074921,330110.2,5268087.3,969.58,1,0,0.94749796,-0.78,0.37,1.87,5.72,8.3,9.16,0.57432574,2.0635448,0.24956302,,,,,
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1000,332030800400198174,-42.721215,-71.074348,330157.9,5268056.7,967.42035,1,0,0.95451117,-1.12,-0.14,0.78,2.05,2.58,6.75,0.018550517,1.4952916,0.009232316,1.1715966,3.0063243,GSW_SA,certificada,0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1000,332030800400198175,-42.721505,-71.073767,330206.3,5268025.7,979.90607,1,0,0.9432858,-1.98,-0.37,1.01,2.88,3.59,11.90,0.020544903,0.6365142,0.0102197975,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0001,346880100100042000,-42.717020,-71.064618,330943.2,5268542.1,951.4167,1,0,0.9060507,-1.23,0.22,1.79,4.11,4.82,7.95,0.33092332,1.6253252,0.15246646,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0001,346880100100042008,-42.714727,-71.060019,331313.6,5268805.9,947.3987,1,0,0.901543,-1.12,-0.07,0.97,2.5,3.06,5.24,0.13412496,1.3127013,0.06485776,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0010,346880200100043020,-42.721669,-71.061600,331203.0,5268031.9,1006.6304,1,0,0.9005112,-1.19,-0.11,0.97,2.5,3.06,5.92,0.06528406,1.4454644,0.03211388,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0010,346880200100043024,-42.720522,-71.059304,331387.8,5268163.8,997.91144,1,0,0.9019668,-1.68,-0.18,1.23,3.14,3.81,5.91,0.06097622,1.3500092,0.030027032,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041909,-42.719346,-71.063741,331021.3,5268285.6,980.92236,1,0,0.91117865,-1.3,-0.14,0.97,2.46,3.02,4.66,0.05893611,1.4832517,0.029037036,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041911,-42.718772,-71.062589,331114.1,5268351.6,981.9314,1,0,0.90801513,-1.53,-0.07,1.42,3.51,4.22,3.65,0.07933214,1.7835352,0.038887743,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041913,-42.718199,-71.061437,331206.9,5268417.6,984.20825,1,0,0.9033958,-1.34,-0.14,0.97,2.35,2.84,5.72,0.04068191,0.87701315,0.02013496,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041915,-42.717626,-71.060289,331299.3,5268483.4,979.42285,1,0,0.90092695,-1.42,-0.18,0.97,2.42,2.91,7.81,0.022273976,1.0629035,0.011075047,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041916,-42.717341,-71.059718,331345.3,5268516.3,973.804,1,0,0.90429866,-1.04,0.41,2.13,4.48,5.19,7.08,0.49823,1.6768277,0.22044346,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041928,-42.713897,-71.052804,331902.2,5268912.5,981.0455,1,0,0.9043238,-1.19,-0.14,0.82,2.09,2.54,7.77,0.0112729855,1.3070145,0.005620598,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041934,-42.712181,-71.049368,332178.9,5269109.9,956.04785,1,0,0.9131679,-1.12,0.03,1.19,2.87,3.43,3.89,0.16849825,1.3952037,0.08078932,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0011,351000300100041935,-42.711895,-71.048795,332225.1,5269142.8,952.46454,1,0,0.912963,-1.0,0.14,1.42,3.17,3.81,4.20,0.36224672,1.407175,0.16563097,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041809,-42.722061,-71.053163,331894.9,5268005.2,1017.85834,1,0,0.94913256,-1.23,-0.03,1.12,2.91,3.58,6.20,0.19269289,1.4762064,0.09183785,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041810,-42.721775,-71.052587,331941.3,5268038.1,1017.966,1,0,0.9436313,-1.34,-0.14,1.0,2.57,3.17,3.60,0.10880103,1.4677019,0.05294308,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041811,-42.721489,-71.052014,331987.4,5268071.0,1014.213,1,0,0.93077123,-1.15,-0.14,0.85,2.2,2.72,3.47,0.08942869,1.3052828,0.043726537,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041812,-42.721202,-71.051435,332034.0,5268104.0,1017.10333,1,0,0.94286317,-1.27,-0.22,0.74,1.98,2.42,4.70,0.045766037,1.2614442,0.022622429,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041813,-42.720917,-71.050864,332080.0,5268136.8,1012.2368,1,0,0.9443338,-1.19,-0.14,0.82,2.16,2.72,4.58,0.145304,1.1580756,0.07006821,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041814,-42.720631,-71.050288,332126.4,5268169.7,1011.8423,1,0,0.9187298,-1.3,-0.18,0.82,2.2,2.72,4.90,0.094993785,1.2119689,0.046383347,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041815,-42.720345,-71.049714,332172.6,5268202.6,1009.32196,1,0,0.94669956,-1.3,-0.18,0.85,2.27,2.8,6.56,0.09281515,1.3623443,0.045344137,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041816,-42.720060,-71.049143,332218.6,5268235.3,1003.9218,1,0,0.94867283,-1.34,-0.22,0.78,2.09,2.61,6.69,0.024879333,0.9519401,0.012362388,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041817,-42.719775,-71.048569,332264.8,5268268.2,1000.8813,1,0,0.9487669,-1.49,-0.26,0.89,2.5,3.13,5.71,0.04535565,1.5915755,0.02242187,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041818,-42.719489,-71.047995,332311.0,5268301.1,998.5883,1,0,0.93921924,-1.27,-0.18,0.85,2.27,2.8,5.61,0.0522714,1.5047427,0.02579613,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041819,-42.719203,-71.047420,332357.4,5268334.0,998.11676,1,0,0.943357,-1.3,-0.18,0.89,2.31,2.87,4.83,0.035548363,1.3512253,0.017616693,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041820,-42.718917,-71.046846,332403.6,5268366.9,996.0738,1,0,0.92608654,-1.12,-0.18,0.74,1.94,2.42,1.71,0.08961176,1.3779356,0.043814056,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041821,-42.718630,-71.046268,332450.2,5268399.9,998.05444,1,0,0.94676334,-1.27,-0.22,0.74,2.05,2.54,4.40,0.013517369,1.0400894,0.0067358287,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041822,-42.718345,-71.045696,332496.2,5268432.6,993.0368,1,0,0.9470145,-1.23,-0.18,0.78,2.01,2.5,3.28,0.03429819,1.3234441,0.017002458,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041823,-42.718059,-71.045121,332542.5,5268465.6,991.9998,1,0,0.9249877,-1.12,-0.03,1.0,2.61,3.28,3.84,0.19921991,1.4108994,0.09479593,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041824,-42.717774,-71.044547,332588.7,5268498.4,989.14874,1,0,0.9349388,-1.15,-0.11,0.93,2.42,3.02,4.34,0.14361615,1.5057077,0.06928326,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041825,-42.717488,-71.043973,332635.0,5268531.3,986.93396,1,0,0.9462256,-1.23,-0.18,0.78,2.09,2.61,4.07,0.06589082,1.4792464,0.032407057,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041826,-42.717202,-71.043398,332681.3,5268564.2,985.87964,1,0,0.9389833,-1.34,-0.18,0.85,2.27,2.8,3.89,0.08101607,1.3674309,0.0396962,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041827,-42.716916,-71.042824,332727.6,5268597.1,983.9214,1,0,0.95334905,-1.23,-0.18,0.82,2.16,2.69,3.72,0.046559457,1.3263557,0.02301006,1.3311168,3.0053778,GSW_SA,certificada,0
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041828,-42.716627,-71.042239,332774.7,5268630.4,994.2452,1,0,0.9373516,-2.09,-0.37,1.23,3.21,3.88,10.15,0.025231559,1.2714682,0.012536301,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041829,-42.716341,-71.041666,332820.8,5268663.2,990.0673,1,0,0.9311956,-1.83,-0.18,1.38,3.54,4.33,11.96,0.094443426,1.7777244,0.046120934,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041830,-42.716059,-71.041104,332866.1,5268695.6,973.9261,1,0,0.93852776,-1.27,-0.07,1.15,2.91,3.62,9.58,0.15419206,1.593167,0.07419074,,,,,
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041831,-42.715774,-71.040532,332912.2,5268728.4,969.6927,1,0,0.9571996,-1.19,-0.14,0.82,2.2,2.72,3.30,0.0600709,1.5303205,0.029587565,1.3763732,3.005123,GSW_SA,certificada,0
GEDI02_A_2025053014915_O35100_01_T00318_02_004_02_V003.h5,BEAM0101,351000500100041832,-42.715488,-71.039956,332958.5,5268761.4,968.94574,1,0,0.94045055,-1.19,-0.14,0.78,2.09,2.57,1.92,0.09038674,1.3434409,0.044184446,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072437,-42.751282,-71.076975,330025.0,5264712.5,940.6683,1,0,0.93075454,-1.38,-0.18,0.93,2.5,3.14,8.48,0.1024707,1.6389285,0.04994184,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072438,-42.750995,-71.076396,330071.5,5264745.6,944.30975,1,0,0.9470591,-0.56,1.27,3.55,7.17,8.48,11.39,1.0423213,2.0236056,0.405932,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072439,-42.750705,-71.075813,330118.5,5264779.0,955.0694,1,0,0.9480675,-1.19,-0.18,0.78,2.05,2.54,7.93,0.08175286,1.3822552,0.040050264,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072440,-42.750417,-71.075235,330165.0,5264812.1,956.8854,1,0,0.9349021,-1.34,-0.18,0.89,2.31,2.84,4.15,0.0801546,1.3361605,0.039282907,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072441,-42.750130,-71.074658,330211.5,5264845.2,959.2213,1,0,0.93708,-1.19,-0.14,0.85,2.2,2.76,4.70,0.10438702,1.499042,0.050851595,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072442,-42.749842,-71.074080,330258.0,5264878.3,961.5402,1,0,0.93982166,-1.19,-0.14,0.82,2.16,2.72,4.45,0.1183786,1.4396452,0.05746754,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072443,-42.749555,-71.073505,330304.3,5264911.3,961.3057,1,0,0.94643384,-1.23,-0.03,1.12,2.76,3.43,5.15,0.16404733,1.5396957,0.07874203,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072444,-42.749267,-71.072927,330350.8,5264944.4,964.0689,1,0,0.937322,-1.38,-0.18,0.97,2.42,2.95,4.41,0.06048286,1.1014625,0.029787634,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072445,-42.748980,-71.072350,330397.2,5264977.4,964.575,1,0,0.93833506,-1.27,-0.07,1.08,2.69,3.28,4.35,0.23544325,1.3400203,0.1110408,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043164,-42.759295,-71.077286,330021.5,5263822.0,949.87787,1,0,0.9522004,-1.15,-0.18,0.74,1.98,2.46,3.42,0.018990068,1.3640591,0.009449969,1.0090951,3.007378,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043165,-42.759008,-71.076711,330067.7,5263855.1,948.9601,1,0,0.9718203,-1.34,-0.18,0.85,2.27,2.87,1.51,0.018003136,1.1422536,0.008961058,1.6138946,3.0038702,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043166,-42.758721,-71.076134,330114.1,5263888.2,950.2279,1,0,0.95508915,-1.53,-0.03,1.45,3.47,4.29,7.47,0.11019653,1.7023765,0.05360363,4.7833385,2.993757,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043167,-42.758430,-71.075550,330161.1,5263921.6,960.4763,1,0,0.9435504,-1.49,-0.14,1.12,2.8,3.47,9.66,0.034460966,1.6246731,0.017082464,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043168,-42.758145,-71.074979,330207.1,5263954.4,954.25244,1,0,0.94283676,-1.15,0.48,2.27,4.7,5.64,11.55,0.50469786,1.7533927,0.22294864,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043169,-42.757858,-71.074405,330253.2,5263987.4,952.0463,1,0,0.9424163,-1.38,-0.22,0.82,2.16,2.69,11.82,0.013816891,1.1033901,0.006884569,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043170,-42.757573,-71.073834,330299.2,5264020.2,946.6988,1,0,0.94617105,-1.49,0.03,1.6,3.58,4.29,12.47,0.18712689,1.5156006,0.08930789,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043171,-42.757288,-71.073264,330345.1,5264053.0,939.1768,1,0,0.9557637,-1.41,-0.22,0.89,2.39,3.02,10.68,0.016602946,0.6896255,0.008267012,1.8701192,3.002653,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043172,-42.757004,-71.072694,330390.9,5264085.8,932.0705,1,0,0.94596726,-1.19,-0.11,0.89,2.46,3.17,8.76,0.12256558,1.5588628,0.059437577,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043173,-42.756718,-71.072121,330437.0,5264118.7,928.9873,1,0,0.9578873,-1.3,-0.18,0.82,2.2,2.72,7.05,0.0101998225,0.6365142,0.0050868914,1.3763732,3.005123,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043174,-42.756432,-71.071550,330483.0,5264151.5,923.87683,1,0,0.9484952,-1.19,0.0,1.23,2.98,3.66,5.85,0.15042941,1.4389975,0.07244792,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043175,-42.756146,-71.070976,330529.2,5264184.5,921.3524,1,0,0.9557495,-1.23,-0.18,0.78,2.09,2.57,3.30,0.030932141,1.3240538,0.015346743,1.1575955,3.006411,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043176,-42.755859,-71.070401,330575.5,5264217.4,920.3161,1,0,0.952588,-1.34,-0.18,0.85,2.31,2.87,1.40,0.03009033,1.2062336,0.014932228,1.6138946,3.0038702,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043177,-42.755573,-71.069826,330621.8,5264250.4,919.93896,1,0,0.9498474,-1.34,-0.22,0.78,2.12,2.61,0.29,0.031214152,1.125923,0.015485569,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043178,-42.755286,-71.069250,330668.1,5264283.5,919.8922,1,0,0.94771826,-1.27,-0.22,0.78,2.09,2.57,0.56,0.006927401,0.882693,0.0034576915,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043179,-42.754999,-71.068674,330714.4,5264316.5,919.61127,1,0,0.9514751,-1.38,-0.26,0.74,2.01,2.5,0.73,0.012055171,0.6365142,0.006009404,1.0619253,3.0070245,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043180,-42.754712,-71.068099,330760.7,5264349.4,918.3793,1,0,0.9557673,-1.19,-0.14,0.82,2.2,2.76,0.72,0.07562099,1.5088507,0.03710259,1.4378811,3.0047858,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043181,-42.754426,-71.067524,330807.0,5264382.4,918.3417,1,0,0.9584573,-1.3,-0.22,0.74,2.05,2.54,0.73,0.013197041,0.6365142,0.0065767355,1.1160929,3.006673,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043182,-42.754139,-71.066949,330853.3,5264415.4,917.41095,1,0,0.95513415,-1.3,-0.18,0.82,2.24,2.76,0.81,0.0060973587,1.6091262,0.0030440234,1.4378811,3.0047858,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043183,-42.753852,-71.066373,330899.6,5264448.4,917.0635,1,0,0.9579084,-1.27,-0.18,0.82,2.2,2.72,0.65,0.0053581153,1.5908417,0.0026754618,1.3763732,3.005123,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043184,-42.753566,-71.065798,330945.9,5264481.4,916.30585,1,0,0.9599814,-1.27,-0.18,0.78,2.12,2.65,1.58,0.015725927,1.1196443,0.007832043,1.271942,3.0057197,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043185,-42.753280,-71.065224,330992.2,5264514.3,914.37225,1,0,0.9567404,-1.15,-0.18,0.74,2.01,2.54,2.06,0.03558303,1.3743894,0.017633729,1.1160929,3.006673,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043186,-42.752993,-71.064649,331038.4,5264547.2,913.3095,1,0,0.9610549,-1.19,0.03,1.3,4.22,5.56,0.75,0.3388903,1.8740788,0.15582992,9.010029,2.9873497,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043187,-42.752707,-71.064073,331084.8,5264580.2,913.3625,1,0,0.9495294,-1.27,-0.03,1.23,2.91,3.51,1.36,0.14517215,1.2391149,0.07000706,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043188,-42.752420,-71.063497,331131.2,5264613.2,913.8805,1,0,0.9538547,-1.27,-0.14,0.85,2.27,2.83,1.31,0.0065706726,1.475386,0.00327993,1.5487251,3.0042012,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043189,-42.752133,-71.062921,331177.5,5264646.2,913.35266,1,0,0.95147574,-1.19,-0.14,0.85,2.24,2.76,2.26,0.077160425,1.1987835,0.037843384,1.4378811,3.0047858,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043190,-42.751847,-71.062345,331223.8,5264679.2,913.2999,1,0,0.9545088,-1.34,-0.22,0.82,2.24,2.76,3.07,0.01069179,0.685518,0.00533159,1.4378811,3.0047858,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043191,-42.751560,-71.061770,331270.2,5264712.2,913.38336,1,0,0.9621473,-1.45,-0.22,0.93,2.54,3.21,5.23,0.034600884,1.6319548,0.017151222,2.2214549,3.001162,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043192,-42.751273,-71.061193,331316.5,5264745.2,914.025,1,0,0.94616777,-0.85,0.59,2.5,5.97,7.24,10.65,0.61212975,1.9804955,0.26355064,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043193,-42.750982,-71.060608,331363.7,5264778.6,926.46735,1,0,0.9515828,-2.35,-0.22,1.83,4.82,5.94,13.54,0.0075994716,1.4181039,0.0037925052,10.526467,2.9859097,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043194,-42.750692,-71.060022,331410.8,5264812.1,938.3733,1,0,0.9358345,-2.54,-0.41,1.56,4.07,4.89,12.23,0.013976787,1.0798975,0.0069639618,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043195,-42.750405,-71.059445,331457.2,5264845.1,939.7097,1,0,0.9482453,-1.53,-0.14,1.15,2.95,3.66,10.26,0.05847304,1.6274074,0.028812058,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043196,-42.750118,-71.058870,331503.6,5264878.1,939.723,1,0,0.9526581,-1.34,0.11,1.6,3.69,4.48,10.14,0.2617416,1.7035004,0.122646235,5.3327093,2.9926414,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043197,-42.749831,-71.058293,331550.0,5264911.1,940.568,1,0,0.9523699,-1.34,-0.03,1.27,3.21,4.07,9.84,0.06098748,1.8438547,0.03003218,4.1839557,2.9951186,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043198,-42.749544,-71.057718,331596.3,5264944.1,940.87103,1,0,0.9431777,-1.49,-0.14,1.15,2.95,3.66,8.61,0.012527497,1.5800016,0.0062441155,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1000,346880800100043199,-42.749256,-71.057139,331642.9,5264977.3,944.9459,1,0,0.94775873,-1.75,-0.07,1.56,4.18,5.19,9.14,0.08083488,1.870293,0.039609253,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041722,-42.766391,-71.077664,330009.9,5263033.3,997.18744,1,0,0.95890385,-1.23,0.11,1.53,4.11,5.6,13.32,0.2309026,1.865993,0.10901869,9.164226,2.987188,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041723,-42.766108,-71.077097,330055.5,5263065.9,985.67267,1,0,0.9593426,-1.19,-0.07,1.0,2.65,3.51,10.04,0.04609388,1.5024111,0.022782654,2.8369577,2.9989226,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041724,-42.765822,-71.076525,330101.5,5263098.8,980.252,1,0,0.9608688,-1.15,0.0,1.19,2.91,3.62,9.93,0.1444517,1.4527928,0.06967225,3.08123,2.998137,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041725,-42.765536,-71.075953,330147.6,5263131.7,976.45325,1,0,0.96772444,-1.3,-0.22,0.78,2.13,2.69,7.29,0.01128974,1.4124217,0.005628923,1.3311168,3.0053778,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041726,-42.765250,-71.075379,330193.8,5263164.6,973.3787,1,0,0.9599406,-1.19,-0.14,0.85,2.31,2.87,3.65,0.060082722,1.4398636,0.029593362,1.6138946,3.0038702,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041727,-42.764963,-71.074803,330240.1,5263197.7,973.57776,1,0,0.96748716,-1.34,-0.22,0.85,2.31,2.91,0.96,0.02704039,1.7327776,0.0134289535,1.6803944,3.0035427,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041728,-42.764676,-71.074227,330286.4,5263230.7,973.39404,1,0,0.95997804,-1.42,-0.22,0.93,2.46,3.06,1.10,0.005909713,0.6365142,0.002950483,1.941599,3.0023344,GSW_SA,certificada,0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041729,-42.764388,-71.073651,330332.8,5263263.8,973.69995,1,0,0.94747555,-1.3,-0.18,0.82,2.2,2.76,0.83,0.012751697,0.94028,0.0063555087,,,,,
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM1011,346881100100041730,-42.764101,-71.073076,330379.1,5263296.8,973.37744,1,0,0.9551203,-1.19,-0.14,0.85,2.27,2.87,3.15,0.022660624,1.40912,0.011266187,1.6138946,3.0038702,GSW_SA,certificada,0
