archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,agbd,agbd_se,agbd_pi_lower,agbd_pi_upper,l4_quality_flag,l2_quality_flag,algorithm_run_flag,predictor_limit_flag,response_limit_flag,surface_flag,selected_algorithm,degrade_flag,sensitivity,solar_elevation,predict_stratum,pft_class,region_class,leaf_off_flag,landsat_treecover,urban_proportion
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262772,-42.649363,-71.570446,289293.92,5274918.30,34.766758,13.095015,-9999.0,140.42667,0,1,1,255,255,1,2,0,0.93639314,55.401775,DBT_SA,4,6,1,76.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262773,-42.649646,-71.569887,289340.65,5274888.29,21.091055,13.098736,-9999.0,111.243164,0,1,1,255,255,1,2,0,0.97044295,55.401913,DBT_SA,4,6,1,95.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262774,-42.649929,-71.569329,289387.36,5274858.29,34.75608,13.09924,-9999.0,140.42798,0,1,1,255,255,1,2,0,0.9234941,55.402054,DBT_SA,4,6,1,86.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262775,-42.650216,-71.568757,289435.21,5274827.84,28.524193,13.098888,-9999.0,127.58893,0,1,1,255,255,1,2,0,0.9382464,55.4022,DBT_SA,4,6,1,86.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262776,-42.650503,-71.568185,289483.09,5274797.38,14.57303,13.101958,-9999.0,95.509254,0,0,1,255,255,1,1,0,0.85799724,55.402344,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262777,-42.650790,-71.567612,289530.98,5274766.92,12.879167,13.100243,-9999.0,91.08384,0,0,1,255,255,1,1,0,0.8464705,55.40249,DBT_SA,4,6,1,99.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262778,-42.651077,-71.567040,289578.89,5274736.44,9.699704,13.101143,-9999.0,82.2589,0,0,1,255,255,1,1,0,0.8590917,55.402634,DBT_SA,4,6,1,86.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262779,-42.651364,-71.566467,289626.77,5274705.98,0.0,13.130081,-9999.0,28.248198,0,0,1,255,255,1,1,0,0.8641584,55.402775,DBT_SA,4,6,1,80.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262780,-42.651652,-71.565895,289674.69,5274675.51,14.106023,13.098836,-9999.0,94.293976,0,1,1,255,255,1,2,0,0.9404612,55.402924,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262781,-42.651939,-71.565321,289722.67,5274645.00,15.469953,13.098395,-9999.0,97.76851,0,1,1,255,255,1,2,0,0.9461354,55.40307,DBT_SA,4,6,1,95.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262782,-42.652227,-71.564748,289770.66,5274614.50,10.780605,13.100283,-9999.0,85.34845,0,1,1,255,255,1,2,0,0.90756,55.403214,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262783,-42.652514,-71.564175,289818.60,5274584.01,34.491325,13.095815,-9999.0,139.87686,0,1,1,255,255,1,2,0,0.94824487,55.40336,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262784,-42.652806,-71.563587,289867.79,5274553.03,22.507061,13.097718,-9999.0,114.46039,0,1,1,255,255,1,2,0,0.9466271,55.403507,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262785,-42.653097,-71.563002,289916.68,5274522.17,3.4054728,13.110445,-9999.0,60.882763,0,1,1,255,255,1,2,0,0.95201623,55.403656,DBT_SA,4,6,1,95.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262786,-42.653389,-71.562416,289965.73,5274491.24,37.03507,13.095199,0.017360969,144.95023,0,1,1,255,255,1,2,0,0.9471637,55.403805,DBT_SA,4,6,1,89.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262787,-42.653681,-71.561827,290014.99,5274460.23,0.0024525619,13.119711,-9999.0,36.107803,0,0,1,255,255,1,1,0,0.85381633,55.403954,DBT_SA,4,6,1,82.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262788,-42.653971,-71.561247,290063.49,5274429.52,4.4790096,13.109718,-9999.0,65.18221,0,1,1,255,255,1,2,0,0.93443257,55.404102,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262789,-42.654262,-71.560663,290112.38,5274398.65,0.0,13.122187,-9999.0,31.40498,0,1,1,255,255,1,2,0,0.9485211,55.404247,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262790,-42.654547,-71.560098,290159.61,5274368.42,9.541696,13.106979,-9999.0,81.821495,0,1,1,255,255,1,2,0,0.91831225,55.404392,DBT_SA,4,6,1,86.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262791,-42.654835,-71.559521,290207.89,5274337.78,24.211697,13.102605,-9999.0,118.28968,0,0,1,255,255,1,2,0,0.89370084,55.404537,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262792,-42.655124,-71.558945,290256.10,5274307.17,1.7247169,13.114258,-9999.0,52.87471,0,1,1,255,255,1,2,0,0.9535539,55.404682,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262793,-42.655413,-71.558368,290304.30,5274276.56,0.0,13.123121,-9999.0,33.408916,0,0,1,255,255,1,1,0,0.81093043,55.404827,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262794,-42.655989,-71.557220,290400.40,5274215.45,0.41145334,13.117147,-9999.0,43.56419,0,1,1,255,255,1,2,0,0.9392851,55.40512,DBT_SA,4,6,1,96.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262795,-42.656280,-71.556635,290449.31,5274184.55,-9999.0,-9999.0,-9999.0,-9999.0,0,0,0,255,255,1,2,0,0.91105956,55.405266,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262796,-42.656574,-71.556040,290499.07,5274153.31,1.1948683,13.115169,-9999.0,49.723953,0,0,1,255,255,1,1,0,0.84531176,55.40542,DBT_SA,4,6,1,90.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262797,-42.656863,-71.555465,290547.19,5274122.72,0.0,13.122074,-9999.0,35.23291,0,0,1,255,255,1,1,0,0.8432761,55.405563,DBT_SA,4,6,1,94.0,0
GEDI04_A_2024311132120_O33432_04_T08775_02_004_01_V002.h5,BEAM0000,334320000400262798,-42.657150,-71.554893,290595.02,5274092.22,5.714016,13.111157,-9999.0,69.687614,0,1,1,255,255,1,2,0,0.9253565,55.40571,DBT_SA,4,6,1,85.0,0
