archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072203,-42.818119,-71.211409,319217.5,5257010.6,1484.9907,1,0,0.9453747,-1.86,0.03,1.94,5.0,6.27
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072204,-42.817831,-71.210824,319264.4,5257043.9,1494.1852,1,0,0.93636596,-1.68,0.0,1.68,4.07,4.89
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072205,-42.817545,-71.210249,319310.7,5257076.8,1492.1506,1,0,0.937089,-1.64,-0.26,1.04,2.76,3.4
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072206,-42.817263,-71.209681,319356.2,5257109.4,1479.0337,1,0,0.9487146,-1.94,-0.44,0.93,2.65,3.32
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072207,-42.816980,-71.209112,319401.9,5257142.1,1467.868,1,0,0.90830153,-1.42,-0.22,0.85,2.35,2.91
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072208,-42.816696,-71.208540,319447.9,5257174.8,1461.4287,1,0,0.9188732,-1.42,-0.26,0.78,2.13,2.61
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072209,-42.816410,-71.207966,319494.0,5257207.7,1457.9048,1,0,0.93839544,-1.86,-0.37,0.97,2.61,3.21
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072210,-42.816126,-71.207393,319540.0,5257240.5,1451.245,1,0,0.93847156,-1.98,-0.44,0.85,2.57,3.28
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072211,-42.815848,-71.206836,319584.7,5257272.7,1425.7162,1,0,0.9482238,-2.09,-0.22,1.6,4.11,5.08
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072212,-42.815567,-71.206273,319630.0,5257305.0,1407.3899,1,0,0.9456902,-1.79,-0.07,1.56,3.92,4.78
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072213,-42.815281,-71.205696,319676.2,5257338.0,1406.3555,1,0,0.9373697,-1.6,-0.26,0.97,2.57,3.17
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072214,-42.814997,-71.205125,319722.1,5257370.7,1398.8727,1,0,0.93872017,-1.56,-0.26,0.89,2.42,2.98
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072215,-42.814716,-71.204560,319767.5,5257403.2,1383.814,1,0,0.9494958,-1.83,-0.22,1.34,3.47,4.26
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072216,-42.814434,-71.203994,319812.9,5257435.7,1368.9125,1,0,0.93892455,-2.54,-0.44,1.53,4.22,5.23
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072217,-42.814153,-71.203429,319858.3,5257468.2,1353.3121,1,0,0.93844634,-2.2,-0.18,1.71,4.37,5.3
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072218,-42.813871,-71.202863,319903.8,5257500.7,1339.555,1,0,0.9381724,-2.05,-0.11,1.79,5.08,6.46
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072219,-42.813585,-71.202288,319950.0,5257533.6,1337.9337,1,0,0.92854923,-1.9,0.07,2.16,5.26,6.39
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072220,-42.813300,-71.201713,319996.2,5257566.5,1335.9722,1,0,0.9246699,-3.36,-1.08,0.67,2.76,3.55
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072221,-42.813021,-71.201155,320041.0,5257598.7,1311.5721,1,0,0.94191116,-2.98,-0.63,1.6,4.7,5.83
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072222,-42.812742,-71.200594,320086.0,5257630.9,1290.6357,1,0,0.9544605,-1.75,-0.07,1.56,3.92,4.78
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072223,-42.812460,-71.200030,320131.3,5257663.4,1274.8822,1,0,0.9509688,-1.53,-0.03,1.45,3.69,4.7
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072224,-42.812180,-71.199468,320176.4,5257695.7,1255.663,1,0,0.9366089,-2.27,-0.37,1.42,3.81,4.67
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072225,-42.811902,-71.198912,320221.2,5257727.8,1230.2568,1,0,0.955501,-1.83,-0.26,1.19,3.25,4.07
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072226,-42.811621,-71.198348,320266.4,5257760.2,1213.5594,1,0,0.9592329,-1.9,-0.22,1.3,3.43,4.29
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072227,-42.811336,-71.197775,320312.5,5257793.0,1210.0042,1,0,0.94348925,-2.05,-0.14,1.64,4.29,5.38
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072228,-42.811051,-71.197201,320358.6,5257825.9,1206.9541,1,0,0.94953257,-1.45,0.56,2.8,6.42,7.69
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072229,-42.810767,-71.196629,320404.5,5257858.6,1200.8948,1,0,0.9591591,-2.57,-0.52,1.34,4.03,5.04
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072230,-42.810478,-71.196043,320451.6,5257892.1,1214.599,1,0,0.94615567,-2.84,-0.44,1.86,5.15,6.39
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072231,-42.810193,-71.195469,320497.7,5257924.9,1211.9198,1,0,0.9488059,-2.72,-0.44,1.79,5.45,6.83
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072232,-42.809908,-71.194895,320543.8,5257957.8,1209.3265,1,0,0.94046855,-2.95,-0.59,1.6,4.67,5.75
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072233,-42.809625,-71.194325,320589.5,5257990.4,1200.5527,1,0,0.94504815,-1.79,-0.14,1.53,4.03,5.15
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072234,-42.809341,-71.193754,320635.4,5258023.2,1194.4471,1,0,0.94546324,-2.05,-0.14,1.75,4.14,5.04
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072235,-42.809055,-71.193178,320681.7,5258056.1,1194.6785,1,0,0.9560047,-1.64,0.18,2.05,4.93,6.16
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072236,-42.808770,-71.192604,320727.9,5258089.0,1192.5652,1,0,0.95257676,-1.86,0.14,2.2,5.19,6.31
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072237,-42.808485,-71.192030,320774.0,5258121.9,1189.7374,1,0,0.9576559,-1.75,-0.14,1.42,4.07,5.12
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072238,-42.808201,-71.191459,320819.8,5258154.6,1182.2832,1,0,0.953913,-1.83,-0.14,1.45,3.66,4.44
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072239,-42.807918,-71.190889,320865.6,5258187.3,1174.1401,1,0,0.948092,-1.86,-0.11,1.68,4.26,5.26
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072240,-42.807633,-71.190316,320911.6,5258220.1,1170.4637,1,0,0.9486942,-1.98,-0.29,1.3,4.44,5.75
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072241,-42.807348,-71.189741,320957.8,5258253.1,1168.9683,1,0,0.95591617,-2.5,-0.67,0.93,2.98,3.84
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072242,-42.807063,-71.189168,321003.8,5258285.9,1164.4594,1,0,0.965447,-1.75,-0.07,1.6,4.22,5.45
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072243,-42.806778,-71.188594,321049.9,5258318.7,1161.3192,1,0,0.945564,-1.45,-0.18,0.97,2.57,3.25
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072244,-42.806492,-71.188019,321096.1,5258351.7,1159.8281,1,0,0.92970186,-1.45,0.03,1.49,3.4,4.11
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072245,-42.806206,-71.187440,321142.6,5258384.8,1163.0854,1,0,0.945633,-1.27,-0.18,0.78,2.13,2.65
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072246,-42.805922,-71.186871,321188.4,5258417.4,1153.9398,1,0,0.9523198,-1.42,0.03,1.49,3.47,4.18
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072247,-42.805640,-71.186305,321233.8,5258450.0,1140.3154,1,0,0.9476507,-1.68,0.0,1.68,4.26,5.45
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072249,-42.805074,-71.185169,321325.1,5258515.2,1117.985,1,0,0.950449,-1.53,-0.22,1.0,2.65,3.28
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072250,-42.804791,-71.184600,321370.8,5258547.9,1108.8439,1,0,0.9669738,-1.3,-0.18,0.85,2.31,2.91
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072251,-42.804506,-71.184025,321417.0,5258580.8,1106.155,1,0,0.9571457,-1.23,0.0,1.23,3.36,4.37
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072252,-42.804219,-71.183446,321463.5,5258613.9,1109.7488,1,0,0.9496614,-1.68,-0.33,0.89,2.46,3.06
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072253,-42.803936,-71.182878,321509.1,5258646.5,1098.3499,1,0,0.95569396,-1.71,-0.26,1.08,2.91,3.62
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072254,-42.803654,-71.182313,321554.5,5258679.0,1083.1571,1,0,0.95511353,-1.86,-0.33,1.04,2.87,3.58
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072255,-42.803373,-71.181750,321599.8,5258711.4,1065.3289,1,0,0.9575274,-2.57,-0.48,1.38,3.69,4.55
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072256,-42.803086,-71.181171,321646.3,5258744.5,1069.2689,1,0,0.9519871,-2.24,-0.41,1.23,3.73,5.0
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072257,-42.802798,-71.180591,321692.9,5258777.7,1073.4718,1,0,0.960698,-1.75,0.14,2.24,7.66,9.23
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072258,-42.802513,-71.180015,321739.2,5258810.6,1072.4117,1,0,0.95562536,-0.63,1.64,5.45,10.68,11.99
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072259,-42.802225,-71.179434,321785.9,5258843.8,1078.4232,1,0,0.9612654,-2.46,-0.44,1.45,4.11,5.04
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072260,-42.801936,-71.178851,321832.7,5258877.0,1086.179,1,0,0.95767504,-1.6,-0.07,1.42,3.77,4.82
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072261,-42.801648,-71.178269,321879.5,5258910.3,1093.372,1,0,0.951329,-1.71,-0.18,1.27,3.4,4.22
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072262,-42.801361,-71.177690,321926.0,5258943.4,1096.9319,1,0,0.94494855,-1.86,-0.37,0.97,2.91,3.73
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072263,-42.801076,-71.177116,321972.2,5258976.2,1093.4658,1,0,0.9491105,-1.56,-0.26,0.93,2.76,3.58
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072264,-42.800793,-71.176546,322017.9,5259008.9,1084.3754,1,0,0.9577402,-1.38,0.11,1.75,6.31,7.99
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072265,-42.800508,-71.175973,322064.0,5259041.7,1079.7839,1,0,0.95685947,-1.34,-0.11,1.0,2.69,3.36
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072266,-42.800222,-71.175394,322110.5,5259074.8,1082.4314,1,0,0.9395939,-1.68,-0.26,1.0,2.65,3.25
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072267,-42.799936,-71.174819,322156.7,5259107.7,1081.1184,1,0,0.9534948,-2.39,-0.44,1.38,3.96,4.89
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072268,-42.799649,-71.174238,322203.4,5259140.8,1086.6875,1,0,0.9434244,-1.68,-0.18,1.27,3.17,3.88
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072269,-42.799363,-71.173662,322249.7,5259173.8,1086.1119,1,0,0.9640048,-1.56,0.0,1.64,5.9,8.4
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072270,-42.799079,-71.173090,322295.7,5259206.6,1080.7922,1,0,0.9608415,-1.34,0.03,1.42,4.22,6.12
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072271,-42.798794,-71.172516,322341.7,5259239.4,1076.561,1,0,0.9519984,-1.19,-0.11,0.93,2.57,3.36
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072272,-42.798503,-71.171924,322389.3,5259273.0,1096.8362,1,0,0.9425252,-1.86,0.22,2.46,5.79,6.98
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072273,-42.798211,-71.171332,322436.9,5259306.6,1118.0027,1,0,0.92264915,-1.56,0.33,2.31,5.12,6.27
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072274,-42.797921,-71.170744,322484.1,5259340.1,1132.3403,1,0,0.9447412,-1.49,-0.11,1.23,3.21,3.99
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072275,-42.797634,-71.170166,322530.6,5259373.1,1135.4979,1,0,0.9453652,-1.64,-0.33,0.85,2.35,2.91
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072276,-42.797350,-71.169594,322576.6,5259405.9,1129.7797,1,0,0.95695406,-1.79,-0.33,0.93,2.61,3.32
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072277,-42.797069,-71.169028,322622.1,5259438.4,1116.1461,1,0,0.95163214,-1.75,-0.26,1.12,3.06,3.88
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072278,-42.796786,-71.168459,322667.8,5259471.0,1106.4246,1,0,0.95952857,-1.64,-0.29,0.89,2.46,3.06
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072279,-42.796505,-71.167897,322713.0,5259503.3,1087.8892,1,0,0.9578953,-1.9,-0.14,1.53,3.99,5.11
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072280,-42.796224,-71.167332,322758.4,5259535.7,1072.9158,1,0,0.95937586,-1.3,0.26,2.05,5.04,6.2
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072281,-42.795930,-71.166735,322806.4,5259569.6,1100.4281,1,0,0.94194764,-2.5,-0.11,2.2,5.68,7.02
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072282,-42.795637,-71.166137,322854.4,5259603.5,1127.8129,1,0,0.9447879,-2.05,0.18,2.46,5.86,7.28
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072283,-42.795344,-71.165544,322902.1,5259637.1,1149.8749,1,0,0.9535005,-1.64,-0.07,1.49,3.81,4.82
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072284,-42.795054,-71.164955,322949.4,5259670.7,1166.978,1,0,0.95023453,-2.35,-0.14,1.98,4.85,5.97
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072285,-42.794762,-71.164363,322997.0,5259704.3,1187.8623,1,0,0.95990574,-1.94,0.26,2.5,5.83,6.95
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072286,-42.794468,-71.163765,323045.1,5259738.2,1215.3188,1,0,0.95374256,-2.13,-0.22,1.6,4.03,4.97
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072287,-42.794177,-71.163174,323092.6,5259771.8,1234.4054,1,0,0.95193166,-2.54,-0.44,1.49,4.14,5.08
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072288,-42.793886,-71.162585,323139.9,5259805.3,1251.0011,1,0,0.9588317,-1.71,-0.18,1.27,3.13,3.81
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072289,-42.793598,-71.162004,323186.6,5259838.5,1257.1056,1,0,0.9341626,-1.75,-0.33,1.0,2.69,3.28
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072290,-42.793312,-71.161428,323232.9,5259871.4,1255.8501,1,0,0.947036,-1.23,-0.18,0.78,2.05,2.57
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072291,-42.793026,-71.160852,323279.2,5259904.4,1255.782,1,0,0.9418281,-1.23,-0.18,0.78,2.05,2.54
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072292,-42.792739,-71.160275,323325.6,5259937.5,1256.9282,1,0,0.95333797,-1.23,-0.14,0.85,2.24,2.8
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072293,-42.792452,-71.159696,323372.1,5259970.6,1258.8447,1,0,0.9550218,-1.19,-0.14,0.85,2.24,2.76
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072294,-42.792166,-71.159119,323418.5,5260003.6,1260.5902,1,0,0.9481644,-1.45,-0.18,1.0,2.65,3.36
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072295,-42.791877,-71.158537,323465.2,5260036.8,1266.5997,1,0,0.9446256,-1.64,-0.18,1.19,3.13,3.92
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072296,-42.791589,-71.157956,323512.0,5260070.1,1273.1798,1,0,0.9460429,-1.45,-0.03,1.38,3.36,4.14
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072297,-42.791301,-71.157375,323558.7,5260103.3,1278.9663,1,0,0.94668955,-1.64,-0.11,1.34,3.4,4.14
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072298,-42.791013,-71.156795,323605.3,5260136.5,1282.9758,1,0,0.9484887,-1.71,0.07,1.9,4.55,5.64
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072299,-42.790725,-71.156215,323651.9,5260169.7,1287.9481,1,0,0.95451874,-2.31,-0.37,1.49,3.81,4.63
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072300,-42.790438,-71.155637,323698.4,5260202.8,1289.2883,1,0,0.9492491,-2.35,-0.41,1.3,3.66,4.55
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072301,-42.790152,-71.155062,323744.6,5260235.8,1287.6866,1,0,0.9566884,-2.09,-0.33,1.27,3.32,4.14
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072302,-42.789867,-71.154489,323790.6,5260268.6,1282.0525,1,0,0.959406,-1.71,-0.18,1.3,3.32,4.18
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072303,-42.789584,-71.153923,323836.1,5260301.2,1268.191,1,0,0.95833087,-1.49,-0.18,1.0,2.76,3.51
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072304,-42.789299,-71.153350,323882.2,5260334.1,1263.1727,1,0,0.9433907,-1.68,-0.26,1.04,2.8,3.51
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072305,-42.789014,-71.152779,323928.1,5260366.9,1256.1294,1,0,0.9477531,-1.64,-0.22,1.08,2.91,3.62
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072306,-42.788729,-71.152208,323974.0,5260399.7,1248.9812,1,0,0.9519897,-2.09,-0.33,1.27,3.43,4.29
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072307,-42.788443,-71.151633,324020.2,5260432.7,1245.7567,1,0,0.9464636,-1.38,0.11,1.71,4.18,5.12
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072308,-42.788159,-71.151065,324065.9,5260465.4,1235.2634,1,0,0.9391284,-1.53,-0.18,1.08,2.8,3.47
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072309,-42.787876,-71.150496,324111.6,5260498.1,1225.0219,1,0,0.9464221,-1.56,-0.29,0.89,2.42,3.06
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072310,-42.787592,-71.149927,324157.4,5260530.8,1215.3147,1,0,0.9429114,-1.56,-0.29,0.85,2.42,3.02
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072311,-42.787307,-71.149356,324203.2,5260563.5,1206.7919,1,0,0.94574845,-1.53,-0.22,1.0,2.65,3.28
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072312,-42.787024,-71.148787,324248.9,5260596.2,1196.8441,1,0,0.9513625,-1.75,-0.33,0.93,2.65,3.32
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072313,-42.786740,-71.148219,324294.6,5260628.9,1185.8267,1,0,0.9434756,-1.49,-0.26,0.89,2.39,2.98
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072314,-42.786456,-71.147648,324340.5,5260661.7,1178.1718,1,0,0.9460483,-1.42,-0.26,0.82,2.24,2.84
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072315,-42.786171,-71.147077,324386.5,5260694.5,1171.6407,1,0,0.9455287,-1.34,-0.22,0.78,2.09,2.57
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072316,-42.785887,-71.146506,324432.3,5260727.2,1163.8666,1,0,0.9468794,-1.27,-0.18,0.78,2.09,2.57
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072317,-42.785602,-71.145934,324478.3,5260760.0,1158.5566,1,0,0.933555,-1.19,-0.18,0.74,1.98,2.46
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072318,-42.785317,-71.145361,324524.4,5260792.9,1153.9634,1,0,0.93554294,-1.45,-0.29,0.71,1.98,2.42
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072319,-42.785033,-71.144791,324570.2,5260825.6,1145.1863,1,0,0.9435296,-1.45,-0.26,0.85,2.24,2.76
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072320,-42.784751,-71.144224,324615.7,5260858.2,1132.1768,1,0,0.9538194,-1.53,-0.29,0.78,2.2,2.72
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072321,-42.784467,-71.143654,324661.6,5260890.9,1124.2308,1,0,0.9345962,-1.42,-0.22,0.85,2.31,2.87
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072322,-42.784185,-71.143090,324706.9,5260923.3,1107.1825,1,0,0.9530716,-1.49,-0.07,1.3,3.36,4.22
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072323,-42.783899,-71.142514,324753.3,5260956.3,1107.5334,1,0,0.9237513,-1.94,-0.11,1.64,4.33,5.38
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072324,-42.783616,-71.141945,324799.0,5260988.9,1097.3827,1,0,0.93118095,-1.68,0.14,2.05,4.52,5.49
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072325,-42.783332,-71.141375,324844.8,5261021.6,1089.3757,1,0,0.94297147,-1.75,-0.07,1.56,3.73,4.52
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072326,-42.783049,-71.140808,324890.4,5261054.2,1076.8195,1,0,0.94251084,-2.16,-0.14,1.75,4.55,5.64
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072327,-42.782769,-71.140247,324935.5,5261086.5,1056.6915,1,0,0.9572986,-1.23,0.56,2.65,6.12,7.25
GEDI02_A_2025026122031_O34688_01_T00318_02_004_02_V003.h5,BEAM0110,346880600100072328,-42.782479,-71.139660,324982.7,5261119.9,1070.921,1,0,0.9254191,-3.77,-0.29,2.8,9.11,11.28
