archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,motivo,detalle
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198851,-42.708605,-71.034021,333426.1,5269537.4,897.6833,1,0,0.88731307,-1.04,-0.07,0.86,2.09,2.5,sensibilidad baja: el laser no llego al suelo,sensitivity=0.887 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198854,-42.709464,-71.032302,333569.2,5269445.4,895.7302,0,0,0.8491172,0.14,2.2,4.19,6.32,6.99,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198855,-42.709753,-71.031724,333617.3,5269414.4,905.8928,0,0,0.77546376,-1.34,-0.11,1.04,2.62,3.14,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198856,-42.710040,-71.031150,333665.1,5269383.7,907.9048,0,0,0.86649734,-1.01,-0.07,0.89,2.17,2.65,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198857,-42.710326,-71.030577,333712.8,5269353.0,905.613,0,0,0.8619472,-0.82,0.26,1.53,4.67,5.57,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198858,-42.710613,-71.030002,333760.6,5269322.3,908.17084,0,0,0.8633267,-1.34,-0.22,0.86,2.28,2.76,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198859,-42.710900,-71.029429,333808.3,5269291.6,906.96313,0,0,0.84058326,-1.16,0.0,1.16,2.73,3.29,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198860,-42.711188,-71.028853,333856.3,5269260.8,913.2784,0,0,0.82505256,-1.27,-0.03,1.16,2.95,3.51,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198861,-42.711475,-71.028278,333904.1,5269230.0,914.3842,0,0,0.7953161,-1.27,-0.22,0.78,2.02,2.47,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198862,-42.711761,-71.027705,333951.8,5269199.4,912.805,0,0,0.8590136,-0.93,0.0,0.97,2.28,2.69,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198863,-42.712047,-71.027132,333999.6,5269168.7,911.3612,0,0,0.79894346,-1.42,-0.22,0.89,2.28,2.73,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198864,-42.712334,-71.026558,334047.3,5269138.0,910.69604,1,0,0.85042685,-1.04,-0.07,0.86,2.13,2.58,sensibilidad baja: el laser no llego al suelo,sensitivity=0.850 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0010,332030200400198865,-42.712620,-71.025984,334095.0,5269107.4,909.44775,0,0,0.83855546,-0.97,0.0,1.01,2.39,2.84,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193441,-42.708528,-71.047890,332290.1,5269518.5,918.7958,1,0,0.89208794,-1.23,0.11,1.49,3.59,4.19,sensibilidad baja: el laser no llego al suelo,sensitivity=0.892 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193442,-42.708816,-71.047315,332338.0,5269487.7,923.48193,1,0,0.8971134,-0.59,1.04,3.51,6.7,7.44,sensibilidad baja: el laser no llego al suelo,sensitivity=0.897 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193443,-42.709103,-71.046742,332385.7,5269457.0,925.4974,0,0,0.87751013,-1.04,0.03,1.16,3.06,3.78,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193444,-42.709389,-71.046169,332433.4,5269426.3,925.6864,1,0,0.89189786,-1.12,0.26,1.83,4.15,4.82,sensibilidad baja: el laser no llego al suelo,sensitivity=0.892 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193445,-42.709677,-71.045594,332481.3,5269395.5,931.49457,0,0,0.86404645,-1.01,-0.03,0.93,2.43,2.99,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193446,-42.709964,-71.045020,332529.0,5269364.7,933.4102,0,0,0.8750833,-1.12,0.03,1.27,2.91,3.48,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193447,-42.710252,-71.044446,332576.8,5269333.9,938.5207,0,0,0.88323134,-1.12,0.14,1.49,3.21,3.81,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193448,-42.710538,-71.043872,332624.6,5269303.2,940.3944,0,0,0.8859568,-1.19,-0.18,0.74,1.98,2.43,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193449,-42.710825,-71.043299,332672.3,5269272.5,943.33716,0,0,0.8731798,-1.16,-0.07,1.04,2.5,3.03,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193450,-42.711112,-71.042726,332720.0,5269241.8,943.347,0,0,0.83143234,-1.08,0.0,1.08,2.54,2.99,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193451,-42.711399,-71.042152,332767.7,5269211.1,946.67993,1,0,0.894341,-1.16,-0.14,0.82,2.17,2.69,sensibilidad baja: el laser no llego al suelo,sensitivity=0.894 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193452,-42.711685,-71.041580,332815.4,5269180.4,947.35706,0,0,0.870627,-1.19,-0.07,1.01,2.43,2.95,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193453,-42.711972,-71.041006,332863.1,5269149.7,949.13635,0,0,0.88277954,-1.08,0.03,1.16,2.77,3.33,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193454,-42.712259,-71.040433,332910.9,5269119.0,951.19324,0,0,0.88166535,-1.27,-0.03,1.19,2.8,3.33,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193456,-42.712831,-71.039289,333006.0,5269057.7,947.246,0,0,0.8543926,-1.16,0.14,1.49,3.36,3.96,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193457,-42.713118,-71.038716,333053.8,5269027.0,948.8437,0,0,0.88483465,-1.16,-0.07,0.97,2.35,2.84,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193458,-42.713404,-71.038143,333101.4,5268996.3,949.38513,0,0,0.87414867,-1.23,0.0,1.19,2.88,3.48,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193459,-42.713691,-71.037570,333149.2,5268965.6,950.87317,0,0,0.85486513,-1.23,-0.18,0.82,2.17,2.65,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193461,-42.714265,-71.036421,333244.8,5268904.1,957.793,0,0,0.8729656,-1.38,-0.26,0.82,2.17,2.62,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193462,-42.714551,-71.035850,333292.3,5268873.6,954.0554,0,0,0.836668,-1.16,-0.14,0.78,1.98,2.39,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193463,-42.714837,-71.035277,333340.0,5268842.9,952.6101,1,0,0.8681799,-1.08,0.0,1.08,2.58,3.1,sensibilidad baja: el laser no llego al suelo,sensitivity=0.868 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193464,-42.715123,-71.034704,333387.7,5268812.2,953.1543,0,0,0.8309339,-1.12,0.07,1.27,2.99,3.59,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193465,-42.715410,-71.034130,333435.5,5268781.5,954.90027,0,0,0.87671185,-1.12,0.03,1.23,2.95,3.51,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193466,-42.715696,-71.033557,333483.2,5268750.8,954.15,0,0,0.8198817,-1.04,0.0,1.01,2.54,3.1,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193467,-42.715983,-71.032983,333530.9,5268720.1,954.53735,1,0,0.8814088,-1.16,-0.11,0.86,2.28,2.77,sensibilidad baja: el laser no llego al suelo,sensitivity=0.881 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193468,-42.716269,-71.032410,333578.6,5268689.5,953.6609,1,0,0.8976972,-1.16,-0.11,0.93,2.35,2.88,sensibilidad baja: el laser no llego al suelo,sensitivity=0.898 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193469,-42.716556,-71.031837,333626.3,5268658.8,952.35223,1,0,0.8964424,-0.97,0.0,0.97,2.32,2.8,sensibilidad baja: el laser no llego al suelo,sensitivity=0.896 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193470,-42.716842,-71.031263,333674.0,5268628.1,951.82214,0,0,0.8445714,-0.93,0.14,1.34,3.18,3.78,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193471,-42.717129,-71.030689,333721.8,5268597.4,952.47955,0,0,0.8601179,-1.01,0.11,1.23,2.88,3.4,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193472,-42.717415,-71.030115,333769.5,5268566.7,952.4239,1,0,0.8697664,-1.08,0.0,1.04,2.54,3.03,sensibilidad baja: el laser no llego al suelo,sensitivity=0.870 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193473,-42.717702,-71.029541,333817.4,5268536.0,954.09766,0,0,0.8391311,-1.23,-0.03,1.19,2.73,3.21,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193474,-42.717989,-71.028966,333865.2,5268505.2,955.7729,0,0,0.83838207,-0.97,0.0,0.97,2.24,2.69,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193475,-42.718276,-71.028393,333912.9,5268474.6,954.59625,1,0,0.88471013,-1.12,-0.07,0.89,2.2,2.65,sensibilidad baja: el laser no llego al suelo,sensitivity=0.885 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193476,-42.718561,-71.027821,333960.5,5268444.0,949.16895,0,0,0.83968264,-0.97,0.22,1.49,3.21,3.74,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193477,-42.718848,-71.027247,334008.2,5268413.3,947.5538,1,0,0.87363374,-1.16,-0.03,1.08,2.65,3.25,sensibilidad baja: el laser no llego al suelo,sensitivity=0.874 <= 0.90
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193478,-42.719136,-71.026670,334056.3,5268382.4,955.94446,0,0,0.8139704,-1.34,0.26,2.05,4.41,5.05,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0011,332030300400193479,-42.719425,-71.026092,334104.4,5268351.5,965.1119,0,0,0.8721905,-2.05,-0.29,1.42,3.51,4.15,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033929,-42.719719,-71.058431,331457.1,5268254.8,998.4265,1,0,0.88140774,-1.34,-0.22,0.86,2.2,2.69,sensibilidad baja: el laser no llego al suelo,sensitivity=0.881 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263387,-42.827676,-71.213550,319070.3,5255944.7,1579.7864,1,0,0.8443525,-1.08,0.14,1.42,3.21,3.81,sensibilidad baja: el laser no llego al suelo,sensitivity=0.844 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263388,-42.827960,-71.212982,319117.6,5255914.4,1566.2913,0,0,0.8101326,-0.07,1.83,5.05,7.33,7.89,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263389,-42.828244,-71.212413,319164.9,5255884.1,1553.2039,0,0,0.83711654,0.52,3.92,7.52,10.29,10.88,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263390,-42.828526,-71.211849,319211.9,5255853.9,1532.1263,1,0,0.8890712,-1.57,0.26,2.02,3.77,4.3,sensibilidad baja: el laser no llego al suelo,sensitivity=0.889 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263391,-42.828808,-71.211287,319258.6,5255823.8,1506.102,1,0,0.868623,-2.43,-0.33,1.53,3.85,4.45,sensibilidad baja: el laser no llego al suelo,sensitivity=0.869 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263392,-42.829090,-71.210725,319305.4,5255793.7,1481.109,0,0,0.85195297,-2.61,-0.67,1.01,3.25,3.92,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263393,-42.829373,-71.210161,319352.3,5255763.5,1459.2002,0,0,0.87633824,-1.68,0.89,3.44,6.09,6.77,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263395,-42.829938,-71.209034,319446.0,5255703.2,1412.2347,1,0,0.887743,4.0,7.85,10.47,13.13,13.84,sensibilidad baja: el laser no llego al suelo,sensitivity=0.888 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263396,-42.830222,-71.208464,319493.4,5255672.8,1401.5146,1,0,0.8732414,-2.8,0.07,3.1,6.69,7.52,sensibilidad baja: el laser no llego al suelo,sensitivity=0.873 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263397,-42.830505,-71.207902,319540.2,5255642.7,1377.0533,1,0,0.8835791,-0.67,0.74,2.99,6.54,7.33,sensibilidad baja: el laser no llego al suelo,sensitivity=0.884 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263398,-42.830790,-71.207328,319588.0,5255612.2,1373.2247,1,0,0.86854094,-1.12,0.48,2.2,4.41,5.08,sensibilidad baja: el laser no llego al suelo,sensitivity=0.869 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263399,-42.831074,-71.206761,319635.1,5255581.9,1355.9037,1,0,0.8982912,-4.56,-1.72,0.56,3.25,4.19,sensibilidad baja: el laser no llego al suelo,sensitivity=0.898 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263400,-42.831358,-71.206192,319682.5,5255551.6,1343.7219,0,0,0.8877189,-2.46,-0.52,1.12,3.25,3.81,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263401,-42.831641,-71.205628,319729.4,5255521.4,1320.3993,0,0,0.888685,7.97,13.32,15.56,17.55,18.18,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263402,-42.831926,-71.205054,319777.2,5255490.9,1316.9321,1,0,0.89860755,3.77,7.22,9.91,12.98,13.84,sensibilidad baja: el laser no llego al suelo,sensitivity=0.899 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263403,-42.832211,-71.204484,319824.6,5255460.5,1305.2556,0,0,0.84071624,2.8,7.48,10.7,13.77,14.51,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263404,-42.832497,-71.203908,319872.5,5255430.0,1305.0725,0,0,0.86597145,-2.17,-0.29,1.42,3.85,4.56,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263405,-42.832779,-71.203345,319919.3,5255399.8,1280.3125,0,0,0.8553485,-3.81,-1.27,0.67,2.91,3.55,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263406,-42.833066,-71.202769,319967.2,5255369.3,1278.622,1,0,0.8896111,-1.64,0.22,2.17,5.27,6.24,sensibilidad baja: el laser no llego al suelo,sensitivity=0.890 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263407,-42.833351,-71.202194,320015.0,5255338.8,1275.1519,0,0,0.8586118,-1.72,-0.18,1.34,3.33,3.96,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263408,-42.833639,-71.201614,320063.3,5255308.1,1282.0275,0,0,0.8110867,-1.16,0.78,3.25,6.36,7.14,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263409,-42.833929,-71.201025,320112.3,5255277.1,1306.1293,0,0,0.8392929,-0.82,0.89,2.95,4.93,5.38,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263410,-42.834219,-71.200436,320161.2,5255246.2,1327.7583,0,0,0.83827335,-1.49,0.48,2.61,5.08,5.72,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263411,-42.834509,-71.199849,320210.0,5255215.3,1346.6027,0,0,0.804316,-2.43,-0.52,1.3,3.96,4.6,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263412,-42.834799,-71.199261,320259.0,5255184.3,1368.8942,0,0,0.769156,-1.38,0.48,2.46,4.52,4.93,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263413,-42.835089,-71.198670,320308.1,5255153.3,1395.2217,0,0,0.68321,-0.63,1.16,3.77,6.58,7.11,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263414,-42.835378,-71.198086,320356.7,5255122.5,1408.2085,0,0,0.7768116,-0.67,0.67,2.2,4.11,4.6,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263415,-42.835661,-71.197518,320403.9,5255092.2,1390.8843,0,0,0.78764445,-0.56,1.23,3.1,5.27,5.87,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263416,-42.835944,-71.196954,320450.8,5255062.0,1367.6832,0,0,0.8283297,-3.1,-0.71,1.53,4.0,4.56,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263417,-42.836226,-71.196392,320497.6,5255032.0,1339.2917,0,0,0.6398588,-0.52,0.44,1.53,2.76,3.03,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263418,-42.836508,-71.195829,320544.4,5255001.9,1313.3334,0,0,0.7741633,-0.26,2.13,4.37,6.47,7.03,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263419,-42.836791,-71.195261,320591.7,5254971.6,1297.3351,0,0,0.8429158,-1.87,0.18,2.24,4.52,5.08,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263420,-42.837075,-71.194691,320639.0,5254941.2,1283.5509,1,0,0.8573826,-1.45,0.14,1.83,3.96,4.6,sensibilidad baja: el laser no llego al suelo,sensitivity=0.857 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263421,-42.837360,-71.194119,320686.6,5254910.8,1275.6453,1,0,0.8647203,-1.68,-0.11,1.42,3.55,4.22,sensibilidad baja: el laser no llego al suelo,sensitivity=0.865 <= 0.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263422,-42.837649,-71.193533,320735.3,5254879.9,1291.3826,0,0,0.79648477,0.56,2.2,3.89,5.53,5.91,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263423,-42.837940,-71.192943,320784.4,5254849.0,1315.8766,0,0,0.8431118,-0.44,1.45,3.77,6.54,7.14,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263424,-42.838228,-71.192360,320832.9,5254818.2,1327.5312,0,0,0.80947363,-1.16,0.07,1.42,3.21,3.77,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263425,-42.838514,-71.191784,320880.8,5254787.6,1327.0402,0,0,0.80957687,-0.86,0.48,2.05,4.07,4.64,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263426,-42.838801,-71.191205,320928.9,5254757.0,1330.5659,0,0,0.8436621,-0.56,1.72,4.34,7.33,8.15,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263427,-42.839089,-71.190623,320977.3,5254726.2,1339.732,0,0,0.8305212,-1.34,0.18,1.83,4.15,4.79,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263428,-42.839377,-71.190042,321025.7,5254695.5,1348.8654,0,0,0.85195214,-3.14,-0.86,1.04,3.51,4.26,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263429,-42.839664,-71.189463,321073.8,5254664.9,1353.7024,0,0,0.83722705,-1.19,0.07,1.42,3.18,3.74,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263430,-42.839952,-71.188883,321122.1,5254634.2,1359.9468,0,0,0.85423625,-1.57,-0.11,1.3,3.18,3.77,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263431,-42.840239,-71.188302,321170.3,5254603.5,1366.9095,0,0,0.83554566,-1.16,0.11,1.45,3.14,3.66,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263432,-42.840527,-71.187720,321218.7,5254572.7,1377.1991,0,0,0.79861414,-1.94,0.18,2.43,4.82,5.42,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400263433,-42.840816,-71.187135,321267.4,5254541.9,1393.5128,0,0,0.77919674,-0.22,1.72,3.74,6.06,6.62,calidad: forma de onda no interpretable,l2a_quality_flag_rel3=0
