shot_number,lat,lon,rh98,pendiente_grados,predict_stratum,agbd_origen,agbd_L4A_Mg_ha,agbd_CCI2024_Mg_ha
356600300400192485,-42.565153,-71.490836,8.35,0.92,ENT_SA,certificada,36.047756,42
356600300400192557,-42.585968,-71.449571,3.4,5.80,,,,158
356600300400192560,-42.586832,-71.447853,3.63,6.81,DBT_SA,certificada,0.0,151
356600300400192565,-42.588274,-71.444986,4.68,10.36,DBT_SA,certificada,0.08075917,150
356600300400192566,-42.588562,-71.444413,4.71,9.73,DBT_SA,certificada,0.058597192,142
356600300400192571,-42.590006,-71.441547,23.78,13.45,DBT_SA,certificada,127.54145,163
356600300400192573,-42.590584,-71.440400,17.52,11.14,DBT_SA,certificada,69.132164,158
356600300400192575,-42.591161,-71.439255,19.96,8.41,,,,156
356600300400192578,-42.592026,-71.437537,20.93,7.91,DBT_SA,certificada,109.12949,164
356600300400192579,-42.592315,-71.436964,19.17,8.06,DBT_SA,certificada,89.841324,148
356600300400192584,-42.593761,-71.434099,24.94,16.35,DBT_SA,certificada,177.07146,198
356600300400192587,-42.594629,-71.432381,20.26,17.45,,,,199
356600300400192588,-42.594917,-71.431809,22.05,19.62,,,,202
356600300400192590,-42.595492,-71.430665,24.79,17.10,DBT_SA,certificada,176.41263,202
356600300400192591,-42.595780,-71.430093,23.89,11.87,,,,205
356600300400192592,-42.596067,-71.429522,25.35,9.67,DBT_SA,certificada,175.72499,205
356600300400192593,-42.596355,-71.428950,21.87,8.93,DBT_SA,certificada,105.217735,204
356600300400192594,-42.596644,-71.428377,19.02,3.78,DBT_SA,certificada,68.45349,191
356600300400192595,-42.596932,-71.427805,18.91,12.66,,,,191
356600300400192596,-42.597216,-71.427235,26.85,14.39,,,,161
356600300400192597,-42.597503,-71.426663,20.56,9.51,,,,174
356600300400192598,-42.597790,-71.426092,19.28,9.28,,,,174
356600300400192599,-42.598078,-71.425519,17.9,10.95,,,,143
356600300400192600,-42.598366,-71.424946,14.53,14.45,,,,109
356600300400192601,-42.598654,-71.424374,19.1,14.99,,,,162
356600300400192602,-42.598942,-71.423801,18.5,13.61,,,,155
356600300400192603,-42.599228,-71.423229,25.39,16.90,DBT_SA,certificada,80.12489,95
356600300400192604,-42.599516,-71.422656,23.44,19.68,,,,111
356600300400192605,-42.599806,-71.422082,22.2,16.81,DBT_SA,certificada,119.891396,143
356600300400192606,-42.600095,-71.421509,22.77,11.66,DBT_SA,certificada,105.20021,178
356600300400192607,-42.600384,-71.420935,21.04,11.37,,,,173
356600300400192608,-42.600672,-71.420362,24.79,11.43,,,,176
356600300400192609,-42.600961,-71.419788,25.27,14.23,DBT_SA,hoja_caida,154.28242,174
356600300400192610,-42.601252,-71.419213,21.68,16.06,DBT_SA,hoja_caida,101.97409,177
356600300400192611,-42.601543,-71.418638,28.42,18.15,DBT_SA,hoja_caida,180.28516,168
356600300400192612,-42.601835,-71.418062,21.75,14.59,DBT_SA,hoja_caida,94.81282,116
356600300400192616,-42.602989,-71.415768,21.38,4.00,DBT_SA,hoja_caida,70.84017,0
356600300400192622,-42.604718,-71.412329,11.83,4.25,DBT_SA,hoja_caida,14.459928,76
356600500400192354,-42.571419,-71.497364,2.77,1.73,ENT_SA,certificada,15.000845,12
356600500400192356,-42.571996,-71.496219,8.35,4.56,ENT_SA,certificada,32.151245,33
356600500400192357,-42.572286,-71.495645,4.94,6.21,ENT_SA,certificada,20.67501,40
356600500400192358,-42.572575,-71.495072,4.04,3.78,,,,72
356600500400192359,-42.572864,-71.494499,4.94,6.98,ENT_SA,certificada,20.67501,72
356600500400192360,-42.573154,-71.493925,4.49,6.43,,,,58
356600500400192361,-42.573443,-71.493351,5.24,8.53,,,,90
356600500400192362,-42.573734,-71.492777,5.2,9.60,,,,65
356600500400192363,-42.574023,-71.492203,5.39,14.91,,,,54
356600500400192364,-42.574314,-71.491629,5.84,15.69,,,,60
356600500400192378,-42.578355,-71.483609,3.78,4.05,ENT_SA,certificada,17.823992,64
356600500400192379,-42.578642,-71.483037,3.63,7.94,,,,71
356600500400192382,-42.579509,-71.481316,6.89,6.22,ENT_SA,certificada,25.08521,53
356600500400192383,-42.579795,-71.480745,9.17,5.81,ENT_SA,certificada,39.077717,73
356600500400192384,-42.580084,-71.480171,4.08,5.67,,,,73
356600500400192385,-42.580370,-71.479600,5.54,3.27,ENT_SA,certificada,21.177248,78
356600500400192386,-42.580659,-71.479027,3.51,5.44,,,,62
356600500400192387,-42.580946,-71.478455,4.15,6.54,ENT_SA,certificada,18.005571,62
356600500400192388,-42.581235,-71.477881,5.46,9.70,,,,56
356600500400192389,-42.581523,-71.477308,6.81,11.55,ENT_SA,certificada,27.468527,58
356600500400192390,-42.581812,-71.476734,7.63,11.58,ENT_SA,certificada,27.177588,58
356600500400192391,-42.582101,-71.476161,5.01,13.15,,,,48
356600500400192392,-42.582390,-71.475587,6.44,13.08,,,,76
356600500400192393,-42.582679,-71.475013,7.9,17.61,ENT_SA,certificada,29.660675,70
356600500400192421,-42.590776,-71.458968,4.15,12.07,,,,193
356600500400192422,-42.591065,-71.458396,4.94,16.05,DBT_SA,certificada,0.12923239,170
356600500400192423,-42.591353,-71.457823,6.62,18.98,,,,150
356600500400192424,-42.591642,-71.457251,4.98,18.05,,,,156
356600500400192425,-42.591929,-71.456679,5.57,14.21,DBT_SA,certificada,0.2996592,170
356600500400192426,-42.592217,-71.456107,3.93,10.31,DBT_SA,certificada,0.0,169
356600500400192427,-42.592505,-71.455535,5.16,7.03,DBT_SA,certificada,0.10211181,161
356600500400192428,-42.592792,-71.454963,4.79,10.82,,,,156
356600500400192429,-42.593083,-71.454388,5.09,14.90,,,,151
356600500400192430,-42.593373,-71.453813,4.15,11.91,DBT_SA,certificada,0.0035886709,151
356600500400192431,-42.593663,-71.453239,3.7,10.82,,,,147
356600500400192434,-42.594531,-71.451517,3.29,6.73,,,,144
356600500400192435,-42.594819,-71.450944,5.24,9.33,DBT_SA,certificada,0.15677696,129
356600500400192438,-42.595683,-71.449225,27.41,17.34,DBT_SA,certificada,187.89572,145
356600500400192439,-42.595971,-71.448653,24.82,12.09,DBT_SA,certificada,170.32875,185
356600500400192440,-42.596260,-71.448079,13.63,12.72,DBT_SA,certificada,10.432859,185
356600500400192441,-42.596548,-71.447506,2.88,5.79,,,,136
356600500400192442,-42.596836,-71.446933,3.1,6.88,,,,153
356600500400192443,-42.597125,-71.446360,3.59,8.80,,,,153
356600500400192444,-42.597410,-71.445789,8.65,9.99,,,,125
356600500400192445,-42.597702,-71.445213,3.63,14.64,,,,108
356600500400192446,-42.597991,-71.444639,2.84,8.64,DBT_SA,hoja_caida,0.0,108
356600500400192447,-42.598279,-71.444066,3.18,2.30,,,,105
356600500400192448,-42.598568,-71.443493,3.18,3.99,DBT_SA,hoja_caida,0.0,85
356600500400192449,-42.598856,-71.442920,4.9,4.76,DBT_SA,hoja_caida,0.110079795,85
356600500400192450,-42.599145,-71.442347,4.19,5.40,DBT_SA,hoja_caida,0.003993755,113
356600500400192451,-42.599434,-71.441774,3.18,5.25,DBT_SA,hoja_caida,0.0,0
356600500400192452,-42.599722,-71.441201,3.44,4.70,DBT_SA,hoja_caida,0.0,0
356600500400192453,-42.600010,-71.440629,4.26,5.73,DBT_SA,hoja_caida,0.00010705291,65
356600500400192454,-42.600298,-71.440056,19.65,10.86,DBT_SA,hoja_caida,30.868578,65
356600500400192455,-42.600587,-71.439483,6.32,11.36,DBT_SA,hoja_caida,0.9229336,83
356600500400192456,-42.600875,-71.438911,2.99,13.56,,,,173
356600500400192457,-42.601163,-71.438338,22.05,13.58,,,,98
356600500400192458,-42.601451,-71.437766,24.19,11.44,,,,171
356600500400192459,-42.601739,-71.437194,23.62,9.41,DBT_SA,hoja_caida,145.3622,200
356600500400192460,-42.602027,-71.436622,23.81,10.63,DBT_SA,hoja_caida,161.21921,166
356600500400192461,-42.602314,-71.436051,20.74,19.28,DBT_SA,hoja_caida,88.824234,189
356600500400192462,-42.602601,-71.435480,2.62,18.34,DBT_SA,hoja_caida,0.0,128
356600500400192463,-42.602889,-71.434908,6.47,6.14,DBT_SA,hoja_caida,0.9749597,30
356600500400192464,-42.603177,-71.434335,4.71,5.05,,,,27
356600500400192465,-42.603467,-71.433762,5.5,5.37,DBT_SA,hoja_caida,0.46318492,57
356600500400192466,-42.603756,-71.433189,4.94,6.06,DBT_SA,hoja_caida,0.0798497,41
356600500400192467,-42.604045,-71.432616,3.1,2.66,DBT_SA,hoja_caida,0.0,47
356600500400192468,-42.604333,-71.432044,3.81,4.10,DBT_SA,hoja_caida,0.0,47
356600500400192469,-42.604621,-71.431472,13.63,11.13,,,,127
356600500400192470,-42.604909,-71.430901,21.9,19.23,DBT_SA,certificada,125.35427,126
356600500400192471,-42.605195,-71.430331,20.25,19.71,DBT_SA,certificada,38.947212,126
356600500400192472,-42.605482,-71.429760,4.41,6.96,DBT_SA,certificada,0.005771572,29
356600600401033474,-42.578091,-71.497651,4.86,11.39,ENT_SA,certificada,20.802608,67
356600600401033475,-42.578379,-71.497078,4.38,9.73,,,,67
356600600401033476,-42.578667,-71.496506,6.77,14.94,ENT_SA,certificada,27.99345,84
356600600401033477,-42.578954,-71.495935,8.61,17.05,,,,145
356600600401033478,-42.579240,-71.495365,5.16,15.19,,,,145
356600600401033479,-42.579527,-71.494795,4.79,10.85,ENT_SA,certificada,20.135464,149
356600600401033504,-42.586763,-71.480446,4.04,8.75,ENT_SA,certificada,17.705034,83
356600600401033505,-42.587052,-71.479872,4.86,8.13,,,,95
356600600401033506,-42.587340,-71.479298,3.66,6.38,ENT_SA,certificada,17.018633,95
356600600401033507,-42.587629,-71.478725,3.44,6.90,,,,137
356600600401033508,-42.587918,-71.478151,3.14,5.71,ENT_SA,certificada,15.261547,125
356600600401033509,-42.588207,-71.477577,4.04,6.38,ENT_SA,certificada,17.936419,125
356600600401033510,-42.588495,-71.477004,3.1,2.29,ENT_SA,certificada,15.562565,116
356600600401033511,-42.588783,-71.476431,3.44,3.55,ENT_SA,certificada,16.372341,86
356600600401033512,-42.589070,-71.475859,3.66,4.54,ENT_SA,certificada,17.24551,86
356600600401033513,-42.589358,-71.475286,3.33,6.52,,,,109
356600600401033533,-42.595121,-71.463844,2.84,4.80,,,,153
356600600401033534,-42.595411,-71.463271,3.59,5.12,,,,153
356600600401033536,-42.595990,-71.462124,2.92,3.95,,,,167
356600600401033537,-42.596279,-71.461551,3.22,4.62,,,,167
356600600401033538,-42.596569,-71.460978,3.78,5.88,DBT_SA,certificada,0.0,159
356600600401033539,-42.596858,-71.460405,3.07,8.51,DBT_SA,certificada,0.0,154
356600600401033540,-42.597146,-71.459833,4.86,14.36,DBT_SA,certificada,0.03172685,154
356600600401033541,-42.597432,-71.459264,4.0,11.40,DBT_SA,certificada,0.0,148
356600600401033542,-42.597718,-71.458693,3.18,8.07,DBT_SA,certificada,0.0,148
356600600401033543,-42.598005,-71.458122,3.89,7.04,,,,132
356600600401033544,-42.598294,-71.457550,3.4,7.16,,,,101
356600600401033545,-42.598582,-71.456977,3.37,6.53,,,,101
356600600401033546,-42.598869,-71.456406,4.49,6.05,,,,81
356600600401033547,-42.599157,-71.455833,3.22,6.14,,,,53
356600600401033548,-42.599447,-71.455259,4.19,5.54,,,,53
356600600401033550,-42.600024,-71.454113,3.14,5.47,DBT_SA,certificada,0.0,122
356600600401033551,-42.600313,-71.453539,3.48,5.64,DBT_SA,certificada,0.0,122
356600600401033552,-42.600602,-71.452965,3.52,5.10,DBT_SA,certificada,0.0,142
356600600401033553,-42.600891,-71.452391,3.48,11.23,DBT_SA,certificada,0.0,126
356600600401033554,-42.601182,-71.451815,6.74,18.61,DBT_SA,hoja_caida,0.6338752,126
356600600401033555,-42.601474,-71.451238,3.7,19.21,,,,109
356600600401033556,-42.602340,-71.449517,20.33,9.92,DBT_SA,hoja_caida,107.91914,116
356600600401033557,-42.602625,-71.448948,28.34,10.01,DBT_SA,hoja_caida,212.01955,116
356600600401033558,-42.602910,-71.448378,36.54,19.38,DBT_SA,hoja_caida,367.28748,167
356600600401033561,-42.603768,-71.446666,25.16,17.81,DBT_SA,hoja_caida,143.90804,187
356600600401033562,-42.604055,-71.446093,25.8,13.06,DBT_SA,hoja_caida,173.6788,175
356600600401033563,-42.604344,-71.445520,26.28,16.78,DBT_SA,hoja_caida,189.7552,175
356600600401033564,-42.604634,-71.444945,24.11,17.71,DBT_SA,hoja_caida,160.27806,190
356600600401033565,-42.604923,-71.444371,23.47,16.25,DBT_SA,hoja_caida,128.06099,181
356600600401033566,-42.605210,-71.443799,23.03,14.84,DBT_SA,hoja_caida,132.39648,181
356600600401033567,-42.605497,-71.443227,23.59,11.43,DBT_SA,hoja_caida,150.162,192
356600600401033568,-42.605785,-71.442655,23.62,10.90,DBT_SA,hoja_caida,120.068375,198
356600600401033569,-42.606072,-71.442084,24.49,12.84,DBT_SA,hoja_caida,128.16113,198
356600600401033570,-42.606360,-71.441511,2.84,11.00,DBT_SA,hoja_caida,0.0,132
356600600401033571,-42.606647,-71.440939,3.89,15.83,DBT_SA,hoja_caida,0.0,132
356600600401033572,-42.606935,-71.440367,3.74,16.69,DBT_SA,hoja_caida,0.0,125
356600600401033573,-42.607224,-71.439794,3.18,12.92,DBT_SA,hoja_caida,0.0,93
356600600401033574,-42.607512,-71.439222,4.49,7.42,DBT_SA,hoja_caida,0.02324426,93
356600600401033575,-42.607801,-71.438649,3.63,9.29,GSW_SA,certificada,3.10393,58
356600600401033576,-42.608088,-71.438076,4.68,8.77,,,,22
356600600401033577,-42.608376,-71.437504,2.5,6.77,GSW_SA,certificada,1.0619253,22
356600600401033578,-42.608664,-71.436932,2.5,6.22,GSW_SA,certificada,1.0619253,0
356600600401033579,-42.608952,-71.436360,3.25,9.69,,,,0
356600600401033580,-42.609241,-71.435787,3.89,8.89,GSW_SA,certificada,3.7229545,0
356600600401033581,-42.609530,-71.435214,3.18,6.10,GSW_SA,certificada,2.1639936,0
356600600401033582,-42.609818,-71.434642,8.38,5.30,,,,0
356600600401033583,-42.610106,-71.434070,3.7,2.65,,,,0
356600600401033610,-42.617891,-71.418616,17.6,13.19,DBT_SA,hoja_caida,70.56301,137
356600600401033611,-42.618179,-71.418044,15.5,15.63,DBT_SA,hoja_caida,52.86734,137
356600600401033612,-42.618466,-71.417472,3.14,14.84,,,,151
356600600401033613,-42.618752,-71.416901,3.44,9.80,,,,147
356600600401033614,-42.619039,-71.416330,2.92,7.77,,,,158
356600600401033615,-42.619327,-71.415758,2.99,2.63,,,,164
356600600401033616,-42.619615,-71.415184,3.81,7.16,GSW_SA,certificada,3.5265787,136
356600600401033617,-42.619905,-71.414609,3.66,7.16,GSW_SA,certificada,3.1725235,128
356600600401033618,-42.620194,-71.414034,4.0,8.58,GSW_SA,certificada,4.0015283,126
356600600401033619,-42.620484,-71.413459,4.26,9.54,GSW_SA,certificada,4.699281,112
356600600401033620,-42.620774,-71.412884,3.96,10.32,,,,111
356600600401033621,-42.621064,-71.412308,3.81,12.89,,,,0
356600800400197102,-42.557639,-71.556797,10.59,6.91,ENT_SA,certificada,49.404285,80
356600800400197103,-42.557928,-71.556226,7.33,2.99,,,,74
356600800400197104,-42.558217,-71.555655,13.4,3.73,ENT_SA,certificada,72.49134,74
356600800400197105,-42.558508,-71.555082,10.78,8.59,ENT_SA,certificada,53.445717,96
356600800400197106,-42.558799,-71.554508,11.83,7.48,ENT_SA,certificada,51.619102,92
356600800400197114,-42.561106,-71.549946,6.25,11.54,ENT_SA,certificada,26.667065,116
356600800400197115,-42.561395,-71.549375,4.71,5.54,,,,116
356600800400197177,-42.579306,-71.513861,5.57,13.00,ENT_SA,certificada,22.073624,154
356600800400197178,-42.579591,-71.513291,4.9,18.34,ENT_SA,certificada,18.28446,208
356600800400197180,-42.580155,-71.512163,9.36,16.14,ENT_SA,certificada,34.302296,198
356600800400197181,-42.580444,-71.511589,6.17,2.99,ENT_SA,certificada,24.137531,189
356600800400197182,-42.580731,-71.511017,9.73,3.03,ENT_SA,certificada,46.89263,112
356600800400197183,-42.581019,-71.510445,6.85,8.38,ENT_SA,certificada,26.665567,112
356600800400197186,-42.581893,-71.508713,5.12,17.93,,,,86
356600800400197187,-42.582178,-71.508144,6.43,19.60,ENT_SA,certificada,23.537096,129
356600800400197188,-42.582465,-71.507573,13.4,14.61,ENT_SA,certificada,78.96233,138
356600800400197189,-42.582757,-71.506995,4.0,9.41,ENT_SA,certificada,17.995703,134
356600800400197190,-42.583042,-71.506426,13.77,19.02,ENT_SA,certificada,80.05986,130
356600800400197191,-42.583328,-71.505856,6.7,19.69,ENT_SA,certificada,23.83304,129
356600800400197192,-42.583617,-71.505282,9.65,19.39,ENT_SA,certificada,39.426273,147
356600800400197194,-42.584202,-71.504127,6.4,9.48,ENT_SA,certificada,25.680626,129
356600800400197195,-42.584491,-71.503553,5.09,9.54,ENT_SA,certificada,20.436363,126
356600800400197196,-42.584781,-71.502978,5.16,10.55,ENT_SA,certificada,20.04393,112
356600800400197197,-42.585071,-71.502403,4.75,11.10,ENT_SA,certificada,19.63987,92
356600800400197198,-42.585362,-71.501828,3.66,10.31,ENT_SA,certificada,15.936959,89
356600800400197199,-42.585652,-71.501254,5.09,9.05,ENT_SA,certificada,20.827135,87
356600800400197200,-42.585940,-71.500682,10.29,8.44,ENT_SA,certificada,62.33101,112
356600800400197210,-42.588820,-71.494970,6.7,12.86,ENT_SA,certificada,27.385338,40
356600800400197211,-42.589112,-71.494394,4.9,16.27,ENT_SA,certificada,19.545277,40
356600800400197212,-42.589405,-71.493817,6.92,16.70,ENT_SA,certificada,24.56494,47
356600800400197213,-42.589697,-71.493241,6.17,13.07,ENT_SA,certificada,25.458174,65
356600800400197214,-42.589988,-71.492666,4.45,8.32,ENT_SA,certificada,19.724201,65
356600800400197215,-42.590278,-71.492092,4.08,9.92,ENT_SA,certificada,16.544168,109
356600800400197216,-42.590566,-71.491520,4.86,9.48,ENT_SA,certificada,19.850805,139
356600800400197219,-42.591433,-71.489803,3.4,3.76,ENT_SA,certificada,16.302101,131
356600800400197222,-42.592302,-71.488082,4.15,6.05,ENT_SA,certificada,18.005571,141
356600800400197225,-42.593170,-71.486360,5.2,14.01,ENT_SA,certificada,21.331852,141
356600800400197226,-42.593460,-71.485787,5.2,18.01,ENT_SA,certificada,20.403019,149
356600800400197227,-42.593749,-71.485213,5.31,18.31,ENT_SA,certificada,20.617544,153
356600800400197228,-42.594039,-71.484639,5.09,19.51,ENT_SA,certificada,19.147602,156
356600800400197230,-42.594615,-71.483494,23.7,19.70,ENT_SA,certificada,220.5747,192
356600800400197231,-42.594904,-71.482919,5.46,13.99,ENT_SA,certificada,20.37814,152
356600800400197232,-42.595193,-71.482346,14.15,13.87,ENT_SA,certificada,94.47972,153
356600800400197233,-42.595483,-71.481771,14.56,14.73,ENT_SA,certificada,97.75918,141
356600800400197234,-42.595774,-71.481195,15.61,16.36,ENT_SA,certificada,89.69836,147
356600800400197235,-42.596067,-71.480616,5.05,13.20,ENT_SA,certificada,19.450499,146
356600800400197236,-42.596356,-71.480042,2.99,7.24,ENT_SA,certificada,15.007604,146
356600800400197237,-42.596641,-71.479473,7.26,9.87,ENT_SA,certificada,23.854391,140
356600800400197238,-42.596928,-71.478902,4.45,18.35,ENT_SA,certificada,17.825306,155
356600800400197239,-42.597217,-71.478328,7.75,17.23,DBT_SA,certificada,2.6608868,155
356600800400197240,-42.597506,-71.477753,4.49,13.60,DBT_SA,certificada,0.008008755,160
356600800400197241,-42.597795,-71.477180,6.1,12.99,,,,176
356600800400197242,-42.598083,-71.476607,12.65,12.06,DBT_SA,certificada,26.767012,176
356600800400197246,-42.599240,-71.474311,18.23,13.28,DBT_SA,certificada,62.542286,176
356600800400197248,-42.599815,-71.473169,21.49,11.32,DBT_SA,certificada,107.73721,207
356600800400197249,-42.600102,-71.472597,25.34,14.39,,,,188
356600800400197250,-42.600389,-71.472026,20.1,18.95,DBT_SA,certificada,29.849874,188
356600800400197251,-42.600676,-71.471455,4.6,11.99,DBT_SA,certificada,0.027489848,151
356600800400197252,-42.600965,-71.470883,3.14,3.74,DBT_SA,certificada,0.0,137
356600800400197253,-42.601253,-71.470310,3.55,5.29,DBT_SA,certificada,0.0,137
356600800400197254,-42.601539,-71.469741,4.53,9.14,DBT_SA,certificada,0.013746419,132
356600800400197255,-42.601827,-71.469169,4.82,7.00,DBT_SA,certificada,0.047042817,156
356600800400197256,-42.602403,-71.468025,2.84,7.51,DBT_SA,certificada,0.0,135
356600800400197257,-42.602690,-71.467456,4.56,8.56,DBT_SA,certificada,0.010621697,81
356600800400197258,-42.602976,-71.466886,6.25,5.68,DBT_SA,certificada,1.1959467,81
356600800400197259,-42.603263,-71.466316,2.99,4.67,,,,0
356600800400197260,-42.603551,-71.465744,6.36,4.88,DBT_SA,certificada,0.78073686,0
356600800400197261,-42.603842,-71.465169,3.55,5.24,DBT_SA,certificada,0.0,95
356600800400197262,-42.604130,-71.464597,4.04,5.49,DBT_SA,certificada,0.0,130
356600800400197263,-42.604418,-71.464025,4.38,9.84,DBT_SA,certificada,0.03277024,130
356600800400197264,-42.604706,-71.463454,4.41,11.32,,,,182
356600800400197265,-42.604995,-71.462881,3.48,8.13,,,,189
356600800400197266,-42.605285,-71.462307,3.44,7.00,DBT_SA,certificada,0.0,189
356600800400197267,-42.605571,-71.461738,5.01,9.44,,,,167
356600800400197268,-42.605860,-71.461165,3.51,7.69,,,,162
356600800400197275,-42.607883,-71.457157,3.29,4.74,,,,97
356600800400197277,-42.608460,-71.456012,3.25,6.12,,,,142
356600800400197278,-42.608749,-71.455440,3.7,5.25,,,,145
356600800400197279,-42.609039,-71.454866,5.31,13.55,,,,0
356600800400197287,-42.611932,-71.449131,4.04,8.08,GSW_SA,certificada,4.1052823,140
356600800400197288,-42.612222,-71.448557,3.59,8.71,GSW_SA,certificada,3.0136228,143
356600800400197289,-42.612511,-71.447982,3.66,8.17,GSW_SA,certificada,3.1725235,137
356600800400197290,-42.612801,-71.447408,3.18,4.79,GSW_SA,certificada,2.1639936,137
356600800400197291,-42.613089,-71.446836,5.09,1.63,,,,84
356600800400197292,-42.613378,-71.446262,3.18,2.94,,,,93
356600800400197326,-42.623157,-71.426769,4.53,4.91,,,,0
356600800400197327,-42.623444,-71.426195,3.48,2.89,GSW_SA,certificada,2.7720664,143
356600800400197328,-42.623732,-71.425621,5.39,5.20,GSW_SA,certificada,8.368969,145
356600800400197329,-42.624019,-71.425047,3.74,6.36,GSW_SA,certificada,3.3590548,132
356600800400197330,-42.624307,-71.424472,6.7,15.07,GSW_SA,certificada,13.903283,133
356600800400197331,-42.624598,-71.423893,4.11,14.13,GSW_SA,certificada,4.289997,107
356600800400197334,-42.625463,-71.422169,4.94,10.56,,,,0
356600800400197335,-42.625751,-71.421594,6.06,16.56,,,,0
356600800400197336,-42.626040,-71.421018,4.6,13.98,GSW_SA,certificada,5.6947904,84
356600800400197337,-42.626328,-71.420443,6.62,10.80,GSW_SA,certificada,13.526342,69
356600800400197338,-42.626617,-71.419868,3.59,5.76,GSW_SA,certificada,3.0136228,69
356600800400197339,-42.626904,-71.419294,3.63,5.00,GSW_SA,certificada,3.10393,0
356600800400197340,-42.627192,-71.418720,4.04,4.42,GSW_SA,certificada,4.1052823,0
356600800400197341,-42.627479,-71.418147,3.81,4.09,GSW_SA,certificada,3.5265787,62
356600800400197342,-42.627766,-71.417573,3.59,6.09,GSW_SA,certificada,3.0136228,86
356600800400197343,-42.628054,-71.416998,4.75,6.73,GSW_SA,certificada,6.1638074,86
356600800400197344,-42.628343,-71.416424,3.33,5.39,GSW_SA,certificada,2.458741,101
356600800400197345,-42.628631,-71.415849,3.59,6.43,GSW_SA,certificada,3.0136228,112
356600800400197346,-42.628919,-71.415275,4.45,7.82,GSW_SA,certificada,5.244015,112
356600800400197347,-42.629208,-71.414699,4.26,8.58,GSW_SA,certificada,4.699281,105
356600800400197348,-42.629497,-71.414124,3.21,6.52,,,,105
356600800400197349,-42.629784,-71.413551,3.55,5.57,GSW_SA,certificada,2.9246318,105
356600800400197350,-42.630072,-71.412977,5.5,9.51,GSW_SA,certificada,8.78113,102
356600800400197351,-42.630362,-71.412401,5.16,10.04,,,,0
356601100400191849,-42.564354,-71.556818,2.62,6.30,,,,138
356601100400191854,-42.565798,-71.553964,7.9,11.30,ENT_SA,certificada,31.424082,108
356601100400191855,-42.566087,-71.553393,6.62,9.22,ENT_SA,certificada,27.044306,99
356601100400191856,-42.566376,-71.552821,5.39,7.69,ENT_SA,certificada,21.565897,159
356601100400191857,-42.566666,-71.552248,4.97,5.95,ENT_SA,certificada,19.540283,159
356601100400191858,-42.566956,-71.551676,10.7,6.87,ENT_SA,certificada,51.75511,163
356601100400191859,-42.567246,-71.551103,7.6,6.70,,,,162
356601100400191860,-42.567535,-71.550532,9.24,7.53,ENT_SA,certificada,38.346596,162
356601100400191861,-42.567825,-71.549959,11.94,7.79,ENT_SA,certificada,54.07878,159
356601100400191887,-42.575341,-71.535068,5.2,10.83,ENT_SA,certificada,20.509201,138
356601100400191907,-42.581694,-71.522463,9.92,4.46,,,,163
356601100400191908,-42.581983,-71.521890,9.39,4.25,ENT_SA,certificada,32.663193,163
356601100400191909,-42.582272,-71.521317,7.71,5.43,ENT_SA,certificada,31.755978,180
356601100400191910,-42.582562,-71.520743,5.99,7.46,ENT_SA,certificada,23.079319,77
356601100400191911,-42.582852,-71.520169,4.45,6.34,ENT_SA,certificada,19.344042,77
356601100400191912,-42.583141,-71.519595,4.64,6.27,ENT_SA,certificada,19.706802,71
356601100400191913,-42.583429,-71.519023,6.51,5.31,ENT_SA,certificada,27.857925,60
356601100400191914,-42.583717,-71.518451,4.53,5.41,,,,60
356601100400191915,-42.584005,-71.517879,3.55,5.65,ENT_SA,certificada,16.566198,50
356601100400191916,-42.584293,-71.517307,3.48,3.99,,,,75
356601100400191917,-42.584580,-71.516735,3.44,1.57,ENT_SA,certificada,16.372341,75
356601100400191918,-42.584868,-71.516163,5.01,5.71,ENT_SA,certificada,20.563545,138
356601100400191919,-42.585155,-71.515592,5.84,10.48,,,,85
356601100400191920,-42.585441,-71.515022,5.76,14.96,,,,129
356601100400191929,-42.588016,-71.509893,5.2,17.55,ENT_SA,certificada,20.79361,156
356601100400191930,-42.588303,-71.509321,4.86,11.20,ENT_SA,certificada,19.850805,163
356601100400191931,-42.588592,-71.508747,5.05,13.38,ENT_SA,certificada,20.74853,151
356601100400191932,-42.588881,-71.508172,7.86,19.11,ENT_SA,certificada,28.434534,155
356601100400191934,-42.589465,-71.507016,8.46,15.09,ENT_SA,certificada,36.328537,63
356601100400191935,-42.589754,-71.506441,4.83,9.17,ENT_SA,certificada,19.411993,55
356601100400191936,-42.590042,-71.505868,6.4,13.28,ENT_SA,certificada,27.773592,55
356601100400191964,-42.598124,-71.489844,11.19,17.28,DBT_SA,certificada,7.479788,184
356601100400191965,-42.598414,-71.489270,7.82,5.74,DBT_SA,certificada,1.6970673,152
356601100400191966,-42.598705,-71.488694,4.04,8.80,DBT_SA,certificada,0.0,194
356601100400191967,-42.598994,-71.488122,5.05,8.66,DBT_SA,certificada,0.09598988,194
356601100400191968,-42.599282,-71.487550,11.53,9.87,DBT_SA,certificada,9.343685,0
356601100400191969,-42.599573,-71.486974,3.81,12.28,DBT_SA,certificada,0.0,145
356601100400191970,-42.599862,-71.486399,4.0,13.06,,,,145
356601100400191971,-42.600150,-71.485827,4.94,13.62,DBT_SA,certificada,0.08588996,163
356601100400191972,-42.600437,-71.485257,8.53,10.09,DBT_SA,certificada,5.341199,154
356601100400191973,-42.600724,-71.484686,7.18,11.99,DBT_SA,certificada,1.2953414,154
