shot_number,lat,lon,elev_lowestmode,fabdem_m,n_egm2008_m,delta_terreno_m,control_terreno
356600300400192597,-42.597503,-71.426663,1226.8809,1210.25,21.695,-5.06,FUERA_DE_UMBRAL
356600300400192598,-42.597790,-71.426092,1222.2471,1207.95,21.697,-7.40,FUERA_DE_UMBRAL
356600300400192599,-42.598078,-71.425519,1223.9747,1207.79,21.698,-5.52,FUERA_DE_UMBRAL
356600300400192600,-42.598366,-71.424946,1222.7673,1207.49,21.700,-6.42,FUERA_DE_UMBRAL
356600300400192601,-42.598654,-71.424374,1222.7578,1209.69,21.702,-8.64,FUERA_DE_UMBRAL
356600300400192602,-42.598942,-71.423801,1226.8694,1211.31,21.703,-6.14,FUERA_DE_UMBRAL
356600300400192603,-42.599228,-71.423229,1218.0537,1200.95,21.705,-4.60,PASA
356600300400192604,-42.599516,-71.422656,1219.5719,1200.77,21.707,-2.91,PASA
356600300400192605,-42.599806,-71.422082,1230.6216,1217.84,21.708,-8.93,FUERA_DE_UMBRAL
356600300400192606,-42.600095,-71.421509,1234.805,1224.24,21.710,-11.15,FUERA_DE_UMBRAL
356600300400192607,-42.600384,-71.420935,1241.6083,1230.04,21.712,-10.14,FUERA_DE_UMBRAL
356600300400192608,-42.600672,-71.420362,1242.8182,1234.50,21.713,-13.40,FUERA_DE_UMBRAL
356600300400192609,-42.600961,-71.419788,1249.2112,1239.29,21.715,-11.79,FUERA_DE_UMBRAL
356600300400192610,-42.601252,-71.419213,1264.8679,1252.90,21.717,-9.75,FUERA_DE_UMBRAL
356600300400192611,-42.601543,-71.418638,1282.0421,1271.91,21.718,-11.59,FUERA_DE_UMBRAL
356600300400192612,-42.601835,-71.418062,1302.9296,1291.49,21.720,-10.28,FUERA_DE_UMBRAL
356600300400192616,-42.602989,-71.415768,1324.792,1311.99,21.726,-8.93,FUERA_DE_UMBRAL
356600300400192622,-42.604718,-71.412329,1343.0853,1322.94,21.736,-1.59,PASA
356600500400192354,-42.571419,-71.497364,812.6756,789.66,21.501,1.52,PASA
356600500400192356,-42.571996,-71.496219,814.6695,793.06,21.504,0.10,PASA
356600500400192357,-42.572286,-71.495645,822.0363,798.63,21.506,1.90,PASA
356600500400192358,-42.572575,-71.495072,825.68036,802.17,21.508,2.00,PASA
356600500400192359,-42.572864,-71.494499,830.2235,806.58,21.510,2.14,PASA
356600500400192360,-42.573154,-71.493925,836.98364,813.32,21.512,2.15,PASA
356600500400192361,-42.573443,-71.493351,843.6407,819.79,21.513,2.33,PASA
356600500400192362,-42.573734,-71.492777,852.84247,828.50,21.515,2.82,PASA
356600500400192363,-42.574023,-71.492203,860.31525,838.82,21.517,-0.02,PASA
356600500400192364,-42.574314,-71.491629,871.57947,852.34,21.519,-2.28,PASA
356600500400192378,-42.578355,-71.483609,922.00543,898.47,21.545,1.99,PASA
356600500400192379,-42.578642,-71.483037,918.71606,898.30,21.547,-1.13,PASA
356600500400192382,-42.579509,-71.481316,943.2373,917.08,21.552,4.61,PASA
356600500400192383,-42.579795,-71.480745,934.84814,915.33,21.554,-2.03,PASA
356600500400192384,-42.580084,-71.480171,941.55804,915.73,21.556,4.28,PASA
356600500400192385,-42.580370,-71.479600,937.6954,914.80,21.558,1.34,PASA
356600500400192386,-42.580659,-71.479027,940.75616,916.50,21.560,2.70,PASA
356600500400192387,-42.580946,-71.478455,942.37244,918.21,21.562,2.60,PASA
356600500400192388,-42.581235,-71.477881,946.7062,920.58,21.564,4.56,PASA
356600500400192389,-42.581523,-71.477308,950.55865,926.11,21.566,2.89,PASA
356600500400192390,-42.581812,-71.476734,956.84937,931.74,21.568,3.55,PASA
356600500400192391,-42.582101,-71.476161,964.4594,938.51,21.570,4.38,PASA
356600500400192392,-42.582390,-71.475587,971.8577,945.99,21.571,4.30,PASA
356600500400192393,-42.582679,-71.475013,978.49445,953.96,21.573,2.96,PASA
356600500400192421,-42.590776,-71.458968,1089.5398,1060.10,21.623,7.82,FUERA_DE_UMBRAL
356600500400192422,-42.591065,-71.458396,1091.9828,1063.24,21.625,7.12,FUERA_DE_UMBRAL
356600500400192423,-42.591353,-71.457823,1092.8805,1064.06,21.627,7.20,FUERA_DE_UMBRAL
356600500400192424,-42.591642,-71.457251,1093.0303,1060.09,21.629,11.32,FUERA_DE_UMBRAL
356600500400192425,-42.591929,-71.456679,1089.983,1058.51,21.630,9.84,FUERA_DE_UMBRAL
356600500400192426,-42.592217,-71.456107,1089.098,1057.59,21.632,9.88,FUERA_DE_UMBRAL
356600500400192427,-42.592505,-71.455535,1087.4712,1057.56,21.634,8.28,FUERA_DE_UMBRAL
356600500400192428,-42.592792,-71.454963,1086.3525,1060.47,21.636,4.25,PASA
356600500400192429,-42.593083,-71.454388,1097.4501,1070.81,21.637,5.00,FUERA_DE_UMBRAL
356600500400192430,-42.593373,-71.453813,1107.28,1081.84,21.639,3.80,PASA
356600500400192431,-42.593663,-71.453239,1117.3031,1090.19,21.641,5.47,FUERA_DE_UMBRAL
356600500400192434,-42.594531,-71.451517,1134.1696,1110.43,21.646,2.09,PASA
356600500400192435,-42.594819,-71.450944,1136.9315,1112.33,21.648,2.96,PASA
356600500400192438,-42.595683,-71.449225,1142.7041,1132.80,21.653,-11.75,FUERA_DE_UMBRAL
356600500400192439,-42.595971,-71.448653,1143.845,1132.65,21.655,-10.46,FUERA_DE_UMBRAL
356600500400192440,-42.596260,-71.448079,1149.1622,1128.37,21.657,-0.87,PASA
356600500400192441,-42.596548,-71.447506,1151.9983,1129.08,21.659,1.26,PASA
356600500400192442,-42.596836,-71.446933,1152.145,1129.60,21.660,0.88,PASA
356600500400192443,-42.597125,-71.446360,1157.5428,1131.14,21.662,4.74,PASA
356600500400192444,-42.597410,-71.445789,1147.1093,1129.89,21.664,-4.45,PASA
356600500400192445,-42.597702,-71.445213,1163.4974,1135.68,21.666,6.15,FUERA_DE_UMBRAL
356600500400192446,-42.597991,-71.444639,1171.4666,1148.40,21.667,1.40,PASA
356600500400192447,-42.598279,-71.444066,1172.7516,1150.39,21.669,0.69,PASA
356600500400192448,-42.598568,-71.443493,1175.7644,1151.99,21.671,2.11,PASA
356600500400192449,-42.598856,-71.442920,1178.7028,1155.65,21.673,1.38,PASA
356600500400192450,-42.599145,-71.442347,1183.0276,1158.86,21.674,2.49,PASA
356600500400192451,-42.599434,-71.441774,1186.4839,1161.68,21.676,3.13,PASA
356600500400192452,-42.599722,-71.441201,1187.3516,1164.17,21.678,1.50,PASA
356600500400192453,-42.600010,-71.440629,1189.4033,1166.32,21.679,1.40,PASA
356600500400192454,-42.600298,-71.440056,1190.6256,1173.70,21.681,-4.76,PASA
356600500400192455,-42.600587,-71.439483,1193.2114,1175.89,21.683,-4.36,PASA
356600500400192456,-42.600875,-71.438911,1193.9772,1178.29,21.685,-6.00,FUERA_DE_UMBRAL
356600500400192457,-42.601163,-71.438338,1195.4926,1180.11,21.686,-6.30,FUERA_DE_UMBRAL
356600500400192458,-42.601451,-71.437766,1196.6686,1183.74,21.688,-8.76,FUERA_DE_UMBRAL
356600500400192459,-42.601739,-71.437194,1197.6743,1183.55,21.690,-7.57,FUERA_DE_UMBRAL
356600500400192460,-42.602027,-71.436622,1195.752,1181.12,21.691,-7.06,FUERA_DE_UMBRAL
356600500400192461,-42.602314,-71.436051,1191.8684,1175.96,21.693,-5.79,FUERA_DE_UMBRAL
356600500400192462,-42.602601,-71.435480,1184.437,1165.08,21.695,-2.33,PASA
356600500400192463,-42.602889,-71.434908,1185.5396,1164.22,21.696,-0.38,PASA
356600500400192464,-42.603177,-71.434335,1187.1481,1165.23,21.698,0.22,PASA
356600500400192465,-42.603467,-71.433762,1192.741,1169.94,21.700,1.10,PASA
356600500400192466,-42.603756,-71.433189,1196.9521,1174.14,21.701,1.11,PASA
356600500400192467,-42.604045,-71.432616,1202.1934,1177.35,21.703,3.14,PASA
356600500400192468,-42.604333,-71.432044,1200.112,1176.39,21.705,2.02,PASA
356600500400192469,-42.604621,-71.431472,1202.4353,1179.27,21.706,1.46,PASA
356600500400192470,-42.604909,-71.430901,1198.3447,1176.82,21.708,-0.18,PASA
356600500400192471,-42.605195,-71.430331,1188.594,1168.33,21.710,-1.44,PASA
356600500400192472,-42.605482,-71.429760,1183.2147,1161.88,21.711,-0.37,PASA
356600600401033474,-42.578091,-71.497651,922.24335,897.03,21.522,3.69,PASA
356600600401033475,-42.578379,-71.497078,923.8571,900.33,21.524,2.00,PASA
356600600401033476,-42.578667,-71.496506,921.0105,898.02,21.526,1.47,PASA
356600600401033477,-42.578954,-71.495935,915.3991,889.25,21.528,4.62,PASA
356600600401033478,-42.579240,-71.495365,904.2229,879.59,21.530,3.10,PASA
356600600401033479,-42.579527,-71.494795,897.6555,874.04,21.531,2.08,PASA
356600600401033504,-42.586763,-71.480446,1096.1028,1072.60,21.577,1.93,PASA
356600600401033505,-42.587052,-71.479872,1103.9536,1080.06,21.579,2.31,PASA
356600600401033506,-42.587340,-71.479298,1108.9713,1086.24,21.581,1.15,PASA
356600600401033507,-42.587629,-71.478725,1115.8303,1092.16,21.583,2.09,PASA
356600600401033508,-42.587918,-71.478151,1122.9486,1097.49,21.584,3.87,PASA
356600600401033509,-42.588207,-71.477577,1127.5768,1102.99,21.586,3.00,PASA
356600600401033510,-42.588495,-71.477004,1132.3148,1108.13,21.588,2.60,PASA
356600600401033511,-42.588783,-71.476431,1133.0135,1107.50,21.590,3.93,PASA
356600600401033512,-42.589070,-71.475859,1132.0166,1108.47,21.591,1.96,PASA
356600600401033513,-42.589358,-71.475286,1136.5184,1112.64,21.593,2.29,PASA
356600600401033533,-42.595121,-71.463844,1130.5529,1106.35,21.628,2.58,PASA
356600600401033534,-42.595411,-71.463271,1134.8741,1110.38,21.630,2.87,PASA
356600600401033536,-42.595990,-71.462124,1144.5454,1117.51,21.634,5.40,FUERA_DE_UMBRAL
356600600401033537,-42.596279,-71.461551,1147.8496,1120.84,21.635,5.37,FUERA_DE_UMBRAL
356600600401033538,-42.596569,-71.460978,1152.4521,1125.65,21.637,5.17,FUERA_DE_UMBRAL
356600600401033539,-42.596858,-71.460405,1158.1644,1128.96,21.639,7.57,FUERA_DE_UMBRAL
356600600401033540,-42.597146,-71.459833,1153.6199,1124.97,21.641,7.01,FUERA_DE_UMBRAL
356600600401033541,-42.597432,-71.459264,1142.3772,1115.29,21.642,5.44,FUERA_DE_UMBRAL
356600600401033542,-42.597718,-71.458693,1134.0109,1109.84,21.644,2.53,PASA
356600600401033543,-42.598005,-71.458122,1128.137,1106.54,21.646,-0.04,PASA
356600600401033544,-42.598294,-71.457550,1129.9478,1106.75,21.648,1.55,PASA
356600600401033545,-42.598582,-71.456977,1128.73,1105.06,21.649,2.02,PASA
356600600401033546,-42.598869,-71.456406,1123.2042,1101.99,21.651,-0.44,PASA
356600600401033547,-42.599157,-71.455833,1127.2875,1102.64,21.653,2.99,PASA
356600600401033548,-42.599447,-71.455259,1133.818,1109.47,21.655,2.69,PASA
356600600401033550,-42.600024,-71.454113,1139.1755,1114.13,21.658,3.39,PASA
356600600401033551,-42.600313,-71.453539,1144.8953,1118.82,21.660,4.41,PASA
356600600401033552,-42.600602,-71.452965,1148.6868,1122.77,21.662,4.25,PASA
356600600401033553,-42.600891,-71.452391,1155.0974,1129.60,21.663,3.83,PASA
356600600401033554,-42.601182,-71.451815,1170.1261,1144.33,21.665,4.13,PASA
356600600401033555,-42.601474,-71.451238,1190.9089,1165.11,21.667,4.14,PASA
356600600401033556,-42.602340,-71.449517,1203.8707,1185.70,21.672,-3.50,PASA
356600600401033557,-42.602625,-71.448948,1191.225,1184.23,21.674,-14.68,FUERA_DE_UMBRAL
356600600401033558,-42.602910,-71.448378,1179.6216,1178.63,21.675,-20.68,FUERA_DE_UMBRAL
356600600401033561,-42.603768,-71.446666,1154.6023,1144.62,21.681,-11.70,FUERA_DE_UMBRAL
356600600401033562,-42.604055,-71.446093,1153.1215,1138.99,21.682,-7.55,FUERA_DE_UMBRAL
356600600401033563,-42.604344,-71.445520,1159.222,1149.63,21.684,-12.09,FUERA_DE_UMBRAL
356600600401033564,-42.604634,-71.444945,1169.6274,1158.80,21.686,-10.86,FUERA_DE_UMBRAL
356600600401033565,-42.604923,-71.444371,1175.3643,1163.07,21.687,-9.40,FUERA_DE_UMBRAL
356600600401033566,-42.605210,-71.443799,1172.8451,1160.52,21.689,-9.36,FUERA_DE_UMBRAL
356600600401033567,-42.605497,-71.443227,1169.8438,1157.14,21.691,-8.98,FUERA_DE_UMBRAL
356600600401033568,-42.605785,-71.442655,1167.6556,1153.90,21.692,-7.94,FUERA_DE_UMBRAL
356600600401033569,-42.606072,-71.442084,1163.917,1150.01,21.694,-7.79,FUERA_DE_UMBRAL
356600600401033570,-42.606360,-71.441511,1165.688,1141.64,21.696,2.35,PASA
356600600401033571,-42.606647,-71.440939,1163.3522,1141.68,21.697,-0.03,PASA
356600600401033572,-42.606935,-71.440367,1164.2448,1145.19,21.699,-2.64,PASA
356600600401033573,-42.607224,-71.439794,1167.8944,1144.93,21.701,1.27,PASA
356600600401033574,-42.607512,-71.439222,1167.4188,1145.81,21.702,-0.09,PASA
356600600401033575,-42.607801,-71.438649,1171.4333,1149.95,21.704,-0.22,PASA
356600600401033576,-42.608088,-71.438076,1170.5927,1150.30,21.706,-1.41,PASA
356600600401033577,-42.608376,-71.437504,1169.7189,1147.97,21.707,0.04,PASA
356600600401033578,-42.608664,-71.436932,1169.2699,1146.85,21.709,0.71,PASA
356600600401033579,-42.608952,-71.436360,1169.5897,1149.51,21.711,-1.63,PASA
356600600401033580,-42.609241,-71.435787,1174.772,1153.31,21.712,-0.25,PASA
356600600401033581,-42.609530,-71.435214,1178.6077,1155.78,21.714,1.12,PASA
356600600401033582,-42.609818,-71.434642,1178.6361,1158.22,21.716,-1.30,PASA
356600600401033583,-42.610106,-71.434070,1177.9937,1157.55,21.717,-1.28,PASA
356600600401033610,-42.617891,-71.418616,1194.5903,1179.67,21.761,-6.84,FUERA_DE_UMBRAL
356600600401033611,-42.618179,-71.418044,1195.1143,1178.67,21.762,-5.32,FUERA_DE_UMBRAL
356600600401033612,-42.618466,-71.417472,1190.9199,1169.23,21.764,-0.07,PASA
356600600401033613,-42.618752,-71.416901,1181.4875,1160.06,21.765,-0.34,PASA
356600600401033614,-42.619039,-71.416330,1173.5939,1151.92,21.767,-0.10,PASA
356600600401033615,-42.619327,-71.415758,1172.3282,1149.64,21.768,0.92,PASA
356600600401033616,-42.619615,-71.415184,1176.5776,1153.07,21.770,1.73,PASA
356600600401033617,-42.619905,-71.414609,1183.9629,1160.20,21.771,1.99,PASA
356600600401033618,-42.620194,-71.414034,1191.4053,1167.27,21.773,2.37,PASA
356600600401033619,-42.620484,-71.413459,1199.8208,1175.88,21.774,2.16,PASA
356600600401033620,-42.620774,-71.412884,1208.6965,1184.61,21.776,2.31,PASA
356600600401033621,-42.621064,-71.412308,1220.36,1194.90,21.777,3.69,PASA
356600800400197102,-42.557639,-71.556797,735.746,713.00,21.424,1.33,PASA
356600800400197103,-42.557928,-71.556226,734.6996,713.52,21.424,-0.24,PASA
356600800400197104,-42.558217,-71.555655,734.6423,715.46,21.425,-2.25,PASA
356600800400197105,-42.558508,-71.555082,742.46295,719.94,21.425,1.09,PASA
356600800400197106,-42.558799,-71.554508,750.04913,728.72,21.426,-0.09,PASA
356600800400197114,-42.561106,-71.549946,725.9367,703.73,21.431,0.78,PASA
356600800400197115,-42.561395,-71.549375,724.4433,701.45,21.431,1.57,PASA
356600800400197177,-42.579306,-71.513861,857.7723,830.38,21.507,5.89,FUERA_DE_UMBRAL
356600800400197178,-42.579591,-71.513291,850.2258,823.51,21.509,5.21,FUERA_DE_UMBRAL
356600800400197180,-42.580155,-71.512163,799.93005,779.72,21.512,-1.31,PASA
356600800400197181,-42.580444,-71.511589,804.31525,780.30,21.513,2.50,PASA
356600800400197182,-42.580731,-71.511017,804.35425,781.60,21.515,1.24,PASA
356600800400197183,-42.581019,-71.510445,805.085,783.16,21.516,0.41,PASA
356600800400197186,-42.581893,-71.508713,856.1135,831.16,21.521,3.43,PASA
356600800400197187,-42.582178,-71.508144,844.6283,825.33,21.523,-2.22,PASA
356600800400197188,-42.582465,-71.507573,842.99414,829.64,21.524,-8.17,FUERA_DE_UMBRAL
356600800400197189,-42.582757,-71.506995,861.1579,837.76,21.526,1.87,PASA
356600800400197190,-42.583042,-71.506426,851.06244,833.79,21.527,-4.25,PASA
356600800400197191,-42.583328,-71.505856,843.64343,821.93,21.529,0.18,PASA
356600800400197192,-42.583617,-71.505282,849.8846,830.40,21.530,-2.05,PASA
356600800400197194,-42.584202,-71.504127,887.86096,863.40,21.534,2.92,PASA
356600800400197195,-42.584491,-71.503553,893.00415,869.81,21.535,1.66,PASA
356600800400197196,-42.584781,-71.502978,903.116,879.25,21.537,2.33,PASA
356600800400197197,-42.585071,-71.502403,911.7671,888.39,21.538,1.83,PASA
356600800400197198,-42.585362,-71.501828,922.6238,898.39,21.540,2.69,PASA
356600800400197199,-42.585652,-71.501254,929.7529,905.64,21.541,2.57,PASA
356600800400197200,-42.585940,-71.500682,930.4245,910.74,21.543,-1.86,PASA
356600800400197210,-42.588820,-71.494970,903.29095,881.86,21.560,-0.13,PASA
356600800400197211,-42.589112,-71.494394,918.9121,895.91,21.562,1.44,PASA
356600800400197212,-42.589405,-71.493817,936.04004,913.22,21.564,1.26,PASA
356600800400197213,-42.589697,-71.493241,950.2144,928.08,21.566,0.57,PASA
356600800400197214,-42.589988,-71.492666,959.97485,935.83,21.567,2.58,PASA
356600800400197215,-42.590278,-71.492092,967.38196,938.66,21.569,7.16,FUERA_DE_UMBRAL
356600800400197216,-42.590566,-71.491520,966.04535,938.79,21.571,5.68,FUERA_DE_UMBRAL
356600800400197219,-42.591433,-71.489803,970.6835,947.32,21.576,1.79,PASA
356600800400197222,-42.592302,-71.488082,985.71423,960.91,21.582,3.22,PASA
356600800400197225,-42.593170,-71.486360,1001.2707,978.43,21.587,1.26,PASA
356600800400197226,-42.593460,-71.485787,1005.02264,982.53,21.589,0.90,PASA
356600800400197227,-42.593749,-71.485213,1011.1621,988.21,21.591,1.36,PASA
356600800400197228,-42.594039,-71.484639,1017.38654,994.11,21.592,1.68,PASA
356600800400197230,-42.594615,-71.483494,1017.4166,1002.02,21.596,-6.20,FUERA_DE_UMBRAL
356600800400197231,-42.594904,-71.482919,1024.7842,997.44,21.598,5.75,FUERA_DE_UMBRAL
356600800400197232,-42.595193,-71.482346,1027.4172,1008.24,21.599,-2.43,PASA
356600800400197233,-42.595483,-71.481771,1037.7599,1020.45,21.601,-4.30,PASA
356600800400197234,-42.595774,-71.481195,1050.6055,1035.21,21.603,-6.20,FUERA_DE_UMBRAL
356600800400197235,-42.596067,-71.480616,1071.687,1050.22,21.605,-0.13,PASA
356600800400197236,-42.596356,-71.480042,1076.3549,1049.17,21.606,5.58,FUERA_DE_UMBRAL
356600800400197237,-42.596641,-71.479473,1066.1458,1041.90,21.608,2.64,PASA
356600800400197238,-42.596928,-71.478902,1061.1548,1035.46,21.610,4.09,PASA
356600800400197239,-42.597217,-71.478328,1066.2418,1042.82,21.612,1.81,PASA
356600800400197240,-42.597506,-71.477753,1073.3505,1048.98,21.614,2.76,PASA
356600800400197241,-42.597795,-71.477180,1078.4197,1054.36,21.615,2.44,PASA
356600800400197242,-42.598083,-71.476607,1079.1061,1061.04,21.617,-3.55,PASA
356600800400197246,-42.599240,-71.474311,1102.2917,1083.32,21.624,-2.66,PASA
356600800400197248,-42.599815,-71.473169,1095.0151,1079.18,21.628,-5.79,FUERA_DE_UMBRAL
356600800400197249,-42.600102,-71.472597,1092.3658,1077.77,21.629,-7.03,FUERA_DE_UMBRAL
356600800400197250,-42.600389,-71.472026,1089.583,1070.43,21.631,-2.47,PASA
356600800400197251,-42.600676,-71.471455,1085.7109,1063.06,21.633,1.02,PASA
356600800400197252,-42.600965,-71.470883,1086.8949,1063.28,21.635,1.98,PASA
356600800400197253,-42.601253,-71.470310,1087.3821,1064.19,21.636,1.56,PASA
356600800400197254,-42.601539,-71.469741,1080.102,1057.49,21.638,0.97,PASA
356600800400197255,-42.601827,-71.469169,1077.2026,1054.90,21.640,0.66,PASA
356600800400197256,-42.602403,-71.468025,1078.3069,1053.61,21.643,3.06,PASA
356600800400197257,-42.602690,-71.467456,1069.7926,1045.73,21.645,2.41,PASA
356600800400197258,-42.602976,-71.466886,1061.4999,1039.39,21.647,0.46,PASA
356600800400197259,-42.603263,-71.466316,1057.4996,1036.30,21.648,-0.45,PASA
356600800400197260,-42.603551,-71.465744,1057.488,1037.22,21.650,-1.38,PASA
356600800400197261,-42.603842,-71.465169,1066.1465,1042.11,21.652,2.38,PASA
356600800400197262,-42.604130,-71.464597,1066.9729,1043.98,21.654,1.33,PASA
356600800400197263,-42.604418,-71.464025,1065.9244,1044.57,21.655,-0.30,PASA
356600800400197264,-42.604706,-71.463454,1065.3987,1043.78,21.657,-0.04,PASA
356600800400197265,-42.604995,-71.462881,1068.303,1042.99,21.659,3.66,PASA
356600800400197266,-42.605285,-71.462307,1075.2866,1044.76,21.661,8.87,FUERA_DE_UMBRAL
356600800400197267,-42.605571,-71.461738,1065.5426,1043.47,21.662,0.41,PASA
356600800400197268,-42.605860,-71.461165,1067.3665,1045.01,21.664,0.69,PASA
356600800400197275,-42.607883,-71.457157,1086.1782,1062.28,21.676,2.22,PASA
356600800400197277,-42.608460,-71.456012,1088.8502,1064.99,21.680,2.19,PASA
356600800400197278,-42.608749,-71.455440,1090.4801,1067.22,21.681,1.58,PASA
356600800400197279,-42.609039,-71.454866,1096.3949,1073.43,21.683,1.28,PASA
356600800400197287,-42.611932,-71.449131,1140.5125,1115.74,21.700,3.07,PASA
356600800400197288,-42.612222,-71.448557,1145.8446,1122.83,21.702,1.31,PASA
356600800400197289,-42.612511,-71.447982,1151.9675,1129.98,21.703,0.29,PASA
356600800400197290,-42.612801,-71.447408,1157.0485,1135.30,21.705,0.04,PASA
356600800400197291,-42.613089,-71.446836,1157.1302,1136.15,21.707,-0.73,PASA
356600800400197292,-42.613378,-71.446262,1160.9263,1137.36,21.708,1.85,PASA
356600800400197326,-42.623157,-71.426769,1142.3346,1120.23,21.763,0.34,PASA
356600800400197327,-42.623444,-71.426195,1144.249,1120.49,21.765,1.99,PASA
356600800400197328,-42.623732,-71.425621,1145.0797,1121.89,21.766,1.42,PASA
356600800400197329,-42.624019,-71.425047,1147.6412,1123.79,21.768,2.08,PASA
356600800400197330,-42.624307,-71.424472,1151.4657,1128.12,21.769,1.58,PASA
356600800400197331,-42.624598,-71.423893,1168.1135,1143.94,21.771,2.40,PASA
356600800400197334,-42.625463,-71.422169,1181.7627,1157.40,21.775,2.59,PASA
356600800400197335,-42.625751,-71.421594,1187.824,1167.72,21.776,-1.67,PASA
356600800400197336,-42.626040,-71.421018,1195.0172,1174.80,21.777,-1.56,PASA
356600800400197337,-42.626328,-71.420443,1201.9083,1181.58,21.778,-1.45,PASA
356600800400197338,-42.626617,-71.419868,1206.9521,1184.72,21.779,0.45,PASA
356600800400197339,-42.626904,-71.419294,1207.9451,1186.23,21.780,-0.07,PASA
356600800400197340,-42.627192,-71.418720,1210.806,1189.15,21.781,-0.13,PASA
356600800400197341,-42.627479,-71.418147,1210.9456,1189.68,21.782,-0.52,PASA
356600800400197342,-42.627766,-71.417573,1213.2185,1191.56,21.783,-0.13,PASA
356600800400197343,-42.628054,-71.416998,1218.1641,1196.77,21.784,-0.39,PASA
356600800400197344,-42.628343,-71.416424,1222.975,1200.20,21.785,0.99,PASA
356600800400197345,-42.628631,-71.415849,1227.1562,1205.03,21.786,0.34,PASA
356600800400197346,-42.628919,-71.415275,1233.2848,1211.22,21.787,0.28,PASA
356600800400197347,-42.629208,-71.414699,1241.6802,1219.49,21.788,0.40,PASA
356600800400197348,-42.629497,-71.414124,1248.598,1225.90,21.789,0.91,PASA
356600800400197349,-42.629784,-71.413551,1247.4276,1227.39,21.790,-1.75,PASA
356600800400197350,-42.630072,-71.412977,1253.5388,1232.20,21.791,-0.45,PASA
356600800400197351,-42.630362,-71.412401,1263.5723,1241.61,21.792,0.17,PASA
356601100400191849,-42.564354,-71.556818,776.384,750.21,21.439,4.73,PASA
356601100400191854,-42.565798,-71.553964,770.5674,743.15,21.442,5.98,FUERA_DE_UMBRAL
356601100400191855,-42.566087,-71.553393,768.92914,744.58,21.443,2.90,PASA
356601100400191856,-42.566376,-71.552821,771.13324,747.16,21.443,2.53,PASA
356601100400191857,-42.566666,-71.552248,775.2445,748.65,21.444,5.15,FUERA_DE_UMBRAL
356601100400191858,-42.566956,-71.551676,777.28955,750.68,21.445,5.17,FUERA_DE_UMBRAL
356601100400191859,-42.567246,-71.551103,783.00134,753.47,21.445,8.09,FUERA_DE_UMBRAL
356601100400191860,-42.567535,-71.550532,781.5669,757.68,21.446,2.44,PASA
356601100400191861,-42.567825,-71.549959,787.63293,763.09,21.447,3.09,PASA
356601100400191887,-42.575341,-71.535068,831.01373,810.48,21.473,-0.94,PASA
356601100400191907,-42.581694,-71.522463,874.81335,854.32,21.505,-1.01,PASA
356601100400191908,-42.581983,-71.521890,877.49567,857.22,21.506,-1.23,PASA
356601100400191909,-42.582272,-71.521317,880.74677,860.49,21.508,-1.25,PASA
356601100400191910,-42.582562,-71.520743,888.6367,867.30,21.509,-0.17,PASA
356601100400191911,-42.582852,-71.520169,896.10583,873.28,21.511,1.31,PASA
356601100400191912,-42.583141,-71.519595,902.4239,877.10,21.512,3.82,PASA
356601100400191913,-42.583429,-71.519023,902.4456,878.48,21.514,2.46,PASA
356601100400191914,-42.583717,-71.518451,902.2581,879.44,21.515,1.30,PASA
356601100400191915,-42.584005,-71.517879,903.7531,880.76,21.517,1.48,PASA
356601100400191916,-42.584293,-71.517307,903.03,880.42,21.518,1.09,PASA
356601100400191917,-42.584580,-71.516735,902.7461,879.71,21.520,1.52,PASA
356601100400191918,-42.584868,-71.516163,904.03345,879.02,21.521,3.49,PASA
356601100400191919,-42.585155,-71.515592,900.4632,875.72,21.523,3.22,PASA
356601100400191920,-42.585441,-71.515022,892.7973,868.62,21.524,2.66,PASA
356601100400191929,-42.588016,-71.509893,828.8957,806.61,21.538,0.75,PASA
356601100400191930,-42.588303,-71.509321,829.52185,808.69,21.539,-0.70,PASA
356601100400191931,-42.588592,-71.508747,834.3668,811.60,21.541,1.22,PASA
356601100400191932,-42.588881,-71.508172,843.20715,822.42,21.543,-0.75,PASA
356601100400191934,-42.589465,-71.507016,882.7059,860.80,21.546,0.36,PASA
356601100400191935,-42.589754,-71.506441,891.7852,868.37,21.547,1.87,PASA
356601100400191936,-42.590042,-71.505868,893.51184,869.66,21.549,2.30,PASA
356601100400191964,-42.598124,-71.489844,917.85156,902.98,21.596,-6.73,FUERA_DE_UMBRAL
356601100400191965,-42.598414,-71.489270,924.1468,904.57,21.598,-2.02,PASA
356601100400191966,-42.598705,-71.488694,936.94635,908.96,21.600,6.38,FUERA_DE_UMBRAL
356601100400191967,-42.598994,-71.488122,936.07306,909.15,21.602,5.32,FUERA_DE_UMBRAL
356601100400191968,-42.599282,-71.487550,934.51013,913.82,21.603,-0.91,PASA
356601100400191969,-42.599573,-71.486974,947.2124,917.41,21.605,8.20,FUERA_DE_UMBRAL
356601100400191970,-42.599862,-71.486399,954.1891,922.84,21.607,9.75,FUERA_DE_UMBRAL
356601100400191971,-42.600150,-71.485827,953.00824,922.82,21.609,8.58,FUERA_DE_UMBRAL
356601100400191972,-42.600437,-71.485257,946.3173,919.93,21.610,4.78,PASA
356601100400191973,-42.600724,-71.484686,941.97894,920.06,21.612,0.30,PASA
