shot_number,este_utm19s,norte_utm19s,altura_dosel_rh95_m,rh98_m,cover,pai,fhd_normal,pendiente_grados
356600100400192487,299425.2,5283270.3,4.41,5.27,0.059418123,0.12251524,1.864901,11.30
356600100400192489,299521.2,5283208.5,4.53,5.5,0.01828826,0.036915306,1.4745733,19.44
356600100400192491,299617.6,5283146.1,6.77,7.86,0.232113,0.52826697,2.1902874,19.31
356600100400192492,299665.8,5283115.0,8.57,9.24,0.62378645,1.9559385,2.1319666,18.99
356600100400192493,299714.0,5283083.9,4.19,4.94,0.028926004,0.058705688,1.7427671,13.64
356600100400192496,299858.1,5282991.3,4.08,4.75,0.15484492,0.3364866,1.7269866,6.80
356600100400192538,301918.5,5281671.6,2.77,3.33,0.04081195,0.083337225,1.626933,4.35
356600100400192543,302158.1,5281517.5,11.0,11.79,0.91070706,4.840172,2.329409,9.48
356600200400197666,297022.4,5284261.8,3.59,4.41,0.018183166,0.036701158,1.5274711,11.55
356600200400197717,299468.7,5282696.2,4.0,4.68,0.12931107,0.27694902,1.6722013,8.71
356600200400197718,299516.7,5282665.5,3.93,4.6,0.14032207,0.3024045,1.5628544,10.33
356600200400197722,299756.4,5282512.0,3.14,3.85,0.013057828,0.02628773,1.0164987,11.96
356600200400197723,299804.3,5282481.3,3.37,4.23,0.08926734,0.18701537,1.697065,10.69
356600200400197728,300043.9,5282327.9,3.78,4.53,0.091081366,0.19100314,1.66021,11.92
356600200400197729,300091.8,5282297.2,3.52,4.26,0.014538737,0.029291006,1.5523021,10.82
356600200400197730,300139.7,5282266.5,3.59,4.45,0.073744066,0.15321179,1.8076208,10.32
356600200400197745,300859.1,5281804.1,18.94,19.66,0.8615042,3.957212,2.9497,11.37
356600200400197748,301002.9,5281711.8,18.5,19.09,0.8885052,4.392159,2.763285,13.63
356600200400197750,301098.8,5281650.3,18.76,19.73,0.7603292,2.8583665,2.9342358,15.88
356600200400197751,301146.7,5281619.6,22.13,23.18,0.7190635,2.5402803,3.1153646,13.09
356600200400197752,301194.7,5281588.8,20.29,21.04,0.847492,3.7640052,2.9892042,10.39
356600200400197754,301290.6,5281527.5,20.18,21.15,0.905876,4.7320733,2.988049,15.52
356600200400197755,301338.3,5281497.2,18.05,19.09,0.8256673,3.495961,2.7998822,16.77
356600200400197757,301433.9,5281436.5,14.3,15.2,0.76615644,2.9076576,2.647454,13.86
356600200400197758,301481.6,5281406.2,18.46,19.09,0.92761457,5.259631,2.9484358,6.08
356600200400197760,301577.3,5281345.3,20.74,21.6,0.7113584,2.4861119,2.9999223,15.14
356600200400197761,301625.1,5281314.9,18.23,19.21,0.51551884,1.4496236,2.8248463,17.08
356600300400192470,294826.8,5284925.4,3.29,3.93,0.061705355,0.12738398,1.7947279,5.25
356600300400192475,295066.1,5284772.0,10.44,11.34,0.63243294,2.0022094,2.3447108,4.68
356600300400192485,295544.7,5284465.3,7.67,8.35,0.46974245,1.2689632,2.1035929,0.92
356600300400192557,298998.9,5282252.6,2.8,3.4,0.07860577,0.16373701,1.3747259,5.80
356600300400192560,299142.7,5282160.8,2.99,3.63,0.11235693,0.23837636,1.4962739,6.81
356600300400192565,299382.6,5282007.4,3.96,4.68,0.14483961,0.3129416,1.7162911,10.36
356600300400192566,299430.5,5281976.8,3.93,4.71,0.09214304,0.1933403,1.7617253,9.73
356600300400192571,299670.3,5281823.3,22.73,23.78,0.8346316,3.601464,3.0655246,13.45
356600300400192573,299766.2,5281761.7,16.62,17.52,0.8171007,3.3996038,2.7214906,11.14
356600300400192575,299862.1,5281700.4,19.1,19.96,0.72187686,2.5603158,2.8745756,8.41
356600300400192578,300005.8,5281608.3,20.14,20.93,0.86751264,4.045749,2.8209589,7.91
356600300400192579,300053.7,5281577.6,18.35,19.17,0.85521126,3.8677797,2.8110154,8.06
356600300400192584,300293.4,5281423.8,24.3,24.94,0.87312746,4.132564,3.1404407,16.35
356600300400192587,300437.2,5281331.5,19.21,20.26,0.6217665,1.9449635,2.9773445,17.45
356600300400192588,300485.0,5281300.9,21.27,22.05,0.7208334,2.5528195,3.0453758,19.62
356600300400192590,300580.7,5281239.7,24.08,24.79,0.92701626,5.2422023,3.106278,17.10
356600300400192591,300628.6,5281209.0,23.03,23.89,0.71858907,2.5367904,3.0289788,11.87
356600300400192592,300676.4,5281178.5,24.45,25.35,0.9328221,5.4087715,3.0541353,9.67
356600300400192593,300724.2,5281147.9,20.93,21.87,0.6870892,2.3244073,2.9554777,8.93
356600300400192594,300772.1,5281117.2,18.05,19.02,0.68929505,2.3385673,2.9217107,3.78
356600300400192595,300820.0,5281086.6,17.86,18.91,0.6517796,2.1104186,2.783872,12.66
356600300400192596,300867.6,5281056.3,25.8,26.85,0.8907879,4.4331446,3.2319996,14.39
356600300400192597,300915.4,5281025.8,19.51,20.56,0.8353063,3.6096544,2.954936,9.51
356600300400192598,300963.3,5280995.3,18.61,19.28,0.8887909,4.3968005,2.8440034,9.28
356600300400192599,301011.2,5280964.6,16.55,17.9,0.6360805,2.022168,2.7297616,10.95
356600300400192600,301059.1,5280934.0,13.59,14.53,0.4001084,1.0221231,2.681719,14.45
356600300400192601,301107.0,5280903.4,18.31,19.1,0.79171926,3.1393201,2.8907242,14.99
356600300400192602,301154.9,5280872.7,17.63,18.5,0.7671872,2.9163444,2.7973464,13.61
356600300400192603,301202.7,5280842.3,24.0,25.39,0.6434392,2.0630493,3.049165,16.90
356600300400192604,301250.6,5280811.6,22.54,23.44,0.79961294,3.2166994,3.0965052,19.68
356600300400192605,301298.6,5280780.8,21.23,22.2,0.80523866,3.273733,3.0051408,16.81
356600300400192606,301346.6,5280750.1,21.75,22.77,0.85019594,3.7995343,3.0617464,11.66
356600300400192607,301394.6,5280719.3,19.92,21.04,0.73316175,2.6432369,2.9245236,11.37
356600300400192608,301442.5,5280688.7,23.66,24.79,0.6595848,2.1557884,3.1305108,11.43
356600300400192609,301490.5,5280658.0,24.34,25.27,0.85019964,3.799584,3.173275,14.23
356600300400192610,301538.6,5280627.0,20.44,21.68,0.89671004,4.5449824,2.972456,16.06
356600300400192611,301586.7,5280596.0,26.36,28.42,0.9035199,4.681826,3.258135,18.15
356600300400192612,301634.9,5280565.0,20.26,21.75,0.873655,4.140918,2.9759731,14.59
356600300400192616,301826.7,5280442.1,20.03,21.38,0.90181017,4.646579,2.6535385,4.00
356600300400192622,302114.3,5280258.2,10.93,11.83,0.53170484,1.5175802,2.4034328,4.25
356600500400192354,295029.3,5283753.6,2.24,2.77,0.08568705,0.17916882,1.2463293,1.73
356600500400192356,295125.2,5283692.3,7.48,8.35,0.35976666,0.89195955,2.1680298,4.56
356600500400192357,295173.3,5283661.5,4.0,4.94,0.21536726,0.48511052,1.7436973,6.21
356600500400192358,295221.2,5283630.8,3.22,4.04,0.08952306,0.18757789,1.6253871,3.78
356600500400192359,295269.2,5283600.1,4.08,4.94,0.15444967,0.33554983,1.7812135,6.98
356600500400192360,295317.3,5283569.3,3.66,4.49,0.13467722,0.28931618,1.6053653,6.43
356600500400192361,295365.3,5283538.5,4.23,5.24,0.03802655,0.0775376,1.8555229,8.53
356600500400192362,295413.4,5283507.7,4.49,5.2,0.21467964,0.48335832,1.6332617,9.60
356600500400192363,295461.4,5283476.9,4.34,5.39,0.112805866,0.23939027,1.8821815,14.91
356600500400192364,295509.5,5283446.0,4.94,5.84,0.22261682,0.50367785,1.7859968,15.69
356600500400192378,296181.0,5283016.6,3.18,3.78,0.13793671,0.29686457,1.5618806,4.05
356600500400192379,296228.8,5282986.1,2.73,3.63,0.033019006,0.06715344,1.7209637,7.94
356600500400192382,296372.9,5282893.9,5.91,6.89,0.24175239,0.55353206,2.0304713,6.22
356600500400192383,296420.7,5282863.6,7.52,9.17,0.5183857,1.4615643,2.0547512,5.81
356600500400192384,296468.7,5282832.9,3.33,4.08,0.016334392,0.032938674,1.6010606,5.67
356600500400192385,296516.5,5282802.4,4.11,5.54,0.1573771,0.3424868,1.9202803,3.27
356600500400192386,296564.5,5282771.8,2.8,3.51,0.07960556,0.16590941,1.6327423,5.44
356600500400192387,296612.4,5282741.2,3.29,4.15,0.08527813,0.1782745,1.7481256,6.54
356600500400192388,296660.4,5282710.6,4.56,5.46,0.13700919,0.29471374,1.878461,9.70
356600500400192389,296708.3,5282679.9,5.91,6.81,0.29207733,0.690907,1.9590955,11.55
356600500400192390,296756.4,5282649.2,6.59,7.63,0.18748058,0.41525376,2.1907694,11.58
356600500400192391,296804.4,5282618.5,4.04,5.01,0.0986819,0.20779957,1.9555937,13.15
356600500400192392,296852.4,5282587.8,5.46,6.44,0.1686288,0.36937568,1.9911461,13.08
356600500400192393,296900.5,5282557.0,6.92,7.9,0.2935768,0.6951487,2.1603692,17.61
356600500400192421,298243.3,5281696.3,3.4,4.15,0.057461333,0.11835843,1.7369261,12.07
356600500400192422,298291.2,5281665.6,4.23,4.94,0.19760661,0.4403383,1.7492312,16.05
356600500400192423,298339.1,5281634.9,5.61,6.62,0.15559785,0.33826777,2.0323186,18.98
356600500400192424,298387.0,5281604.3,4.04,4.98,0.009688515,0.019471556,0.96142024,18.05
356600500400192425,298434.8,5281573.7,4.64,5.57,0.15132871,0.32818073,1.9119036,14.21
356600500400192426,298482.7,5281543.1,3.18,3.93,0.06296591,0.13007335,1.7167468,10.31
356600500400192427,298530.6,5281512.5,4.23,5.16,0.0546913,0.11248907,1.9226058,7.03
356600500400192428,298578.4,5281481.9,3.93,4.79,0.084612995,0.17682065,1.7795482,10.82
356600500400192429,298626.5,5281451.0,4.19,5.09,0.06941337,0.14388283,1.8159026,14.90
356600500400192430,298674.6,5281420.2,3.25,4.15,0.18076353,0.39878595,1.6083298,11.91
356600500400192431,298722.7,5281389.3,3.07,3.7,0.08995632,0.18852988,1.6675919,10.82
356600500400192434,298866.7,5281297.1,2.65,3.29,0.055654645,0.11452832,1.6718403,6.73
356600500400192435,298914.7,5281266.4,4.19,5.24,0.10797999,0.22854012,1.9304088,9.33
356600500400192438,299058.5,5281174.5,26.28,27.41,0.7940445,3.1624355,3.220469,17.34
356600500400192439,299106.4,5281143.9,24.11,24.82,0.905723,4.730197,3.054936,12.09
356600500400192440,299154.4,5281113.2,11.42,13.63,0.15457122,0.3358374,2.7014456,12.72
356600500400192441,299202.4,5281082.5,2.32,2.88,0.029366814,0.059613742,1.4793805,5.79
356600500400192442,299250.3,5281052.0,2.47,3.1,0.06569234,0.13590132,1.4859145,6.88
356600500400192443,299298.3,5281021.2,2.95,3.59,0.012559326,0.0252778,1.0774829,8.80
356600500400192444,299346.0,5280990.9,7.48,8.65,0.24864343,0.5717943,2.1770444,9.99
356600500400192445,299394.2,5280959.9,2.92,3.63,0.011267803,0.022663593,0.8629684,14.64
356600500400192446,299442.2,5280929.1,2.32,2.84,0.021039106,0.04252739,1.1359067,8.64
356600500400192447,299490.1,5280898.5,2.58,3.18,0.03544352,0.07217442,1.5801321,2.30
356600500400192448,299538.1,5280867.8,2.54,3.18,0.033143956,0.06741189,1.5254549,3.99
356600500400192449,299586.0,5280837.1,4.11,4.9,0.16962361,0.37177053,1.6597866,4.76
356600500400192450,299634.0,5280806.4,3.4,4.19,0.15464108,0.33600268,1.6378305,5.40
356600500400192451,299681.9,5280775.7,2.54,3.18,0.011550199,0.02323491,0.9766765,5.25
356600500400192452,299729.8,5280745.1,2.8,3.44,0.0986738,0.2077816,1.5047815,4.70
356600500400192453,299777.7,5280714.4,3.48,4.26,0.083061464,0.1734335,1.7619023,5.73
356600500400192454,299825.6,5280683.8,18.31,19.65,0.37928694,0.953905,2.924004,10.86
356600500400192455,299873.5,5280653.1,5.2,6.32,0.33709654,0.8223479,1.8322014,11.36
356600500400192456,299921.4,5280622.5,2.28,2.99,0.019079298,0.038527496,1.5050348,13.56
356600500400192457,299969.3,5280591.8,20.52,22.05,0.51971155,1.4670807,3.0544891,13.58
356600500400192458,300017.2,5280561.2,23.32,24.19,0.70218086,2.4236686,3.0715504,11.44
356600500400192459,300065.1,5280530.5,22.87,23.62,0.8981853,4.575662,3.127122,9.41
356600500400192460,300112.9,5280499.9,23.1,23.81,0.8592359,3.925431,2.9623032,10.63
356600500400192461,300160.7,5280469.4,19.8,20.74,0.6714855,2.2272666,2.9902077,19.28
356600500400192462,300208.4,5280438.9,2.09,2.62,0.026007887,0.05270449,1.3363749,18.34
356600500400192463,300256.2,5280408.3,5.46,6.47,0.2913058,0.6887281,1.8727608,6.14
356600500400192464,300304.1,5280377.6,3.7,4.71,0.10915197,0.2311697,1.7419647,5.05
356600500400192465,300352.1,5280346.8,4.68,5.5,0.24686012,0.56705225,1.7794753,5.37
356600500400192466,300400.0,5280316.1,4.04,4.94,0.103107855,0.21764538,1.8381717,6.06
356600500400192467,300448.0,5280285.3,2.5,3.1,0.021275524,0.04301045,1.0938752,2.66
356600500400192468,300495.8,5280254.7,3.14,3.81,0.056640364,0.1166171,1.5491611,4.10
356600500400192469,300543.7,5280224.0,12.5,13.63,0.4129948,1.0656116,2.5362985,11.13
356600500400192470,300591.4,5280193.4,21.04,21.9,0.8319876,3.570563,2.9666858,19.23
356600500400192471,300639.1,5280163.0,19.13,20.25,0.48461303,1.3259481,3.032089,19.71
356600500400192472,300686.8,5280132.5,2.92,4.41,0.0906436,0.19004096,1.8554674,6.96
356600600401033474,295027.7,5283012.0,4.11,4.86,0.19003317,0.42154548,1.735238,11.39
356600600401033475,295075.6,5282981.4,3.29,4.38,0.07024928,0.14568,1.9356155,9.73
356600600401033476,295123.5,5282950.8,5.87,6.77,0.30800277,0.73641616,1.9653755,14.94
356600600401033477,295171.3,5282920.3,6.81,8.61,0.18425938,0.40733775,2.2682788,17.05
356600600401033478,295219.0,5282890.0,4.15,5.16,0.06305635,0.13026623,1.9814221,15.19
356600600401033479,295266.8,5282859.5,4.0,4.79,0.16620314,0.36354682,1.7206398,10.85
356600600401033504,296467.9,5282090.5,3.22,4.04,0.06738191,0.13952124,1.7835249,8.75
356600600401033505,296515.9,5282059.8,4.08,4.86,0.17216301,0.3778952,1.6463593,8.13
356600600401033506,296563.9,5282029.1,2.92,3.66,0.13809405,0.29722872,1.4612094,6.38
356600600401033507,296612.0,5281998.4,2.73,3.44,0.05914962,0.12194402,1.7315836,6.90
356600600401033508,296660.0,5281967.7,2.47,3.14,0.021474602,0.043417286,1.5377265,5.71
356600600401033509,296708.0,5281937.1,3.29,4.04,0.11615679,0.24695836,1.6295964,6.38
356600600401033510,296756.0,5281906.4,2.5,3.1,0.046876367,0.09602236,1.5247575,2.29
356600600401033511,296803.9,5281875.9,2.8,3.44,0.06030373,0.12439893,1.5002252,3.55
356600600401033512,296851.8,5281845.3,2.95,3.66,0.11368764,0.24137853,1.5466914,4.54
356600600401033513,296899.7,5281814.7,2.69,3.33,0.043909106,0.08980551,1.58012,6.52
356600600401033533,297857.3,5281202.1,2.32,2.84,0.024272773,0.0491447,1.0794325,4.80
356600600401033534,297905.2,5281171.4,2.92,3.59,0.072574124,0.15068744,1.691421,5.12
356600600401033536,298001.2,5281109.8,2.35,2.92,0.012491682,0.025140788,0.78217894,3.95
356600600401033537,298049.1,5281079.0,2.58,3.22,0.06110111,0.1260968,1.4957932,4.62
356600600401033538,298097.1,5281048.3,2.99,3.78,0.08198103,0.17107786,1.6905606,5.88
356600600401033539,298145.1,5281017.5,2.43,3.07,0.023416957,0.047391236,1.6549945,8.51
356600600401033540,298192.9,5280986.9,3.96,4.86,0.043901436,0.089789465,1.8306729,14.36
356600600401033541,298240.5,5280956.5,3.29,4.0,0.041263554,0.08427894,1.705919,11.40
356600600401033542,298288.2,5280926.0,2.5,3.18,0.019433059,0.039248902,1.5384022,8.07
356600600401033543,298336.0,5280895.5,3.18,3.89,0.11472672,0.24372476,1.6393538,7.04
356600600401033544,298383.9,5280864.8,2.73,3.4,0.027620776,0.05601916,1.6994967,7.16
356600600401033545,298431.8,5280834.2,2.73,3.37,0.033727698,0.068619736,1.4831873,6.53
356600600401033546,298479.6,5280803.7,3.52,4.49,0.12577845,0.26885143,1.6723869,6.05
356600600401033547,298527.6,5280773.0,2.54,3.22,0.0138211055,0.0278351,0.88926464,6.14
356600600401033548,298575.6,5280742.3,3.55,4.19,0.124069035,0.2649443,1.5293975,5.54
356600600401033550,298671.5,5280680.9,2.47,3.14,0.07132072,0.14798619,1.4308178,5.47
356600600401033551,298719.5,5280650.2,2.8,3.48,0.07801984,0.16246621,1.5839137,5.64
356600600401033552,298767.5,5280619.5,2.88,3.52,0.065732695,0.13598752,1.487017,5.10
356600600401033553,298815.5,5280588.7,2.77,3.48,0.062380865,0.12882482,1.5414007,11.23
356600600401033554,298863.7,5280557.8,5.42,6.74,0.03809328,0.07767628,1.9860169,18.61
356600600401033555,298912.0,5280526.7,2.92,3.7,0.06526309,0.13498245,1.7404048,19.21
356600600401033556,299055.9,5280434.7,19.43,20.33,0.85045236,3.8037043,2.792204,9.92
356600600401033557,299103.6,5280404.4,27.41,28.34,0.7805079,3.0347216,3.12563,10.01
356600600401033558,299151.3,5280374.0,35.57,36.54,0.94433075,5.789415,3.214642,19.38
356600600401033561,299294.5,5280282.9,23.81,25.16,0.69007504,2.3438034,3.1401918,17.81
356600600401033562,299342.3,5280252.3,25.01,25.8,0.8929412,4.4742785,3.240396,13.06
356600600401033563,299390.4,5280221.6,25.12,26.28,0.8846508,4.3245673,2.971333,16.78
356600600401033564,299438.4,5280190.7,23.4,24.11,0.76284236,2.8796666,2.8853307,17.71
356600600401033565,299486.4,5280160.0,22.39,23.47,0.79694635,3.1906762,3.0541422,16.25
356600600401033566,299534.3,5280129.5,22.09,23.03,0.7965945,3.1872077,2.9989395,14.84
356600600401033567,299582.1,5280098.9,22.73,23.59,0.89527524,4.518533,3.064903,11.43
356600600401033568,299629.9,5280068.4,21.98,23.62,0.8207681,3.4407356,3.0938115,10.90
356600600401033569,299677.7,5280037.9,23.36,24.49,0.67462254,2.2463975,3.0945451,12.84
356600600401033570,299725.6,5280007.2,2.28,2.84,0.031578057,0.06417526,1.3477374,11.00
356600600401033571,299773.5,5279976.7,3.18,3.89,0.11051435,0.23423025,1.595617,15.83
356600600401033572,299821.4,5279946.0,3.03,3.74,0.11385455,0.24175522,1.5610803,16.69
356600600401033573,299869.3,5279915.3,2.58,3.18,0.06606424,0.13669741,1.4588652,12.92
356600600401033574,299917.2,5279884.7,3.63,4.49,0.15920377,0.3468263,1.6454511,7.42
356600600401033575,299965.1,5279854.0,2.92,3.63,0.012755109,0.025674382,1.0434898,9.29
356600600401033576,300012.9,5279823.4,3.4,4.68,0.100176945,0.2111195,1.8010532,8.77
356600600401033577,300060.8,5279792.8,2.02,2.5,0.03740046,0.07623627,1.3690549,6.77
356600600401033578,300108.6,5279762.1,2.02,2.5,0.04285933,0.0876107,1.3797076,6.22
356600600401033579,300156.5,5279731.5,2.54,3.25,0.057319734,0.11805783,1.4396158,9.69
356600600401033580,300204.5,5279700.7,3.14,3.89,0.062495388,0.12906912,1.7456306,8.89
356600600401033581,300252.4,5279670.0,2.5,3.18,0.053935148,0.110889725,1.6732756,6.10
356600600401033582,300300.2,5279639.4,5.05,8.38,0.1567272,0.3409434,2.2461023,5.30
356600600401033583,300348.1,5279608.8,2.73,3.7,0.09078542,0.19035253,1.761781,2.65
356600600401033610,301640.4,5278780.7,16.43,17.6,0.8013274,3.234379,2.6453874,13.19
356600600401033611,301688.3,5278750.0,14.6,15.5,0.82358646,3.472501,2.5555248,15.63
356600600401033612,301736.1,5278719.4,2.5,3.14,0.01482096,0.029863877,1.2015013,14.84
356600600401033613,301783.8,5278689.0,2.73,3.44,0.04188419,0.08557408,1.6669973,9.80
356600600401033614,301831.5,5278658.5,2.32,2.92,0.053242177,0.10942528,1.5773968,7.77
356600600401033615,301879.4,5278627.9,2.43,2.99,0.044789277,0.09164759,1.4455544,2.63
356600600401033616,301927.4,5278597.2,3.1,3.81,0.07220475,0.149891,1.5047088,7.16
356600600401033617,301975.4,5278566.4,2.92,3.66,0.065263875,0.13498412,1.6929448,7.16
356600600401033618,302023.5,5278535.6,3.22,4.0,0.08966869,0.18789744,1.6264607,8.58
356600600401033619,302071.6,5278504.8,3.44,4.26,0.102776594,0.2169063,1.7193022,9.54
356600600401033620,302119.7,5278473.9,3.18,3.96,0.105820835,0.22370408,1.6782689,10.32
356600600401033621,302167.8,5278443.0,3.07,3.81,0.032745298,0.06658735,1.8153085,12.89
356600800400197102,290104.9,5285138.2,9.5,10.59,0.54968065,1.5961263,2.2722821,6.91
356600800400197103,290152.7,5285107.5,5.99,7.33,0.19234495,0.4272712,2.0866754,2.99
356600800400197104,290200.6,5285076.8,11.9,13.4,0.91271913,4.8873262,2.19552,3.73
356600800400197105,290248.6,5285046.0,9.65,10.78,0.5528405,1.6102203,2.2521644,8.59
356600800400197106,290296.7,5285015.1,10.55,11.83,0.37144005,0.9288063,2.4701972,7.48
356600800400197114,290679.0,5284770.2,5.5,6.25,0.28581607,0.6733091,1.8635106,11.54
356600800400197115,290726.8,5284739.5,3.78,4.71,0.008069978,0.016205475,1.200063,5.54
356600800400197177,293701.3,5282837.7,4.53,5.57,0.08817503,0.18461996,1.9407811,13.00
356600800400197178,293749.0,5282807.4,3.89,4.9,0.014943534,0.03011277,0.89167327,18.34
356600800400197180,293843.5,5282747.5,8.08,9.36,0.23057821,0.524279,2.3201156,16.14
356600800400197181,293891.5,5282716.9,5.16,6.17,0.13410506,0.287997,1.9462725,2.99
356600800400197182,293939.4,5282686.3,8.79,9.73,0.4999662,1.3865434,2.190052,3.03
356600800400197183,293987.3,5282655.8,5.8,6.85,0.25689068,0.5938853,1.924669,8.38
356600800400197186,294132.3,5282562.9,4.34,5.12,0.007611292,0.015280847,0.7273736,17.93
356600800400197187,294179.9,5282532.7,5.35,6.43,0.0922791,0.1936427,2.16105,19.60
356600800400197188,294227.8,5282502.2,12.35,13.4,0.86912656,4.072831,2.4290032,14.61
356600800400197189,294276.1,5282471.2,3.29,4.0,0.077446304,0.16122358,1.6057913,9.41
356600800400197190,294323.8,5282440.9,12.8,13.77,0.80156857,3.237661,2.5070891,19.02
356600800400197191,294371.5,5282410.5,5.35,6.7,0.027042622,0.05483048,2.136789,19.69
356600800400197192,294419.5,5282379.8,8.01,9.65,0.39895162,1.0183535,2.2368672,19.39
356600800400197194,294516.3,5282317.7,5.35,6.4,0.1726868,0.37916785,1.9421084,9.48
356600800400197195,294564.3,5282287.0,4.23,5.09,0.07805307,0.16253948,1.8370838,9.54
356600800400197196,294612.4,5282256.2,4.15,5.16,0.020849463,0.042140044,1.4299873,10.55
356600800400197197,294660.5,5282225.3,3.96,4.75,0.029569602,0.060031764,1.2273487,11.10
356600800400197198,294708.7,5282194.5,2.92,3.66,0.011875163,0.023892561,0.7608183,10.31
356600800400197199,294756.8,5282163.7,4.23,5.09,0.095635474,0.20105207,1.8687598,9.05
356600800400197200,294804.7,5282133.0,9.58,10.29,0.93108225,5.3633127,2.1409624,8.44
356600800400197210,295282.8,5281827.0,5.8,6.7,0.27564496,0.64501995,1.9770614,12.86
356600800400197211,295331.0,5281796.0,3.81,4.9,0.028521528,0.05787287,1.1542156,16.27
356600800400197212,295379.3,5281764.9,5.76,6.92,0.06067358,0.12518698,2.2359543,16.70
356600800400197213,295427.6,5281733.9,5.27,6.17,0.21498305,0.48413974,1.9438312,13.07
356600800400197214,295475.7,5281702.9,3.78,4.45,0.15366848,0.3337067,1.6711268,8.32
356600800400197215,295523.8,5281672.1,3.25,4.08,0.004701661,0.009425511,0.91022164,9.92
356600800400197216,295571.6,5281641.4,4.04,4.86,0.04347204,0.088891774,1.7576554,9.48
356600800400197219,295715.4,5281549.3,2.69,3.4,0.043462303,0.08887141,1.6904157,3.76
356600800400197222,295859.4,5281457.0,3.48,4.15,0.015889954,0.03203527,1.3101867,6.05
356600800400197225,296003.5,5281364.7,4.3,5.2,0.1052089,0.22233804,1.7910168,14.01
356600800400197226,296051.5,5281334.0,4.19,5.2,0.021910202,0.0443079,2.041587,18.01
356600800400197227,296099.5,5281303.2,4.23,5.31,0.04748984,0.09731051,1.9093121,18.31
356600800400197228,296147.6,5281272.5,3.93,5.09,0.025958074,0.0526023,1.7228737,19.51
356600800400197230,296243.4,5281211.2,22.72,23.7,0.91400856,4.917289,3.145781,19.70
356600800400197231,296291.5,5281180.5,4.49,5.46,0.01279465,0.025754517,1.5552046,13.99
356600800400197232,296339.4,5281149.8,13.14,14.15,0.93400925,5.450869,2.4676852,13.87
356600800400197233,296387.6,5281118.9,13.55,14.56,0.93257105,5.407367,2.5184944,14.73
356600800400197234,296435.8,5281088.0,13.32,15.61,0.92509,5.195205,2.432302,16.36
356600800400197235,296484.3,5281056.9,4.11,5.05,0.0100102695,0.020121481,1.1623638,13.20
356600800400197236,296532.3,5281026.2,2.43,2.99,0.00474977,0.009522186,0.6697466,7.24
356600800400197237,296579.9,5280995.9,4.45,7.26,0.10100978,0.21297361,2.2849438,9.87
356600800400197238,296627.7,5280965.4,3.4,4.45,0.0062096836,0.012458112,0.8929275,18.35
356600800400197239,296675.7,5280934.7,6.73,7.75,0.31081042,0.7445764,2.04862,17.23
356600800400197240,296723.8,5280903.9,3.51,4.49,0.04512816,0.09235764,1.6050392,13.60
356600800400197241,296771.8,5280873.2,5.05,6.1,0.13418368,0.28817862,1.9515218,12.99
356600800400197242,296819.7,5280842.6,11.68,12.65,0.9130881,4.895852,2.3440936,12.06
356600800400197246,297011.9,5280719.7,17.22,18.23,0.6476938,2.0875056,2.717863,13.28
356600800400197248,297107.4,5280658.6,20.51,21.49,0.8497587,3.7957425,3.0365086,11.32
356600800400197249,297155.2,5280628.1,24.41,25.34,0.85896933,3.92274,3.178522,14.39
356600800400197250,297203.0,5280597.5,18.27,20.1,0.25013497,0.5757813,3.0769217,18.95
356600800400197251,297250.8,5280567.0,3.51,4.6,0.077704415,0.16178325,1.6578498,11.99
356600800400197252,297298.7,5280536.4,2.5,3.14,0.011838729,0.023818817,0.71253604,3.74
356600800400197253,297346.6,5280505.7,2.84,3.55,0.019537896,0.039462812,1.5819712,5.29
356600800400197254,297394.3,5280475.3,3.44,4.53,0.039570842,0.08075114,1.8691397,9.14
356600800400197255,297442.1,5280444.7,3.85,4.82,0.052174315,0.10717118,1.8881191,7.00
356600800400197256,297537.8,5280383.4,2.24,2.84,0.0042413287,0.008500708,1.3710734,7.51
356600800400197257,297585.4,5280353.0,3.25,4.56,0.020795159,0.042029127,1.8425823,8.56
356600800400197258,297633.1,5280322.6,5.57,6.25,0.36158073,0.89766735,1.7431545,5.68
356600800400197259,297680.8,5280292.1,2.39,2.99,0.0860597,0.17998527,1.3241843,4.67
356600800400197260,297728.7,5280261.4,5.09,6.36,0.19045308,0.42259112,1.9774809,4.88
356600800400197261,297776.8,5280230.6,2.84,3.55,0.0074323555,0.014920262,0.93051547,5.24
356600800400197262,297824.6,5280199.9,3.36,4.04,0.10249325,0.21627687,1.5266982,5.49
356600800400197263,297872.5,5280169.3,3.63,4.38,0.13047424,0.27962744,1.6582781,9.84
356600800400197264,297920.3,5280138.6,3.44,4.41,0.03221225,0.06548564,1.9318057,11.32
356600800400197265,297968.2,5280107.9,2.77,3.48,0.0071326233,0.014316396,1.0774999,8.13
356600800400197266,298016.2,5280077.1,2.8,3.44,0.0089602405,0.018001301,0.7839802,7.00
356600800400197267,298063.8,5280046.7,3.96,5.01,0.081607446,0.17026539,1.8072094,9.44
356600800400197268,298111.7,5280016.0,2.8,3.51,0.03587104,0.07306128,1.5897261,7.69
356600800400197275,298447.1,5279800.9,2.69,3.29,0.036431074,0.074223384,1.4343791,4.74
356600800400197277,298542.9,5279739.5,2.58,3.25,0.015223237,0.030680748,1.6767635,6.12
356600800400197278,298590.8,5279708.8,2.95,3.7,0.044812452,0.09169648,1.5531349,5.25
