archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,motivo,detalle
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034081,-42.755029,-71.144138,324538.9,5264158.9,1089.5393,1,0,0.9421241,-1.79,0.22,2.32,5.31,6.29,26.58,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034082,-42.755320,-71.143558,324587.2,5264127.8,1110.2668,1,0,0.9390581,-1.76,-0.07,1.61,4.08,5.16,25.74,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034083,-42.755607,-71.142981,324635.2,5264097.1,1117.6393,1,0,0.93984735,-2.43,-0.29,1.72,4.45,5.46,25.27,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034084,-42.755895,-71.142404,324683.2,5264066.4,1122.1256,1,0,0.9412128,-1.76,0.18,2.2,4.98,6.06,24.71,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034085,-42.756184,-71.141825,324731.4,5264035.5,1135.44,1,0,0.95399576,-1.9,-0.29,1.23,3.22,3.96,21.15,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034100,-42.761032,-71.132067,325543.6,5263517.3,1024.5457,1,0,0.9470698,-2.02,-0.22,1.46,4.0,5.05,20.33,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034110,-42.763894,-71.126313,326022.5,5263211.4,1005.4103,1,0,0.9238101,-1.61,0.52,2.99,6.4,7.52,24.76,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034111,-42.764183,-71.125733,326070.7,5263180.5,1019.19525,1,0,0.93953145,-2.5,-0.07,2.5,6.36,7.52,27.07,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034112,-42.764469,-71.125157,326118.6,5263149.9,1019.8058,1,0,0.9418357,-1.79,0.29,2.35,5.2,6.29,24.64,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034113,-42.764757,-71.124579,326166.7,5263119.2,1026.3976,1,0,0.94432807,-2.05,0.07,2.24,5.91,7.33,25.52,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034114,-42.765045,-71.124001,326214.8,5263088.3,1036.4966,1,0,0.9164467,-1.98,0.33,2.84,6.14,7.26,27.83,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034115,-42.765331,-71.123424,326262.8,5263057.7,1038.5852,1,0,0.93575555,-1.9,0.14,2.28,5.31,6.47,24.98,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034270,-42.812159,-71.028991,334114.7,5258047.7,827.9566,1,0,0.93951005,-1.19,-0.22,0.67,1.87,2.32,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034271,-42.812445,-71.028414,334162.6,5258017.1,827.8423,1,0,0.9399405,-1.19,-0.18,0.71,1.94,2.39,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034272,-42.812731,-71.027837,334210.6,5257986.4,827.6912,1,0,0.9294059,-1.19,-0.22,0.71,1.94,2.39,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401034273,-42.813590,-71.026106,334354.4,5257894.5,831.3592,1,0,0.92747706,-1.16,-0.14,0.78,2.09,2.58,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197697,-42.729755,-71.213749,318768.5,5266818.5,1462.4221,1,0,0.9472718,-2.09,0.86,4.04,8.76,10.37,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197698,-42.730037,-71.213180,318815.9,5266788.4,1441.8414,1,0,0.9478897,-1.83,0.67,3.25,6.73,8.01,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197699,-42.730317,-71.212613,318863.2,5266758.4,1416.2886,1,0,0.9391535,-2.35,0.93,4.68,11.12,12.58,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197700,-42.730598,-71.212045,318910.5,5266728.4,1390.5842,1,0,0.9537938,-1.94,0.93,4.41,9.69,11.75,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197701,-42.730881,-71.211476,318958.0,5266698.3,1373.0657,1,0,0.963235,-4.56,-1.16,1.12,4.6,5.8,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197702,-42.731161,-71.210910,319005.1,5266668.4,1342.972,1,0,0.96637666,4.56,7.75,11.0,17.56,20.85,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197703,-42.731446,-71.210337,319052.8,5266637.9,1334.8907,1,0,0.9526641,-5.01,-2.05,0.37,3.03,4.04,,fuera del DEM,sin pendiente disponible
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197708,-42.732866,-71.207482,319290.7,5266486.4,1268.1376,1,0,0.96221477,-1.12,2.05,5.99,11.45,12.73,25.14,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197709,-42.733147,-71.206916,319337.8,5266456.4,1239.9292,1,0,0.95659494,-0.29,1.6,5.65,13.29,14.71,22.11,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197712,-42.734011,-71.205187,319481.8,5266364.2,1251.3737,1,0,0.9486226,-5.09,-1.27,2.2,6.88,8.19,21.86,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.9 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197713,-42.734302,-71.204607,319530.2,5266333.1,1269.5237,1,0,0.94127256,-3.55,-0.41,2.65,7.15,8.42,25.42,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197714,-42.734593,-71.204027,319578.5,5266302.1,1285.3959,1,0,0.94833034,-1.83,0.26,2.54,5.76,6.96,23.10,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197715,-42.734882,-71.203449,319626.7,5266271.1,1296.9324,1,0,0.9617816,-2.43,-0.14,2.05,5.61,6.96,20.62,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197716,-42.735172,-71.202870,319674.9,5266240.2,1308.3594,1,0,0.9554038,-2.69,-0.14,2.28,5.91,7.07,21.25,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197717,-42.735461,-71.202292,319723.1,5266209.3,1319.2314,1,0,0.9569408,-3.21,-0.82,1.31,4.45,5.84,21.50,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197718,-42.735750,-71.201715,319771.2,5266178.5,1326.5219,1,0,0.9531608,-2.28,0.59,3.89,8.98,10.74,23.47,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197719,-42.736038,-71.201139,319819.1,5266147.7,1329.9092,1,0,0.957971,-1.87,0.52,3.44,7.45,8.76,24.32,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197721,-42.736612,-71.199989,319914.9,5266086.5,1329.6239,1,0,0.95194507,-1.72,0.48,2.84,6.02,7.26,21.27,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197722,-42.736902,-71.199409,319963.2,5266055.4,1345.6997,1,0,0.9512367,-1.68,1.16,4.08,7.97,9.24,25.64,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197723,-42.737194,-71.198827,320011.7,5266024.3,1367.2292,1,0,0.93668413,-3.89,-0.86,1.98,6.21,7.71,27.57,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197724,-42.737483,-71.198249,320059.9,5265993.4,1378.9064,1,0,0.9530075,-2.13,0.07,2.35,5.54,6.66,23.37,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197725,-42.737770,-71.197675,320107.7,5265962.8,1375.6483,1,0,0.9442712,-1.57,0.71,3.44,7.26,8.49,21.71,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197726,-42.738060,-71.197094,320156.1,5265931.8,1393.4733,1,0,0.9411937,-3.51,-0.59,2.24,5.95,7.11,24.01,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197737,-42.741201,-71.190777,320682.2,5265596.4,1350.4011,1,0,0.94264734,-1.19,1.38,4.38,7.97,9.28,24.62,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197738,-42.741482,-71.190209,320729.5,5265566.5,1325.0435,1,0,0.95109046,-1.01,1.49,4.19,7.3,8.27,25.91,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.9 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197739,-42.741763,-71.189640,320776.9,5265536.5,1303.7953,1,0,0.9514355,-3.7,-0.86,1.72,5.12,6.7,23.22,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197740,-42.742044,-71.189072,320824.3,5265506.5,1280.5253,1,0,0.9462926,-2.5,0.29,3.29,7.52,9.06,21.61,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197742,-42.742613,-71.187924,320919.8,5265445.7,1267.8044,1,0,0.936808,-2.5,0.37,3.33,7.37,8.53,22.42,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197743,-42.742904,-71.187342,320968.4,5265414.6,1290.4617,1,0,0.95153135,-2.62,-0.07,2.39,5.99,7.11,23.21,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197746,-42.743763,-71.185614,321112.2,5265322.9,1292.6194,1,0,0.95112956,-2.69,0.14,3.07,7.56,9.43,24.28,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197747,-42.744042,-71.185047,321159.4,5265293.1,1263.5671,1,0,0.9670543,-2.05,0.03,2.17,6.02,7.82,21.98,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197750,-42.744894,-71.183329,321302.5,5265202.1,1235.626,1,0,0.9411277,-2.02,0.22,2.47,4.94,5.69,20.78,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197751,-42.745177,-71.182758,321350.1,5265172.0,1220.0327,1,0,0.9630168,-0.71,2.13,6.81,11.12,12.5,21.47,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197752,-42.745466,-71.182179,321398.3,5265141.1,1232.9333,1,0,0.9446127,-2.88,0.18,3.36,7.37,8.68,24.36,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197753,-42.745756,-71.181597,321446.8,5265110.1,1252.5884,1,0,0.9460051,-2.5,0.89,4.11,8.38,9.8,24.41,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197754,-42.746046,-71.181017,321495.1,5265079.2,1267.1313,1,0,0.9391484,-2.65,-0.41,1.79,4.6,5.57,20.32,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197755,-42.746327,-71.180448,321542.4,5265049.2,1244.5273,1,0,0.93968755,-2.2,1.01,4.41,8.61,10.18,28.97,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197756,-42.746607,-71.179881,321589.7,5265019.2,1218.251,1,0,0.94239444,-3.14,-0.63,1.75,5.05,6.25,27.54,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197757,-42.746891,-71.179308,321637.4,5264988.9,1209.5427,1,0,0.9507551,-2.13,0.44,3.21,6.77,8.01,25.96,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197758,-42.747177,-71.178733,321685.3,5264958.3,1209.5958,1,0,0.95034945,-3.96,-1.27,1.23,4.82,6.02,26.04,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197759,-42.747460,-71.178162,321732.8,5264928.2,1193.1609,1,0,0.9526624,-2.28,0.14,2.69,6.51,7.75,25.67,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197760,-42.747742,-71.177592,321780.3,5264898.0,1177.1176,1,0,0.94965595,-1.94,0.48,3.1,6.4,7.45,24.50,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197761,-42.748024,-71.177022,321827.7,5264867.9,1157.005,1,0,0.96208805,-0.03,3.7,7.03,11.08,12.73,24.36,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197764,-42.748885,-71.175293,321971.7,5264776.0,1166.216,1,0,0.94332707,-2.47,0.67,4.23,9.17,10.59,28.62,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197765,-42.749177,-71.174710,322020.2,5264744.7,1192.6108,1,0,0.9508433,-3.36,-0.07,3.4,8.64,10.37,29.63,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197766,-42.749469,-71.174127,322068.8,5264713.5,1218.2742,1,0,0.95445377,-2.43,0.48,3.44,7.93,9.32,29.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197767,-42.749759,-71.173547,322117.1,5264682.5,1234.3722,1,0,0.95654374,-2.32,0.63,3.66,7.6,9.13,28.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197768,-42.750049,-71.172966,322165.5,5264651.5,1251.0454,1,0,0.9514124,-2.09,-0.52,0.74,2.32,2.88,20.33,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197771,-42.750898,-71.171255,322307.9,5264560.9,1202.5752,1,0,0.9301734,-1.12,2.43,5.76,10.03,11.64,22.79,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197772,-42.751180,-71.170686,322355.3,5264530.8,1180.5413,1,0,0.9316016,-2.65,0.22,3.4,7.86,9.09,27.53,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197773,-42.751460,-71.170120,322402.4,5264500.9,1151.9718,1,0,0.94080335,-2.92,-0.18,2.39,6.92,8.42,26.48,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197774,-42.751742,-71.169551,322449.8,5264470.7,1132.6272,1,0,0.9351939,-2.32,0.26,2.88,6.43,7.75,24.07,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197776,-42.752310,-71.168407,322545.0,5264410.1,1109.0065,1,0,0.9481464,0.03,2.69,6.02,9.32,10.44,20.33,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197777,-42.752601,-71.167827,322593.3,5264379.0,1124.4303,1,0,0.93251985,-2.24,0.82,4.08,8.19,9.62,27.21,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197778,-42.752893,-71.167245,322641.8,5264347.8,1147.0923,1,0,0.9429926,-3.78,-0.33,3.4,8.08,9.58,29.35,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197779,-42.753186,-71.166662,322690.4,5264316.5,1174.547,1,0,0.9411461,-4.23,-1.23,1.27,4.45,5.42,25.55,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197780,-42.753473,-71.166085,322738.4,5264285.8,1178.2692,1,0,0.9508778,-1.16,0.93,3.33,6.36,7.3,26.34,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197781,-42.753761,-71.165509,322786.3,5264255.1,1179.9025,1,0,0.95538825,-2.95,0.0,2.95,7.3,8.91,31.19,pendiente fuerte: la altura del dosel se sobrestima,pendiente=31.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197782,-42.754048,-71.164934,322834.2,5264224.4,1180.6372,1,0,0.95054704,-1.57,1.75,5.42,10.67,12.43,31.53,pendiente fuerte: la altura del dosel se sobrestima,pendiente=31.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197783,-42.754335,-71.164358,322882.2,5264193.7,1181.6724,1,0,0.94329166,-4.56,-1.64,0.71,3.44,4.56,30.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=30.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197784,-42.754619,-71.163786,322929.8,5264163.3,1169.8585,1,0,0.9030042,-2.58,0.0,2.58,6.85,8.19,33.12,pendiente fuerte: la altura del dosel se sobrestima,pendiente=33.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197786,-42.755186,-71.162645,323024.8,5264102.8,1137.8923,1,0,0.9594677,-3.18,-0.26,2.62,6.25,7.78,31.76,pendiente fuerte: la altura del dosel se sobrestima,pendiente=31.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197787,-42.755472,-71.162071,323072.6,5264072.2,1133.692,1,0,0.9568279,-1.94,0.22,2.47,5.69,6.81,21.46,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197788,-42.755757,-71.161499,323120.2,5264041.8,1123.4,1,0,0.95039517,-0.93,1.08,3.44,7.33,9.02,20.35,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197789,-42.756042,-71.160925,323168.0,5264011.3,1116.2477,1,0,0.95244825,-2.39,0.22,3.07,7.67,9.13,22.49,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.5 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197790,-42.756326,-71.160355,323215.5,5263981.1,1099.7114,1,0,0.9422735,-3.14,-0.59,1.68,4.49,5.5,23.20,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197792,-42.756898,-71.159206,323311.1,5263920.0,1092.6653,1,0,0.95403236,-3.1,-0.07,3.14,7.03,8.46,22.12,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.1 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197793,-42.757187,-71.158626,323359.4,5263889.0,1105.7745,1,0,0.95689595,-1.6,1.6,4.9,9.65,11.12,28.44,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.4 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197794,-42.757477,-71.158047,323407.6,5263858.1,1117.5543,1,0,0.9561946,-1.08,2.13,5.54,10.37,12.24,29.82,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197795,-42.757766,-71.157468,323455.8,5263827.2,1126.9572,1,0,0.95005906,-2.35,0.07,2.39,5.69,6.92,24.97,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.0 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197796,-42.758050,-71.156895,323503.5,5263796.8,1118.2887,1,0,0.9466299,-1.01,1.23,4.04,7.82,8.98,24.18,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.2 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197797,-42.758344,-71.156310,323552.2,5263765.4,1149.1649,1,0,0.94606304,-2.28,1.94,5.76,10.44,11.86,27.57,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197799,-42.758922,-71.155151,323648.6,5263703.6,1171.3937,1,0,0.94111365,-1.72,0.41,2.62,5.69,6.88,21.64,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.6 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197800,-42.759209,-71.154574,323696.7,5263673.0,1175.3507,1,0,0.9532055,-1.64,0.97,3.81,7.93,9.36,25.77,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.8 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197801,-42.759495,-71.153998,323744.6,5263642.4,1175.1132,1,0,0.94502634,-1.46,1.23,4.11,7.75,9.17,24.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.7 > 20 grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM1000,356600800400197802,-42.759784,-71.153419,323792.9,5263611.5,1186.1095,1,0,0.938889,-1.34,1.12,3.96,7.82,8.87,22.45,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.5 > 20 grados
