shot_number,lat,lon,elev_lowestmode,fabdem_m,n_egm2008_m,delta_terreno_m,control_terreno
346880500100041750,-42.768323,-71.125185,1110.7506,1088.04,21.485,1.22,PASA
346880500100041751,-42.768042,-71.124623,1092.7828,1070.90,21.483,0.40,PASA
346880500100041752,-42.767760,-71.124060,1076.0637,1054.34,21.481,0.24,PASA
346880500100041753,-42.767478,-71.123496,1060.3794,1038.02,21.479,0.88,PASA
346880500100041754,-42.767193,-71.122926,1052.8378,1028.03,21.477,3.33,PASA
346880500100041755,-42.766910,-71.122359,1040.568,1017.88,21.475,1.21,PASA
346880500100041756,-42.766628,-71.121795,1024.5912,1002.56,21.473,0.56,PASA
346880500100041757,-42.766346,-71.121231,1009.7069,988.11,21.471,0.13,PASA
346880500100041758,-42.766061,-71.120660,1001.85785,980.00,21.469,0.39,PASA
346880500100041759,-42.765777,-71.120090,993.97174,971.63,21.467,0.88,PASA
346880500100041760,-42.765493,-71.119519,987.38184,965.16,21.465,0.75,PASA
346880500100041761,-42.765207,-71.118945,984.54333,962.71,21.463,0.37,PASA
346880500100041762,-42.764921,-71.118370,983.93243,961.86,21.461,0.61,PASA
346880500100041763,-42.764634,-71.117794,983.0541,960.79,21.459,0.81,PASA
346880500100041764,-42.764348,-71.117219,981.49084,959.59,21.457,0.44,PASA
346880500100041765,-42.764062,-71.116644,980.55145,958.56,21.454,0.54,PASA
346880500100041766,-42.763776,-71.116068,980.0,957.45,21.452,1.09,PASA
346880500100041767,-42.763491,-71.115495,975.5159,954.84,21.450,-0.77,PASA
346880500100041768,-42.763205,-71.114920,974.1593,951.95,21.448,0.76,PASA
346880500100041769,-42.762919,-71.114345,972.85693,950.84,21.446,0.57,PASA
346880500100041770,-42.762633,-71.113770,971.93726,949.83,21.444,0.66,PASA
346880500100041771,-42.762346,-71.113195,970.7961,949.07,21.442,0.29,PASA
346880500100041772,-42.762061,-71.112620,968.79254,947.79,21.440,-0.44,PASA
346880500100041773,-42.761774,-71.112045,967.98486,947.13,21.438,-0.58,PASA
346880500100041774,-42.761488,-71.111470,967.33356,946.47,21.435,-0.57,PASA
346880500100041775,-42.761202,-71.110894,967.49915,946.03,21.433,0.04,PASA
346880500100041776,-42.760915,-71.110318,967.3365,946.25,21.431,-0.34,PASA
346880500100041777,-42.760629,-71.109743,966.3953,945.30,21.429,-0.34,PASA
346880500100041778,-42.760342,-71.109166,967.62256,945.23,21.427,0.97,PASA
346880500100041779,-42.760056,-71.108589,968.3301,945.75,21.425,1.16,PASA
346880500100041780,-42.759770,-71.108015,966.6823,946.01,21.423,-0.75,PASA
346880500100041781,-42.759483,-71.107438,968.6019,945.40,21.421,1.78,PASA
346880500100041782,-42.759197,-71.106865,965.0491,942.81,21.419,0.82,PASA
346880500100041783,-42.758911,-71.106291,963.0702,941.30,21.416,0.36,PASA
346880500100041784,-42.758625,-71.105716,962.13104,940.39,21.414,0.33,PASA
346880500100041785,-42.758339,-71.105140,961.57776,939.51,21.412,0.66,PASA
346880500100041786,-42.758053,-71.104566,959.4877,938.12,21.410,-0.04,PASA
346880500100041787,-42.757766,-71.103990,959.8301,937.79,21.408,0.64,PASA
346880500100041788,-42.757480,-71.103415,959.2068,937.33,21.406,0.47,PASA
346880500100041789,-42.757193,-71.102840,958.7719,937.09,21.404,0.27,PASA
346880500100041790,-42.756907,-71.102265,957.8268,936.02,21.402,0.40,PASA
346880500100041791,-42.756621,-71.101689,958.2569,935.98,21.399,0.88,PASA
346880500100041792,-42.756333,-71.101112,960.2079,937.38,21.397,1.43,PASA
346880500100041793,-42.756047,-71.100536,960.24207,938.16,21.395,0.68,PASA
346880500100041794,-42.755761,-71.099962,958.0828,936.30,21.393,0.39,PASA
346880500100041795,-42.755474,-71.099386,957.8808,936.18,21.391,0.31,PASA
346880500100041796,-42.755187,-71.098809,959.99005,937.63,21.389,0.97,PASA
346880500100041797,-42.754901,-71.098234,958.2858,936.19,21.387,0.71,PASA
346880500100041798,-42.754614,-71.097658,958.9654,936.09,21.384,1.49,PASA
346880500100041799,-42.754329,-71.097085,955.2445,933.63,21.382,0.23,PASA
346880500100041800,-42.754042,-71.096510,955.15326,933.91,21.380,-0.13,PASA
346880500100041801,-42.753755,-71.095932,957.6846,935.53,21.378,0.77,PASA
346880500100041802,-42.753467,-71.095354,960.6137,938.56,21.376,0.67,PASA
346880500100041803,-42.753181,-71.094779,959.72406,938.51,21.374,-0.16,PASA
346880500100041804,-42.752893,-71.094199,965.3076,943.21,21.371,0.72,PASA
346880500100041805,-42.752604,-71.093619,970.4849,945.45,21.369,3.66,PASA
346880500100041806,-42.752319,-71.093046,965.99115,942.81,21.367,1.82,PASA
346880500100041807,-42.752033,-71.092473,962.5636,939.88,21.365,1.32,PASA
346880500100041808,-42.751749,-71.091904,954.6337,933.29,21.363,-0.02,PASA
346880500100041809,-42.751463,-71.091330,952.15686,930.78,21.361,0.02,PASA
346880500100041810,-42.751176,-71.090753,952.9632,932.18,21.359,-0.58,PASA
346880500100041811,-42.750888,-71.090173,958.07434,935.32,21.356,1.39,PASA
346880500100041812,-42.750602,-71.089600,955.3698,933.65,21.354,0.37,PASA
346880500100041813,-42.750315,-71.089025,954.0389,932.76,21.352,-0.07,PASA
346880500100041814,-42.750028,-71.088448,955.64056,934.27,21.350,0.02,PASA
346880500100041815,-42.749740,-71.087868,960.077,938.17,21.348,0.56,PASA
346880500100041816,-42.749454,-71.087296,956.2838,936.07,21.346,-1.14,PASA
346880500100041817,-42.749166,-71.086715,962.1503,940.23,21.343,0.57,PASA
346880500100041818,-42.748879,-71.086139,962.4675,940.79,21.341,0.34,PASA
346880500100041819,-42.748592,-71.085563,962.7294,941.16,21.339,0.23,PASA
346880500100041820,-42.748304,-71.084985,965.33325,943.56,21.337,0.44,PASA
346880500100041821,-42.748017,-71.084408,967.30304,945.53,21.335,0.44,PASA
346880500100041822,-42.747730,-71.083831,968.22784,946.14,21.333,0.75,PASA
346880500100041823,-42.747443,-71.083256,966.958,945.61,21.331,0.02,PASA
346880500100041824,-42.747156,-71.082679,968.78467,946.78,21.329,0.68,PASA
346880500100041825,-42.746867,-71.082098,975.30396,953.40,21.327,0.58,PASA
346880500100041826,-42.746579,-71.081518,980.70764,959.15,21.326,0.23,PASA
346880500100041827,-42.746292,-71.080943,980.288,959.46,21.324,-0.50,PASA
346880500100041828,-42.746003,-71.080360,988.5705,966.61,21.322,0.64,PASA
346880500100041829,-42.745714,-71.079780,993.9685,972.37,21.321,0.28,PASA
346880500100041830,-42.745427,-71.079203,995.7065,975.62,21.319,-1.23,PASA
346880500100041831,-42.745139,-71.078625,998.2742,976.56,21.317,0.40,PASA
346880500100041832,-42.744852,-71.078048,999.61945,978.43,21.316,-0.13,PASA
346880500100041833,-42.744566,-71.077476,994.81744,973.47,21.314,0.03,PASA
346880500100041834,-42.744280,-71.076904,990.3951,968.91,21.312,0.18,PASA
346880500100041835,-42.743994,-71.076328,989.9535,967.30,21.311,1.34,PASA
346880500100041836,-42.743709,-71.075760,980.2409,958.51,21.309,0.42,PASA
346880500100041837,-42.743424,-71.075189,974.3708,950.74,21.307,2.32,PASA
346880500100041838,-42.743139,-71.074621,964.4077,943.16,21.306,-0.06,PASA
346880500100041839,-42.742853,-71.074047,961.76056,940.24,21.304,0.22,PASA
346880500100041840,-42.742566,-71.073472,960.9412,938.95,21.302,0.69,PASA
346880500100041841,-42.742279,-71.072898,958.78906,937.14,21.301,0.35,PASA
346880500100041842,-42.741992,-71.072323,958.2963,935.79,21.299,1.21,PASA
346880500100041844,-42.741419,-71.071175,954.0595,932.49,21.296,0.27,PASA
346880500100041845,-42.741132,-71.070600,953.2538,931.67,21.294,0.29,PASA
346880500100041846,-42.740845,-71.070025,952.6013,930.97,21.292,0.34,PASA
346880500100041847,-42.740559,-71.069451,950.4205,929.58,21.291,-0.45,PASA
346880500100041848,-42.740271,-71.068875,950.01215,928.88,21.289,-0.15,PASA
346880500100041849,-42.739983,-71.068296,954.24713,931.35,21.287,1.61,PASA
346880500100041850,-42.739696,-71.067721,953.67896,931.98,21.286,0.42,PASA
346880500100041851,-42.739408,-71.067144,955.5699,933.92,21.284,0.37,PASA
346880500100041852,-42.739119,-71.066564,961.8223,940.55,21.282,-0.01,PASA
346880500100041853,-42.738831,-71.065985,965.1529,943.62,21.281,0.25,PASA
346880500100041854,-42.738543,-71.065409,966.17694,944.70,21.279,0.20,PASA
346880500100041855,-42.738256,-71.064833,967.1835,945.70,21.277,0.21,PASA
346880500100041856,-42.737968,-71.064256,969.10876,947.59,21.276,0.25,PASA
346880500100041857,-42.737680,-71.063678,971.8553,949.96,21.274,0.62,PASA
346880500100041858,-42.737393,-71.063102,972.2028,949.99,21.272,0.94,PASA
346880500100041859,-42.737107,-71.062531,966.37836,944.91,21.271,0.20,PASA
346880500100041860,-42.736820,-71.061956,965.8132,944.59,21.269,-0.05,PASA
346880500100041861,-42.736532,-71.061378,969.37933,947.75,21.267,0.36,PASA
346880500100041862,-42.736243,-71.060799,973.3444,951.80,21.265,0.28,PASA
346880500100041863,-42.735956,-71.060222,975.9101,954.58,21.264,0.06,PASA
346880500100041864,-42.735668,-71.059645,977.2469,956.51,21.262,-0.53,PASA
346880500100041865,-42.735380,-71.059067,979.88257,959.55,21.260,-0.93,PASA
346880500100041866,-42.735092,-71.058489,984.01086,963.28,21.259,-0.53,PASA
346880500100041867,-42.734804,-71.057910,987.4043,967.35,21.257,-1.20,PASA
346880500100041868,-42.734516,-71.057332,990.6967,970.76,21.255,-1.31,PASA
346880500100041869,-42.734228,-71.056754,994.633,974.06,21.254,-0.68,PASA
346880500100041870,-42.733940,-71.056175,998.9934,977.52,21.252,0.23,PASA
346880500100041871,-42.733651,-71.055595,1004.6466,983.09,21.250,0.31,PASA
346880500100041872,-42.733363,-71.055015,1009.5373,988.42,21.248,-0.13,PASA
346880500100041873,-42.733076,-71.054438,1012.12726,990.77,21.247,0.11,PASA
346880500100041874,-42.732788,-71.053861,1013.39087,992.00,21.245,0.14,PASA
346880500100041875,-42.732502,-71.053286,1012.64264,990.10,21.243,1.30,PASA
346880500100041876,-42.732217,-71.052716,1006.43774,985.59,21.242,-0.39,PASA
346880500100041877,-42.731928,-71.052134,1015.03314,993.33,21.240,0.47,PASA
346880500100041878,-42.731639,-71.051553,1021.13074,1000.06,21.238,-0.16,PASA
346880500100041879,-42.731351,-71.050975,1024.8737,1003.18,21.237,0.46,PASA
346880500100041880,-42.731064,-71.050399,1025.7306,1004.45,21.235,0.05,PASA
346880500100041881,-42.730777,-71.049821,1028.4554,1007.28,21.233,-0.06,PASA
346880500100041882,-42.730490,-71.049244,1030.5774,1009.24,21.231,0.11,PASA
346880500100041883,-42.730202,-71.048668,1031.7911,1009.60,21.230,0.96,PASA
346880500100041884,-42.729917,-71.048095,1028.0688,1007.49,21.228,-0.65,PASA
346880500100041885,-42.729629,-71.047517,1031.9131,1012.66,21.226,-1.98,PASA
346880500100041886,-42.729340,-71.046936,1038.261,1016.85,21.225,0.18,PASA
346880500100041887,-42.729053,-71.046360,1039.6143,1017.69,21.223,0.71,PASA
346880500100041888,-42.728766,-71.045784,1041.0719,1019.20,21.221,0.65,PASA
346880500100041889,-42.728478,-71.045206,1044.5372,1023.36,21.219,-0.04,PASA
346880500100041890,-42.728190,-71.044626,1050.8463,1030.46,21.218,-0.83,PASA
346880500100041894,-42.727028,-71.042286,1101.6377,1079.73,21.211,0.70,PASA
346880500100041895,-42.726740,-71.041708,1105.1276,1082.09,21.209,1.83,PASA
346880500100041896,-42.726455,-71.041138,1098.54,1075.52,21.208,1.81,PASA
346880500100041897,-42.726171,-71.040571,1088.5239,1066.22,21.206,1.10,PASA
346880500100041898,-42.725887,-71.040006,1075.8486,1053.28,21.205,1.36,PASA
346880500100041899,-42.725603,-71.039440,1064.8423,1041.39,21.204,2.24,PASA
346880500100041900,-42.725319,-71.038873,1054.6704,1033.06,21.202,0.41,PASA
346880500100041901,-42.725034,-71.038302,1049.419,1029.39,21.201,-1.17,PASA
346880500100041902,-42.724747,-71.037727,1049.7297,1028.70,21.200,-0.17,PASA
346880500100041903,-42.724459,-71.037152,1049.7512,1026.85,21.198,1.70,PASA
346880500100041904,-42.724175,-71.036584,1040.6958,1020.00,21.197,-0.50,PASA
346880500100041905,-42.723889,-71.036013,1036.2493,1014.30,21.195,0.75,PASA
346880500100041906,-42.723603,-71.035441,1032.8837,1010.56,21.194,1.13,PASA
346880500100041907,-42.723317,-71.034871,1026.1958,1002.42,21.193,2.58,PASA
346880500100041908,-42.723033,-71.034305,1015.2842,994.54,21.191,-0.45,PASA
346880500100041909,-42.722746,-71.033729,1016.33777,994.24,21.190,0.90,PASA
346880500100041910,-42.722460,-71.033158,1011.74176,989.56,21.189,1.00,PASA
346880500100041911,-42.722174,-71.032587,1006.2408,982.81,21.187,2.24,PASA
346880500100041912,-42.721887,-71.032014,1004.2134,981.25,21.186,1.78,PASA
346880500100041913,-42.721602,-71.031445,996.9017,974.95,21.184,0.76,PASA
346880500100041914,-42.721316,-71.030874,992.0066,968.64,21.183,2.19,PASA
346880500100041915,-42.721032,-71.030308,979.7403,958.86,21.182,-0.30,PASA
346880500100041916,-42.720746,-71.029736,975.3657,952.92,21.180,1.26,PASA
346880500100041917,-42.720461,-71.029168,966.69763,944.61,21.179,0.90,PASA
346880500100041918,-42.720175,-71.028597,961.7052,939.62,21.177,0.91,PASA
346880500100041919,-42.719889,-71.028024,958.22705,937.32,21.176,-0.27,PASA
346880500100041920,-42.719601,-71.027447,961.1223,939.32,21.175,0.62,PASA
346880500100041921,-42.719314,-71.026874,958.3631,936.43,21.173,0.76,PASA
346880500100041922,-42.719029,-71.026303,952.1688,929.96,21.172,1.03,PASA
346880600100072204,-42.817831,-71.210824,1494.1852,1472.14,21.693,0.35,PASA
346880600100072205,-42.817545,-71.210249,1492.1506,1468.26,21.693,2.20,PASA
346880600100072206,-42.817263,-71.209681,1479.0337,1454.59,21.694,2.75,PASA
346880600100072207,-42.816980,-71.209112,1467.868,1444.13,21.694,2.05,PASA
346880600100072208,-42.816696,-71.208540,1461.4287,1437.21,21.694,2.52,PASA
346880600100072209,-42.816410,-71.207966,1457.9048,1433.73,21.694,2.48,PASA
346880600100072212,-42.815567,-71.206273,1407.3899,1385.97,21.692,-0.27,PASA
346880600100072213,-42.815281,-71.205696,1406.3555,1383.50,21.691,1.17,PASA
346880600100072214,-42.814997,-71.205125,1398.8727,1375.73,21.690,1.45,PASA
346880600100072215,-42.814716,-71.204560,1383.814,1362.74,21.690,-0.62,PASA
346880600100072226,-42.811621,-71.198348,1213.5594,1191.58,21.682,0.29,PASA
346880600100072238,-42.808201,-71.191459,1182.2832,1160.86,21.672,-0.25,PASA
346880600100072242,-42.807063,-71.189168,1164.4594,1144.01,21.669,-1.22,PASA
346880600100072243,-42.806778,-71.188594,1161.3192,1139.42,21.668,0.23,PASA
346880600100072244,-42.806492,-71.188019,1159.8281,1138.85,21.667,-0.69,PASA
346880600100072245,-42.806206,-71.187440,1163.0854,1140.76,21.666,0.66,PASA
346880600100072246,-42.805922,-71.186871,1153.9398,1133.05,21.665,-0.78,PASA
346880600100072247,-42.805640,-71.186305,1140.3154,1119.99,21.664,-1.34,PASA
346880600100072249,-42.805074,-71.185169,1117.985,1096.03,21.662,0.29,PASA
346880600100072250,-42.804791,-71.184600,1108.8439,1087.95,21.661,-0.76,PASA
346880600100072251,-42.804506,-71.184025,1106.155,1086.06,21.660,-1.57,PASA
346880600100072252,-42.804219,-71.183446,1109.7488,1086.24,21.659,1.85,PASA
346880600100072253,-42.803936,-71.182878,1098.3499,1074.46,21.658,2.23,PASA
346880600100072254,-42.803654,-71.182313,1083.1571,1059.94,21.658,1.56,PASA
346880600100072255,-42.803373,-71.181750,1065.3289,1043.69,21.657,-0.02,PASA
346880600100072256,-42.803086,-71.181171,1069.2689,1046.41,21.656,1.20,PASA
346880600100072257,-42.802798,-71.180591,1073.4718,1051.99,21.655,-0.17,PASA
346880600100072258,-42.802513,-71.180015,1072.4117,1054.27,21.654,-3.51,PASA
346880600100072259,-42.802225,-71.179434,1078.4232,1055.98,21.653,0.79,PASA
346880600100072260,-42.801936,-71.178851,1086.179,1064.36,21.652,0.17,PASA
346880600100072261,-42.801648,-71.178269,1093.372,1071.26,21.651,0.46,PASA
346880600100072262,-42.801361,-71.177690,1096.9319,1073.96,21.650,1.32,PASA
346880600100072263,-42.801076,-71.177116,1093.4658,1070.52,21.648,1.29,PASA
346880600100072264,-42.800793,-71.176546,1084.3754,1063.24,21.647,-0.51,PASA
346880600100072265,-42.800508,-71.175973,1079.7839,1058.25,21.646,-0.11,PASA
346880600100072266,-42.800222,-71.175394,1082.4314,1058.85,21.645,1.94,PASA
346880600100072267,-42.799936,-71.174819,1081.1184,1058.84,21.644,0.64,PASA
346880600100072268,-42.799649,-71.174238,1086.6875,1064.40,21.643,0.64,PASA
346880600100072269,-42.799363,-71.173662,1086.1119,1064.33,21.642,0.14,PASA
346880600100072270,-42.799079,-71.173090,1080.7922,1058.82,21.641,0.33,PASA
346880600100072271,-42.798794,-71.172516,1076.561,1056.81,21.640,-1.89,PASA
346880600100072273,-42.798211,-71.171332,1118.0027,1095.02,21.638,1.34,PASA
346880600100072274,-42.797921,-71.170744,1132.3403,1109.13,21.637,1.57,PASA
346880600100072275,-42.797634,-71.170166,1135.4979,1112.02,21.635,1.84,PASA
346880600100072276,-42.797350,-71.169594,1129.7797,1106.91,21.634,1.23,PASA
346880600100072277,-42.797069,-71.169028,1116.1461,1094.44,21.633,0.08,PASA
346880600100072278,-42.796786,-71.168459,1106.4246,1082.69,21.632,2.10,PASA
346880600100072280,-42.796224,-71.167332,1072.9158,1053.53,21.630,-2.24,PASA
346880600100072283,-42.795344,-71.165544,1149.8749,1127.92,21.625,0.33,PASA
346880600100072287,-42.794177,-71.163174,1234.4054,1210.37,21.619,2.42,PASA
346880600100072288,-42.793886,-71.162585,1251.0011,1227.64,21.617,1.74,PASA
346880600100072289,-42.793598,-71.162004,1257.1056,1233.27,21.615,2.22,PASA
346880600100072290,-42.793312,-71.161428,1255.8501,1233.34,21.613,0.90,PASA
346880600100072291,-42.793026,-71.160852,1255.782,1233.57,21.612,0.60,PASA
346880600100072292,-42.792739,-71.160275,1256.9282,1234.48,21.610,0.84,PASA
346880600100072293,-42.792452,-71.159696,1258.8447,1236.15,21.608,1.08,PASA
346880600100072294,-42.792166,-71.159119,1260.5902,1237.81,21.607,1.18,PASA
346880600100072295,-42.791877,-71.158537,1266.5997,1243.65,21.605,1.34,PASA
346880600100072296,-42.791589,-71.157956,1273.1798,1250.47,21.603,1.11,PASA
346880600100072297,-42.791301,-71.157375,1278.9663,1256.18,21.601,1.18,PASA
346880600100072298,-42.791013,-71.156795,1282.9758,1260.29,21.599,1.08,PASA
346880600100072299,-42.790725,-71.156215,1287.9481,1264.33,21.597,2.02,PASA
346880600100072300,-42.790438,-71.155637,1289.2883,1265.33,21.594,2.36,PASA
346880600100072301,-42.790152,-71.155062,1287.6866,1264.59,21.592,1.50,PASA
346880600100072302,-42.789867,-71.154489,1282.0525,1259.01,21.590,1.45,PASA
346880600100072303,-42.789584,-71.153923,1268.191,1246.46,21.588,0.14,PASA
346880600100072304,-42.789299,-71.153350,1263.1727,1239.90,21.586,1.69,PASA
346880600100072305,-42.789014,-71.152779,1256.1294,1233.12,21.584,1.42,PASA
346880600100072306,-42.788729,-71.152208,1248.9812,1226.69,21.582,0.71,PASA
346880600100072307,-42.788443,-71.151633,1245.7567,1223.24,21.580,0.94,PASA
346880600100072308,-42.788159,-71.151065,1235.2634,1212.31,21.578,1.38,PASA
346880600100072309,-42.787876,-71.150496,1225.0219,1202.07,21.576,1.38,PASA
346880600100072310,-42.787592,-71.149927,1215.3147,1192.60,21.573,1.14,PASA
346880600100072311,-42.787307,-71.149356,1206.7919,1183.82,21.571,1.40,PASA
346880600100072312,-42.787024,-71.148787,1196.8441,1173.52,21.569,1.75,PASA
346880600100072313,-42.786740,-71.148219,1185.8267,1163.32,21.567,0.94,PASA
346880600100072314,-42.786456,-71.147648,1178.1718,1155.19,21.565,1.41,PASA
346880600100072315,-42.786171,-71.147077,1171.6407,1148.63,21.563,1.45,PASA
346880600100072316,-42.785887,-71.146506,1163.8666,1141.11,21.561,1.19,PASA
346880600100072317,-42.785602,-71.145934,1158.5566,1135.70,21.559,1.30,PASA
346880600100072318,-42.785317,-71.145361,1153.9634,1130.72,21.557,1.68,PASA
346880600100072319,-42.785033,-71.144791,1145.1863,1122.37,21.554,1.26,PASA
346880600100072320,-42.784751,-71.144224,1132.1768,1109.80,21.552,0.83,PASA
346880600100072321,-42.784467,-71.143654,1124.2308,1100.64,21.550,2.04,PASA
346880600100072322,-42.784185,-71.143090,1107.1825,1087.59,21.548,-1.95,PASA
346880600100072323,-42.783899,-71.142514,1107.5334,1087.30,21.546,-1.32,PASA
346880600100072324,-42.783616,-71.141945,1097.3827,1078.28,21.544,-2.44,PASA
346880600100072325,-42.783332,-71.141375,1089.3757,1068.52,21.542,-0.69,PASA
346880600100072327,-42.782769,-71.140247,1056.6915,1037.50,21.537,-2.35,PASA
346880600100072337,-42.779888,-71.134432,1125.2063,1099.33,21.515,4.36,PASA
346880600100072342,-42.778483,-71.131622,1032.3466,1011.06,21.505,-0.22,PASA
346880600100072343,-42.778198,-71.131049,1027.7096,1006.00,21.503,0.21,PASA
346880600100072349,-42.776465,-71.127553,1079.5182,1056.25,21.489,1.78,PASA
346880600100072350,-42.776177,-71.126974,1082.4886,1058.78,21.487,2.22,PASA
346880600100072351,-42.775893,-71.126406,1072.7039,1049.93,21.485,1.28,PASA
346880600100072352,-42.775609,-71.125836,1064.7589,1041.79,21.483,1.48,PASA
346880600100072353,-42.775325,-71.125267,1054.6371,1032.36,21.481,0.80,PASA
346880600100072354,-42.775040,-71.124695,1050.421,1027.46,21.478,1.48,PASA
346880600100072355,-42.774756,-71.124126,1040.8174,1018.99,21.476,0.35,PASA
346880600100072356,-42.774472,-71.123556,1032.3193,1009.67,21.474,1.18,PASA
346880600100072357,-42.774187,-71.122987,1023.9938,1001.37,21.472,1.15,PASA
346880600100072358,-42.773903,-71.122417,1015.3625,993.29,21.470,0.60,PASA
346880600100072359,-42.773617,-71.121843,1012.28094,990.11,21.468,0.70,PASA
346880600100072360,-42.773332,-71.121270,1008.2681,986.48,21.466,0.32,PASA
346880600100072361,-42.773046,-71.120696,1006.20624,983.62,21.464,1.12,PASA
346880600100072362,-42.772760,-71.120122,1002.7483,980.52,21.462,0.77,PASA
346880600100072363,-42.772474,-71.119547,1000.88965,978.66,21.460,0.77,PASA
346880600100072364,-42.772186,-71.118967,1006.32275,983.75,21.458,1.11,PASA
346880600100072365,-42.771898,-71.118387,1010.78925,988.15,21.456,1.18,PASA
346880600100072366,-42.771612,-71.117812,1009.7571,987.15,21.454,1.15,PASA
346880600100072367,-42.771326,-71.117237,1008.09064,985.42,21.452,1.22,PASA
346880600100072368,-42.771040,-71.116663,1005.7447,983.55,21.449,0.75,PASA
346880600100072369,-42.770754,-71.116088,1003.05585,980.91,21.447,0.70,PASA
346880600100072370,-42.770468,-71.115514,1000.10913,978.29,21.445,0.37,PASA
346880600100072371,-42.770182,-71.114939,998.6711,976.46,21.443,0.77,PASA
346880600100072372,-42.769897,-71.114368,992.2609,971.27,21.441,-0.45,PASA
346880600100072373,-42.769611,-71.113792,992.42786,971.34,21.439,-0.35,PASA
346880600100072374,-42.769324,-71.113214,994.86597,973.89,21.437,-0.46,PASA
346880600100072375,-42.769036,-71.112633,1000.02704,978.70,21.435,-0.11,PASA
346880600100072376,-42.768747,-71.112052,1007.06165,986.11,21.433,-0.49,PASA
346880600100072377,-42.768457,-71.111465,1020.35925,998.59,21.431,0.34,PASA
346880600100072378,-42.768167,-71.110880,1031.7766,1010.53,21.428,-0.18,PASA
346880600100072379,-42.767880,-71.110303,1033.9176,1013.28,21.426,-0.79,PASA
346880600100072381,-42.767307,-71.109150,1033.7872,1013.28,21.422,-0.92,PASA
346880600100072383,-42.766739,-71.108009,1019.0819,998.36,21.418,-0.70,PASA
346880600100072384,-42.766454,-71.107439,1011.9177,990.97,21.416,-0.47,PASA
346880600100072385,-42.766168,-71.106864,1010.40735,988.14,21.414,0.85,PASA
346880600100072386,-42.765883,-71.106291,1005.5601,984.53,21.412,-0.38,PASA
346880600100072387,-42.765597,-71.105718,1002.6022,981.59,21.410,-0.40,PASA
346880600100072388,-42.765310,-71.105141,1003.98395,982.39,21.407,0.18,PASA
346880600100072389,-42.765024,-71.104565,1003.0297,980.98,21.405,0.65,PASA
346880600100072390,-42.764738,-71.103990,1001.63336,979.14,21.403,1.09,PASA
346880600100072391,-42.764453,-71.103418,996.71405,974.78,21.401,0.53,PASA
346880600100072392,-42.764168,-71.102847,990.34454,969.66,21.399,-0.72,PASA
346880600100072393,-42.763883,-71.102274,987.1926,964.83,21.397,0.97,PASA
346880600100072394,-42.763597,-71.101701,983.7684,961.84,21.395,0.53,PASA
346880600100072395,-42.763311,-71.101126,981.6703,959.91,21.393,0.37,PASA
346880600100072396,-42.763025,-71.100551,980.52203,959.09,21.391,0.05,PASA
346880600100072397,-42.762739,-71.099976,979.6113,958.54,21.389,-0.32,PASA
346880600100072398,-42.762453,-71.099401,979.1121,958.42,21.386,-0.69,PASA
346880600100072399,-42.762164,-71.098821,984.9723,963.28,21.384,0.31,PASA
346880600100072400,-42.761876,-71.098239,993.4579,971.60,21.382,0.48,PASA
346880600100072401,-42.761586,-71.097655,1003.4808,980.07,21.380,2.03,PASA
346880600100072402,-42.761298,-71.097075,1008.8565,984.98,21.378,2.50,PASA
346880600100072403,-42.761013,-71.096504,1003.7136,981.57,21.376,0.77,PASA
346880600100072404,-42.760729,-71.095934,996.48694,974.44,21.374,0.67,PASA
346880600100072405,-42.760443,-71.095362,991.4433,968.79,21.371,1.28,PASA
346880600100072406,-42.760158,-71.094789,987.68396,965.62,21.369,0.70,PASA
346880600100072407,-42.759872,-71.094214,986.74524,964.23,21.367,1.15,PASA
346880600100072408,-42.759587,-71.093643,981.27545,959.57,21.365,0.34,PASA
346880600100072409,-42.759301,-71.093071,976.4243,954.61,21.363,0.45,PASA
346880600100072410,-42.759014,-71.092493,979.30865,956.63,21.361,1.31,PASA
346880600100072411,-42.758725,-71.091911,987.00946,962.84,21.359,2.81,PASA
346880600100072412,-42.758439,-71.091338,983.656,960.83,21.356,1.47,PASA
346880600100072413,-42.758155,-71.090769,974.9574,953.36,21.354,0.24,PASA
346880600100072414,-42.757869,-71.090193,974.2671,951.43,21.352,1.48,PASA
346880600100072415,-42.757583,-71.089621,969.4213,946.91,21.350,1.17,PASA
346880600100072416,-42.757299,-71.089050,963.4406,940.79,21.348,1.30,PASA
346880600100072417,-42.757013,-71.088478,958.07623,935.65,21.346,1.08,PASA
346880600100072418,-42.756728,-71.087906,953.05725,930.87,21.344,0.85,PASA
346880600100072419,-42.756443,-71.087334,948.3417,927.10,21.342,-0.10,PASA
346880600100072420,-42.756157,-71.086760,946.1062,924.92,21.339,-0.15,PASA
346880600100072421,-42.755870,-71.086185,944.84424,922.85,21.337,0.66,PASA
346880600100072422,-42.755585,-71.085613,940.91907,918.65,21.335,0.94,PASA
346880600100072423,-42.755299,-71.085039,938.45685,915.89,21.333,1.23,PASA
346880600100072424,-42.755013,-71.084465,936.258,914.21,21.331,0.72,PASA
346880600100072425,-42.754726,-71.083890,934.9615,913.34,21.329,0.29,PASA
346880600100072426,-42.754439,-71.083314,935.1389,912.78,21.326,1.04,PASA
346880600100072427,-42.754153,-71.082739,933.61334,912.04,21.325,0.25,PASA
346880600100072428,-42.753866,-71.082164,932.943,911.45,21.323,0.17,PASA
