archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,pai,fhd_normal,cover
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257538,-42.687284,-71.595578,287363.0,5270644.1,985.7407,1,0,0.9602194,-2.35,0.18,2.99,8.08,9.42,17.58,0.17853393,2.063331,0.08539307
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257539,-42.687573,-71.595004,287411.1,5270613.5,987.16406,1,0,0.9549436,-2.31,-0.26,1.72,4.52,5.46,19.75,0.015109367,1.4520593,0.0075261765
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257544,-42.689292,-71.591650,287691.7,5270431.1,850.92114,1,0,0.98926586,-1.94,0.44,3.1,6.69,8.19,16.75,0.27017316,2.2195373,0.1263474
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257545,-42.689579,-71.591086,287738.8,5270400.6,835.357,1,0,0.98227537,-0.67,1.08,2.91,5.31,6.58,9.21,0.74761754,1.8927512,0.31181067
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257546,-42.689867,-71.590513,287786.8,5270370.0,834.19403,1,0,0.98407656,-0.22,1.98,4.6,7.33,8.15,2.20,1.1794556,2.0236,0.4453465
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257547,-42.690156,-71.589938,287834.9,5270339.4,837.01984,1,0,0.9859542,-1.01,0.56,2.69,5.23,6.17,2.50,0.54624957,1.8242434,0.2389561
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257548,-42.690446,-71.589362,287883.0,5270308.7,840.17584,1,0,0.961092,-1.3,0.22,1.87,4.3,5.12,2.56,0.25752184,1.6680007,0.1208046
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257549,-42.690735,-71.588787,287931.1,5270278.1,842.4814,1,0,0.9855554,-1.45,0.03,1.49,4.04,5.57,7.13,0.19264215,2.0038798,0.091821186
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257550,-42.691024,-71.588211,287979.3,5270247.4,846.6005,1,0,0.987818,-1.6,1.23,3.74,6.5,7.4,6.10,0.56602794,2.0041044,0.24644157
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257551,-42.691313,-71.587637,288027.3,5270216.8,846.88153,1,0,0.96890956,-1.34,-0.18,0.93,2.5,3.32,2.27,0.03724759,1.8567365,0.018451191
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262458,-42.650086,-71.569261,289393.4,5274841.0,873.5314,1,0,0.96388835,2.01,5.45,8.3,11.59,12.45,19.05,2.5427616,2.440302,0.71876395
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262459,-42.650374,-71.568690,289441.2,5274810.4,871.69977,1,0,0.96877825,1.64,5.49,8.41,10.73,11.55,12.03,2.2219827,2.4159513,0.6701021
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262460,-42.650662,-71.568120,289489.0,5274779.8,868.4698,1,0,0.97534084,0.33,4.71,7.51,9.98,10.73,6.04,1.7677307,2.2975423,0.5863337
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262461,-42.650951,-71.567548,289536.8,5274749.2,866.2908,1,0,0.9080615,-0.07,2.46,7.29,11.25,12.45,1.60,1.2303994,2.5052037,0.45919
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262463,-42.651528,-71.566406,289632.4,5274688.0,862.57513,1,0,0.9763175,-1.0,-0.07,0.86,2.24,2.8,3.26,0.07319961,1.439573,0.0359367
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262464,-42.651817,-71.565833,289680.3,5274657.3,862.2123,1,0,0.90925527,-0.59,0.89,6.46,12.15,13.23,2.06,0.83241117,2.639708,0.34031138
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262465,-42.652106,-71.565260,289728.2,5274626.6,862.8055,1,0,0.9116411,0.0,3.66,9.19,12.45,13.38,2.03,1.2706597,2.5360415,0.46994755
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262466,-42.652395,-71.564688,289776.1,5274595.9,862.57623,1,0,0.9152901,-0.74,0.63,3.58,8.97,10.28,9.00,0.58427835,2.3658717,0.25325853
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262472,-42.654171,-71.561177,290069.9,5274407.5,978.65155,1,0,0.9730814,1.79,5.08,7.85,11.43,12.67,16.64,2.5304773,2.429355,0.7170409
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262474,-42.654749,-71.560031,290165.8,5274346.2,978.5182,1,0,0.9013416,-1.71,0.07,1.94,4.67,5.49,14.36,0.116001025,1.8820181,0.056347
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258033,-42.661205,-71.560712,290131.7,5273627.5,1005.14667,1,0,0.9601811,3.17,6.09,8.89,12.07,13.08,19.78,3.378634,2.4262304,0.8142898
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258036,-42.662088,-71.558962,290278.1,5273533.8,1053.5516,1,0,0.9024682,-1.38,-0.03,1.34,3.47,4.22,17.24,0.15304354,1.7078001,0.073661365
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258038,-42.662668,-71.557810,290374.5,5273472.2,1062.3582,1,0,0.92454666,-1.64,-0.18,1.15,2.95,3.55,6.44,0.0147440545,1.0795848,0.0073448634
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258040,-42.663245,-71.556665,290470.3,5273411.0,1060.8848,1,0,0.9559486,-0.85,1.23,3.62,6.76,7.92,11.19,0.65923476,2.1219823,0.28070855
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258041,-42.663536,-71.556085,290518.7,5273380.1,1070.1354,1,0,0.9552649,2.05,5.45,8.07,11.47,12.44,15.47,2.4787405,2.4100592,0.7096899
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258042,-42.663830,-71.555502,290567.5,5273348.9,1085.1797,1,0,0.95777696,-0.03,2.8,5.45,8.37,9.04,16.21,1.2507879,2.2255766,0.4646736
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258043,-42.664124,-71.554918,290616.4,5273317.7,1102.0681,1,0,0.9590052,-2.05,0.18,2.13,4.71,5.3,12.66,0.18360505,1.7684495,0.08770632
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258044,-42.664416,-71.554338,290664.9,5273286.7,1112.7441,1,0,0.960907,-0.52,1.49,3.55,6.24,7.29,13.85,0.9185558,1.9606072,0.36809504
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263066,-42.660187,-71.572479,289163.8,5273711.2,853.2616,1,0,0.90372974,-1.27,-0.14,0.97,2.61,3.29,5.85,0.027979605,1.5427691,0.013892224
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263069,-42.661049,-71.570762,289307.5,5273619.8,849.6574,1,0,0.95988554,1.72,5.04,7.1,9.31,9.94,2.17,2.4084523,2.2390015,0.6994627
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263085,-42.665719,-71.561486,290083.4,5273124.3,1034.4718,1,0,0.962426,-1.57,0.11,1.64,3.44,4.03,6.64,0.1405197,1.5506715,0.06784416
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257954,-42.664333,-71.577767,288744.4,5273237.6,851.4952,1,0,0.9833952,-0.03,2.28,4.82,7.47,8.33,5.61,1.4163284,2.0397117,0.50717425
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257984,-42.673016,-71.560495,290189.2,5272316.4,990.7436,1,0,0.9780946,-1.86,0.14,2.16,4.86,5.6,10.19,0.17734039,1.936917,0.084846154
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257985,-42.673307,-71.559918,290237.5,5272285.6,997.8923,1,0,0.95930725,-1.27,1.45,4.18,8.26,9.79,15.30,0.54553825,2.2668233,0.23867697
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257986,-42.673601,-71.559333,290286.4,5272254.3,1017.0576,1,0,0.9194573,-1.83,0.29,2.73,5.83,6.73,15.90,0.2623448,1.9503189,0.12291961
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257987,-42.673892,-71.558756,290334.6,5272223.4,1024.1072,1,0,0.97027344,1.27,3.77,6.09,8.86,10.02,13.13,2.2415934,2.2098882,0.67343915
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257988,-42.674186,-71.558173,290383.4,5272192.2,1041.2615,1,0,0.9667487,0.93,3.96,5.94,9.79,11.07,16.45,1.762421,2.2240431,0.58533204
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257989,-42.674480,-71.557592,290432.1,5272161.1,1055.6932,1,0,0.95815206,-0.44,2.46,7.44,12.75,13.57,19.26,1.021561,2.6116352,0.399809
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257990,-42.674773,-71.557009,290480.8,5272129.9,1072.1581,1,0,0.95910895,6.02,8.75,11.33,15.63,17.01,19.65,5.164645,2.584905,0.92312425
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257849,-42.678942,-71.567863,289605.5,5271640.0,1079.3622,1,0,0.9562049,-1.34,0.48,2.61,6.09,7.17,18.94,0.40830192,2.0509655,0.18462169
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257850,-42.679235,-71.567278,289654.4,5271608.9,1096.2719,1,0,0.9754242,-1.45,0.59,2.8,5.94,6.99,19.62,0.46081492,2.0652661,0.20574121
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257851,-42.679528,-71.566693,289703.3,5271577.8,1112.9766,1,0,0.9800342,-1.45,0.07,1.64,5.15,6.57,10.93,0.28222686,2.1176467,0.13158976
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257852,-42.679814,-71.566124,289750.9,5271547.4,1106.2273,1,0,0.9850676,4.07,9.68,14.87,20.48,23.02,12.03,2.7574513,2.9833834,0.7472422
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257853,-42.680102,-71.565550,289798.9,5271516.9,1105.3988,1,0,0.9610076,-1.23,-0.14,0.85,2.2,2.76,6.43,0.04429966,1.5032238,0.021905804
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257854,-42.680391,-71.564974,289847.1,5271486.3,1109.7826,1,0,0.9800035,-1.19,0.74,2.84,6.35,8.03,18.27,0.5792799,2.1425304,0.2513927
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257855,-42.680684,-71.564388,289896.1,5271455.2,1127.569,1,0,0.98021805,4.74,7.85,11.92,19.47,21.0,17.88,4.9149117,2.6651676,0.9128406
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257864,-42.683344,-71.559061,290341.5,5271173.0,1362.9291,1,0,0.9603216,8.14,13.98,17.15,20.11,21.08,18.23,3.5354853,2.9847136,0.8281526
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257865,-42.683635,-71.558478,290390.2,5271142.2,1375.1447,1,0,0.9828939,5.98,10.46,13.3,17.83,19.36,11.79,5.3841763,2.7727888,0.93065554
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257866,-42.683924,-71.557901,290438.5,5271111.5,1380.4541,1,0,0.98241603,6.5,9.0,11.14,14.16,15.25,11.13,4.249112,2.5732613,0.8791724
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257867,-42.684208,-71.557333,290485.9,5271081.4,1369.9388,1,0,0.96496934,-0.63,1.79,13.42,19.29,20.59,19.06,0.95302194,2.9744794,0.37887567
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257869,-42.684770,-71.556213,290579.7,5271021.8,1328.7638,1,0,0.95010954,5.68,15.36,19.4,23.47,24.67,19.90,2.951917,3.1696727,0.7705108
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257881,-42.688198,-71.549365,291152.2,5270658.0,1259.2655,1,0,0.9591599,3.77,8.67,12.86,17.34,18.43,13.64,2.9135528,2.8348334,0.76609814
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970056,-42.684434,-71.570414,289415.0,5271023.7,1115.0967,1,0,0.93358856,14.99,19.44,22.8,26.31,27.32,16.43,5.0148344,3.2799973,0.9170306
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970069,-42.688265,-71.562748,290056.0,5270617.4,1418.0448,1,0,0.93695074,-1.71,-0.26,1.08,2.95,3.7,11.59,0.09263582,1.8082895,0.04525943
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970070,-42.688552,-71.562176,290103.8,5270587.0,1414.9967,1,0,0.97051775,2.13,4.82,6.54,8.33,8.89,6.25,2.7577977,2.1362555,0.7473071
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970071,-42.688838,-71.561605,290151.6,5270556.6,1411.1696,1,0,0.96852314,4.59,7.77,9.6,11.55,12.3,6.96,3.8176756,2.4242792,0.8505599
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970072,-42.689126,-71.561029,290199.7,5270526.0,1413.655,1,0,0.98036367,6.43,9.9,11.81,13.75,14.46,16.99,3.5740266,2.558481,0.8314269
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970073,-42.689422,-71.560435,290249.4,5270494.6,1443.0317,1,0,0.97352993,-2.39,-0.44,1.38,3.1,3.7,17.99,0.091796264,1.268794,0.044858612
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970075,-42.689997,-71.559285,290345.5,5270433.6,1444.5472,1,0,0.98108363,7.43,10.91,13.23,15.21,15.88,8.44,4.268096,2.734664,0.8803295
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970076,-42.690288,-71.558702,290394.3,5270402.7,1457.9597,1,0,0.9720013,-1.6,0.29,2.16,4.26,4.93,15.33,0.4007049,1.7334923,0.18152101
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197094,-42.570161,-71.443882,299415.1,5284021.5,955.42535,1,0,0.90533817,-1.64,-0.14,1.27,3.25,3.96,4.34,0.034047626,1.4127755,0.01687964
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197102,-42.572476,-71.439298,299798.7,5283775.2,993.3231,1,0,0.90823996,-0.93,0.63,2.5,5.27,6.17,15.16,0.5819638,1.8561636,0.2524499
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197105,-42.573345,-71.437577,299942.8,5283682.8,1015.00616,1,0,0.90216625,-2.32,-0.59,0.89,2.77,3.44,10.41,0.005487753,0.9672406,0.0027401135
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197116,-42.576816,-71.430695,300518.7,5283313.5,1086.0662,1,0,0.95098066,-1.23,0.03,1.27,2.84,3.44,2.35,0.14474836,1.4658569,0.06981573
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197149,-42.586357,-71.411791,302100.4,5282298.4,1229.6759,1,0,0.90257126,-1.83,-0.26,1.23,3.22,3.85,9.65,0.041389734,1.7185832,0.02048207
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197150,-42.586647,-71.411218,302148.3,5282267.6,1236.303,1,0,0.96679586,1.98,5.01,6.7,8.23,8.79,9.40,2.2911534,2.032227,0.68176967
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192436,-42.562194,-71.473233,296980.1,5284836.1,831.51196,1,0,0.9624301,-1.46,0.14,1.79,3.96,4.68,8.34,0.20829242,1.7205334,0.09890371
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192468,-42.571426,-71.454903,298514.5,5283854.7,947.1491,1,0,0.92206925,-1.68,-0.18,1.27,3.07,3.66,7.67,0.041057814,1.1295516,0.02031951
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192471,-42.572294,-71.453185,298658.4,5283762.5,957.0863,1,0,0.9046972,-1.64,0.03,1.68,4.53,5.61,13.89,0.24456339,1.9127723,0.11509718
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192480,-42.574892,-71.448035,299089.4,5283486.2,968.09247,1,0,0.90314716,-1.64,-0.03,1.57,4.0,4.75,11.32,0.13230096,1.8061222,0.064008854
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192483,-42.575764,-71.446314,299233.4,5283393.5,992.67664,1,0,0.9055061,-1.64,-0.14,1.34,3.4,4.19,7.90,0.019018171,1.5817624,0.009463993
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192484,-42.576053,-71.445741,299281.3,5283362.7,996.6144,1,0,0.9299226,-1.53,0.0,1.57,3.74,4.45,9.55,0.19510098,1.7205789,0.09294103
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192485,-42.576343,-71.445169,299329.3,5283331.9,1001.0952,1,0,0.91327006,-1.12,0.52,2.5,5.31,6.25,9.96,0.4843766,1.8602027,0.21507803
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192486,-42.576633,-71.444595,299377.3,5283301.0,1007.9342,1,0,0.92227113,-1.79,-0.14,1.46,3.55,4.34,10.57,0.047099985,1.6120242,0.023274707
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192487,-42.576922,-71.444022,299425.2,5283270.3,1012.2866,1,0,0.90483344,-1.64,0.07,1.83,4.41,5.27,11.30,0.12251524,1.864901,0.059418123
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192489,-42.577503,-71.442875,299521.2,5283208.5,1027.1697,1,0,0.9355574,-2.77,-0.33,1.79,4.53,5.5,19.44,0.036915306,1.4745733,0.01828826
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192491,-42.578089,-71.441723,299617.6,5283146.1,1066.302,1,0,0.9024049,-1.12,0.67,2.99,6.77,7.86,19.31,0.52826697,2.1902874,0.232113
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192492,-42.578382,-71.441148,299665.8,5283115.0,1082.8324,1,0,0.9556984,0.63,3.33,5.57,8.57,9.24,18.99,1.9559385,2.1319666,0.62378645
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192493,-42.578674,-71.440572,299714.0,5283083.9,1101.5874,1,0,0.9600947,-2.24,-0.14,1.83,4.19,4.94,13.64,0.058705688,1.7427671,0.028926004
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192496,-42.579544,-71.438851,299858.1,5282991.3,1125.7637,1,0,0.91123116,-1.12,0.29,1.87,4.08,4.75,6.80,0.3364866,1.7269866,0.15484492
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192538,-42.591950,-71.414224,301918.5,5281671.6,1240.9362,1,0,0.9138733,-1.46,-0.14,1.08,2.77,3.33,4.35,0.083337225,1.626933,0.04081195
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192543,-42.593398,-71.411358,302158.1,5281517.5,1269.4092,1,0,0.9673155,4.45,7.11,8.79,11.0,11.79,9.48,4.840172,2.329409,0.91070706
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197666,-42.567373,-71.472922,297022.4,5284261.8,906.2698,1,0,0.9042064,-1.83,-0.22,1.34,3.59,4.41,11.55,0.036701158,1.5274711,0.018183166
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197717,-42.582099,-71.443695,299468.7,5282696.2,1134.3605,1,0,0.900631,-1.27,0.18,1.76,4.0,4.68,8.71,0.27694902,1.6722013,0.12931107
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197718,-42.582388,-71.443122,299516.7,5282665.5,1140.3496,1,0,0.9048887,-1.34,0.22,1.83,3.93,4.6,10.33,0.3024045,1.5628544,0.14032207
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197722,-42.583831,-71.440257,299756.4,5282512.0,1160.5411,1,0,0.9083868,-1.83,-0.29,1.12,3.14,3.85,11.96,0.02628773,1.0164987,0.013057828
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197723,-42.584119,-71.439684,299804.3,5282481.3,1164.3977,1,0,0.96008986,-1.27,0.11,1.46,3.37,4.23,10.69,0.18701537,1.697065,0.08926734
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197728,-42.585562,-71.436821,300043.9,5282327.9,1175.2623,1,0,0.9682088,-1.57,0.14,1.83,3.78,4.53,11.92,0.19100314,1.66021,0.091081366
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197729,-42.585851,-71.436248,300091.8,5282297.2,1178.1052,1,0,0.9129171,-1.79,-0.18,1.38,3.52,4.26,10.82,0.029291006,1.5523021,0.014538737
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197730,-42.586139,-71.435676,300139.7,5282266.5,1178.195,1,0,0.95520407,-1.57,0.0,1.49,3.59,4.45,10.32,0.15321179,1.8076208,0.073744066
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197745,-42.590486,-71.427078,300859.1,5281804.1,1275.5518,1,0,0.9582536,8.16,13.14,16.59,18.94,19.66,11.37,3.957212,2.9497,0.8615042
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197748,-42.591353,-71.425359,301002.9,5281711.8,1290.9391,1,0,0.95297027,11.64,14.79,16.44,18.5,19.09,13.63,4.392159,2.763285,0.8885052
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197750,-42.591931,-71.424212,301098.8,5281650.3,1299.4371,1,0,0.95173866,3.74,11.83,15.5,18.76,19.73,15.88,2.8583665,2.9342358,0.7603292
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197751,-42.592220,-71.423639,301146.7,5281619.6,1302.7955,1,0,0.9099346,2.2,12.99,18.08,22.13,23.18,13.09,2.5402803,3.1153646,0.7190635
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197752,-42.592509,-71.423066,301194.7,5281588.8,1309.7303,1,0,0.90903777,9.32,14.86,17.9,20.29,21.04,10.39,3.7640052,2.9892042,0.847492
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197754,-42.593086,-71.421920,301290.6,5281527.5,1313.5259,1,0,0.97094905,10.52,14.75,17.41,20.18,21.15,15.52,4.7320733,2.988049,0.905876
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197755,-42.593371,-71.421349,301338.3,5281497.2,1302.619,1,0,0.9584673,4.15,10.29,14.45,18.05,19.09,16.77,3.495961,2.7998822,0.8256673
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197757,-42.593941,-71.420207,301433.9,5281436.5,1282.3993,1,0,0.9658161,3.29,8.72,11.57,14.3,15.2,13.86,2.9076576,2.647454,0.76615644
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197758,-42.594226,-71.419636,301481.6,5281406.2,1270.7643,1,0,0.9108722,10.18,13.7,16.02,18.46,19.09,6.08,5.259631,2.9484358,0.92761457
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197760,-42.594799,-71.418492,301577.3,5281345.3,1260.3379,1,0,0.95416147,2.17,10.86,16.88,20.74,21.6,15.14,2.4861119,2.9999223,0.7113584
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197761,-42.595085,-71.417920,301625.1,5281314.9,1254.2695,1,0,0.9023002,0.14,6.74,14.08,18.23,19.21,17.08,1.4496236,2.8248463,0.51551884
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192470,-42.560823,-71.499409,294826.8,5284925.4,795.9413,1,0,0.95456415,-1.49,-0.03,1.38,3.29,3.93,5.25,0.12738398,1.7947279,0.061705355
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192475,-42.562266,-71.496551,295066.1,5284772.0,799.2705,1,0,0.9544974,0.63,5.13,7.97,10.44,11.34,4.68,2.0022094,2.3447108,0.63243294
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192485,-42.565153,-71.490836,295544.7,5284465.3,798.9303,1,0,0.9590621,-0.07,1.79,4.19,7.67,8.35,0.92,1.2689632,2.1035929,0.46974245
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192557,-42.585968,-71.449571,298998.9,5282252.6,1138.095,1,0,0.9128295,-1.34,-0.11,1.08,2.8,3.4,5.80,0.16373701,1.3747259,0.07860577
