archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263066,-42.660187,-71.572479,289163.8,5273711.2,853.2616,1,0,0.90372974,-1.27,-0.14,0.97,2.61,3.29,5.85
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263069,-42.661049,-71.570762,289307.5,5273619.8,849.6574,1,0,0.95988554,1.72,5.04,7.1,9.31,9.94,2.17
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0010,340730200400263085,-42.665719,-71.561486,290083.4,5273124.3,1034.4718,1,0,0.962426,-1.57,0.11,1.64,3.44,4.03,6.64
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257954,-42.664333,-71.577767,288744.4,5273237.6,851.4952,1,0,0.9833952,-0.03,2.28,4.82,7.47,8.33,5.61
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257984,-42.673016,-71.560495,290189.2,5272316.4,990.7436,1,0,0.9780946,-1.86,0.14,2.16,4.86,5.6,10.19
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257985,-42.673307,-71.559918,290237.5,5272285.6,997.8923,1,0,0.95930725,-1.27,1.45,4.18,8.26,9.79,15.30
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257986,-42.673601,-71.559333,290286.4,5272254.3,1017.0576,1,0,0.9194573,-1.83,0.29,2.73,5.83,6.73,15.90
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257987,-42.673892,-71.558756,290334.6,5272223.4,1024.1072,1,0,0.97027344,1.27,3.77,6.09,8.86,10.02,13.13
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257988,-42.674186,-71.558173,290383.4,5272192.2,1041.2615,1,0,0.9667487,0.93,3.96,5.94,9.79,11.07,16.45
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257989,-42.674480,-71.557592,290432.1,5272161.1,1055.6932,1,0,0.95815206,-0.44,2.46,7.44,12.75,13.57,19.26
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0011,340730300400257990,-42.674773,-71.557009,290480.8,5272129.9,1072.1581,1,0,0.95910895,6.02,8.75,11.33,15.63,17.01,19.65
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257849,-42.678942,-71.567863,289605.5,5271640.0,1079.3622,1,0,0.9562049,-1.34,0.48,2.61,6.09,7.17,18.94
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257850,-42.679235,-71.567278,289654.4,5271608.9,1096.2719,1,0,0.9754242,-1.45,0.59,2.8,5.94,6.99,19.62
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257851,-42.679528,-71.566693,289703.3,5271577.8,1112.9766,1,0,0.9800342,-1.45,0.07,1.64,5.15,6.57,10.93
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257852,-42.679814,-71.566124,289750.9,5271547.4,1106.2273,1,0,0.9850676,4.07,9.68,14.87,20.48,23.02,12.03
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257853,-42.680102,-71.565550,289798.9,5271516.9,1105.3988,1,0,0.9610076,-1.23,-0.14,0.85,2.2,2.76,6.43
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257854,-42.680391,-71.564974,289847.1,5271486.3,1109.7826,1,0,0.9800035,-1.19,0.74,2.84,6.35,8.03,18.27
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257855,-42.680684,-71.564388,289896.1,5271455.2,1127.569,1,0,0.98021805,4.74,7.85,11.92,19.47,21.0,17.88
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257864,-42.683344,-71.559061,290341.5,5271173.0,1362.9291,1,0,0.9603216,8.14,13.98,17.15,20.11,21.08,18.23
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257865,-42.683635,-71.558478,290390.2,5271142.2,1375.1447,1,0,0.9828939,5.98,10.46,13.3,17.83,19.36,11.79
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257866,-42.683924,-71.557901,290438.5,5271111.5,1380.4541,1,0,0.98241603,6.5,9.0,11.14,14.16,15.25,11.13
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257867,-42.684208,-71.557333,290485.9,5271081.4,1369.9388,1,0,0.96496934,-0.63,1.79,13.42,19.29,20.59,19.06
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257869,-42.684770,-71.556213,290579.7,5271021.8,1328.7638,1,0,0.95010954,5.68,15.36,19.4,23.47,24.67,19.90
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0101,340730500400257881,-42.688198,-71.549365,291152.2,5270658.0,1259.2655,1,0,0.9591599,3.77,8.67,12.86,17.34,18.43,13.64
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970056,-42.684434,-71.570414,289415.0,5271023.7,1115.0967,1,0,0.93358856,14.99,19.44,22.8,26.31,27.32,16.43
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970069,-42.688265,-71.562748,290056.0,5270617.4,1418.0448,1,0,0.93695074,-1.71,-0.26,1.08,2.95,3.7,11.59
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970070,-42.688552,-71.562176,290103.8,5270587.0,1414.9967,1,0,0.97051775,2.13,4.82,6.54,8.33,8.89,6.25
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970071,-42.688838,-71.561605,290151.6,5270556.6,1411.1696,1,0,0.96852314,4.59,7.77,9.6,11.55,12.3,6.96
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970072,-42.689126,-71.561029,290199.7,5270526.0,1413.655,1,0,0.98036367,6.43,9.9,11.81,13.75,14.46,16.99
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970073,-42.689422,-71.560435,290249.4,5270494.6,1443.0317,1,0,0.97352993,-2.39,-0.44,1.38,3.1,3.7,17.99
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970075,-42.689997,-71.559285,290345.5,5270433.6,1444.5472,1,0,0.98108363,7.43,10.91,13.23,15.21,15.88,8.44
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0110,340730600400970076,-42.690288,-71.558702,290394.3,5270402.7,1457.9597,1,0,0.9720013,-1.6,0.29,2.16,4.26,4.93,15.33
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197094,-42.570161,-71.443882,299415.1,5284021.5,955.42535,1,0,0.90533817,-1.64,-0.14,1.27,3.25,3.96,4.34
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197102,-42.572476,-71.439298,299798.7,5283775.2,993.3231,1,0,0.90823996,-0.93,0.63,2.5,5.27,6.17,15.16
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197105,-42.573345,-71.437577,299942.8,5283682.8,1015.00616,1,0,0.90216625,-2.32,-0.59,0.89,2.77,3.44,10.41
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197116,-42.576816,-71.430695,300518.7,5283313.5,1086.0662,1,0,0.95098066,-1.23,0.03,1.27,2.84,3.44,2.35
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197149,-42.586357,-71.411791,302100.4,5282298.4,1229.6759,1,0,0.90257126,-1.83,-0.26,1.23,3.22,3.85,9.65
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0000,356600000400197150,-42.586647,-71.411218,302148.3,5282267.6,1236.303,1,0,0.96679586,1.98,5.01,6.7,8.23,8.79,9.40
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192436,-42.562194,-71.473233,296980.1,5284836.1,831.51196,1,0,0.9624301,-1.46,0.14,1.79,3.96,4.68,8.34
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192468,-42.571426,-71.454903,298514.5,5283854.7,947.1491,1,0,0.92206925,-1.68,-0.18,1.27,3.07,3.66,7.67
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192471,-42.572294,-71.453185,298658.4,5283762.5,957.0863,1,0,0.9046972,-1.64,0.03,1.68,4.53,5.61,13.89
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192480,-42.574892,-71.448035,299089.4,5283486.2,968.09247,1,0,0.90314716,-1.64,-0.03,1.57,4.0,4.75,11.32
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192483,-42.575764,-71.446314,299233.4,5283393.5,992.67664,1,0,0.9055061,-1.64,-0.14,1.34,3.4,4.19,7.90
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192484,-42.576053,-71.445741,299281.3,5283362.7,996.6144,1,0,0.9299226,-1.53,0.0,1.57,3.74,4.45,9.55
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192485,-42.576343,-71.445169,299329.3,5283331.9,1001.0952,1,0,0.91327006,-1.12,0.52,2.5,5.31,6.25,9.96
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192486,-42.576633,-71.444595,299377.3,5283301.0,1007.9342,1,0,0.92227113,-1.79,-0.14,1.46,3.55,4.34,10.57
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192487,-42.576922,-71.444022,299425.2,5283270.3,1012.2866,1,0,0.90483344,-1.64,0.07,1.83,4.41,5.27,11.30
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192489,-42.577503,-71.442875,299521.2,5283208.5,1027.1697,1,0,0.9355574,-2.77,-0.33,1.79,4.53,5.5,19.44
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192491,-42.578089,-71.441723,299617.6,5283146.1,1066.302,1,0,0.9024049,-1.12,0.67,2.99,6.77,7.86,19.31
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192492,-42.578382,-71.441148,299665.8,5283115.0,1082.8324,1,0,0.9556984,0.63,3.33,5.57,8.57,9.24,18.99
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192493,-42.578674,-71.440572,299714.0,5283083.9,1101.5874,1,0,0.9600947,-2.24,-0.14,1.83,4.19,4.94,13.64
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192496,-42.579544,-71.438851,299858.1,5282991.3,1125.7637,1,0,0.91123116,-1.12,0.29,1.87,4.08,4.75,6.80
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192538,-42.591950,-71.414224,301918.5,5281671.6,1240.9362,1,0,0.9138733,-1.46,-0.14,1.08,2.77,3.33,4.35
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0001,356600100400192543,-42.593398,-71.411358,302158.1,5281517.5,1269.4092,1,0,0.9673155,4.45,7.11,8.79,11.0,11.79,9.48
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197666,-42.567373,-71.472922,297022.4,5284261.8,906.2698,1,0,0.9042064,-1.83,-0.22,1.34,3.59,4.41,11.55
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197717,-42.582099,-71.443695,299468.7,5282696.2,1134.3605,1,0,0.900631,-1.27,0.18,1.76,4.0,4.68,8.71
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197718,-42.582388,-71.443122,299516.7,5282665.5,1140.3496,1,0,0.9048887,-1.34,0.22,1.83,3.93,4.6,10.33
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197722,-42.583831,-71.440257,299756.4,5282512.0,1160.5411,1,0,0.9083868,-1.83,-0.29,1.12,3.14,3.85,11.96
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197723,-42.584119,-71.439684,299804.3,5282481.3,1164.3977,1,0,0.96008986,-1.27,0.11,1.46,3.37,4.23,10.69
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197728,-42.585562,-71.436821,300043.9,5282327.9,1175.2623,1,0,0.9682088,-1.57,0.14,1.83,3.78,4.53,11.92
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197729,-42.585851,-71.436248,300091.8,5282297.2,1178.1052,1,0,0.9129171,-1.79,-0.18,1.38,3.52,4.26,10.82
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197730,-42.586139,-71.435676,300139.7,5282266.5,1178.195,1,0,0.95520407,-1.57,0.0,1.49,3.59,4.45,10.32
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197745,-42.590486,-71.427078,300859.1,5281804.1,1275.5518,1,0,0.9582536,8.16,13.14,16.59,18.94,19.66,11.37
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197748,-42.591353,-71.425359,301002.9,5281711.8,1290.9391,1,0,0.95297027,11.64,14.79,16.44,18.5,19.09,13.63
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197750,-42.591931,-71.424212,301098.8,5281650.3,1299.4371,1,0,0.95173866,3.74,11.83,15.5,18.76,19.73,15.88
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197751,-42.592220,-71.423639,301146.7,5281619.6,1302.7955,1,0,0.9099346,2.2,12.99,18.08,22.13,23.18,13.09
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197752,-42.592509,-71.423066,301194.7,5281588.8,1309.7303,1,0,0.90903777,9.32,14.86,17.9,20.29,21.04,10.39
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197754,-42.593086,-71.421920,301290.6,5281527.5,1313.5259,1,0,0.97094905,10.52,14.75,17.41,20.18,21.15,15.52
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197755,-42.593371,-71.421349,301338.3,5281497.2,1302.619,1,0,0.9584673,4.15,10.29,14.45,18.05,19.09,16.77
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197757,-42.593941,-71.420207,301433.9,5281436.5,1282.3993,1,0,0.9658161,3.29,8.72,11.57,14.3,15.2,13.86
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197758,-42.594226,-71.419636,301481.6,5281406.2,1270.7643,1,0,0.9108722,10.18,13.7,16.02,18.46,19.09,6.08
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197760,-42.594799,-71.418492,301577.3,5281345.3,1260.3379,1,0,0.95416147,2.17,10.86,16.88,20.74,21.6,15.14
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0010,356600200400197761,-42.595085,-71.417920,301625.1,5281314.9,1254.2695,1,0,0.9023002,0.14,6.74,14.08,18.23,19.21,17.08
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192470,-42.560823,-71.499409,294826.8,5284925.4,795.9413,1,0,0.95456415,-1.49,-0.03,1.38,3.29,3.93,5.25
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192475,-42.562266,-71.496551,295066.1,5284772.0,799.2705,1,0,0.9544974,0.63,5.13,7.97,10.44,11.34,4.68
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192485,-42.565153,-71.490836,295544.7,5284465.3,798.9303,1,0,0.9590621,-0.07,1.79,4.19,7.67,8.35,0.92
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192557,-42.585968,-71.449571,298998.9,5282252.6,1138.095,1,0,0.9128295,-1.34,-0.11,1.08,2.8,3.4,5.80
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192560,-42.586832,-71.447853,299142.7,5282160.8,1147.4795,1,0,0.9624298,-1.04,0.14,1.38,2.99,3.63,6.81
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192565,-42.588274,-71.444986,299382.6,5282007.4,1176.1018,1,0,0.9617091,-1.27,0.26,1.83,3.96,4.68,10.36
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192566,-42.588562,-71.444413,299430.5,5281976.8,1177.9766,1,0,0.96638405,-1.49,0.11,1.72,3.93,4.71,9.73
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192571,-42.590006,-71.441547,299670.3,5281823.3,1205.2826,1,0,0.97297406,8.31,14.23,17.67,22.73,23.78,13.45
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192573,-42.590584,-71.440400,299766.2,5281761.7,1219.3402,1,0,0.9572924,7.04,11.27,13.63,16.62,17.52,11.14
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192575,-42.591161,-71.439255,299862.1,5281700.4,1223.9739,1,0,0.9270954,2.28,12.09,15.95,19.1,19.96,8.41
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192578,-42.592026,-71.437537,300005.8,5281608.3,1229.9397,1,0,0.95157117,11.01,14.41,16.96,20.14,20.93,7.91
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192579,-42.592315,-71.436964,300053.7,5281577.6,1232.7717,1,0,0.95466393,9.62,13.18,15.95,18.35,19.17,8.06
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192584,-42.593761,-71.434099,300293.4,5281423.8,1255.4446,1,0,0.96723795,13.1,19.32,21.75,24.3,24.94,16.35
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192587,-42.594629,-71.432381,300437.2,5281331.5,1265.32,1,0,0.9178381,0.74,9.36,15.43,19.21,20.26,17.45
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192588,-42.594917,-71.431809,300485.0,5281300.9,1265.8928,1,0,0.9019151,2.09,13.96,18.16,21.27,22.05,19.62
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192590,-42.595492,-71.430665,300580.7,5281239.7,1259.3342,1,0,0.9743981,15.8,19.39,21.64,24.08,24.79,17.10
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192591,-42.595780,-71.430093,300628.6,5281209.0,1257.4581,1,0,0.92514294,2.28,16.02,20.14,23.03,23.89,11.87
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192592,-42.596067,-71.429522,300676.4,5281178.5,1251.791,1,0,0.9679184,13.66,18.76,21.68,24.45,25.35,9.67
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192593,-42.596355,-71.428950,300724.2,5281147.9,1249.1855,1,0,0.95949864,1.19,12.92,16.81,20.93,21.87,8.93
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192594,-42.596644,-71.428377,300772.1,5281117.2,1251.7522,1,0,0.97529984,0.93,9.69,14.19,18.05,19.02,3.78
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192595,-42.596932,-71.427805,300820.0,5281086.6,1250.1998,1,0,0.9201823,1.34,9.84,14.0,17.86,18.91,12.66
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192596,-42.597216,-71.427235,300867.6,5281056.3,1232.3591,1,0,0.9304112,12.5,18.12,22.02,25.8,26.85,14.39
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192597,-42.597503,-71.426663,300915.4,5281025.8,1226.8809,1,0,0.93219125,7.0,12.73,15.57,19.51,20.56,9.51
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192598,-42.597790,-71.426092,300963.3,5280995.3,1222.2471,1,0,0.911888,10.82,14.23,16.36,18.61,19.28,9.28
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192599,-42.598078,-71.425519,301011.2,5280964.6,1223.9747,1,0,0.9205921,0.82,9.58,13.1,16.55,17.9,10.95
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192600,-42.598366,-71.424946,301059.1,5280934.0,1222.7673,1,0,0.9169509,-0.41,1.34,8.27,13.59,14.53,14.45
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192601,-42.598654,-71.424374,301107.0,5280903.4,1222.7578,1,0,0.914842,5.13,10.44,14.6,18.31,19.1,14.99
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192602,-42.598942,-71.423801,301154.9,5280872.7,1226.8694,1,0,0.92231697,6.06,11.83,14.75,17.63,18.5,13.61
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192603,-42.599228,-71.423229,301202.7,5280842.3,1218.0537,1,0,0.96865046,0.89,5.69,15.87,24.0,25.39,16.90
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192604,-42.599516,-71.422656,301250.6,5280811.6,1219.5719,1,0,0.9315999,4.45,14.68,19.32,22.54,23.44,19.68
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192605,-42.599806,-71.422082,301298.6,5280780.8,1230.6216,1,0,0.9748411,8.27,14.71,18.12,21.23,22.2,16.81
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192606,-42.600095,-71.421509,301346.6,5280750.1,1234.805,1,0,0.9702486,4.41,12.05,17.82,21.75,22.77,11.66
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192607,-42.600384,-71.420935,301394.6,5280719.3,1241.6083,1,0,0.92469543,4.3,12.28,16.55,19.92,21.04,11.37
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192608,-42.600672,-71.420362,301442.5,5280688.7,1242.8182,1,0,0.9249942,0.93,13.48,19.13,23.66,24.79,11.43
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192609,-42.600961,-71.419788,301490.5,5280658.0,1249.2112,1,0,0.9794075,8.91,16.25,20.71,24.34,25.27,14.23
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192610,-42.601252,-71.419213,301538.6,5280627.0,1264.8679,1,0,0.9707749,8.65,12.62,15.76,20.44,21.68,16.06
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192611,-42.601543,-71.418638,301586.7,5280596.0,1282.0421,1,0,0.97375906,9.92,16.32,20.78,26.36,28.42,18.15
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192612,-42.601835,-71.418062,301634.9,5280565.0,1302.9296,1,0,0.9711966,5.61,11.46,15.95,20.26,21.75,14.59
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192616,-42.602989,-71.415768,301826.7,5280442.1,1324.792,1,0,0.9643227,3.63,7.86,13.4,20.03,21.38,4.00
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0011,356600300400192622,-42.604718,-71.412329,302114.3,5280258.2,1343.0853,1,0,0.95437413,-0.03,3.44,7.97,10.93,11.83,4.25
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192354,-42.571419,-71.497364,295029.3,5283753.6,812.6756,1,0,0.9552008,-1.04,-0.07,0.86,2.24,2.77,1.73
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192356,-42.571996,-71.496219,295125.2,5283692.3,814.6695,1,0,0.96734047,-0.56,0.97,4.04,7.48,8.35,4.56
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192357,-42.572286,-71.495645,295173.3,5283661.5,822.0363,1,0,0.9575884,-1.08,0.26,1.68,4.0,4.94,6.21
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192358,-42.572575,-71.495072,295221.2,5283630.8,825.68036,1,0,0.94008523,-1.23,0.0,1.27,3.22,4.04,3.78
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192359,-42.572864,-71.494499,295269.2,5283600.1,830.2235,1,0,0.98163354,-1.38,0.18,1.75,4.08,4.94,6.98
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192360,-42.573154,-71.493925,295317.3,5283569.3,836.98364,1,0,0.93224573,-1.19,0.11,1.53,3.66,4.49,6.43
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192361,-42.573443,-71.493351,295365.3,5283538.5,843.6407,1,0,0.9443704,-1.83,-0.11,1.57,4.23,5.24,8.53
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192362,-42.573734,-71.492777,295413.4,5283507.7,852.84247,1,0,0.91840786,-1.19,0.52,2.32,4.49,5.2,9.60
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192363,-42.574023,-71.492203,295461.4,5283476.9,860.31525,1,0,0.90528303,-1.38,0.14,1.75,4.34,5.39,14.91
