archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258200,-42.670893,-71.583122,288327.8,5272495.7,840.4019,1,0,0.9768691,-0.56,0.89,3.36,6.92,7.78,1.73
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258201,-42.671181,-71.582548,288375.8,5272465.2,841.0331,1,0,0.9578336,-1.23,-0.18,0.82,2.2,2.73,0.63
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258202,-42.671469,-71.581974,288423.8,5272434.7,841.98004,1,0,0.9388917,-1.27,-0.22,0.74,2.09,2.58,0.89
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258203,-42.671756,-71.581400,288471.8,5272404.2,842.5824,1,0,0.94837946,-1.23,-0.14,0.82,2.17,2.69,0.77
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258204,-42.672044,-71.580826,288519.8,5272373.7,843.492,1,0,0.9589796,-1.23,-0.18,0.74,2.02,2.54,0.52
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258205,-42.672332,-71.580253,288567.9,5272343.1,844.22144,1,0,0.9573498,-1.19,-0.18,0.74,2.02,2.5,0.63
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258206,-42.672619,-71.579679,288615.8,5272312.6,844.52124,1,0,0.9558522,-1.23,-0.18,0.74,2.02,2.5,0.82
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258207,-42.672907,-71.579105,288663.8,5272282.1,845.1269,1,0,0.9584261,-1.3,-0.22,0.74,2.05,2.58,1.05
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258208,-42.673194,-71.578531,288711.8,5272251.6,845.9024,1,0,0.9562525,-1.19,-0.18,0.74,1.98,2.43,1.33
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258209,-42.673482,-71.577957,288759.8,5272221.1,846.85406,1,0,0.9572428,-1.19,-0.18,0.74,2.05,2.58,1.29
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258210,-42.673770,-71.577384,288807.8,5272190.6,847.509,1,0,0.95450634,-1.23,-0.14,0.82,2.13,2.65,1.92
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258211,-42.674057,-71.576810,288855.8,5272160.1,847.97437,1,0,0.9411309,-1.01,0.26,1.87,6.13,7.25,3.25
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258214,-42.674929,-71.575047,289003.2,5272067.7,922.4793,1,0,0.97877973,-1.6,-0.22,0.97,2.69,3.4,15.76
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258215,-42.675217,-71.574474,289051.2,5272037.2,923.0066,1,0,0.9438204,-1.72,-0.22,1.23,3.06,3.7,4.80
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258216,-42.675504,-71.573901,289099.1,5272006.7,921.88715,1,0,0.9796992,-1.01,0.48,2.17,4.78,5.8,3.68
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258217,-42.675792,-71.573325,289147.2,5271976.1,926.13605,1,0,0.9495285,-1.34,0.18,1.79,4.07,4.9,6.99
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258218,-42.676081,-71.572746,289195.7,5271945.5,935.7779,1,0,0.95338947,-2.54,-0.52,1.27,3.77,4.71,11.26
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258219,-42.676370,-71.572167,289244.1,5271914.8,945.46875,1,0,0.94242305,-1.75,-0.22,1.16,3.21,4.04,10.89
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258220,-42.676658,-71.571592,289292.2,5271884.3,949.0365,1,0,0.944344,-0.48,2.24,5.72,9.5,10.58,13.82
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258221,-42.676948,-71.571011,289340.8,5271853.6,962.28864,1,0,0.9781169,-1.75,0.18,2.09,4.41,5.42,17.66
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258222,-42.677238,-71.570428,289389.5,5271822.9,978.5551,1,0,0.9608229,-2.2,-0.22,1.64,4.22,5.12,16.27
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258228,-42.678981,-71.566912,289683.5,5271638.0,1107.7056,1,0,0.9770998,-0.52,2.13,4.6,7.33,8.49,17.77
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258229,-42.679271,-71.566333,289731.9,5271607.3,1117.7921,1,0,0.95750093,-0.82,0.59,3.29,8.38,9.54,9.75
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258230,-42.679557,-71.565767,289779.3,5271576.9,1104.585,1,0,0.98646176,12.94,17.4,20.39,23.83,25.07,13.87
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258231,-42.679846,-71.565193,289827.3,5271546.3,1104.7648,1,0,0.94231635,-1.04,0.18,1.68,9.35,10.96,7.22
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258232,-42.680135,-71.564614,289875.7,5271515.6,1113.6377,1,0,0.9783302,4.15,8.68,12.94,16.2,17.13,13.80
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258233,-42.680425,-71.564032,289924.3,5271484.8,1127.5039,1,0,0.9453635,-1.53,0.07,1.72,4.3,5.35,19.28
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258242,-42.683048,-71.558739,290366.9,5271206.7,1353.8506,1,0,0.98346686,13.88,19.57,21.92,25.63,28.1,17.84
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258243,-42.683340,-71.558150,290416.1,5271175.7,1379.9138,1,0,0.9523683,-1.04,1.79,6.06,9.39,10.29,13.78
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258244,-42.683628,-71.557578,290463.9,5271145.1,1376.2299,1,0,0.98324955,7.29,10.62,12.42,14.81,15.9,13.31
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258247,-42.684488,-71.555886,290605.4,5271053.9,1325.6115,1,0,0.95620865,-0.48,1.94,11.45,17.21,18.41,16.53
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258248,-42.684776,-71.555315,290653.2,5271023.3,1321.7739,1,0,0.98964214,-0.78,0.78,5.46,11.22,13.73,14.39
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258249,-42.685062,-71.554756,290699.9,5270992.9,1295.5752,1,0,0.987605,0.78,5.53,12.08,20.5,22.75,11.88
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258252,-42.685933,-71.553007,290846.2,5270900.5,1346.1864,1,0,0.9406334,-0.26,2.8,13.65,19.34,21.03,18.21
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258258,-42.687653,-71.549625,291129.0,5270717.9,1246.5679,1,0,0.98086345,8.3,15.34,19.94,23.83,25.07,15.78
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967042,-42.673747,-71.590818,287706.9,5272159.5,945.3321,1,0,0.979843,-0.26,2.54,5.53,8.53,9.76,19.19
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967046,-42.674887,-71.588585,287893.8,5272038.5,837.0443,1,0,0.975609,-0.03,2.17,4.11,6.21,6.99,10.00
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967048,-42.675462,-71.587437,287989.7,5271977.5,836.8495,1,0,0.94011396,-1.19,-0.18,0.74,1.98,2.43,0.29
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967049,-42.675750,-71.586864,288037.7,5271947.0,836.91437,1,0,0.92015404,-1.19,-0.18,0.74,2.02,2.46,0.39
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967050,-42.676037,-71.586290,288085.7,5271916.5,837.08655,1,0,0.9367038,-1.12,-0.11,0.89,2.28,2.8,0.95
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967051,-42.676325,-71.585716,288133.8,5271886.0,838.4198,1,0,0.94728124,-1.3,-0.18,0.89,2.39,2.95,1.19
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967052,-42.676613,-71.585142,288181.7,5271855.5,838.4492,1,0,0.9433105,-1.23,-0.07,1.04,2.76,3.48,1.20
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967053,-42.676900,-71.584568,288229.8,5271824.9,839.34155,1,0,0.94856846,-1.23,-0.18,0.82,2.13,2.61,1.48
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967054,-42.677188,-71.583993,288277.9,5271794.4,841.67377,1,0,0.9611608,-1.23,-0.18,0.78,2.05,2.58,2.41
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967055,-42.677476,-71.583418,288325.9,5271763.9,843.72876,1,0,0.9558425,-1.27,-0.18,0.82,2.24,2.84,5.19
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967056,-42.677764,-71.582842,288374.1,5271733.4,848.62866,1,0,0.9335815,-1.98,-0.14,1.64,4.0,4.86,9.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967057,-42.678052,-71.582265,288422.4,5271702.8,854.3373,1,0,0.9734081,-0.82,1.3,3.7,6.47,7.63,10.39
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967058,-42.678341,-71.581685,288470.9,5271672.2,865.4181,1,0,0.9769493,-2.58,-0.33,1.64,3.96,4.67,14.93
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967059,-42.678630,-71.581104,288519.5,5271641.6,878.1687,1,0,0.9774719,-1.12,0.41,2.24,5.01,5.98,12.92
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967060,-42.678918,-71.580528,288567.7,5271611.0,882.94147,1,0,0.98033947,-1.3,0.14,1.64,3.51,4.19,5.01
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967061,-42.679206,-71.579953,288615.7,5271580.5,884.5245,1,0,0.9790085,-0.82,0.82,3.14,6.58,7.55,5.21
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967062,-42.679494,-71.579378,288663.8,5271550.0,888.40314,1,0,0.944087,-1.23,0.03,1.38,3.4,4.19,8.25
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967076,-42.684119,-71.570076,289441.6,5271059.5,1108.6061,1,0,0.95874083,13.35,17.66,20.84,26.15,27.91,13.87
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967077,-42.684408,-71.569499,289489.9,5271028.9,1114.5864,1,0,0.958046,7.97,14.7,17.84,20.84,21.81,5.38
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967078,-42.684696,-71.568927,289537.7,5270998.4,1111.4159,1,0,0.97791743,13.84,19.53,22.0,24.8,26.3,7.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967079,-42.684985,-71.568349,289586.1,5270967.7,1119.4734,1,0,0.9616768,18.33,21.55,24.06,26.49,27.24,4.16
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967088,-42.687608,-71.563024,290031.2,5270689.7,1399.3713,1,0,0.95987034,-2.43,-0.56,1.19,3.51,4.41,15.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967089,-42.687898,-71.562444,290079.7,5270658.9,1410.2651,1,0,0.9622297,-1.45,0.0,1.45,3.89,5.08,11.40
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967090,-42.688186,-71.561869,290127.7,5270628.3,1411.9656,1,0,0.955274,-0.74,1.3,3.92,6.51,7.29,7.52
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967091,-42.688474,-71.561299,290175.4,5270597.8,1405.067,1,0,0.9533345,0.22,8.3,12.98,15.9,16.87,5.68
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967092,-42.688763,-71.560721,290223.7,5270567.1,1411.7952,1,0,0.98291117,2.32,7.07,10.02,12.34,13.09,17.46
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967093,-42.689055,-71.560131,290273.0,5270536.2,1439.9805,1,0,0.96026653,-2.05,-0.14,1.75,4.64,6.06,19.92
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967094,-42.689345,-71.559549,290321.7,5270505.4,1453.7461,1,0,0.9549279,-1.9,-0.44,0.82,2.35,2.91,10.70
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967095,-42.689632,-71.558981,290369.2,5270474.9,1443.9703,1,0,0.95237404,0.18,5.94,10.62,13.28,14.03,8.84
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967096,-42.689922,-71.558404,290417.4,5270444.2,1449.8838,1,0,0.9804487,-0.63,1.64,4.52,7.37,8.3,13.30
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262636,-42.680641,-71.595597,287338.8,5271381.8,932.58325,1,0,0.9876367,3.89,7.48,11.25,21.8,23.79,6.77
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262637,-42.680930,-71.595022,287386.9,5271351.2,933.8817,1,0,0.9902638,4.48,9.46,19.93,25.36,26.44,19.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262638,-42.681217,-71.594458,287434.0,5271320.8,918.3834,1,0,0.9751776,-0.07,1.9,4.37,8.19,9.95,17.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262639,-42.681504,-71.593894,287481.3,5271290.3,904.24695,1,0,0.9823234,-1.98,0.11,2.28,6.02,7.63,17.96
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262640,-42.681791,-71.593328,287528.6,5271259.9,892.90894,1,0,0.9864535,-2.2,-0.18,1.68,4.82,6.17,16.68
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262641,-42.682078,-71.592762,287576.0,5271229.4,880.1768,1,0,0.980525,-0.33,1.79,4.15,6.65,7.78,5.54
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262642,-42.682367,-71.592187,287624.1,5271198.7,882.5129,1,0,0.962083,-1.3,-0.03,1.27,3.29,4.15,6.70
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262643,-42.682655,-71.591617,287671.8,5271168.2,877.3225,1,0,0.97600573,-2.35,-0.33,1.45,4.0,4.9,15.40
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262645,-42.683229,-71.590490,287766.1,5271107.3,845.9859,1,0,0.954004,-1.3,0.0,1.34,3.44,4.37,15.14
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262646,-42.683517,-71.589922,287813.6,5271076.8,836.836,1,0,0.9822423,0.71,3.77,6.09,8.52,9.27,4.62
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262647,-42.683805,-71.589349,287861.5,5271046.1,835.60144,1,0,0.979412,0.37,2.76,4.78,6.77,7.48,4.84
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262648,-42.684094,-71.588777,287909.3,5271015.5,833.8575,1,0,0.90611035,-0.97,0.11,1.27,5.57,6.77,2.52
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262649,-42.684383,-71.588203,287957.3,5270984.9,833.7729,1,0,0.9809542,-0.14,2.35,5.72,8.45,9.38,2.14
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262651,-42.684960,-71.587056,288053.2,5270923.6,833.7378,1,0,0.9610651,-0.89,0.37,2.09,4.75,5.42,11.41
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262654,-42.685834,-71.585294,288200.6,5270831.0,899.55914,1,0,0.98407686,-2.16,0.48,3.03,5.64,6.39,13.87
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262655,-42.686123,-71.584719,288248.7,5270800.4,901.6999,1,0,0.9555362,-1.6,-0.14,1.23,3.03,3.7,5.11
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262656,-42.686411,-71.584150,288296.3,5270769.8,895.91534,1,0,0.9564547,-2.13,-0.26,1.57,4.37,5.46,12.07
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262657,-42.686701,-71.583575,288344.4,5270739.1,898.8164,1,0,0.96115357,-1.98,0.03,2.13,6.09,8.3,13.69
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262658,-42.686991,-71.582994,288393.0,5270708.4,910.98267,1,0,0.98916703,-1.27,0.71,3.21,6.2,7.14,15.61
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262659,-42.687281,-71.582412,288441.6,5270677.6,924.1769,1,0,0.98707503,-2.65,0.18,2.8,5.79,6.84,15.90
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262660,-42.687570,-71.581835,288489.9,5270646.9,930.31775,1,0,0.9802628,-0.89,2.58,6.39,9.91,10.99,15.35
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262663,-42.688444,-71.580074,288637.2,5270554.3,995.8037,1,0,0.95125043,-2.5,-0.29,1.87,5.46,6.8,19.83
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262664,-42.688734,-71.579496,288685.5,5270523.5,1004.05426,1,0,0.9826276,-0.63,2.43,5.42,9.91,11.18,18.10
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262665,-42.689024,-71.578916,288734.0,5270492.8,1014.0455,1,0,0.9715225,5.72,8.94,12.12,15.52,16.49,19.68
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262666,-42.689313,-71.578341,288782.0,5270462.1,1016.77344,1,0,0.98629445,-0.26,3.85,7.59,11.97,13.61,19.34
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262671,-42.690771,-71.575398,289028.1,5270307.6,1138.5844,1,0,0.9506209,-3.03,-0.56,1.75,5.83,7.33,18.10
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262672,-42.691061,-71.574816,289076.8,5270276.8,1152.5555,1,0,0.9755835,-2.16,-0.07,1.87,4.15,4.93,13.73
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257535,-42.686419,-71.597302,287218.8,5270735.9,981.8793,1,0,0.9869101,-2.24,0.18,2.65,6.54,7.66,17.49
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257536,-42.686708,-71.596720,287267.5,5270705.2,993.7983,1,0,0.961429,-2.13,-0.37,1.23,3.44,4.33,12.35
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257538,-42.687284,-71.595578,287363.0,5270644.1,985.7407,1,0,0.9602194,-2.35,0.18,2.99,8.08,9.42,17.58
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257539,-42.687573,-71.595004,287411.1,5270613.5,987.16406,1,0,0.9549436,-2.31,-0.26,1.72,4.52,5.46,19.75
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257544,-42.689292,-71.591650,287691.7,5270431.1,850.92114,1,0,0.98926586,-1.94,0.44,3.1,6.69,8.19,16.75
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257545,-42.689579,-71.591086,287738.8,5270400.6,835.357,1,0,0.98227537,-0.67,1.08,2.91,5.31,6.58,9.21
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257546,-42.689867,-71.590513,287786.8,5270370.0,834.19403,1,0,0.98407656,-0.22,1.98,4.6,7.33,8.15,2.20
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257547,-42.690156,-71.589938,287834.9,5270339.4,837.01984,1,0,0.9859542,-1.01,0.56,2.69,5.23,6.17,2.50
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257548,-42.690446,-71.589362,287883.0,5270308.7,840.17584,1,0,0.961092,-1.3,0.22,1.87,4.3,5.12,2.56
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257549,-42.690735,-71.588787,287931.1,5270278.1,842.4814,1,0,0.9855554,-1.45,0.03,1.49,4.04,5.57,7.13
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257550,-42.691024,-71.588211,287979.3,5270247.4,846.6005,1,0,0.987818,-1.6,1.23,3.74,6.5,7.4,6.10
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257551,-42.691313,-71.587637,288027.3,5270216.8,846.88153,1,0,0.96890956,-1.34,-0.18,0.93,2.5,3.32,2.27
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262458,-42.650086,-71.569261,289393.4,5274841.0,873.5314,1,0,0.96388835,2.01,5.45,8.3,11.59,12.45,19.05
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262459,-42.650374,-71.568690,289441.2,5274810.4,871.69977,1,0,0.96877825,1.64,5.49,8.41,10.73,11.55,12.03
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262460,-42.650662,-71.568120,289489.0,5274779.8,868.4698,1,0,0.97534084,0.33,4.71,7.51,9.98,10.73,6.04
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262461,-42.650951,-71.567548,289536.8,5274749.2,866.2908,1,0,0.9080615,-0.07,2.46,7.29,11.25,12.45,1.60
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262463,-42.651528,-71.566406,289632.4,5274688.0,862.57513,1,0,0.9763175,-1.0,-0.07,0.86,2.24,2.8,3.26
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262464,-42.651817,-71.565833,289680.3,5274657.3,862.2123,1,0,0.90925527,-0.59,0.89,6.46,12.15,13.23,2.06
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262465,-42.652106,-71.565260,289728.2,5274626.6,862.8055,1,0,0.9116411,0.0,3.66,9.19,12.45,13.38,2.03
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262466,-42.652395,-71.564688,289776.1,5274595.9,862.57623,1,0,0.9152901,-0.74,0.63,3.58,8.97,10.28,9.00
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262472,-42.654171,-71.561177,290069.9,5274407.5,978.65155,1,0,0.9730814,1.79,5.08,7.85,11.43,12.67,16.64
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0000,340730000400262474,-42.654749,-71.560031,290165.8,5274346.2,978.5182,1,0,0.9013416,-1.71,0.07,1.94,4.67,5.49,14.36
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258033,-42.661205,-71.560712,290131.7,5273627.5,1005.14667,1,0,0.9601811,3.17,6.09,8.89,12.07,13.08,19.78
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258036,-42.662088,-71.558962,290278.1,5273533.8,1053.5516,1,0,0.9024682,-1.38,-0.03,1.34,3.47,4.22,17.24
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258038,-42.662668,-71.557810,290374.5,5273472.2,1062.3582,1,0,0.92454666,-1.64,-0.18,1.15,2.95,3.55,6.44
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258040,-42.663245,-71.556665,290470.3,5273411.0,1060.8848,1,0,0.9559486,-0.85,1.23,3.62,6.76,7.92,11.19
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258041,-42.663536,-71.556085,290518.7,5273380.1,1070.1354,1,0,0.9552649,2.05,5.45,8.07,11.47,12.44,15.47
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258042,-42.663830,-71.555502,290567.5,5273348.9,1085.1797,1,0,0.95777696,-0.03,2.8,5.45,8.37,9.04,16.21
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258043,-42.664124,-71.554918,290616.4,5273317.7,1102.0681,1,0,0.9590052,-2.05,0.18,2.13,4.71,5.3,12.66
GEDI02_A_2024352205936_O34073_04_T08775_02_004_02_V003.h5,BEAM0001,340730100400258044,-42.664416,-71.554338,290664.9,5273286.7,1112.7441,1,0,0.960907,-0.52,1.49,3.55,6.24,7.29,13.85
