sitio,shot,este,norte,rh95,cover,pai,NDVI,EVI,NDMI,NBR
Estepa,346881100100041698,328900.5,5262242.3,2.98,0.0044681784,0.008956438,0.15843906998634338,0.0900929868221283,-0.19874651730060577,-0.14613045752048492
Estepa,346881100100041699,328946.9,5262275.3,2.31,0.0050885715,0.0102031985,0.15383696556091309,0.08969289809465408,-0.20731724798679352,-0.16051054000854492
Estepa,346881100100041700,328993.1,5262308.3,2.05,0.002401324,0.00480844,0.17137354612350464,0.09797961264848709,-0.22820574045181274,-0.18909089267253876
Estepa,346881100100041701,329039.4,5262341.2,2.27,0.0024469674,0.0048999493,0.1593797355890274,0.09082493185997009,-0.20399339497089386,-0.1575363725423813
Estepa,346881100100041702,329085.4,5262374.1,2.57,0.034956165,0.07116711,0.1583314687013626,0.08759413659572601,-0.2115270346403122,-0.17361336946487427
Estepa,346881100100041703,329131.4,5262406.9,2.27,0.047375545,0.09707577,0.20417454838752747,0.10021241009235382,-0.27815210819244385,-0.22174501419067383
Estepa,346881100100041704,329177.6,5262439.8,2.09,0.0032532793,0.006517195,0.3074381351470947,0.16355256736278534,-0.23030400276184082,-0.1415228247642517
Estepa,346881100100041705,329223.9,5262472.8,2.27,0.008119401,0.016305272,0.27683037519454956,0.18140871822834015,-0.20543406903743744,-0.08090361952781677
Estepa,346881100100041706,329270.2,5262505.8,2.13,0.01243983,0.025036147,0.5200605392456055,0.3566703796386719,-0.007521302439272404,0.19417020678520203
Estepa,346881100100041707,329316.4,5262538.7,2.09,0.0040735463,0.008163779,0.5396817922592163,0.3773736357688904,0.057392511516809464,0.27300217747688293
Estepa,346881100100041708,329362.7,5262571.7,2.05,0.0052366513,0.010500899,0.575271487236023,0.4040229618549347,0.09014178812503815,0.3031238913536072
Estepa,346881100100041709,329409.0,5262604.7,2.24,0.0052577276,0.010543274,0.5216795206069946,0.3473755121231079,0.004620840307325125,0.19231027364730835
Estepa,346881100100041710,329455.4,5262637.8,2.42,0.001993644,0.003991279,0.2973071336746216,0.17069011926651,-0.20132222771644592,-0.09147857129573822
Estepa,346881100100041711,329501.8,5262670.9,2.54,0.005459639,0.010949278,0.229658305644989,0.1243714988231659,-0.23584692180156708,-0.1626432090997696
Estepa,346881100100041712,329548.3,5262704.0,2.69,0.0077581834,0.015577041,0.17315566539764404,0.09638770669698715,-0.21808603405952454,-0.15689006447792053
Estepa,346881100100041713,329594.8,5262737.1,2.39,0.014898686,0.030022208,0.16906388103961945,0.09299316257238388,-0.19562646746635437,-0.1396976113319397
Estepa,346881100100041714,329641.1,5262770.2,2.24,0.017655145,0.03562661,0.16916458308696747,0.09849366545677185,-0.1917942315340042,-0.13660013675689697
Estepa,346881100100041715,329687.5,5262803.2,3.51,0.03222894,0.06552251,0.1797744333744049,0.09583532065153122,-0.1964142620563507,-0.13493973016738892
Estepa,346881100100041716,329734.0,5262836.3,3.69,0.11178287,0.23711921,0.1981813907623291,0.10381411761045456,-0.21120105683803558,-0.1497124433517456
Estepa,346881100100041717,329779.8,5262869.1,2.57,0.047273465,0.09686144,0.2141144871711731,0.10974475741386414,-0.2282356470823288,-0.17044982314109802
Estepa,346881100100041718,329825.7,5262901.8,2.39,0.07470339,0.15529926,0.20528653264045715,0.10390908271074295,-0.23642434179782867,-0.18717503547668457
Estepa,346881100100041719,329872.0,5262934.8,3.1,0.0076893456,0.01543829,0.17304377257823944,0.08529737591743469,-0.23133307695388794,-0.17161819338798523
Estepa,346881100100041720,329918.3,5262967.9,3.02,0.027099406,0.054948874,0.13800789415836334,0.07812085002660751,-0.18676024675369263,-0.12389609217643738
Estepa,346881100100041721,329964.3,5263000.7,2.39,0.018418748,0.037181947,0.16006720066070557,0.08289327472448349,-0.21635767817497253,-0.15969350934028625
Estepa,346881100100041722,330009.9,5263033.3,4.11,0.10901869,0.2309026,0.17765337228775024,0.09035245329141617,-0.24027951061725616,-0.19819378852844238
Estepa,346881100100041723,330055.5,5263065.9,2.65,0.022782654,0.04609388,0.1836237609386444,0.09022978693246841,-0.25492775440216064,-0.2121398150920868
Estepa,346881100100041724,330101.5,5263098.8,2.91,0.06967225,0.1444517,0.16084901988506317,0.08322402834892273,-0.21972361207008362,-0.15898463129997253
Estepa,346881100100041725,330147.6,5263131.7,2.13,0.005628923,0.01128974,0.2951676845550537,0.1516381949186325,-0.22315213084220886,-0.10099884867668152
Estepa,346881100100041726,330193.8,5263164.6,2.31,0.029593362,0.060082722,0.3147622346878052,0.20181089639663696,-0.149448961019516,-0.03954960033297539
Estepa,346881100100041727,330240.1,5263197.7,2.31,0.0134289535,0.02704039,0.35946542024612427,0.24890072643756866,-0.12604911625385284,-0.012407971546053886
Estepa,346881100100041728,330286.4,5263230.7,2.46,0.002950483,0.005909713,0.21293123066425323,0.1452268362045288,-0.141831636428833,-0.06579694151878357
Estepa,346881100100041729,330332.8,5263263.8,2.2,0.0063555087,0.012751697,0.11872345954179764,0.0740826353430748,-0.13489693403244019,-0.09795265644788742
Estepa,346881100100041730,330379.1,5263296.8,2.27,0.011266187,0.022660624,0.15402786433696747,0.08662772923707962,-0.17890793085098267,-0.14003191888332367
Estepa,346881100100041731,330425.8,5263330.1,3.55,0.009619682,0.019332763,0.16914188861846924,0.09001439064741135,-0.20833595097064972,-0.1595732867717743
Estepa,346881100100041732,330472.5,5263363.4,2.5,0.0112183215,0.022563802,0.15030162036418915,0.08046897500753403,-0.20282992720603943,-0.1517793834209442
Estepa,346881100100041733,330519.0,5263396.6,2.61,0.068613805,0.14217709,0.16416706144809723,0.08488675951957703,-0.22002539038658142,-0.1729946732521057
Estepa,346881100100041734,330565.4,5263429.7,2.39,0.008170333,0.016407976,0.18355554342269897,0.09416873008012772,-0.21543149650096893,-0.1650206446647644
Estepa,346881100100041735,330611.8,5263462.8,2.01,0.0043884837,0.008796337,0.1768588125705719,0.08884667605161667,-0.24104653298854828,-0.18930880725383759
Estepa,346881100100041736,330658.0,5263495.7,1.9,0.0050298846,0.010085225,0.17311833798885345,0.08872824162244797,-0.22157536447048187,-0.18210649490356445
Estepa,346881100100041737,330704.1,5263528.7,2.24,0.011903511,0.023950255,0.14698827266693115,0.07552961260080338,-0.2047407329082489,-0.16389413177967072
Estepa,346881100100041738,330750.2,5263561.6,2.27,0.02694554,0.05463257,0.14042657613754272,0.07394475489854813,-0.17898069322109222,-0.13467654585838318
Estepa,346881100100041739,330796.4,5263594.5,1.94,0.006078527,0.012194257,0.15605010092258453,0.07819896191358566,-0.2113109976053238,-0.17333894968032837
Estepa,346881100100041740,330842.4,5263627.4,2.01,0.002018421,0.004040933,0.1403702050447464,0.07084020972251892,-0.21107763051986694,-0.17262840270996094
Estepa,346881100100041741,330888.7,5263660.4,2.39,0.005874967,0.011784683,0.1671741008758545,0.08228187263011932,-0.2288476675748825,-0.182088240981102
Estepa,346881100100041742,330935.1,5263693.6,2.05,0.008563434,0.01720083,0.1582924723625183,0.08199406415224075,-0.22664976119995117,-0.17314065992832184
Estepa,346881100100041743,330981.1,5263726.4,4.07,0.058215477,0.11996787,0.1574384868144989,0.0864938274025917,-0.2048347145318985,-0.16407953202724457
Estepa,346881100100041744,331026.6,5263758.9,3.92,0.14692058,0.31788015,0.16162781417369843,0.08197303116321564,-0.23596256971359253,-0.1850595474243164
Estepa,346881100100041745,331072.8,5263791.9,2.76,0.008959695,0.018000377,0.14881014823913574,0.07788082212209702,-0.21325421333312988,-0.17252740263938904
Estepa,346881100100041746,331118.7,5263824.7,3.32,0.03955399,0.08071965,0.13939228653907776,0.07876559346914291,-0.1999204009771347,-0.14901421964168549
Estepa,346881100100041747,331164.4,5263857.3,3.32,0.1041688,0.22004186,0.13739675283432007,0.08299703896045685,-0.1844666749238968,-0.12985879182815552
Estepa,346881100100041748,331210.1,5263889.9,3.4,0.09262728,0.1944314,0.15116026997566223,0.08022748678922653,-0.2450266182422638,-0.18731431663036346
Estepa,346881100100041749,331256.4,5263922.9,3.1,0.004507558,0.009035553,0.1710418313741684,0.08575759828090668,-0.23990631103515625,-0.189391627907753
Estepa,346881100100041750,331302.8,5263956.0,2.16,0.010071887,0.020246191,0.15663489699363708,0.07663099467754364,-0.2574450671672821,-0.21762265264987946
Estepa,346881100100041752,331395.1,5264021.8,2.05,0.011801313,0.023743398,0.1342334896326065,0.06758028268814087,-0.2451562136411667,-0.21456700563430786
Estepa,346881100100041753,331441.3,5264054.7,2.2,0.02160724,0.04368954,0.1368369609117508,0.06783836334943771,-0.23371471464633942,-0.1998816728591919
Estepa,346881100100041754,331487.4,5264087.6,2.01,0.005510273,0.011051107,0.1487962007522583,0.07877053320407867,-0.21924275159835815,-0.18138077855110168
Estepa,346881100100041755,331533.6,5264120.5,2.65,0.0068180636,0.013682957,0.1718338429927826,0.08866748958826065,-0.21611647307872772,-0.17433014512062073
Estepa,346881100100041756,331579.5,5264153.2,3.77,0.18441363,0.40782106,0.14479981362819672,0.07715712487697601,-0.2390957921743393,-0.20936796069145203
Estepa,346881100100041757,331625.7,5264186.1,2.35,0.002373711,0.0047530816,0.16514171659946442,0.0851079598069191,-0.2458917498588562,-0.20528791844844818
Estepa,346881100100041758,331672.0,5264219.1,2.01,0.0046388186,0.009299284,0.11098126322031021,0.06560082733631134,-0.16669902205467224,-0.11515779048204422
Estepa,346881100100041759,331718.2,5264252.0,5.9,0.26229456,0.60871005,0.36136749386787415,0.19864299893379211,-0.048080287873744965,0.0684289038181305
Estepa,346881100100041760,331764.6,5264285.0,2.13,0.009643369,0.019380601,0.13586024940013885,0.08244863152503967,-0.1541474312543869,-0.0743967741727829
Estepa,346881100100041761,331810.9,5264318.0,2.16,0.018279886,0.03689902,0.2664165496826172,0.16409832239151,-0.11331471055746078,-0.007606480736285448
Estepa,346881100100041762,331857.3,5264351.0,2.39,0.021487704,0.04344519,0.25331369042396545,0.1422828882932663,-0.19861119985580444,-0.134134441614151
Estepa,346881100100041763,331903.6,5264384.0,2.05,0.009783278,0.01966317,0.1624075174331665,0.09147606790065765,-0.2582034468650818,-0.23001551628112793
Estepa,346881100100041764,331949.9,5264417.0,2.35,0.0318937,0.06482975,0.12421216070652008,0.0674184262752533,-0.2542639970779419,-0.22615215182304382
Estepa,346881100100041765,331996.3,5264450.0,2.13,0.0051300908,0.010286665,0.12372630089521408,0.06669192761182785,-0.22453907132148743,-0.19026592373847961
Estepa,346881100100041766,332042.7,5264483.0,2.16,0.001221078,0.0024436526,0.11723807454109192,0.06884052604436874,-0.17903484404087067,-0.1421734243631363
Estepa,346881100100041767,332089.0,5264516.0,2.57,0.0048791836,0.009782318,0.14209923148155212,0.08437338471412659,-0.18998649716377258,-0.1402336061000824
Estepa,346881100100041768,332135.7,5264549.2,3.88,0.004722587,0.00946761,0.18790927529335022,0.10364338755607605,-0.20155109465122223,-0.1353386491537094
Estepa,346881100100041769,332182.7,5264582.5,4.74,0.048609886,0.09966927,0.21650132536888123,0.11383707076311111,-0.2173042744398117,-0.15801872313022614
Estepa,346881100100041770,332229.7,5264615.9,4.44,0.07636753,0.1589003,0.22028306126594543,0.11687840521335602,-0.2043386995792389,-0.14753898978233337
Estepa,346881100100041771,332276.7,5264649.3,2.95,0.0056352853,0.011302536,0.2018861472606659,0.09930451959371567,-0.24271416664123535,-0.1903916895389557
Estepa,346881100100041772,332323.5,5264682.6,3.32,0.013701577,0.027593156,0.16094784438610077,0.08496103435754776,-0.21772898733615875,-0.1647636890411377
Estepa,346881100100041773,332370.1,5264715.8,5.23,0.10295897,0.21734177,0.1779060810804367,0.0941905602812767,-0.21322773396968842,-0.15676257014274597
Estepa,346881100100041774,332417.5,5264749.4,2.91,0.009992709,0.020086227,0.15554559230804443,0.08524489402770996,-0.2090902328491211,-0.14833636581897736
Estepa,346881100100041775,332464.1,5264782.6,4.85,0.07218795,0.14986838,0.1673649400472641,0.0953793078660965,-0.2102014124393463,-0.12305881083011627
Estepa,346881100100041776,332510.5,5264815.6,5.15,0.093003124,0.19526023,0.10141512751579285,0.06253111362457275,-0.19477316737174988,-0.1289566308259964
Estepa,346881100100041777,332555.7,5264848.0,4.52,0.125945,0.26927724,0.14745762944221497,0.07707414776086807,-0.22504128515720367,-0.16782024502754211
Estepa,346881100100041778,332601.6,5264880.8,2.27,0.009496116,0.019083241,0.16290532052516937,0.08249253779649734,-0.22065335512161255,-0.16601061820983887
Estepa,346881100100041779,332647.6,5264913.6,1.94,0.005599817,0.011231198,0.17421767115592957,0.08525916934013367,-0.2350684255361557,-0.1802520751953125
Estepa,346881100100041780,332693.8,5264946.5,2.01,0.00068923103,0.0013789387,0.18729034066200256,0.08810769021511078,-0.24713805317878723,-0.20113541185855865
Estepa,346881100100041781,332739.7,5264979.2,2.01,0.021389853,0.043245185,0.2084498405456543,0.1007535457611084,-0.225221186876297,-0.17220360040664673
Estepa,346881100100041782,332785.8,5265012.1,2.13,0.0017686037,0.0035403478,0.20764149725437164,0.09516029059886932,-0.2253955751657486,-0.17355720698833466
Estepa,346881100100041783,332831.9,5265045.0,2.57,0.0016546496,0.0033120478,0.16380995512008667,0.0810677632689476,-0.22943557798862457,-0.18150892853736877
Estepa,346881100100041784,332877.7,5265077.8,2.13,0.011068281,0.022260329,0.179171621799469,0.08463859558105469,-0.2422981858253479,-0.19465607404708862
Estepa,346881100100041785,332923.6,5265110.5,2.54,0.07323158,0.1521198,0.1550275683403015,0.07693559676408768,-0.22449390590190887,-0.1868458092212677
Estepa,346881100100041786,332969.7,5265143.4,2.13,0.0026997672,0.005406857,0.1208365336060524,0.06473296880722046,-0.19726347923278809,-0.16324488818645477
Estepa,346881100100041787,333015.7,5265176.3,2.01,0.003120204,0.006250191,0.23684082925319672,0.11840086430311203,-0.23138032853603363,-0.16414913535118103
Estepa,346881100100041788,333061.9,5265209.2,6.35,0.20929144,0.46981958,0.4443502426147461,0.23513957858085632,-0.0546858012676239,0.09301238507032394
Estepa,346881100100041789,333108.1,5265242.2,5.82,0.17583187,0.38687372,0.4462280869483948,0.22381547093391418,-0.05849789083003998,0.07543457299470901
Estepa,346881100100041790,333154.4,5265275.2,5.97,0.27524424,0.64416647,0.4076070785522461,0.24136704206466675,-0.09893762320280075,0.028181681409478188
Estepa,346881100100041791,333200.9,5265308.3,3.4,0.013743925,0.027679035,0.2049936056137085,0.11200450360774994,-0.24030086398124695,-0.15172481536865234
Estepa,346881100100041792,333247.5,5265341.5,3.99,0.06971268,0.14453863,0.2637418806552887,0.14896172285079956,-0.14971792697906494,-0.05970945581793785
Estepa,346881100100041793,333294.1,5265374.8,3.28,0.0040194816,0.008055208,0.3118339776992798,0.1678219437599182,-0.18684235215187073,-0.10575759410858154
Estepa,346881100100041794,333340.8,5265408.0,6.01,0.24757016,0.5691458,0.1842205971479416,0.09607236087322235,-0.2268545925617218,-0.17992383241653442
Estepa,346881100100041795,333387.3,5265441.2,2.95,0.103419416,0.21836895,0.1785624623298645,0.09103036671876907,-0.24480615556240082,-0.19777525961399078
Estepa,346881100100041796,333433.9,5265474.4,3.06,0.008120397,0.016307281,0.18751174211502075,0.09707757085561752,-0.22419026494026184,-0.18059076368808746
Estepa,346881100100041797,333480.7,5265507.7,2.35,0.010791874,0.021701388,0.16841329634189606,0.09366697818040848,-0.20008176565170288,-0.16258201003074646
Estepa,346881100100041798,333527.0,5265540.8,1.98,0.0032069199,0.006424175,0.14338846504688263,0.07642202079296112,-0.21417543292045593,-0.18585354089736938
Estepa,346881100100041799,333573.3,5265573.7,2.27,0.0014152387,0.002832488,0.19348274171352386,0.10234451293945312,-0.21460282802581787,-0.16837282478809357
Estepa,346881100100041800,333619.8,5265606.9,2.98,0.005034565,0.010094633,0.21880501508712769,0.11051994562149048,-0.2031448930501938,-0.15118956565856934
Estepa,346881100100041801,333666.5,5265640.1,3.25,0.022817636,0.046165485,0.18505257368087769,0.09325370192527771,-0.22007045149803162,-0.17572668194770813
Estepa,346881100100041802,333712.9,5265673.2,2.54,0.049484216,0.10150839,0.17135167121887207,0.08533890545368195,-0.21725741028785706,-0.1828433722257614
Estepa,346881100100041803,333759.1,5265706.2,2.31,0.04629025,0.094798215,0.17667368054389954,0.08877921104431152,-0.23907852172851562,-0.19854730367660522
Estepa,346881100100041804,333805.4,5265739.2,2.31,0.0120771015,0.024301661,0.2035326510667801,0.10365710407495499,-0.23901602625846863,-0.18665100634098053
Estepa,346881100100041805,333851.8,5265772.2,2.65,0.025233382,0.051116258,0.23914633691310883,0.13368001580238342,-0.2105340212583542,-0.12899231910705566
Estepa,346881100100041806,333898.7,5265805.6,4.4,0.006677999,0.01340092,0.16405993700027466,0.09005499631166458,-0.19781804084777832,-0.1391468644142151
Estepa,346881100100041807,333945.6,5265839.0,2.09,0.008667269,0.01741031,0.15302228927612305,0.0812433585524559,-0.22646072506904602,-0.18395088613033295
Estepa,346881100100041808,333992.0,5265872.1,2.72,0.0064452263,0.012932291,0.16114945709705353,0.08582884073257446,-0.21106842160224915,-0.16210630536079407
Estepa,346881100100041809,334038.5,5265905.2,2.65,0.009951094,0.020002156,0.16011661291122437,0.08590003848075867,-0.22681885957717896,-0.17441833019256592
Estepa,346881100100041810,334085.1,5265938.4,2.95,0.004851908,0.009727499,0.19299139082431793,0.10052631795406342,-0.21519312262535095,-0.15630584955215454
Estepa,351000000100042757,320108.2,5262784.9,4.48,0.16975261,0.3721764,0.7455298900604248,0.4572821855545044,0.1880921870470047,0.4381152391433716
Estepa,351000000100042758,320154.5,5262817.7,4.55,0.094453685,0.19846497,0.8410098552703857,0.5633633732795715,0.3149186372756958,0.5875948071479797
Estepa,351000000100042759,320200.9,5262850.7,4.37,0.060437407,0.12469387,0.4363248944282532,0.26763150095939636,-0.003945315256714821,0.1581035554409027
Estepa,351000000100042765,320480.0,5263048.5,2.61,0.013115893,0.026405869,0.31921958923339844,0.18235339224338531,-0.1357279121875763,-0.030206570401787758
Estepa,351000000100042767,320571.8,5263114.0,3.32,0.15985665,0.34846437,0.7362706661224365,0.43906882405281067,0.13979409635066986,0.3853565752506256
Estepa,351000000100042769,320664.5,5263179.9,5.08,0.20257607,0.45290774,0.5841784477233887,0.3526759743690491,0.058269064873456955,0.24854034185409546
Estepa,351000000100042796,321970.6,5264105.6,2.24,0.025289737,0.05123207,0.22549183666706085,0.13519276678562164,-0.14483971893787384,-0.02658151462674141
Estepa,351000000100042874,325618.7,5266706.8,8.51,0.35530603,0.8786488,0.6546763777732849,0.3977208733558655,0.19351042807102203,0.3877321183681488
Estepa,351000000100042884,326084.9,5267037.9,6.23,0.20686166,0.46369386,0.5154348015785217,0.2653244733810425,0.024929063394665718,0.20482002198696136
Estepa,351000000100042889,326318.7,5267203.7,5.9,0.114443034,0.24312428,0.5112975239753723,0.33240020275115967,0.2606210708618164,0.4435434341430664
Estepa,351000100100041721,319626.8,5261656.1,4.96,0.051905744,0.10661131,0.5196250081062317,0.3074377775192261,0.08667192608118057,0.27488934993743896
Estepa,351000100100041731,320087.9,5261984.4,3.92,0.11408126,0.24230558,0.6104400157928467,0.4078465402126312,0.0631292462348938,0.23628026247024536
Estepa,351000100100041732,320133.8,5262017.2,2.46,0.00600394,0.01204418,0.6012768149375916,0.4019814729690552,0.065949946641922,0.2769092321395874
Estepa,351000100100041735,320271.3,5262115.3,3.77,0.1754277,0.38589913,0.5374637246131897,0.3299759328365326,0.00626326771453023,0.20463955402374268
Estepa,351000100100041736,320317.3,5262148.0,4.33,0.18697862,0.41413257,0.6752753853797913,0.43854767084121704,0.07013946026563644,0.2912485897541046
Estepa,351000100100041737,320363.0,5262180.7,3.1,0.118164405,0.25154838,0.559670627117157,0.3742222487926483,0.012509476393461227,0.2171480804681778
Estepa,351000100100041739,320455.4,5262246.4,2.27,0.018547034,0.03744342,0.563880205154419,0.41995537281036377,0.03440113365650177,0.24244390428066254
Estepa,351000100100041740,320501.6,5262279.3,2.5,0.044046894,0.09009897,0.8350023627281189,0.48672401905059814,0.1812257319688797,0.4949745535850525
Estepa,351000100100041743,320641.4,5262378.3,5.86,0.15492052,0.33673847,0.346535325050354,0.20270231366157532,-0.10992840677499771,0.010092772543430328
Estepa,351000100100041744,320688.6,5262411.5,2.72,0.04965927,0.10187724,0.3924980163574219,0.2357119917869568,-0.10350901633501053,0.001927546109072864
Estepa,351000100100041745,320735.3,5262444.6,3.17,0.040977627,0.08368704,0.36599233746528625,0.21038074791431427,-0.10488732159137726,0.03515202924609184
Estepa,351000100100041751,321016.1,5262643.1,3.02,0.051277995,0.105287306,0.39098021388053894,0.2277381420135498,-0.1018623635172844,0.006454641930758953
Estepa,351000100100041773,322035.5,5263367.5,2.72,0.049673494,0.10190718,0.5020408034324646,0.3138142228126526,0.014852010644972324,0.16800853610038757
Estepa,351000100100041774,322082.0,5263400.5,5.11,0.061206516,0.12633164,0.41196659207344055,0.25697222352027893,-0.019289813935756683,0.12103714048862457
Estepa,351000100100041789,322822.2,5263927.5,2.31,0.05018946,0.10299352,0.33266422152519226,0.18584173917770386,-0.11621740460395813,0.004541154485195875
Estepa,351000100100041791,322913.3,5263992.9,3.1,0.018951584,0.038268026,0.43009477853775024,0.25922396779060364,-0.05435355380177498,0.10124805569648743
Estepa,351000200100042742,319140.1,5260617.5,11.58,0.48343548,1.3225454,0.850418746471405,0.573355495929718,0.3206692039966583,0.5863203406333923
Estepa,351000200100042743,319185.3,5260650.1,13.45,0.69379145,2.3726313,0.8182284832000732,0.5755926966667175,0.3188473880290985,0.5673996806144714
Estepa,351000200100042744,319233.1,5260683.7,6.95,0.1404234,0.3026934,0.5401113033294678,0.3317588269710541,0.10894584655761719,0.2757991552352905
Estepa,351000200100042746,319325.5,5260749.6,12.33,0.861275,3.9727638,0.8525937795639038,0.600155234336853,0.3334847688674927,0.6144754886627197
Estepa,351000200100042747,319371.9,5260782.7,6.2,0.1800258,0.3970745,0.8570857048034668,0.6195405125617981,0.3497880697250366,0.6205952763557434
Estepa,351000200100042748,319418.9,5260816.0,4.18,0.01633133,0.03293302,0.45122554898262024,0.2794567346572876,0.08602944761514664,0.26512497663497925
Estepa,351000200100042749,319465.5,5260849.1,4.55,0.08238364,0.17197157,0.7577168345451355,0.5168218612670898,0.25611045956611633,0.4781472980976105
Estepa,351000200100042750,319511.8,5260882.1,7.09,0.027933214,0.056663644,0.8071267604827881,0.5286176800727844,0.2739231288433075,0.5329148173332214
Estepa,351000200100042751,319558.9,5260915.4,8.18,0.15579657,0.33880264,0.5526500940322876,0.34596145153045654,0.05584202706813812,0.18457481265068054
Estepa,351000200100042756,319840.0,5261114.7,3.25,0.021371966,0.043208532,0.2447405904531479,0.13287600874900818,-0.2285553365945816,-0.14863070845603943
Estepa,351000200100042758,319932.6,5261180.7,4.78,0.09704253,0.20418772,0.36791083216667175,0.21306365728378296,-0.12540847063064575,-0.010938058607280254
Estepa,351000200100042761,320069.6,5261278.9,4.96,0.21238592,0.47765508,0.2934510111808777,0.17007967829704285,-0.10262299329042435,-0.01201697438955307
Estepa,351000200100042801,321906.7,5262590.7,5.3,0.15984935,0.3484319,0.5037298202514648,0.3025171756744385,-0.04060770943760872,0.13096411526203156
Estepa,351000200100042812,322419.4,5262953.8,4.97,0.1851724,0.40967444,0.44890689849853516,0.28552111983299255,-0.03880526125431061,0.09419980645179749
Estepa,351000200100042816,322607.6,5263086.4,3.66,0.0898552,0.18832695,0.38425788283348083,0.2523312568664551,-0.050501659512519836,0.0694238469004631
Estepa,351000200100042906,326824.2,5266085.9,6.65,0.4088275,1.0521593,0.2050091177225113,0.11317639797925949,-0.16673265397548676,-0.10604901611804962
Estepa,351000200100042970,329835.4,5268229.3,2.16,0.03356578,0.06828715,0.19544988870620728,0.10063103586435318,-0.22925230860710144,-0.17668944597244263
Estepa,351000300100041662,319442.5,5260046.0,4.48,0.20809282,0.4667705,0.5130864381790161,0.3369932472705841,0.04931803420186043,0.20051930844783783
Estepa,351000300100041667,319671.1,5260210.0,2.95,0.01337317,0.026927251,0.3558555841445923,0.19943533837795258,-0.07867245376110077,0.07740656286478043
Estepa,351000300100041668,319716.1,5260242.5,6.5,0.24338855,0.5580262,0.3049575090408325,0.17890362441539764,-0.11176828294992447,0.05121683329343796
Estepa,351000300100041669,319761.5,5260275.2,5.94,0.2776988,0.65092397,0.6439857482910156,0.3980042636394501,0.06009337678551674,0.264096200466156
Estepa,351000300100041670,319807.6,5260308.1,2.27,0.014187944,0.028579626,0.49229225516319275,0.30420809984207153,0.040000151842832565,0.24741476774215698
Estepa,351000300100041671,319853.8,5260341.1,5.75,0.2602356,0.60310054,0.8091447949409485,0.5348069667816162,0.25091853737831116,0.5086883902549744
Estepa,351000300100041675,320040.6,5260473.8,6.8,0.17199664,0.3775717,0.6211929321289062,0.3952733278274536,0.12223711609840393,0.3192030191421509
Estepa,351000300100041676,320086.9,5260506.8,13.11,0.7808569,3.0464056,0.4578268229961395,0.2882954776287079,0.023953812196850777,0.18178215622901917
Estepa,351000300100041677,320132.6,5260539.6,13.86,0.820603,3.4507747,0.8589673638343811,0.5812861323356628,0.2939912974834442,0.5689838528633118
Estepa,351000300100041680,320319.5,5260672.2,17.56,0.9531763,6.212235,0.8592308163642883,0.5428846478462219,0.30102160573005676,0.590481698513031
Estepa,351000300100041681,320367.1,5260705.8,4.14,0.008692772,0.017461741,0.8693327903747559,0.5991971492767334,0.3352479934692383,0.607963502407074
Estepa,351000300100041698,321149.3,5261264.4,5.23,0.28485638,0.6708612,0.7119432687759399,0.41314375400543213,0.049729298800230026,0.23604978621006012
Estepa,351000300100041699,321195.5,5261297.3,3.21,0.1500647,0.3252604,0.7178301215171814,0.4264337718486786,0.12708145380020142,0.31723082065582275
Estepa,351000300100041700,321241.8,5261330.3,3.69,0.089831434,0.18827394,0.4585898220539093,0.279376357793808,0.032398637384176254,0.173735111951828
Estepa,351000300100041701,321288.0,5261363.2,3.4,0.1233296,0.26329392,0.48250845074653625,0.27370697259902954,-0.019802920520305634,0.12614189088344574
Estepa,351000300100041702,321334.4,5261396.2,4.33,0.22344045,0.5059393,0.6464657187461853,0.36448055505752563,0.07227499037981033,0.26792779564857483
Estepa,351000300100041703,321380.7,5261429.1,3.77,0.085069746,0.17783538,0.476516455411911,0.26592785120010376,0.03175095096230507,0.18787378072738647
Estepa,351000300100041718,322079.2,5261924.8,2.91,0.105541125,0.2231052,0.4233388304710388,0.24753437936306,-0.08123596757650375,0.029381491243839264
Estepa,351000300100041719,322125.7,5261957.8,2.61,0.013275517,0.0267293,0.41535136103630066,0.2436806559562683,-0.07002995163202286,0.04036740958690643
Estepa,351000300100041909,331021.3,5268285.6,2.46,0.029037036,0.05893611,0.22228237986564636,0.10524316877126694,-0.28341439366340637,-0.20797252655029297
Estepa,351000300100041911,331114.1,5268351.6,3.51,0.038887743,0.07933214,0.2016940712928772,0.09527673572301865,-0.265500009059906,-0.21684426069259644
Estepa,351000300100041913,331206.9,5268417.6,2.35,0.02013496,0.04068191,0.18975894153118134,0.08724784106016159,-0.2650199830532074,-0.212518572807312
Estepa,351000300100041915,331299.3,5268483.4,2.42,0.011075047,0.022273976,0.20981816947460175,0.09753318130970001,-0.26147693395614624,-0.19392643868923187
Estepa,351000300100041916,331345.3,5268516.3,4.48,0.22044346,0.49823,0.22134889662265778,0.1138225644826889,-0.23836708068847656,-0.16130311787128448
Estepa,351000300100041928,331902.2,5268912.5,2.09,0.005620598,0.0112729855,0.14767202734947205,0.07737146317958832,-0.22827881574630737,-0.1802370846271515
Estepa,351000300100041934,332178.9,5269109.9,2.87,0.08078932,0.16849825,0.12618353962898254,0.08046521991491318,-0.12029455602169037,-0.042300138622522354
Estepa,351000300100041935,332225.1,5269142.8,3.17,0.16563097,0.36224672,0.1658109575510025,0.08839371055364609,-0.2157144546508789,-0.1643621325492859
