sitio,shot,este,norte,rh95,cover,pai,NDVI,EVI,NDMI,NBR
Estepa,332030800400198256,334074.3,5265540.3,2.2,0.03296299,0.0670386,0.2050357162952423,0.10407635569572449,-0.24673771858215332,-0.18815237283706665
Estepa,332031100400192903,327269.0,5269177.1,2.69,0.007183273,0.014418464,0.31310880184173584,0.16464197635650635,-0.17555543780326843,-0.07437916845083237
Estepa,332031100400192904,327317.0,5269146.2,2.95,0.004410305,0.008840145,0.2238711565732956,0.12371595948934555,-0.1694074273109436,-0.08583755046129227
Estepa,332031100400192905,327364.8,5269115.4,2.13,0.007258972,0.014570965,0.269523948431015,0.1376609206199646,-0.2090662568807602,-0.12328752130270004
Estepa,332031100400192906,327412.5,5269084.7,4.11,0.007836099,0.015734008,0.2637399435043335,0.1436029076576233,-0.18178313970565796,-0.06784467399120331
Estepa,332031100400192907,327460.3,5269054.0,4.19,0.028467914,0.057763103,0.2427092343568802,0.13422338664531708,-0.18460094928741455,-0.06723417341709137
Estepa,332031100400192908,327508.1,5269023.2,3.47,0.025462512,0.051585488,0.23283648490905762,0.12925492227077484,-0.1912669837474823,-0.07645636051893234
Estepa,332031100400192909,327555.9,5268992.4,2.84,0.017839415,0.03600135,0.225204199552536,0.12406177073717117,-0.20252831280231476,-0.08853816241025925
Estepa,332031100400192910,327603.7,5268961.7,2.5,0.013257454,0.02669248,0.22952140867710114,0.12284990400075912,-0.20501984655857086,-0.09926564991474152
Estepa,332031100400192911,327651.3,5268931.0,2.54,0.00085634255,0.0017134199,0.2640253007411957,0.14793157577514648,-0.18115834891796112,-0.05930909141898155
Estepa,332031100400192912,327698.9,5268900.3,3.66,0.0869332,0.18190399,0.2965697944164276,0.1683751344680786,-0.169459730386734,-0.0368121862411499
Estepa,332031100400192913,327746.9,5268869.5,2.5,0.007884923,0.015832433,0.25001776218414307,0.13384580612182617,-0.19605115056037903,-0.09927099198102951
Estepa,332031100400192914,327794.6,5268838.8,1.9,0.0012338036,0.0024691327,0.2789350748062134,0.1466483324766159,-0.19351017475128174,-0.10428271442651749
Estepa,332031100400192915,327842.1,5268808.2,2.84,0.07020037,0.14557967,0.3135257959365845,0.16415809094905853,-0.17345914244651794,-0.08212199062108994
Estepa,332031100400192916,327889.5,5268777.6,2.73,0.10266065,0.21665879,0.30719196796417236,0.1616450697183609,-0.19058436155319214,-0.10109061747789383
Estepa,332031100400192917,327937.1,5268747.0,2.09,0.016751377,0.033786923,0.2781542241573334,0.1466238796710968,-0.20627133548259735,-0.12092716246843338
Estepa,332031100400192918,327984.7,5268716.3,2.17,0.05553248,0.11427245,0.29875755310058594,0.15810146927833557,-0.18031197786331177,-0.09015099704265594
Estepa,332031100400192919,328032.2,5268685.7,2.02,0.0076784873,0.015416318,0.26442641019821167,0.14418192207813263,-0.18361245095729828,-0.10091699659824371
Estepa,332031100400192920,328079.7,5268655.1,2.17,0.047936484,0.09825037,0.3402901887893677,0.18654939532279968,-0.15436704456806183,-0.05087994039058685
Estepa,332031100400192921,328127.3,5268624.5,2.17,0.02708089,0.0549097,0.333865225315094,0.1902199387550354,-0.17145641148090363,-0.06032774969935417
Estepa,332031100400192922,328174.9,5268593.8,3.1,0.05713612,0.117671475,0.3072676658630371,0.1607278436422348,-0.2025611400604248,-0.10772265493869781
Estepa,332031100400192923,328222.6,5268563.1,2.5,0.05397948,0.11098627,0.2897189259529114,0.15407687425613403,-0.1916545331478119,-0.11256485432386398
Estepa,332031100400192924,328270.3,5268532.4,2.88,0.05715927,0.11772059,0.27979883551597595,0.15601737797260284,-0.1655535101890564,-0.07981323450803757
Estepa,332031100400192925,328318.2,5268501.7,2.73,0.0037573897,0.0075289523,0.2423943132162094,0.1385597586631775,-0.16673517227172852,-0.0891333520412445
Estepa,332031100400192926,328365.9,5268470.9,2.54,0.013758116,0.027707534,0.25282981991767883,0.13478365540504456,-0.20690447092056274,-0.1215529814362526
Estepa,332031100400192927,328413.4,5268440.4,2.54,0.004303123,0.0086248405,0.2893601655960083,0.17309199273586273,-0.1797206550836563,-0.06301429122686386
Estepa,332031100400192928,328461.2,5268409.6,2.2,0.004972261,0.009969361,0.26095256209373474,0.1399262249469757,-0.22850924730300903,-0.12844258546829224
Estepa,332031100400192929,328508.9,5268379.0,2.17,0.033200268,0.06752937,0.26227688789367676,0.14474372565746307,-0.2169988602399826,-0.11493168771266937
Estepa,332031100400192930,328557.0,5268348.1,5.31,0.10817231,0.22898307,0.21273797750473022,0.13232523202896118,-0.19004178047180176,-0.07658525556325912
Estepa,332031100400192931,328604.9,5268317.3,4.86,0.12979148,0.2780722,0.2700093984603882,0.15567809343338013,-0.18972037732601166,-0.06132015958428383
Estepa,332031100400192932,328652.6,5268286.7,3.14,0.029020669,0.058901377,0.2693306803703308,0.15100687742233276,-0.18784089386463165,-0.07918723672628403
Estepa,332031100400192933,328699.8,5268256.2,4.93,0.099834934,0.21036972,0.2515427768230438,0.13513249158859253,-0.19964279234409332,-0.11144553124904633
Estepa,332031100400192934,328747.1,5268225.7,3.06,0.097012706,0.20410815,0.26888105273246765,0.14513929188251495,-0.18706388771533966,-0.09315522015094757
Estepa,332031100400192935,328794.7,5268195.1,1.94,0.0060646865,0.012166353,0.22899460792541504,0.12128640711307526,-0.20897628366947174,-0.14213594794273376
Estepa,332031100400192936,328842.3,5268164.5,2.5,0.0035978786,0.0072087506,0.2384038269519806,0.12490611523389816,-0.19944673776626587,-0.13054130971431732
Estepa,332031100400192937,328889.7,5268134.0,2.05,0.011560062,0.023254981,0.22632963955402374,0.12168411165475845,-0.21298180520534515,-0.12841317057609558
Estepa,332031100400192938,328937.4,5268103.3,2.05,0.0048047644,0.00963272,0.21013253927230835,0.11773104220628738,-0.19896848499774933,-0.1467796117067337
Estepa,332031100400192939,328985.3,5268072.6,2.17,0.011893704,0.023930194,0.2124638855457306,0.11770779639482498,-0.19846606254577637,-0.13532443344593048
Estepa,332031100400192940,329032.4,5268042.2,3.66,0.0042081033,0.008433989,0.23889869451522827,0.1246391013264656,-0.19673646986484528,-0.13333876430988312
Estepa,332031100400192941,329079.8,5268011.7,2.31,0.05039025,0.10341201,0.2685757577419281,0.14354093372821808,-0.20230630040168762,-0.11269000917673111
Estepa,332031100400192942,329127.5,5267981.0,2.02,0.0101796435,0.020463763,0.28244999051094055,0.16117402911186218,-0.21901987493038177,-0.11208070814609528
Estepa,332031100400192943,329175.2,5267950.4,2.54,0.038219623,0.07794038,0.2848345935344696,0.15258842706680298,-0.22499452531337738,-0.12109450250864029
Estepa,332031100400192944,329222.8,5267919.8,1.9,0.00805862,0.01618262,0.24341893196105957,0.1223381757736206,-0.21113896369934082,-0.1557985246181488
Estepa,332031100400192945,329270.3,5267889.2,1.98,0.037349764,0.07613225,0.2441975325345993,0.1194365844130516,-0.2423420548439026,-0.1785961240530014
Estepa,332031100400192946,329318.0,5267858.5,2.02,0.0057596415,0.01155263,0.22799700498580933,0.1106080710887909,-0.23705045878887177,-0.1841222047805786
Estepa,332031100400192947,329365.6,5267827.9,2.02,0.008737557,0.017552009,0.24878209829330444,0.11998546123504639,-0.22384844720363617,-0.16441404819488525
Estepa,332031100400192948,329413.1,5267797.4,2.17,0.025902886,0.052489486,0.2650282084941864,0.1437704861164093,-0.18422052264213562,-0.10224168747663498
Estepa,332031100400192949,329460.3,5267766.9,6.77,0.28086194,0.65956825,0.2971259355545044,0.1736999899148941,-0.09575936198234558,0.011929888278245926
Estepa,332031100400192950,329508.2,5267736.2,3.06,0.018444968,0.037234865,0.23477135598659515,0.14967575669288635,-0.05826850235462189,0.04844791442155838
Estepa,332031100400192951,329556.6,5267705.2,3.36,0.0040138643,0.008043905,0.14073598384857178,0.08616171032190323,-0.1364692598581314,-0.06240057200193405
Estepa,332031100400192952,329604.6,5267674.4,2.69,0.0070254817,0.0141006205,0.2062223255634308,0.11030852794647217,-0.1955317258834839,-0.13299241662025452
Estepa,332031100400192953,329652.4,5267643.7,3.25,0.014373879,0.028956652,0.18812918663024902,0.10211334377527237,-0.1723647117614746,-0.10984431952238083
Estepa,332031100400192954,329700.5,5267612.9,1.94,0.006127485,0.012292721,0.20840027928352356,0.11482591181993484,-0.1805684119462967,-0.1293761134147644
Estepa,332031100400192955,329748.1,5267582.2,2.8,0.07030496,0.14580469,0.21920284628868103,0.11606849730014801,-0.20778465270996094,-0.15539956092834473
Estepa,332031100400192956,329796.3,5267551.4,3.03,0.0065116226,0.013065889,0.1893022060394287,0.09907980263233185,-0.2038782238960266,-0.13629232347011566
Estepa,332031100400192957,329844.1,5267520.7,2.17,0.0337931,0.068756185,0.17183469235897064,0.08849450945854187,-0.2223195731639862,-0.16687828302383423
Estepa,332031100400192958,329892.1,5267489.9,3.06,0.011950703,0.02404557,0.15593291819095612,0.07886029034852982,-0.22209498286247253,-0.16606156527996063
Estepa,332031100400192959,329940.3,5267459.0,4.9,0.018963784,0.0382923,0.15101751685142517,0.08330534398555756,-0.19254615902900696,-0.1338459551334381
Estepa,332031100400192960,329988.3,5267428.2,2.02,0.021847837,0.044180736,0.1850271075963974,0.095164954662323,-0.23508095741271973,-0.18320296704769135
Estepa,332031100400192961,330036.0,5267397.6,2.02,0.021475367,0.04341928,0.1851338893175125,0.09575311094522476,-0.21953211724758148,-0.16743619740009308
Estepa,332031100400192962,330083.8,5267366.8,3.96,0.13090053,0.28062326,0.1983693540096283,0.09920351952314377,-0.2382560521364212,-0.1830626130104065
Estepa,332031100400192963,330132.1,5267335.9,4.26,0.103979915,0.21960178,0.1694299578666687,0.09283916652202606,-0.21267732977867126,-0.147177055478096
Estepa,332031100400192964,330180.3,5267305.1,2.09,0.024235124,0.049068075,0.1868332177400589,0.08988121151924133,-0.27090853452682495,-0.20783434808254242
Estepa,332031100400192965,330227.8,5267274.5,2.95,0.03562718,0.07255643,0.18870557844638824,0.0943508893251419,-0.23053081333637238,-0.17776943743228912
Estepa,332031100400192966,330275.3,5267243.9,2.43,0.012072936,0.024293011,0.19075697660446167,0.10750869661569595,-0.155605748295784,-0.08794792741537094
Estepa,332031100400192967,330322.9,5267213.3,2.2,0.037760355,0.076985516,0.2352377027273178,0.13734112679958344,-0.09523987025022507,-0.004428400192409754
Estepa,332031100400192968,330370.6,5267182.7,1.94,0.004073509,0.008163679,0.21794484555721283,0.11520009487867355,-0.2081606090068817,-0.15111269056797028
Estepa,332031100400192969,330418.2,5267152.1,1.94,0.017288396,0.034879584,0.19978336989879608,0.10340115427970886,-0.22883279621601105,-0.17610269784927368
Estepa,332031100400192970,330465.8,5267121.5,2.24,0.040610403,0.08291842,0.2108236402273178,0.11307264864444733,-0.19764800369739532,-0.14195209741592407
Estepa,332031100400192971,330513.4,5267090.9,3.55,0.050999254,0.104695156,0.20856459438800812,0.10563568770885468,-0.2262544333934784,-0.16626420617103577
Estepa,332031100400192972,330561.1,5267060.2,2.24,0.0034028192,0.0068172594,0.2144589126110077,0.10777061432600021,-0.2342003732919693,-0.18305669724941254
Estepa,332031100400192973,330608.6,5267029.6,3.06,0.087495014,0.18313514,0.20494161546230316,0.10822387784719467,-0.23407942056655884,-0.1852245330810547
Estepa,332031100400192974,330656.3,5266999.0,4.86,0.21616845,0.48720932,0.1894177943468094,0.09747496992349625,-0.22157353162765503,-0.16191484034061432
Estepa,332031100400192975,330704.2,5266968.3,4.45,0.10072652,0.21235195,0.19533449411392212,0.10281797498464584,-0.21217797696590424,-0.15191960334777832
Estepa,332031100400192976,330752.0,5266937.6,4.07,0.033834077,0.06884102,0.19826126098632812,0.1026492640376091,-0.22243091464042664,-0.16224664449691772
Estepa,332031100400192977,330799.6,5266907.0,3.32,0.075450845,0.15690666,0.2038312554359436,0.10738218575716019,-0.2253047078847885,-0.17193178832530975
Estepa,332031100400192978,330847.2,5266876.4,2.09,0.007669971,0.015399153,0.18654432892799377,0.09299462288618088,-0.246322363615036,-0.19289535284042358
Estepa,332031100400192979,330894.8,5266845.7,2.02,0.00296728,0.0059433943,0.18095763027668,0.08768217265605927,-0.2532782554626465,-0.20799019932746887
Estepa,332031100400192980,330942.2,5266815.2,3.81,0.12992169,0.2783715,0.18873010575771332,0.09509216994047165,-0.23830477893352509,-0.1915399581193924
Estepa,332031100400192981,330989.7,5266784.7,2.09,0.008636972,0.017349076,0.34773439168930054,0.19487804174423218,-0.1753719449043274,-0.0847560465335846
Estepa,332031100400192982,331037.2,5266754.1,2.61,0.026837,0.054408383,0.40155842900276184,0.22879433631896973,-0.1455036848783493,-0.0280725359916687
Estepa,332031100400192983,331084.8,5266723.5,2.02,0.0025287434,0.0050639007,0.24250316619873047,0.13978315889835358,-0.24642974138259888,-0.1655624806880951
Estepa,332031100400192984,331132.5,5266692.8,1.9,0.005163014,0.010352813,0.29206791520118713,0.1971854269504547,-0.1831521987915039,-0.048163652420043945
Estepa,332031100400192985,331180.2,5266662.1,3.36,0.14717768,0.31844422,0.42395496368408203,0.27554261684417725,-0.12081495672464371,0.05183330178260803
Estepa,332031100400192986,331228.2,5266631.3,2.99,0.086710386,0.18141592,0.36948466300964355,0.22491182386875153,-0.10783495008945465,0.020115116611123085
Estepa,332031100400192987,331276.0,5266600.6,2.2,0.033559173,0.06827201,0.27176907658576965,0.15194819867610931,-0.18966001272201538,-0.1003655195236206
Estepa,332031100400192988,331323.8,5266569.8,2.02,0.0033229003,0.0066568814,0.15905365347862244,0.08366146683692932,-0.22784797847270966,-0.19199006259441376
Estepa,332031100400192989,331371.5,5266539.2,2.13,0.024382444,0.049370065,0.17919199168682098,0.08673422783613205,-0.25523993372917175,-0.2126089632511139
Estepa,332031100400192990,331419.0,5266508.6,2.17,0.017771548,0.03586315,0.2089391052722931,0.10902805626392365,-0.22555488348007202,-0.17343302071094513
Estepa,332031100400192991,331467.0,5266477.8,2.73,0.004723281,0.009468973,0.18719308078289032,0.10132256895303726,-0.1987382471561432,-0.13754598796367645
Estepa,332031100400192992,331514.8,5266447.0,2.02,0.008434856,0.01694136,0.20554803311824799,0.10434785485267639,-0.23230981826782227,-0.1851014941930771
Estepa,332031100400192993,331562.5,5266416.3,2.05,0.0029227713,0.0058541135,0.18592649698257446,0.09324465692043304,-0.2277543842792511,-0.18320709466934204
Estepa,332031100400192994,331610.2,5266385.6,1.98,0.01733696,0.034978427,0.19751130044460297,0.09850741177797318,-0.23526065051555634,-0.18767620623111725
Estepa,332031100400192995,331657.9,5266354.9,2.24,0.006362227,0.012765159,0.2010364532470703,0.10239823907613754,-0.22865621745586395,-0.18067266047000885
Estepa,332031100400192996,331705.4,5266324.2,2.2,0.03898027,0.07952284,0.18994124233722687,0.10038680583238602,-0.21167363226413727,-0.16457830369472504
Estepa,332031100400192997,331753.2,5266293.4,3.18,0.009100268,0.018283969,0.14202028512954712,0.07567603886127472,-0.20241881906986237,-0.15041065216064453
Estepa,332031100400192998,331801.2,5266262.6,2.5,0.001487091,0.0029763984,0.1399250328540802,0.07304621487855911,-0.21950510144233704,-0.1713772863149643
Estepa,332031100400192999,331849.0,5266231.8,2.02,0.0058394247,0.011713129,0.14522655308246613,0.07767590135335922,-0.2042199969291687,-0.15957915782928467
Estepa,332031100400193000,331896.5,5266201.2,2.46,0.054267418,0.11159515,0.16164621710777283,0.08275608718395233,-0.22179903090000153,-0.17072466015815735
Estepa,332031100400193001,331944.1,5266170.5,2.28,0.031431388,0.0638733,0.15333491563796997,0.08006717264652252,-0.20950204133987427,-0.15653757750988007
Estepa,332031100400193002,331991.7,5266139.8,2.31,0.042608805,0.087088995,0.1724243462085724,0.09056506305932999,-0.215847909450531,-0.16460241377353668
Estepa,332031100400193003,332039.2,5266109.1,2.35,0.04776843,0.09789734,0.16655832529067993,0.08649885654449463,-0.22966520488262177,-0.17628881335258484
Estepa,332031100400193004,332086.8,5266078.4,3.03,0.069971465,0.1450873,0.18382088840007782,0.0933772474527359,-0.2341231256723404,-0.17842166125774384
Estepa,332031100400193005,332134.3,5266047.8,2.69,0.055954676,0.11516677,0.23930899798870087,0.12386903166770935,-0.22449511289596558,-0.15781472623348236
Estepa,332031100400193006,332182.1,5266017.0,2.65,0.01363503,0.027457938,0.18345536291599274,0.09534016251564026,-0.22582390904426575,-0.17260733246803284
Estepa,332031100400193007,332229.7,5265986.3,4.04,0.16940893,0.37128496,0.19799794256687164,0.09947019070386887,-0.23052114248275757,-0.17299383878707886
Estepa,332031100400193008,332277.7,5265955.5,2.95,0.051696006,0.106164195,0.16839009523391724,0.08627089858055115,-0.22003860771656036,-0.17085978388786316
Estepa,332031100400193009,332325.1,5265924.8,3.7,0.17066996,0.37432456,0.21582555770874023,0.10837200284004211,-0.21854527294635773,-0.16421395540237427
Estepa,332031100400193010,332372.7,5265894.1,2.02,0.018657686,0.037668355,0.17733989655971527,0.08327101916074753,-0.2630704641342163,-0.22344806790351868
Estepa,332031100400193011,332420.3,5265863.5,2.2,0.013781481,0.027754916,0.19819049537181854,0.09159016609191895,-0.2772389352321625,-0.23948174715042114
Estepa,332031100400193012,332467.7,5265832.8,2.24,0.014838471,0.029899627,0.21251624822616577,0.10074783861637115,-0.26458361744880676,-0.21974819898605347
Estepa,332031100400193013,332515.3,5265802.2,1.9,0.019343648,0.03906689,0.20921123027801514,0.09978853911161423,-0.2695937752723694,-0.22319944202899933
Estepa,332031100400193014,332562.9,5265771.5,2.09,0.04398213,0.08996012,0.26641616225242615,0.149091437458992,-0.20142817497253418,-0.11877128481864929
Estepa,332031100400193015,332610.6,5265740.8,2.61,0.049999453,0.10258905,0.25709640979766846,0.14297233521938324,-0.23922711610794067,-0.13946639001369476
Estepa,332031100400193016,332658.6,5265709.9,2.39,0.016553888,0.033385247,0.17432217299938202,0.09125132113695145,-0.23216646909713745,-0.18623413145542145
Estepa,332031100400193017,332706.2,5265679.3,2.17,0.014301071,0.028808916,0.19682100415229797,0.10469213873147964,-0.22575940191745758,-0.17480897903442383
Estepa,332031100400193018,332753.9,5265648.6,2.17,0.0098540075,0.019805891,0.18603868782520294,0.10835651308298111,-0.19391898810863495,-0.13111884891986847
Estepa,332031100400193019,332801.5,5265617.9,2.73,0.09667779,0.20336637,0.20693661272525787,0.11284560710191727,-0.20582789182662964,-0.14282459020614624
Estepa,332031100400193020,332849.2,5265587.2,3.55,0.06685918,0.13840492,0.21998758614063263,0.11471019685268402,-0.21819931268692017,-0.15377585589885712
Estepa,332031100400193021,332896.8,5265556.6,3.25,0.09378464,0.19697012,0.23272278904914856,0.1280522346496582,-0.2139609009027481,-0.14509239792823792
Estepa,332031100400193022,332944.5,5265525.9,2.17,0.021910945,0.044309776,0.2302561104297638,0.17851752042770386,-0.13136084377765656,-0.061798885464668274
Estepa,332031100400193023,332992.4,5265495.2,2.31,0.005116177,0.010258654,0.20724228024482727,0.125840425491333,-0.22168591618537903,-0.14832372963428497
Estepa,332031100400193024,333040.1,5265464.5,2.28,0.02915307,0.05917412,0.18973027169704437,0.10379845649003983,-0.2060026079416275,-0.14683310687541962
Estepa,332031100400193025,333087.7,5265433.9,2.2,0.035374276,0.07203198,0.17683011293411255,0.10412225872278214,-0.16939838230609894,-0.1093551367521286
Estepa,332031100400193026,333135.3,5265403.3,2.65,0.07683546,0.15990445,0.275518536567688,0.1752580851316452,-0.09894192218780518,-0.011915255337953568
Estepa,332031100400193027,333183.1,5265372.6,2.76,0.051477145,0.10570263,0.22714336216449738,0.13516388833522797,-0.13192586600780487,-0.048409853130578995
Estepa,332031100400193028,333230.7,5265342.0,2.46,0.042191543,0.08621747,0.2389431595802307,0.13599056005477905,-0.15723460912704468,-0.07171116769313812
Estepa,332031100400193029,333278.5,5265311.4,2.02,0.012304283,0.024761422,0.20345033705234528,0.11727312952280045,-0.18242089450359344,-0.11787399649620056
Estepa,332031100400193030,333326.2,5265280.7,2.28,0.015673602,0.031595804,0.17291370034217834,0.09694778919219971,-0.2061566710472107,-0.15516012907028198
Estepa,332031100400193031,333373.8,5265250.2,2.95,0.10339377,0.21829368,0.2650149464607239,0.15091872215270996,-0.15491223335266113,-0.08056365698575974
Estepa,332031100400193032,333421.6,5265219.6,2.28,0.03464848,0.07052765,0.3162112832069397,0.18334561586380005,-0.10850277543067932,-0.003396325744688511
Estepa,332031100400193033,333469.3,5265188.9,2.24,0.025794936,0.05226785,0.30311599373817444,0.17783884704113007,-0.07811233401298523,0.021577125415205956
Estepa,332031100400193034,333517.1,5265158.3,2.5,0.036904555,0.07520746,0.24264301359653473,0.1413431167602539,-0.1341436505317688,-0.06200142204761505
Estepa,332031100400193035,333564.9,5265127.7,5.49,0.12311694,0.26278764,0.2485581487417221,0.14868086576461792,-0.10426667332649231,-0.020155347883701324
Estepa,332031100400193036,333612.7,5265097.1,1.98,0.018219724,0.036775954,0.14406143128871918,0.08651545643806458,-0.2030072957277298,-0.15237025916576385
Estepa,332031100400193037,333660.5,5265066.5,1.94,0.0022120257,0.004428958,0.16819575428962708,0.09336192160844803,-0.22132077813148499,-0.17552416026592255
Estepa,332031100400193038,333708.2,5265035.9,2.02,0.005823544,0.01168118,0.21262839436531067,0.1132582575082779,-0.20934152603149414,-0.1450951248407364
Estepa,332031100400193039,333756.0,5265005.4,2.2,0.04147985,0.08473184,0.24153409898281097,0.1371721774339676,-0.15087062120437622,-0.07763636112213135
Estepa,332031100400193040,333803.8,5264974.8,2.05,0.0025154902,0.0050373273,0.15483151376247406,0.085690937936306,-0.20388442277908325,-0.15694884955883026
Estepa,332031100400193041,333851.6,5264944.2,2.13,0.0101057235,0.020314407,0.14413344860076904,0.08066721260547638,-0.23578763008117676,-0.19617198407649994
Estepa,332031100400193042,333899.4,5264913.7,1.94,0.004803643,0.009630467,0.19338612258434296,0.1029486283659935,-0.2578373849391937,-0.2113332599401474
Estepa,332031100400193043,333947.1,5264883.2,1.98,0.009281428,0.018649654,0.3543075919151306,0.21819856762886047,-0.12189844995737076,-0.005101997870951891
Estepa,332031100400193044,333994.9,5264852.6,1.98,0.0018983387,0.0038002904,0.5008471608161926,0.33516666293144226,0.0256185382604599,0.21865452826023102
Estepa,332031100400193045,334042.7,5264822.1,1.98,0.0057199313,0.0114727495,0.7008922696113586,0.45292404294013977,0.16073328256607056,0.42887982726097107
Estepa,332031100400193046,334090.4,5264791.6,2.2,0.0028267668,0.00566155,0.21161001920700073,0.12069905549287796,-0.18946117162704468,-0.09652707725763321
Estepa,346880000100042831,319175.1,5260941.5,4.67,0.11115749,0.2357084,0.7622630000114441,0.4890907108783722,0.20228645205497742,0.4565264880657196
Estepa,346880000100042874,321144.3,5262349.8,2.95,0.007807505,0.015676448,0.4500788450241089,0.2636744976043701,0.013866630382835865,0.17487052083015442
Estepa,346880000100042922,323367.1,5263933.2,4.14,0.07215078,0.1497872,0.49326303601264954,0.2919204533100128,-0.0035927891731262207,0.16307029128074646
Estepa,346880000100042979,326013.0,5265816.1,4.03,0.16387339,0.35803995,0.36892879009246826,0.2080783247947693,0.05694752186536789,0.1814655214548111
Estepa,346880000100042980,326058.6,5265848.8,4.78,0.22169968,0.50146556,0.3452214300632477,0.20083683729171753,0.011094762943685055,0.1405530869960785
Estepa,346880000100042982,326149.9,5265914.2,4.33,0.10104519,0.21307594,0.28431105613708496,0.16710373759269714,-0.0749107301235199,0.037746261805295944
Estepa,346880000100042997,326838.0,5266406.4,2.46,0.04086145,0.08344412,0.3745797872543335,0.237279012799263,-0.07520458102226257,0.07712255418300629
Estepa,346880000100042999,326930.5,5266472.4,6.39,0.39493656,1.0056349,0.6091415882110596,0.37349236011505127,0.08437080681324005,0.28091922402381897
Estepa,346880000100043037,328691.8,5267727.2,3.17,0.13359578,0.2868642,0.27246272563934326,0.17031468451023102,-0.10634135454893112,0.010277305729687214
Estepa,346880100100041756,319659.7,5260498.9,2.76,0.0044453153,0.0089105,0.8943782448768616,0.6174359917640686,0.361449271440506,0.6437004804611206
Estepa,346880100100041757,319705.9,5260531.9,5.41,0.091290265,0.19148318,0.89512699842453,0.6699936389923096,0.38505008816719055,0.6696450710296631
Estepa,346880100100041829,323026.2,5262900.5,3.36,0.039681245,0.08098425,0.743889331817627,0.45277050137519836,0.13968390226364136,0.36591339111328125
Estepa,346880100100041833,323214.0,5263033.5,2.54,0.07192502,0.14930002,0.37873920798301697,0.23677195608615875,-0.05397024005651474,0.07210810482501984
Estepa,346880100100041881,325451.5,5264623.0,6.42,0.45189536,1.2037143,0.3011816143989563,0.18013469874858856,-0.13874047994613647,-0.04020887240767479
Estepa,346880100100041901,326366.6,5265277.7,6.5,0.80832034,3.3169832,0.19260399043560028,0.11299322545528412,-0.1390070617198944,-0.06447352468967438
Estepa,346880100100041933,327841.6,5266330.4,2.46,0.06816782,0.14121807,0.49531397223472595,0.2997361719608307,-0.042541347444057465,0.12937834858894348
Estepa,346880100100041970,329557.1,5267552.7,2.31,0.042253044,0.08634815,0.22298404574394226,0.11932391673326492,-0.23983028531074524,-0.17954784631729126
Estepa,346880100100042000,330943.2,5268542.1,4.11,0.15246646,0.33092332,0.21739418804645538,0.10879623144865036,-0.2623966336250305,-0.18822410702705383
Estepa,346880100100042008,331313.6,5268805.9,2.5,0.06485776,0.13412496,0.3334418535232544,0.21085995435714722,-0.1335025280714035,0.00197304948233068
Estepa,346880200100042760,319133.6,5259430.3,5.94,0.07015152,0.14547919,0.9101008176803589,0.6482552886009216,0.4274786710739136,0.7086369395256042
Estepa,346880200100042761,319179.0,5259462.9,7.43,0.23141608,0.5265777,0.5952097773551941,0.3864896893501282,0.1488034576177597,0.36750704050064087
Estepa,346880200100042772,319685.3,5259824.6,10.24,0.50787926,1.4194845,0.6600320935249329,0.46404361724853516,0.19255290925502777,0.388802170753479
Estepa,346880200100042773,319731.2,5259857.4,3.85,0.0056374436,0.011306858,0.9162750244140625,0.709454357624054,0.4148229658603668,0.6596260070800781
Estepa,346880200100042775,319822.2,5259922.7,4.18,0.21764365,0.4910339,0.5973978638648987,0.3737238645553589,0.05034468322992325,0.237814798951149
Estepa,346880200100042776,319868.5,5259955.6,3.58,0.037832268,0.077136286,0.5161585211753845,0.3207394778728485,0.04660389572381973,0.24321778118610382
Estepa,346880200100042790,320512.3,5260415.3,4.03,0.16658753,0.3645309,0.7145711779594421,0.4602789282798767,0.09318816661834717,0.32995539903640747
Estepa,346880200100042792,320604.6,5260481.1,3.96,0.19830607,0.4421726,0.444979190826416,0.258695513010025,-0.003462577937170863,0.1565968543291092
Estepa,346880200100042793,320650.7,5260514.0,2.84,0.0077356896,0.015531664,0.7237645387649536,0.4271899461746216,0.156582310795784,0.3944094181060791
Estepa,346880200100042794,320696.8,5260546.8,4.56,0.21893466,0.494339,0.6093018054962158,0.3322341740131378,0.05432590842247009,0.2654924690723419
Estepa,346880200100042795,320743.1,5260579.7,3.81,0.006697001,0.013439153,0.5959616303443909,0.3137432634830475,0.057706091552972794,0.25344085693359375
Estepa,346880200100042798,320882.8,5260679.0,3.85,0.012349393,0.024852902,0.25981462001800537,0.15932303667068481,-0.1432565152645111,-0.0476444810628891
Estepa,346880200100042799,320928.6,5260711.7,3.73,0.030076612,0.061078455,0.5737879872322083,0.3553376793861389,0.07587327808141708,0.23048679530620575
Estepa,346880200100042800,320974.3,5260744.4,3.4,0.053433623,0.10983512,0.6455255150794983,0.4018479585647583,0.11919086426496506,0.31599554419517517
Estepa,346880200100042813,321577.6,5261173.6,4.14,0.013375106,0.026931118,0.14409178495407104,0.10234241932630539,-0.14696596562862396,-0.05807378515601158
Estepa,346880200100042825,322127.7,5261567.0,3.21,0.0076318886,0.015322451,0.629615068435669,0.3606482744216919,0.09858903288841248,0.29048898816108704
Estepa,346880200100042826,322173.7,5261599.8,5.27,0.107231595,0.22688554,0.6577282547950745,0.38424378633499146,0.10813509672880173,0.2926367223262787
