AOI,Grupo,n,mean,sd,min,p25,median,p75,p90,p95,p99,max
Bosque,Primavera,681,17.536294318155747,9.372193419678622,2.9552001953125,11.2930908203125,17.610107421875,22.49462890625,26.8203125,29.4100341796875,35.89477539062501,132.5576171875
Bosque,Verano,1086,16.70199894070845,7.954346716184559,1.369384765625,10.4666748046875,16.548309326171875,22.33270263671875,26.62127685546875,29.073699951171875,34.87253723144533,59.681884765625
Bosque,Otoño,93,14.573699623025874,6.873572326620775,3.3248291015625,8.085205078125,14.4993896484375,19.08642578125,24.069848632812498,26.21695556640624,28.398193359374993,32.2362060546875
Bosque,Invierno,89,9.773721416344804,5.201326178676501,2.8587646484375,5.0345458984375,8.17333984375,14.177734375,17.6857177734375,19.029821777343745,20.74960693359376,22.45159912109375
Estepa,Verano,783,11.16790085520933,5.513747892527942,1.894775390625,8.2413330078125,10.3643798828125,13.17041015625,17.0243896484375,20.0677978515625,25.80683471679683,76.7574462890625
Estepa,Otoño,699,11.909978732871737,7.4074605124646675,0.9239501953125,8.2183837890625,11.4664306640625,14.139892578125,19.0578857421875,21.459271240234376,29.2065478515625,120.06396484375
Estepa,Invierno,188,8.769862073533078,5.336898657416997,1.51519775390625,4.443817138671875,7.966796875,12.16583251953125,17.492919921875004,19.044131469726565,21.662932128906235,25.3133544921875
Estepa,Primavera,253,8.772855374181695,4.9408068114626955,1.3878173828125,3.6817626953125,9.42724609375,11.793701171875,15.09345703125,17.852258300781248,20.873745117187497,23.4276123046875
