AOI,Grupo,n,mean,sd,min,p25,median,p75,p90,p95,p99,max
Bosque,0.0,1758,16.73965079141558,8.710879876270631,2.09716796875,10.158920288085938,16.6214599609375,22.33685302734375,26.706640625,29.379864501953122,35.11420349121095,132.5576171875
Bosque,1.0,191,15.06542649194208,5.821952663525989,1.369384765625,11.02349853515625,14.59521484375,18.7513427734375,23.3050537109375,25.613525390625,27.488305664062494,28.5589599609375
Estepa,0.0,1551,11.900394717621696,6.260328523814796,1.51519775390625,8.8336181640625,11.0765380859375,13.94903564453125,18.3851318359375,20.43133544921875,28.21612548828125,120.06396484375
Estepa,1.0,372,6.667461764427923,4.452484177064136,0.9239501953125,3.0288848876953125,5.3033447265625,8.97113037109375,12.747851562500005,14.758923339843745,21.026189575195314,24.6363525390625
