archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041565,-42.749917,-71.195826,320294.2,5264617.8,1242.9473,0,50,0.84277576,-1.45,-0.14,1.16,2.84,3.4
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041566,-42.749633,-71.195256,320340.0,5264650.5,1230.2346,0,50,0.8258403,-1.04,0.11,1.34,3.18,3.81
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041567,-42.749347,-71.194682,320386.1,5264683.6,1226.3802,0,50,0.8275434,-1.08,0.03,1.23,2.84,3.33
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041568,-42.749060,-71.194108,320432.3,5264716.6,1222.333,1,50,0.8805056,-1.08,-0.07,0.97,2.32,2.8
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041569,-42.748775,-71.193537,320478.2,5264749.4,1211.9045,1,50,0.8795945,-1.3,-0.03,1.23,3.03,3.62
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041570,-42.748490,-71.192966,320524.2,5264782.4,1203.2109,0,50,0.87191063,-1.12,-0.07,0.97,2.39,2.91
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041571,-42.748204,-71.192392,320570.3,5264815.4,1197.943,0,50,0.8539394,-1.3,0.29,1.98,4.04,4.71
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041572,-42.747916,-71.191817,320616.5,5264848.5,1196.5088,0,50,0.8673545,-1.57,-0.03,1.45,3.59,4.3
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041573,-42.747628,-71.191239,320663.0,5264881.8,1200.0621,0,50,0.8465549,-1.12,0.03,1.27,2.88,3.36
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041574,-42.747340,-71.190663,320709.3,5264914.9,1199.5554,1,50,0.88654816,-0.71,1.3,3.7,6.84,7.82
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041575,-42.747052,-71.190085,320755.8,5264948.2,1202.7507,1,50,0.9004378,-0.97,0.89,3.03,6.06,6.99
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041576,-42.746765,-71.189509,320802.1,5264981.3,1201.0664,0,50,0.8561039,-2.46,-0.29,1.87,4.97,5.83
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041577,-42.746474,-71.188926,320849.0,5265014.9,1214.4263,0,50,0.85163224,-0.74,1.94,4.45,7.1,7.82
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041578,-42.746181,-71.188338,320896.2,5265048.6,1236.5809,0,50,0.7892607,0.74,3.44,6.02,8.64,9.24
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041579,-42.745887,-71.187747,320943.8,5265082.6,1265.448,0,50,0.73659813,-1.53,-0.18,1.08,2.73,3.18
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041580,-42.745599,-71.187172,320990.0,5265115.7,1263.6426,0,50,0.77245873,-1.42,-0.22,0.89,2.32,2.8
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041581,-42.745312,-71.186596,321036.3,5265148.8,1261.136,1,50,0.8768893,-1.38,0.29,2.13,4.26,4.82
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041582,-42.745022,-71.186017,321082.9,5265182.2,1267.7671,1,50,0.889237,-2.46,-0.63,0.93,2.76,3.29
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041583,-42.744737,-71.185446,321128.8,5265215.1,1255.217,0,50,0.8394499,-1.79,0.33,2.58,5.38,6.06
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041584,-42.744450,-71.184872,321175.0,5265248.2,1251.8682,0,50,0.6934663,-0.71,0.22,1.23,2.43,2.73
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041585,-42.744152,-71.184273,321223.2,5265282.6,1295.7819,0,50,-1.5308324,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041586,-42.743864,-71.183696,321269.5,5265315.7,1295.1067,0,50,-0.28342947,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041587,-42.743576,-71.183120,321315.9,5265349.0,1295.1832,0,50,18.138758,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041588,-42.743288,-71.182544,321362.2,5265382.1,1294.6786,0,50,22.004555,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041589,-42.743000,-71.181967,321408.6,5265415.3,1294.6604,0,50,-0.41111267,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041590,-42.742712,-71.181390,321454.9,5265448.5,1294.8672,0,50,3.1880662,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041591,-42.742424,-71.180814,321501.3,5265481.7,1294.6868,0,50,0.2478389,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041592,-42.742136,-71.180237,321547.7,5265514.9,1294.8981,0,50,-1.129381,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041593,-42.741849,-71.179661,321594.1,5265548.1,1295.0181,0,50,-1.497208,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041594,-42.741561,-71.179084,321640.4,5265581.3,1294.4114,0,50,2.511132,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041595,-42.741273,-71.178508,321686.8,5265614.4,1294.3403,0,50,3.4798598,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041596,-42.740986,-71.177931,321733.1,5265647.6,1293.8795,0,50,4.9626513,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041597,-42.740698,-71.177355,321779.5,5265680.8,1294.0967,0,50,2.3375194,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041598,-42.740410,-71.176778,321825.9,5265713.9,1294.3085,0,50,-6.185749,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041599,-42.740123,-71.176201,321872.3,5265747.1,1294.0979,0,50,3.925771,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041600,-42.739835,-71.175625,321918.6,5265780.2,1293.9203,0,50,-2.117335,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041601,-42.739548,-71.175048,321965.0,5265813.4,1293.6602,0,50,-0.11193609,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041602,-42.739260,-71.174472,322011.4,5265846.5,1293.5366,0,50,5.3076606,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041603,-42.738972,-71.173895,322057.8,5265879.7,1293.7867,0,50,-0.07332555,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041604,-42.738685,-71.173318,322104.2,5265912.8,1293.6495,0,50,3.0428102,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041605,-42.738382,-71.172706,322153.4,5265947.8,1362.4607,0,50,0.4741985,-0.59,0.22,1.08,2.05,2.28
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041606,-42.738098,-71.172138,322199.1,5265980.5,1346.1095,1,50,0.87572914,-0.82,1.01,3.18,5.76,6.66
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041607,-42.737807,-71.171554,322246.1,5266014.0,1361.1454,0,50,0.86653584,-0.07,2.54,5.65,9.65,10.36
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041608,-42.737514,-71.170964,322293.5,5266047.8,1385.5793,0,50,0.8361535,-0.14,2.32,4.9,8.45,9.16
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041609,-42.737224,-71.170381,322340.4,5266081.3,1399.5282,0,50,0.80857134,-2.32,-0.37,1.49,3.85,4.45
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041610,-42.736938,-71.169809,322386.4,5266114.2,1389.9874,0,50,0.8502496,-0.82,0.71,2.43,4.6,5.2
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041611,-42.736655,-71.169241,322432.1,5266146.9,1372.9458,0,50,0.8342608,-1.9,0.18,2.46,5.16,5.91
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041612,-42.736372,-71.168677,322477.4,5266179.4,1348.3489,0,50,0.8200895,-1.04,1.01,3.25,5.94,6.58
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041613,-42.736089,-71.168111,322523.0,5266212.0,1329.2212,0,50,0.8279025,-1.79,-0.11,1.53,3.89,4.52
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041614,-42.735806,-71.167544,322568.6,5266244.7,1309.9835,0,50,0.8058195,-1.23,0.44,2.28,4.64,5.35
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041615,-42.735520,-71.166972,322614.6,5266277.6,1302.0851,0,50,0.81847787,-1.19,0.33,2.09,4.41,5.05
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041616,-42.735235,-71.166400,322660.7,5266310.5,1293.7682,1,50,0.8781031,-1.53,0.41,2.43,5.35,6.09
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041617,-42.734954,-71.165839,322705.8,5266342.9,1263.5172,0,50,0.80635864,-0.44,1.6,4.11,6.73,7.29
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041618,-42.734672,-71.165275,322751.1,5266375.4,1238.9723,0,50,0.8612358,-1.45,0.11,1.75,4.22,4.9
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041619,-42.734386,-71.164703,322797.2,5266408.4,1231.3643,0,50,0.846824,-2.09,-0.18,1.64,3.74,4.34
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041620,-42.734101,-71.164133,322843.0,5266441.2,1219.2438,0,50,0.80295444,-1.12,0.71,2.65,5.01,5.65
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041621,-42.733815,-71.163559,322889.1,5266474.2,1213.5695,0,50,0.8314329,-0.82,1.16,3.7,6.39,7.03
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041622,-42.733528,-71.162985,322935.3,5266507.2,1210.1622,0,50,0.8213775,-1.45,0.37,2.58,4.97,5.53
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041623,-42.733245,-71.162420,322980.8,5266539.8,1188.7098,0,50,0.80000246,0.71,2.88,5.16,7.63,8.08
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041624,-42.732967,-71.161866,323025.4,5266571.9,1145.0491,0,50,0.8172828,1.49,4.04,6.81,9.01,9.5
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041625,-42.732685,-71.161302,323070.7,5266604.4,1120.1919,1,50,0.8486959,-1.64,0.03,1.83,6.36,7.25
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041626,-42.732373,-71.160669,323121.6,5266640.4,1230.926,0,50,0.893106,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041627,-42.732095,-71.160116,323166.1,5266672.4,1187.3195,0,50,0.86337477,0.26,3.59,6.36,9.57,10.32
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041628,-42.731806,-71.159536,323212.8,5266705.7,1194.138,0,50,0.86748034,2.5,5.5,8.64,11.37,11.97
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041629,-42.731513,-71.158948,323260.1,5266739.5,1217.4156,0,50,0.8313884,-0.44,1.01,2.76,4.71,5.08
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041630,-42.731224,-71.158369,323306.7,5266772.8,1224.2772,1,50,0.8586012,-1.75,-0.11,1.53,3.29,3.7
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041631,-42.730932,-71.157784,323353.8,5266806.4,1242.0792,0,50,0.7403386,0.26,2.13,4.11,6.21,6.62
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041632,-42.730640,-71.157197,323400.9,5266840.1,1262.3955,0,50,0.87082434,-3.44,-0.97,1.34,4.78,5.65
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041633,-42.730348,-71.156612,323448.0,5266873.7,1280.9456,0,50,0.8042362,0.59,3.33,6.09,8.71,9.31
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041634,-42.730055,-71.156023,323495.4,5266907.5,1305.845,1,50,0.8881295,-0.11,2.54,5.42,9.61,10.66
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041635,-42.729759,-71.155429,323543.2,5266941.6,1341.3135,0,50,0.8130039,-0.07,1.57,3.7,5.87,6.32
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041636,-42.729463,-71.154833,323591.1,5266975.7,1379.3167,0,50,0.83474326,1.19,3.18,5.27,7.48,7.85
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041637,-42.729167,-71.154238,323639.0,5267009.8,1415.607,0,50,0.8237938,-2.17,0.33,3.14,5.91,6.58
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041638,-42.728873,-71.153649,323686.4,5267043.7,1441.6338,0,50,0.818845,-1.64,0.52,3.06,5.76,6.32
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041639,-42.728580,-71.153060,323733.8,5267077.5,1467.3483,0,50,0.8554885,-2.05,-0.22,1.53,3.7,4.37
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041640,-42.728293,-71.152486,323780.0,5267110.5,1461.6917,0,50,0.845378,-3.48,-1.42,0.48,2.65,3.36
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041641,-42.728010,-71.151921,323825.4,5267143.1,1439.8329,0,50,0.809164,-2.13,-0.26,1.6,4.45,5.2
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041642,-42.727725,-71.151353,323871.2,5267175.9,1425.2117,0,50,0.7766274,-0.11,1.6,3.77,5.87,6.24
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041643,-42.727428,-71.150755,323919.3,5267210.2,1467.2603,0,50,-4.6717787,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041644,-42.727140,-71.150179,323965.6,5267243.4,1466.6683,0,50,3.106999,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041645,-42.726852,-71.149602,324012.0,5267276.6,1467.0242,0,50,-4.3831286,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041646,-42.726564,-71.149026,324058.4,5267309.8,1466.9542,0,50,-1.2747744,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041647,-42.726276,-71.148450,324104.7,5267342.9,1466.2521,0,50,-0.3504109,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041648,-42.725988,-71.147873,324151.1,5267376.1,1466.8636,0,50,-9.023353,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041649,-42.725700,-71.147297,324197.5,5267409.3,1466.2473,0,50,0.07449588,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041650,-42.725412,-71.146721,324243.8,5267442.5,1466.1661,0,50,0.03110408,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041651,-42.725124,-71.146145,324290.2,5267475.7,1466.2354,0,50,-0.4304937,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041652,-42.724836,-71.145568,324336.6,5267508.9,1465.8358,0,50,10.928223,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041653,-42.724547,-71.144992,324383.0,5267542.1,1466.0071,0,50,-0.26599005,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041654,-42.724276,-71.144453,324426.3,5267573.4,1392.5703,0,50,0.82199323,-1.38,-0.18,1.01,2.54,3.03
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041655,-42.723991,-71.143885,324472.1,5267606.2,1377.1495,1,50,0.86551416,-1.72,-0.11,1.45,3.25,3.7
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041656,-42.723705,-71.143315,324517.9,5267639.1,1364.8856,0,50,0.83335495,-1.08,-0.03,1.01,2.35,2.76
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041657,-42.723420,-71.142746,324563.7,5267671.9,1350.3351,0,50,0.67880285,-0.82,0.71,2.39,4.22,4.67
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041658,-42.723136,-71.142178,324609.4,5267704.7,1334.354,0,50,0.82834566,-1.16,-0.11,0.93,2.35,2.8
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041659,-42.722850,-71.141606,324655.4,5267737.7,1325.5142,0,50,0.8176467,-1.42,-0.22,0.86,2.28,2.73
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041660,-42.722566,-71.141039,324701.0,5267770.4,1307.4835,0,50,0.85025376,-1.23,-0.11,1.01,2.5,3.03
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041661,-42.722280,-71.140469,324746.9,5267803.3,1295.5175,0,50,0.83615196,-1.79,-0.29,1.08,2.84,3.36
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041662,-42.721996,-71.139902,324792.5,5267836.0,1276.5756,1,50,0.90077305,-1.3,0.37,2.17,4.6,5.31
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041663,-42.721712,-71.139335,324838.2,5267868.8,1259.2573,0,50,0.8507823,-1.72,-0.22,1.27,3.14,3.7
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041664,-42.721427,-71.138766,324884.0,5267901.6,1245.8678,0,50,0.8679653,-2.28,-0.48,1.23,3.44,4.11
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041665,-42.721141,-71.138195,324929.9,5267934.5,1234.59,0,50,0.8401746,-1.12,0.22,1.64,3.44,3.96
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041666,-42.720852,-71.137618,324976.4,5267967.8,1237.9441,1,50,0.89556515,-0.89,1.19,3.89,7.07,7.78
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041667,-42.720563,-71.137039,325022.9,5268001.1,1243.3081,0,50,0.79294884,-1.42,-0.14,1.12,2.65,3.06
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041668,-42.720280,-71.136474,325068.4,5268033.7,1221.5133,1,50,0.8940205,-1.34,0.14,1.79,4.41,5.16
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041669,-42.719990,-71.135894,325115.1,5268067.1,1230.268,0,50,0.8629829,-1.3,1.38,4.41,9.8,10.92
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041670,-42.719695,-71.135303,325162.6,5268101.0,1259.2007,0,50,0.82635355,-1.42,0.26,1.98,4.56,5.38
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041671,-42.719412,-71.134738,325208.1,5268133.7,1237.9445,0,50,0.829525,-0.63,1.19,3.14,5.31,5.8
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041672,-42.719129,-71.134173,325253.5,5268166.3,1215.3822,1,50,0.87665814,-1.12,0.48,2.17,4.15,4.75
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041673,-42.718844,-71.133604,325299.4,5268199.1,1203.6201,0,50,0.87103456,-1.64,-0.22,1.16,2.91,3.48
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041674,-42.718554,-71.133024,325346.1,5268232.5,1211.6835,0,50,0.8438801,-1.3,0.78,3.55,6.77,7.52
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041675,-42.718262,-71.132440,325393.0,5268266.1,1226.3987,0,50,0.7689441,-1.72,-0.29,1.04,2.76,3.33
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041676,-42.717978,-71.131872,325438.7,5268298.9,1211.0457,0,50,0.8747006,-3.4,-1.16,0.93,3.18,3.85
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041677,-42.717692,-71.131302,325484.6,5268331.8,1200.1748,1,50,0.89742815,-1.75,0.29,2.46,5.27,6.17
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041678,-42.717406,-71.130730,325530.6,5268364.8,1192.3177,0,50,0.88130707,-3.03,-0.56,1.87,5.12,6.09
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041679,-42.717203,-71.130350,325561.2,5268388.1,810.5886,0,50,-0.8866669,0.0,0.0,0.0,0.0,0.0
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041680,-42.716837,-71.129596,325621.9,5268430.3,1159.3384,1,50,0.90629303,-0.48,1.6,4.0,7.22,8.23
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041681,-42.716551,-71.129025,325667.9,5268463.2,1149.8407,1,50,0.9001648,-0.89,0.59,2.43,5.31,6.32
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041682,-42.716265,-71.128453,325713.9,5268496.2,1141.8536,0,50,0.8607491,-0.97,0.52,2.28,5.16,6.02
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041683,-42.715978,-71.127881,325760.0,5268529.2,1135.6254,0,50,0.8237944,-0.93,0.07,1.12,2.69,3.21
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041684,-42.715688,-71.127302,325806.6,5268562.6,1142.9211,0,50,0.8778305,-1.42,0.07,1.68,4.0,4.82
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041685,-42.715397,-71.126719,325853.5,5268596.1,1155.666,1,50,0.88094765,-1.34,0.86,3.1,5.72,6.47
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041686,-42.715106,-71.126137,325900.3,5268629.7,1168.7921,0,50,0.8800905,-1.45,0.11,1.83,4.67,5.46
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041687,-42.714814,-71.125554,325947.3,5268663.2,1183.0184,0,50,0.86771667,-1.98,0.22,2.73,6.32,7.25
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041688,-42.714522,-71.124969,325994.4,5268696.9,1202.025,0,50,0.81768054,-1.68,0.63,3.4,6.43,7.14
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041689,-42.714229,-71.124382,326041.6,5268730.7,1223.6853,0,50,0.8550715,-2.2,0.29,2.91,6.51,7.55
GEDI02_A_2024332120747_O33757_01_T10279_02_004_02_V003.h5,BEAM0001,337570100100041690,-42.713936,-71.123796,326088.8,5268764.4,1243.9626,1,50,0.87098,-2.05,-0.52,0.74,2.28,2.76
