aoi,granule,acquisition_datetime,beam,longitude,latitude,delta_time,rgt,cycle,region,version,revision,orbit_number,sc_orient,segment_id_beg,segment_id_end,h_te_best_fit_m,h_te_uncertainty_m,h_canopy_m,h_canopy_uncertainty_m,h_max_canopy_m,canopy_openness_m,rh50_m,rh75_m,rh90_m,rh95_m,rh98_m,rh100_m,n_ca_photons,n_te_photons,segment_landcover,segment_snowcover,cloud_flag_atm,msw_flag,night_flag,terrain_flg,year,month,season,landcover_label,qa_valid_height,qa_operational,qa_uncertainty_available,qa_conservative,uncertainty_ratio,height_class,segment_key,este_utm19s,norte_utm19s,aoi_normalizado,nivel,dentro_aoi,fuera_del_borde_m,fecha,extremo_3iqr
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.54549407958984,-42.67149353027344,28319367.008656565,872.0,1.0,13.0,007,02,1073.0,1.0,1769827.0,1769831.0,1089.466064453125,77.75824737548828,10.3958740234375,44.17817687988281,11.5216064453125,3.1328625679016113,,,,,,,34.0,14.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,4.249587555628618,10–20 m,872_gt1l_1769827,291413.4,5272522.6,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.5466537475586,-42.66254806518555,28319367.149575923,872.0,1.0,13.0,007,02,1073.0,1.0,1769877.0,1769881.0,1102.4019775390625,39.389915466308594,16.274169921875,47.60184097290039,17.76904296875,4.194454669952393,,,,,,,56.0,28.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,2.924993483625617,10–20 m,872_gt1l_1769877,291288.4,5273513.2,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.54898834228516,-42.644657135009766,28319367.431452956,872.0,1.0,13.0,007,02,1073.0,1.0,1769977.0,1769981.0,1054.567626953125,70.2439956665039,17.85791015625,62.588069915771484,17.881591796875,4.6583051681518555,,,,,,,67.0,15.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,3.504781319210893,10–20 m,872_gt1l_1769977,291037.2,5275494.2,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.54944610595703,-42.64107894897461,28319367.487903725,872.0,1.0,13.0,007,02,1073.0,1.0,1769997.0,1770001.0,968.2887573242188,42.15372085571289,16.3182373046875,52.965641021728516,16.3182373046875,2.8460967540740967,,,,,,,46.0,23.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,3.2457942627488237,10–20 m,872_gt1l_1769997,290987.6,5275890.4,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55226135253906,-42.61943054199219,28319367.828952406,872.0,1.0,13.0,007,02,1073.0,1.0,1770118.0,1770122.0,1110.766357421875,111.52867126464844,20.450927734375,75.54380798339844,24.3807373046875,5.393912315368652,,,,,,,68.0,10.0,30.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Herbáceas,1,1,1,1,3.693906162331228,20–30 m,872_gt1l_1770118,290684.2,5278287.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55400085449219,-42.60601043701172,28319368.04040843,872.0,1.0,13.0,007,02,1073.0,1.0,1770193.0,1770197.0,1215.896240234375,110.33078002929688,21.76123046875,82.46868896484375,23.02392578125,5.5621018409729,,,,,,,53.0,11.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,3.789707070253775,20–30 m,872_gt1l_1770193,290496.6,5279773.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55504608154297,-42.59796142578125,28319368.167141117,872.0,1.0,13.0,007,02,1073.0,1.0,1770238.0,1770242.0,1371.1759033203125,228.1967315673828,24.468017578125,130.14479064941406,25.0181884765625,5.164793014526367,,,,,,,60.0,6.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,5.318975688727911,20–30 m,872_gt1l_1770238,290383.8,5280664.8,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55528259277344,-42.59617233276367,28319368.195375662,872.0,1.0,13.0,007,02,1073.0,1.0,1770248.0,1770252.0,1359.41455078125,226.9383544921875,24.14599609375,102.03079223632812,24.9130859375,6.396184921264648,,,,,,,60.0,6.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,4.225578097510667,20–30 m,872_gt1l_1770248,290358.4,5280862.9,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.5572509765625,-42.580963134765625,28319368.434911273,872.0,1.0,13.0,007,02,1073.0,1.0,1770333.0,1770337.0,1069.8631591796875,134.4349365234375,21.1427001953125,69.50657653808594,23.6610107421875,5.297640323638916,,,,,,,70.0,8.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,3.2874976183740277,20–30 m,872_gt1l_1770333,290145.9,5282547.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55760192871094,-42.578277587890625,28319368.477247547,872.0,1.0,13.0,007,02,1073.0,1.0,1770348.0,1770352.0,1000.5059814453125,77.1568374633789,19.58343505859375,54.915340423583984,19.90325927734375,4.910488605499268,,,,,,,62.0,13.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,2.8041730298733074,10–20 m,872_gt1l_1770348,290108.1,5282844.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.5577163696289,-42.57738494873047,28319368.49138116,872.0,1.0,13.0,007,02,1073.0,1.0,1770353.0,1770357.0,983.3414306640625,140.20877075195312,18.3858642578125,69.89256286621094,18.50531005859375,4.27969217300415,,,,,,,56.0,7.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,3.801429287530624,10–20 m,872_gt1l_1770353,290095.7,5282943.2,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.55887603759766,-42.56843948364258,28319368.632340543,872.0,1.0,13.0,007,02,1073.0,1.0,1770403.0,1770407.0,810.544677734375,115.59920501708984,24.4208984375,57.95063400268555,27.19677734375,6.671922206878662,,,,,,,56.0,7.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,2.372993530561443,20–30 m,872_gt1l_1770403,289970.5,5283933.7,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1l,-71.56027221679688,-42.557701110839844,28319368.801429577,872.0,1.0,13.0,007,02,1073.0,1.0,1770463.0,1770467.0,705.6160278320312,46.83731460571289,18.272705078125,37.31521987915039,18.8634033203125,5.378894329071045,,,,,,,51.0,15.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,2.042128941479057,10–20 m,872_gt1l_1770463,289819.8,5285122.7,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54251098632812,-42.685546875,28319367.136545196,872.0,1.0,13.0,007,02,1073.0,1.0,1769748.0,1769752.0,1353.719482421875,96.6812973022461,15.8990478515625,36.93881607055664,23.4569091796875,3.929018974304199,,,,,,,149.0,14.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,2.3233351088333527,10–20 m,872_gt1r_1769748,291704.8,5270969.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.5433120727539,-42.679283142089844,28319367.23537585,872.0,1.0,13.0,007,02,1073.0,1.0,1769783.0,1769787.0,1182.1031494140625,74.25855255126953,24.3363037109375,39.35541915893555,29.3614501953125,7.637585639953613,,,,,,,193.0,16.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.6171485869995936,20–30 m,872_gt1r_1769783,291618.3,5271663.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54389953613281,-42.67481231689453,28319367.305890143,872.0,1.0,13.0,007,02,1073.0,1.0,1769808.0,1769812.0,1100.540283203125,25.563499450683594,18.3193359375,24.8723087310791,21.898681640625,5.295594215393066,,,,,,,167.0,43.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.3577079876659204,10–20 m,872_gt1r_1769808,291555.2,5272158.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54401397705078,-42.67391586303711,28319367.320024434,872.0,1.0,13.0,007,02,1073.0,1.0,1769813.0,1769817.0,1094.8056640625,68.45594787597656,14.461181640625,19.93052101135254,17.313232421875,3.5821871757507324,,,,,,,132.0,16.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,1.378208330871305,10–20 m,872_gt1r_1769813,291542.8,5272257.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54413604736328,-42.67302322387695,28319367.334146447,872.0,1.0,13.0,007,02,1073.0,1.0,1769818.0,1769822.0,1092.09521484375,13.812433242797852,9.8369140625,10.678224563598633,10.9559326171875,2.362755537033081,,,,,,,94.0,79.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.0855258565596149,5–10 m,872_gt1r_1769818,291529.8,5272356.1,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54588317871094,-42.65960693359375,28319367.545403335,872.0,1.0,13.0,007,02,1073.0,1.0,1769893.0,1769897.0,1221.2850341796875,93.869384765625,21.4765625,23.816207885742188,24.2166748046875,6.038104057312012,,,,,,,144.0,13.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,1.108939472308112,20–30 m,872_gt1r_1769893,291341.7,5273841.7,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54832458496094,-42.64081954956055,28319367.84178639,872.0,1.0,13.0,007,02,1073.0,1.0,1769998.0,1770002.0,980.2339477539062,21.80375099182129,6.71441650390625,9.207088470458984,8.29620361328125,1.8264373540878296,,,,,,,97.0,45.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,1.371241784763065,5–10 m,872_gt1r_1769998,291078.7,5275922.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54890441894531,-42.63634490966797,28319367.91216025,872.0,1.0,13.0,007,02,1073.0,1.0,1770023.0,1770027.0,913.5882568359375,2.9542577266693115,12.4466552734375,4.037491798400879,12.84576416015625,2.7416157722473145,,,,,,,72.0,309.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,0.3243836765542403,10–20 m,872_gt1r_1770023,291016.2,5276417.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.54901885986328,-42.63545227050781,28319367.926139105,872.0,1.0,13.0,007,02,1073.0,1.0,1770028.0,1770032.0,914.7325439453125,3.53183913230896,10.911376953125,4.965506553649902,10.911376953125,3.580579996109009,,,,,,,17.0,259.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,0.4550760710569888,10–20 m,872_gt1r_1770028,291003.8,5276516.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.5507583618164,-42.622032165527344,28319368.137486625,872.0,1.0,13.0,007,02,1073.0,1.0,1770103.0,1770107.0,1027.977783203125,64.38567352294922,18.850341796875,13.792251586914062,21.350830078125,5.573302268981934,,,,,,,140.0,16.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,0.7316711673207186,10–20 m,872_gt1r_1770103,290816.2,5278002.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55123138427734,-42.61845397949219,28319368.193851475,872.0,1.0,13.0,007,02,1073.0,1.0,1770123.0,1770127.0,1089.8006591796875,57.286781311035156,20.954345703125,23.516386032104492,23.2908935546875,5.546644687652588,,,,,,,185.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,1.1222677322058978,20–30 m,872_gt1r_1770123,290765.4,5278398.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55529022216797,-42.58714294433594,28319368.687097173,872.0,1.0,13.0,007,02,1073.0,1.0,1770298.0,1770302.0,1190.1824951171875,47.464534759521484,21.81787109375,25.271690368652344,23.3558349609375,5.688023567199707,,,,,,,143.0,25.0,114.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado caducifolio latifolio,1,1,1,1,1.1583023045677328,20–30 m,872_gt1r_1770298,290327.5,5281865.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55667877197266,-42.57640838623047,28319368.856291514,872.0,1.0,13.0,007,02,1073.0,1.0,1770358.0,1770362.0,986.89697265625,11.459774017333984,9.20709228515625,10.84125804901123,12.82635498046875,2.1512348651885986,,,,,,,101.0,86.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.1774898864095884,5–10 m,872_gt1r_1770358,290177.6,5283054.2,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55703735351562,-42.57372283935547,28319368.898751915,872.0,1.0,13.0,007,02,1073.0,1.0,1770373.0,1770377.0,944.69482421875,26.93161964416504,7.48333740234375,9.098695755004883,8.31201171875,1.6598833799362183,,,,,,,113.0,35.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.2158606869917705,5–10 m,872_gt1r_1770373,290139.1,5283351.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55806732177734,-42.565673828125,28319369.025546744,872.0,1.0,13.0,007,02,1073.0,1.0,1770418.0,1770422.0,782.9630737304688,12.401533126831055,7.42041015625,9.725691795349121,7.98577880859375,1.456618070602417,,,,,,,98.0,63.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,1.3106676842057643,5–10 m,872_gt1r_1770418,290027.6,5284242.8,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt1r,-71.55876922607422,-42.560306549072266,28319369.110154893,872.0,1.0,13.0,007,02,1073.0,1.0,1770448.0,1770452.0,769.7138671875,64.3355941772461,15.52410888671875,15.478903770446777,18.2734375,4.20370626449585,,,,,,,222.0,12.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,0.9970880701364672,10–20 m,872_gt1r_1770448,289951.9,5284837.1,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.50345611572266,-42.684940338134766,28319366.734776933,872.0,1.0,13.0,007,02,1073.0,1.0,1769736.0,1769740.0,1293.61328125,144.02171325683594,21.8701171875,115.35826873779297,23.3731689453125,5.860285758972168,,,,,,,56.0,9.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,5.274698244585845,20–30 m,872_gt2l_1769736,294902.6,5271132.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.50788879394531,-42.651126861572266,28319367.26751544,872.0,1.0,13.0,007,02,1073.0,1.0,1769926.0,1769930.0,1437.614990234375,119.67716217041016,20.6240234375,113.67591857910156,21.207275390625,5.943402290344238,,,,,,,44.0,12.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,5.5118206650409585,20–30 m,872_gt2l_1769926,294427.9,5274876.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.50802612304688,-42.650054931640625,28319367.28442254,872.0,1.0,13.0,007,02,1073.0,1.0,1769931.0,1769935.0,1416.095703125,118.04348754882812,24.7509765625,87.76336669921875,25.05224609375,6.299110412597656,,,,,,,57.0,12.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,3.5458547050700338,20–30 m,872_gt2l_1769931,294413.2,5274995.2,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51082611083984,-42.62858200073242,28319367.62272501,872.0,1.0,13.0,007,02,1073.0,1.0,1770051.0,1770055.0,1275.3553466796875,159.33914184570312,26.857666015625,82.58641052246094,27.6866455078125,7.013859272003174,,,,,,,63.0,8.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,3.074966025507004,20–30 m,872_gt2l_1770051,294112.8,5277373.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51302337646484,-42.6115837097168,28319367.890508115,872.0,1.0,13.0,007,02,1073.0,1.0,1770146.0,1770150.0,1050.2779541015625,74.99748992919922,9.6358642578125,64.78913116455078,16.18603515625,2.7598233222961426,,,,,,,45.0,14.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,6.723748844014847,5–10 m,872_gt2l_1770146,293876.5,5279255.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51372528076172,-42.60621643066406,28319367.975108847,872.0,1.0,13.0,007,02,1073.0,1.0,1770176.0,1770180.0,1008.0928344726562,48.11382293701172,24.45947265625,45.07366943359375,25.00128173828125,7.4897308349609375,,,,,,,60.0,21.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,1.8427899107659753,20–30 m,872_gt2l_1770176,293801.2,5279849.6,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51627349853516,-42.5865364074707,28319368.285097204,872.0,1.0,13.0,007,02,1073.0,1.0,1770286.0,1770290.0,925.098876953125,115.51463317871094,12.87298583984375,87.70924377441406,14.03082275390625,3.290621757507324,,,,,,,55.0,8.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,6.813434339602961,10–20 m,872_gt2l_1770286,293527.2,5282028.9,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51685333251953,-42.582061767578125,28319368.35550195,872.0,1.0,13.0,007,02,1073.0,1.0,1770311.0,1770315.0,885.042236328125,38.49928665161133,11.60980224609375,38.1405143737793,11.9573974609375,3.264352560043335,,,,,,,42.0,23.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,3.2851993139342324,10–20 m,872_gt2l_1770311,293464.8,5282524.3,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51731872558594,-42.57848358154297,28319368.411957722,872.0,1.0,13.0,007,02,1073.0,1.0,1770331.0,1770335.0,868.3140258789062,62.005977630615234,12.243896484375,68.67303466796875,12.53729248046875,3.163342237472534,,,,,,,47.0,14.0,126.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque abierto desconocido,1,1,1,1,5.608756555203286,10–20 m,872_gt2l_1770331,293414.8,5282920.6,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51848602294922,-42.56953811645508,28319368.552960057,872.0,1.0,13.0,007,02,1073.0,1.0,1770381.0,1770385.0,845.4382934570312,49.64139938354492,6.39691162109375,32.366024017333984,6.39691162109375,1.4209787845611572,,,,,,,26.0,17.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,5.059632825097561,5–10 m,872_gt2l_1770381,293289.4,5283911.1,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2l,-71.51883697509766,-42.56685256958008,28319368.5951565,872.0,1.0,13.0,007,02,1073.0,1.0,1770396.0,1770400.0,819.2420043945312,43.35014343261719,18.0987548828125,48.817142486572266,18.0987548828125,4.53216028213501,,,,,,,32.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Arbustos,1,1,1,1,2.697265242977102,10–20 m,872_gt2l_1770396,293251.8,5284208.5,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2r,-71.50235748291016,-42.6846809387207,28319367.088434447,872.0,1.0,13.0,007,02,1073.0,1.0,1769737.0,1769741.0,1344.3409423828125,103.26610565185547,19.752685546875,31.81435203552246,21.95166015625,4.6924333572387695,,,,,,,108.0,13.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.6106342583151025,10–20 m,872_gt2r_1769737,294991.7,5271163.8,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2r,-71.50282287597656,-42.68110275268555,28319367.144748446,872.0,1.0,13.0,007,02,1073.0,1.0,1769757.0,1769761.0,1337.13671875,88.98853302001953,20.4500732421875,25.32040786743164,21.3193359375,5.891517162322998,,,,,,,128.0,15.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.2381573194171687,20–30 m,872_gt2r_1769757,294941.8,5271560.0,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2r,-71.503173828125,-42.67842102050781,28319367.187092718,872.0,1.0,13.0,007,02,1073.0,1.0,1769772.0,1769776.0,1257.27197265625,39.43061065673828,20.834716796875,33.22660827636719,22.91162109375,5.7358078956604,,,,,,,89.0,32.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,1.5947712944843506,20–30 m,872_gt2r_1769772,294904.2,5271856.9,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2r,-71.50633239746094,-42.654266357421875,28319367.56756914,872.0,1.0,13.0,007,02,1073.0,1.0,1769907.0,1769911.0,1287.6129150390625,71.42533874511719,20.453857421875,25.785873413085938,22.14208984375,5.361084461212158,,,,,,,106.0,18.0,112.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado perennifolio latifolio,1,1,1,1,1.2606851060528295,20–30 m,872_gt2r_1769907,294565.9,5274531.7,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
BOSQUE_NW_02(3),ATL08_20181124182732_08720113_007_02.h5,2018-11-24T18:27:32Z,gt2r,-71.50786590576172,-42.64263916015625,28319367.750872403,872.0,1.0,13.0,007,02,1073.0,1.0,1769972.0,1769976.0,1383.2420654296875,51.18228530883789,15.0858154296875,30.65558624267578,16.100341796875,3.7594380378723145,,,,,,,100.0,27.0,116.0,1.0,0.0,0.0,0.0,0.0,2018,11,Primavera,Bosque cerrado desconocido,1,1,1,1,2.0320801607017147,10–20 m,872_gt2r_1769972,294401.9,5275819.1,BOSQUE_NW_02,conservador,SI,,2018-11-24,NO
