shot_number,aoi,sitio,lat,lon,este_utm19s,norte_utm19s,particion,rh95,rh50,pai,cover,fhd_normal,pendiente_grados,agbd_Mg_ha,agbd_se_Mg_ha,predict_stratum,agbd_origen,leaf_off_flag,NDVI,EVI,NDMI,NBR,g0_C_VH,g0_C_VV,g0_L_SAOCOM_HH,g0_L_SAOCOM_HV,g0_L_NISAR_HH,g0_L_NISAR_HV,g0_L_PALSAR2_HH,g0_L_PALSAR2_HV,COB_N3,COB_GRUPO,COB_FRAC,COB_NCLASES,COB_BORDE,COB_FRAC_BOSQUE
332030300400193455,ESTEPA_NW_02,estepa,-42.712545,-71.039862,332958.4,5269088.4,validacion,2.39,-0.07,0.12282118,0.059561443,1.2440224,5.23,,,,,,0.16540,0.08085,-0.25859,-0.21993,-22.480,-14.967,-23.665,-32.511,-18.332,-24.943,-18.955,-28.124,Estepa,estepa,1.0,1,NO,0.0
332030300400193460,ESTEPA_NW_02,estepa,-42.713977,-71.036996,333196.9,5268934.9,entrenamiento,3.85,0.18,0.3578261,0.16380937,1.5360725,6.86,,,,,,0.15457,0.07729,-0.26029,-0.22297,-23.257,-15.218,-24.165,-31.860,-18.695,-25.088,-19.373,-27.741,Estepa,estepa,1.0,1,NO,0.0
332030500400193388,ESTEPA_NW_02,estepa,-42.711297,-71.061601,331174.8,5269183.6,validacion,1.94,-0.18,0.05027062,0.0248217,1.4141548,3.16,,,,,,0.16836,0.08068,-0.26416,-0.22392,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030500400193389,ESTEPA_NW_02,estepa,-42.711584,-71.061028,331222.4,5269153.0,validacion,1.98,-0.22,0.038881544,0.01925281,1.0154983,5.15,,,,,,0.17419,0.08884,-0.23114,-0.19643,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030500400193390,ESTEPA_NW_02,estepa,-42.711869,-71.060457,331270.0,5269122.4,validacion,2.13,-0.37,0.0467817,0.023119103,0.87350476,8.06,,,,,,0.18489,0.09659,-0.20803,-0.16480,-21.766,-14.576,-20.658,-31.454,-17.443,-24.648,-17.452,-26.896,Estepa,estepa,1.0,1,NO,0.0
332030500400193391,ESTEPA_NW_02,estepa,-42.712154,-71.059888,331317.3,5269092.0,validacion,2.5,-0.22,0.048640985,0.024026806,0.9771366,8.05,,,,,,0.19666,0.10299,-0.20474,-0.14688,-20.717,-14.354,-17.267,-30.161,-16.595,-24.483,-16.460,-25.827,Estepa,estepa,1.0,1,NO,0.0
332030500400193392,ESTEPA_NW_02,estepa,-42.712440,-71.059315,331365.0,5269061.3,validacion,2.61,-0.48,0.02358776,0.011724527,0.9508612,10.66,,,,,,0.11662,0.08049,-0.09752,-0.03309,-20.450,-13.963,-16.513,-29.344,-15.289,-22.879,-15.558,-24.453,Estepa,estepa,1.0,1,NO,0.0
332030500400193393,ESTEPA_NW_02,estepa,-42.712724,-71.058747,331412.3,5269030.9,validacion,2.13,-0.11,0.08089685,0.03964041,1.4279795,6.82,,,,,,0.40260,0.25434,-0.04327,0.13648,-20.468,-13.573,-16.992,-28.684,-14.451,-22.505,-15.058,-23.248,Estepa,estepa,1.0,1,NO,0.0
332030500400193394,ESTEPA_NW_02,estepa,-42.713012,-71.058170,331460.3,5269000.0,validacion,4.82,0.11,0.26464948,0.123934545,2.0509744,14.36,,,,,,0.23158,0.12173,-0.18852,-0.07416,-20.155,-13.400,-20.763,-28.415,-13.929,-22.664,-14.913,-23.079,Estepa,estepa,1.0,1,NO,0.0
332030500400193395,ESTEPA_NW_02,estepa,-42.713302,-71.057589,331508.7,5268969.0,validacion,4.0,0.14,0.2907844,0.13530613,1.7450163,12.23,,,,,,0.19632,0.10154,-0.22213,-0.14235,-20.416,-13.583,-21.401,-28.967,-15.567,-24.058,-15.522,-23.940,Estepa,estepa,1.0,1,NO,0.0
332030500400193396,ESTEPA_NW_02,estepa,-42.713591,-71.057012,331556.8,5268938.1,validacion,2.05,-0.22,0.099161886,0.048370536,1.4538691,6.31,,,,,,0.17994,0.09425,-0.21645,-0.16799,-22.104,-14.302,-21.986,-29.764,-16.616,-24.485,-16.660,-24.846,Estepa,estepa,1.0,1,NO,0.0
332030500400193397,ESTEPA_NW_02,estepa,-42.713878,-71.056437,331604.7,5268907.4,validacion,2.24,-0.22,0.04813414,0.023779448,1.5644782,6.10,,,,,,0.18824,0.08770,-0.27321,-0.22435,-21.945,-14.485,-22.051,-30.128,-16.621,-24.200,-17.051,-24.828,Estepa,estepa,1.0,1,NO,0.0
332030500400193398,ESTEPA_NW_02,estepa,-42.714165,-71.055862,331652.5,5268876.7,validacion,2.17,-0.29,0.042863395,0.021203417,0.9179159,6.57,,,,,,0.20461,0.10548,-0.22019,-0.16374,-21.153,-13.900,-21.392,-30.591,-15.155,-24.057,-16.667,-24.789,Estepa,estepa,1.0,1,NO,0.0
332030500400193399,ESTEPA_NW_02,estepa,-42.714454,-71.055284,331700.6,5268845.7,validacion,3.59,-0.22,0.06899905,0.03391055,1.4493668,8.38,,,,,,0.14861,0.08339,-0.17505,-0.11540,-21.450,-13.763,-21.073,-31.220,-15.323,-24.918,-17.571,-26.026,Estepa,estepa,0.9984,2,NO,0.0
332030500400193400,ESTEPA_NW_02,estepa,-42.714741,-71.054709,331748.4,5268815.0,validacion,7.63,2.84,1.760357,0.5850442,2.0002935,6.25,,,,,,0.10188,0.06223,-0.07775,-0.00955,-21.670,-13.696,-21.875,-31.578,-15.863,-24.887,-17.611,-26.334,Estepa,estepa,0.7013,2,SI,0.0
332030500400193401,ESTEPA_NW_02,estepa,-42.715029,-71.054132,331796.5,5268784.1,validacion,2.2,-0.18,0.04501674,0.022256665,1.5270821,3.22,,,,,,0.15301,0.07893,-0.21520,-0.15742,-22.485,-14.326,-22.734,-31.290,-16.632,-24.768,-17.328,-25.431,Estepa,estepa,1.0,1,NO,0.0
332030500400193402,ESTEPA_NW_02,estepa,-42.715316,-71.053557,331844.3,5268753.4,validacion,2.05,-0.18,0.07212178,0.035417728,1.3930956,1.65,,,,,,0.17976,0.08861,-0.23101,-0.17977,-22.318,-14.616,-23.002,-31.046,-17.640,-24.439,-17.501,-25.136,Estepa,estepa,1.0,1,NO,0.0
332030500400193403,ESTEPA_NW_02,estepa,-42.715603,-71.052983,331892.2,5268722.7,validacion,2.28,-0.11,0.106106214,0.05166883,1.2277259,3.14,,,,,,0.20423,0.09794,-0.23937,-0.19370,-22.534,-15.048,-23.062,-31.340,-18.271,-24.442,-17.852,-25.447,Estepa,estepa,1.0,1,NO,0.0
332030500400193404,ESTEPA_NW_02,estepa,-42.715890,-71.052408,331940.0,5268691.9,validacion,2.17,-0.18,0.04149908,0.02053551,1.3257455,4.27,,,,,,0.16071,0.08092,-0.22727,-0.18570,-22.483,-15.577,-23.227,-31.505,-18.397,-24.150,-18.324,-25.355,Estepa,estepa,1.0,1,NO,0.0
332030500400193405,ESTEPA_NW_02,estepa,-42.716177,-71.051833,331987.8,5268661.2,validacion,1.98,-0.22,0.01413249,0.00704131,1.479007,3.80,,,,,,0.15661,0.08070,-0.21824,-0.18252,-22.756,-15.280,-23.567,-31.854,-18.368,-24.499,-18.581,-25.627,Estepa,estepa,1.0,1,NO,0.0
332030500400193406,ESTEPA_NW_02,estepa,-42.716463,-71.051261,332035.4,5268630.6,validacion,2.65,-0.07,0.18645388,0.08900868,1.473409,2.88,,,,,,0.15974,0.07935,-0.23422,-0.20255,-22.459,-14.764,-23.684,-31.839,-18.095,-24.643,-18.816,-25.927,Estepa,estepa,1.0,1,NO,0.0
332030500400193407,ESTEPA_NW_02,estepa,-42.716750,-71.050685,332083.4,5268599.9,validacion,2.05,-0.18,0.102430195,0.049924288,1.283582,2.89,,,,,,0.17144,0.08819,-0.20886,-0.16893,-22.971,-14.349,-23.953,-31.876,-18.214,-24.955,-18.461,-26.769,Estepa,estepa,1.0,1,NO,0.0
332030500400193408,ESTEPA_NW_02,estepa,-42.717037,-71.050111,332131.1,5268569.2,validacion,2.02,-0.22,0.052615117,0.025964148,1.2817931,1.49,,,,,,0.16956,0.08663,-0.21450,-0.18072,-21.661,-14.523,-23.581,-31.295,-17.961,-24.824,-18.164,-26.875,Estepa,estepa,1.0,1,NO,0.0
332030500400193409,ESTEPA_NW_02,estepa,-42.717324,-71.049537,332178.9,5268538.5,validacion,2.02,-0.22,0.06640093,0.032654773,1.4066138,1.81,,,,,,0.17263,0.08671,-0.22995,-0.19590,-21.875,-14.937,-23.391,-31.643,-18.007,-24.651,-18.629,-26.953,Estepa,estepa,1.0,1,NO,0.0
332030500400193410,ESTEPA_NW_02,estepa,-42.717610,-71.048963,332226.7,5268507.8,validacion,2.17,-0.18,0.0739683,0.036307838,1.4646589,2.64,,,,,,0.20564,0.10748,-0.24369,-0.18069,-22.475,-15.679,-23.475,-31.532,-18.116,-24.697,-18.259,-26.754,Mallin,humedal,0.8616,2,SI,0.0
332030500400193411,ESTEPA_NW_02,estepa,-42.717898,-71.048387,332274.7,5268477.0,validacion,3.33,0.03,0.2477376,0.116496325,1.4970998,6.04,,,,,,0.15941,0.08022,-0.28569,-0.22533,-22.476,-15.577,-23.797,-31.484,-18.243,-24.856,-18.204,-27.045,Estepa,estepa,1.0,1,NO,0.0
332030500400193412,ESTEPA_NW_02,estepa,-42.718186,-71.047811,332322.6,5268446.2,validacion,2.2,-0.18,0.12427094,0.060242355,1.3496726,5.44,,,,,,0.14622,0.07379,-0.23199,-0.19831,-22.486,-14.970,-24.053,-31.492,-18.031,-25.099,-17.946,-27.137,Estepa,estepa,1.0,1,NO,0.0
332030500400193413,ESTEPA_NW_02,estepa,-42.718473,-71.047235,332370.6,5268415.4,validacion,2.28,-0.18,0.1022882,0.049856838,1.4937601,4.28,,,,,,0.17864,0.08580,-0.26074,-0.21472,-22.422,-15.047,-23.412,-30.925,-17.623,-24.737,-17.619,-26.753,Estepa,estepa,1.0,1,NO,0.0
332030500400193414,ESTEPA_NW_02,estepa,-42.718760,-71.046660,332418.4,5268384.7,validacion,2.2,-0.11,0.112356946,0.0546279,1.258792,2.56,,,,,,0.19106,0.09078,-0.25166,-0.20234,-22.506,-15.075,-23.020,-30.595,-17.452,-24.506,-17.768,-26.197,Estepa,estepa,1.0,1,NO,0.0
332030500400193415,ESTEPA_NW_02,estepa,-42.719046,-71.046087,332466.1,5268354.0,validacion,2.2,-0.14,0.079452604,0.0389467,1.4899507,2.39,,,,,,0.20224,0.09859,-0.25230,-0.20122,-22.367,-15.540,-23.339,-30.652,-17.608,-24.625,-17.942,-25.856,Estepa,estepa,1.0,1,NO,0.0
332030500400193416,ESTEPA_NW_02,estepa,-42.719335,-71.045509,332514.2,5268323.1,validacion,2.5,-0.41,0.018640375,0.009276841,0.6365142,6.01,,,,,,0.15184,0.07865,-0.23218,-0.18358,-22.183,-15.277,-23.715,-30.872,-17.782,-24.640,-18.227,-26.214,Estepa,estepa,1.0,1,NO,0.0
332030500400193417,ESTEPA_NW_02,estepa,-42.719621,-71.044935,332562.0,5268292.5,validacion,2.43,-0.11,0.1604135,0.07707107,1.4448948,4.94,,,,,,0.17630,0.08485,-0.26360,-0.22397,-22.655,-14.940,-23.826,-30.607,-17.969,-24.613,-18.780,-26.280,Estepa,estepa,1.0,1,NO,0.0
332030500400193418,ESTEPA_NW_02,estepa,-42.719909,-71.044359,332609.9,5268261.7,validacion,2.32,-0.18,0.05384894,0.026564838,1.3767941,5.69,,,,,,0.16880,0.08136,-0.27410,-0.23562,-22.567,-14.710,-23.467,-30.381,-17.843,-24.524,-17.952,-26.431,Estepa,estepa,1.0,1,NO,0.0
332030500400193419,ESTEPA_NW_02,estepa,-42.720196,-71.043783,332657.8,5268230.9,validacion,5.8,0.37,0.5140095,0.2266042,2.0571995,14.74,,,,,,0.18130,0.08762,-0.29362,-0.22123,-23.156,-14.844,-23.632,-30.478,-17.181,-24.592,-18.011,-26.311,Estepa,estepa,1.0,1,NO,0.0
332030500400193421,ESTEPA_NW_02,estepa,-42.720777,-71.042618,332754.8,5268168.7,validacion,2.54,-0.41,0.025562061,0.01269961,0.66950095,12.76,,,,,,0.11988,0.07071,-0.20634,-0.14499,-21.750,-13.809,-22.525,-30.556,-16.758,-24.527,-17.471,-25.391,Estepa,estepa,1.0,1,NO,0.0
332030500400193422,ESTEPA_NW_02,estepa,-42.721062,-71.042047,332802.3,5268138.2,validacion,3.92,-0.71,0.020085046,0.009992208,0.755172,13.85,,,,,,0.18426,0.09080,-0.23069,-0.15664,-21.303,-14.204,-22.519,-30.540,-17.421,-24.392,-17.611,-25.617,Estepa,estepa,1.0,1,NO,0.0
332030500400193423,ESTEPA_NW_02,estepa,-42.721346,-71.041480,332849.5,5268107.8,validacion,4.52,0.33,0.338657,0.1557541,1.750465,16.09,,,,,,0.19005,0.09421,-0.22611,-0.15273,-21.543,-14.401,-21.866,-30.555,-17.683,-24.110,-18.156,-25.834,Estepa,estepa,1.0,1,NO,0.0
332030500400193424,ESTEPA_NW_02,estepa,-42.721632,-71.040907,332897.2,5268077.2,validacion,2.99,-0.03,0.2274532,0.107491344,1.5635719,7.09,,,,,,0.17034,0.08608,-0.23196,-0.17533,-20.949,-13.980,-22.220,-30.937,-17.232,-23.787,-17.754,-25.720,Estepa,estepa,1.0,1,NO,0.0
332030500400193425,ESTEPA_NW_02,estepa,-42.721919,-71.040331,332945.1,5268046.4,validacion,2.09,-0.29,0.03749482,0.018572576,1.0781589,6.62,,,,,,0.15120,0.07652,-0.23548,-0.19147,-20.937,-14.021,-22.385,-30.248,-16.598,-23.342,-17.575,-24.894,Estepa,estepa,1.0,1,NO,0.0
332030500400193426,ESTEPA_NW_02,estepa,-42.722204,-71.039759,332992.7,5268015.9,validacion,2.8,-0.11,0.15778169,0.075855896,1.4354179,6.35,,,,,,0.17514,0.08687,-0.24570,-0.19821,-21.228,-14.144,-21.716,-29.293,-15.683,-23.352,-18.012,-24.583,Estepa,estepa,1.0,1,NO,0.0
332030500400193427,ESTEPA_NW_02,estepa,-42.722491,-71.039185,333040.5,5267985.2,entrenamiento,2.58,-0.14,0.14787486,0.07126728,1.5511736,7.67,,,,,,0.17975,0.09149,-0.23499,-0.16185,-21.841,-14.622,-22.142,-29.672,-16.257,-23.570,-18.721,-24.900,Estepa,estepa,1.0,1,NO,0.0
332030500400193428,ESTEPA_NW_02,estepa,-42.722779,-71.038608,333088.5,5267954.4,entrenamiento,2.65,-0.03,0.1718338,0.08232561,1.3672134,8.18,,,,,,0.14414,0.07122,-0.24655,-0.19340,-21.677,-14.606,-22.387,-29.709,-16.624,-23.806,-18.360,-24.959,Estepa,estepa,1.0,1,NO,0.0
332030500400193429,ESTEPA_NW_02,estepa,-42.723065,-71.038035,333136.2,5267923.7,entrenamiento,2.73,-0.22,0.00956117,0.0047691637,1.5829716,6.92,,,,,,0.16449,0.08539,-0.21692,-0.17454,-20.713,-14.192,-22.219,-30.055,-16.583,-23.633,-18.088,-25.371,Estepa,estepa,1.0,1,NO,0.0
332030500400193430,ESTEPA_NW_02,estepa,-42.723352,-71.037460,333184.0,5267893.0,entrenamiento,2.84,-0.03,0.16677985,0.08000396,1.6025808,11.53,,,,,,0.15821,0.08328,-0.23374,-0.18372,-20.793,-14.050,-22.325,-30.309,-16.549,-23.678,-18.193,-25.549,Estepa,estepa,1.0,1,NO,0.0
332030500400193431,ESTEPA_NW_02,estepa,-42.723639,-71.036883,333232.0,5267862.2,entrenamiento,6.58,0.93,0.72021884,0.30234262,1.9866556,15.85,,,,,,0.14397,0.07607,-0.24378,-0.19940,-21.343,-13.917,-22.863,-30.359,-16.609,-24.485,-19.174,-26.497,Estepa,estepa,1.0,1,NO,0.0
332030500400193432,ESTEPA_NW_02,estepa,-42.723929,-71.036303,333280.3,5267831.2,entrenamiento,3.85,-0.03,0.18256412,0.08723538,1.8642645,16.92,,,,,,0.14290,0.07435,-0.24091,-0.20150,-22.791,-14.526,-23.268,-30.556,-17.168,-25.119,-19.148,-26.327,Estepa,estepa,1.0,1,NO,0.0
332030500400193433,ESTEPA_NW_02,estepa,-42.724218,-71.035724,333328.5,5267800.3,entrenamiento,2.05,-0.33,0.037739486,0.018692626,0.9327278,11.97,,,,,,0.13450,0.06781,-0.26711,-0.21982,-22.590,-15.225,-23.425,-30.888,-17.506,-24.923,-18.767,-26.292,Estepa,estepa,1.0,1,NO,0.0
332030500400193434,ESTEPA_NW_02,estepa,-42.724504,-71.035151,333376.2,5267769.7,entrenamiento,2.65,-0.03,0.17347784,0.08307956,1.4255646,6.11,,,,,,0.17090,0.08636,-0.24632,-0.19106,-22.239,-15.255,-23.307,-31.248,-17.637,-24.503,-18.694,-26.249,Estepa,estepa,0.8404,2,SI,0.0
332030500400193435,ESTEPA_NW_02,estepa,-42.724789,-71.034578,333423.8,5267739.1,entrenamiento,3.03,-0.33,0.0451857,0.02233926,1.2967259,7.72,,,,,,0.18463,0.09439,-0.23508,-0.18079,-21.944,-15.621,-23.102,-31.336,-17.662,-24.186,-18.139,-26.174,Estepa,estepa,1.0,1,NO,0.0
332030500400193436,ESTEPA_NW_02,estepa,-42.725075,-71.034007,333471.4,5267708.5,entrenamiento,2.76,-0.11,0.16116306,0.077416874,1.5887222,7.84,,,,,,0.17941,0.09431,-0.22609,-0.17092,-22.335,-15.289,-22.641,-31.320,-17.732,-24.252,-18.157,-26.182,Estepa,estepa,1.0,1,NO,0.0
332030500400193437,ESTEPA_NW_02,estepa,-42.725361,-71.033434,333519.1,5267677.9,entrenamiento,2.46,-0.14,0.13132912,0.06355275,1.6225238,6.46,,,,,,0.18243,0.09416,-0.22996,-0.17419,-21.556,-15.089,-22.537,-31.346,-17.599,-24.173,-18.328,-26.453,Estepa,estepa,1.0,1,NO,0.0
332030500400193438,ESTEPA_NW_02,estepa,-42.725647,-71.032861,333566.8,5267647.2,entrenamiento,2.65,-0.11,0.105973616,0.051605955,1.5891815,6.35,,,,,,0.18350,0.09411,-0.23163,-0.18069,-21.842,-15.041,-22.352,-30.982,-17.629,-24.188,-18.512,-26.597,Estepa,estepa,1.0,1,NO,0.0
332030500400193439,ESTEPA_NW_02,estepa,-42.725933,-71.032288,333614.4,5267616.6,entrenamiento,2.35,-0.14,0.078812726,0.03863918,1.475412,6.89,,,,,,0.18124,0.09095,-0.23597,-0.19073,-20.861,-14.474,-22.464,-30.623,-17.607,-23.745,-18.222,-25.482,Estepa,estepa,1.0,1,NO,0.0
332030500400193440,ESTEPA_NW_02,estepa,-42.726218,-71.031716,333662.0,5267586.0,entrenamiento,2.13,-0.14,0.09291716,0.045394726,1.3335779,5.51,,,,,,0.20435,0.10311,-0.23822,-0.18005,-21.074,-14.328,-22.859,-30.791,-17.408,-23.458,-18.704,-24.644,Estepa,estepa,1.0,1,NO,0.0
332030500400193441,ESTEPA_NW_02,estepa,-42.726504,-71.031143,333709.7,5267555.4,entrenamiento,2.05,-0.18,0.05083542,0.025097042,1.4524466,5.51,,,,,,0.21447,0.10878,-0.24465,-0.18828,-20.335,-14.467,-23.172,-30.862,-17.476,-23.683,-18.812,-24.610,Estepa,estepa,1.0,1,NO,0.0
332030500400193442,ESTEPA_NW_02,estepa,-42.726791,-71.030569,333757.4,5267524.7,entrenamiento,3.7,0.11,0.2739845,0.12801342,1.7596143,7.43,,,,,,0.18414,0.09129,-0.26124,-0.21045,-21.271,-14.334,-23.434,-30.877,-17.661,-24.172,-18.869,-24.625,Estepa,estepa,1.0,1,NO,0.0
332030500400193443,ESTEPA_NW_02,estepa,-42.727079,-71.029992,333805.4,5267493.9,entrenamiento,2.09,-0.18,0.10084418,0.049170617,1.2062808,9.41,,,,,,0.14904,0.07261,-0.28180,-0.25426,-21.502,-14.554,-23.024,-30.528,-17.778,-24.464,-18.912,-25.280,Estepa,estepa,1.0,1,NO,0.0
332030500400193444,ESTEPA_NW_02,estepa,-42.727365,-71.029419,333853.2,5267463.2,entrenamiento,2.09,-0.18,0.07410838,0.036375333,1.4894056,5.79,,,,,,0.17831,0.08626,-0.25281,-0.20838,-21.952,-14.680,-22.832,-31.040,-17.901,-24.613,-19.619,-26.393,Estepa,estepa,1.0,1,NO,0.0
332030500400193445,ESTEPA_NW_02,estepa,-42.727652,-71.028845,333900.9,5267432.5,entrenamiento,2.54,-0.11,0.10127373,0.0493748,1.6479845,6.51,,,,,,0.18566,0.09357,-0.22391,-0.17330,-23.022,-15.052,-21.979,-31.000,-18.080,-24.427,-19.666,-26.970,Estepa,estepa,1.0,1,NO,0.0
332030500400193446,ESTEPA_NW_02,estepa,-42.727938,-71.028272,333948.6,5267401.8,entrenamiento,2.84,-0.14,0.10380446,0.050576854,1.7281141,9.29,,,,,,0.18215,0.09058,-0.23531,-0.19190,-22.787,-15.217,-21.213,-30.784,-17.623,-24.261,-19.633,-27.388,Estepa,estepa,1.0,1,NO,0.0
332030500400193447,ESTEPA_NW_02,estepa,-42.728225,-71.027698,333996.4,5267371.1,entrenamiento,3.44,-0.14,0.12033565,0.058391556,1.8194201,11.26,,,,,,0.17420,0.08841,-0.23130,-0.18102,-21.414,-14.918,-20.382,-30.429,-17.078,-24.366,-18.902,-27.256,Estepa,estepa,1.0,1,NO,0.0
332030500400193448,ESTEPA_NW_02,estepa,-42.728512,-71.027123,334044.2,5267340.3,entrenamiento,4.15,0.03,0.22439092,0.106123924,1.8254951,15.03,,,,,,0.15000,0.07949,-0.20657,-0.16327,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030500400193449,ESTEPA_NW_02,estepa,-42.728799,-71.026548,334092.0,5267309.6,entrenamiento,3.7,-0.14,0.12171362,0.059040044,1.9354849,17.08,,,,,,,,,,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030600401033899,ESTEPA_NW_02,estepa,-42.711120,-71.075620,330026.2,5269175.2,validacion,2.05,-0.14,0.011616596,0.0057914443,1.4922538,3.82,,,,,,0.23864,0.11584,-0.23359,-0.17746,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030600401033900,ESTEPA_NW_02,estepa,-42.711407,-71.075047,330073.9,5269144.5,validacion,2.8,-0.11,0.09888496,0.048238818,1.7217934,5.26,,,,,,0.22323,0.10400,-0.26729,-0.21200,,,,,,,,,Estepa,estepa,1.0,1,NO,0.0
332030600401033901,ESTEPA_NW_02,estepa,-42.711694,-71.074474,330121.6,5269113.8,validacion,2.32,-0.14,0.07696361,0.03775001,1.6849735,3.95,1.748223,3.003217,GSW_SA,certificada,0,0.22195,0.10934,-0.24613,-0.17949,-22.770,-15.570,-22.290,-30.530,-16.843,-24.147,-18.309,-25.477,Estepa,estepa,1.0,1,NO,0.0
332030600401033902,ESTEPA_NW_02,estepa,-42.711981,-71.073899,330169.5,5269083.0,validacion,2.09,-0.18,0.062858365,0.030939898,1.440205,3.51,,,,,,0.23828,0.13234,-0.19950,-0.11932,-22.588,-15.643,-21.665,-30.386,-16.567,-24.052,-18.170,-25.363,Estepa,estepa,1.0,1,NO,0.0
332030600401033903,ESTEPA_NW_02,estepa,-42.712267,-71.073331,330216.8,5269052.5,validacion,2.46,-0.22,0.057829555,0.028500302,1.6768304,7.95,,,,,,0.23817,0.11868,-0.22994,-0.17053,-21.765,-15.230,-21.257,-30.048,-16.452,-23.631,-17.779,-24.542,Estepa,estepa,1.0,1,NO,0.0
332030600401033904,ESTEPA_NW_02,estepa,-42.712552,-71.072762,330264.2,5269022.0,validacion,2.32,-0.18,0.09852552,0.04806776,1.4812874,8.14,,,,,,0.24318,0.11656,-0.23720,-0.18036,-21.254,-15.407,-21.756,-30.501,-16.283,-23.359,-17.239,-24.307,Estepa,estepa,1.0,1,NO,0.0
332030600401033905,ESTEPA_NW_02,estepa,-42.712837,-71.072191,330311.7,5268991.4,validacion,2.24,-0.22,0.07508822,0.036847323,1.3668274,7.51,,,,,,0.22274,0.11006,-0.23349,-0.18057,-21.043,-15.194,-22.180,-31.306,-16.583,-23.690,-17.434,-24.793,Estepa,estepa,1.0,1,NO,0.0
332030600401033906,ESTEPA_NW_02,estepa,-42.713123,-71.071620,330359.2,5268960.8,validacion,2.02,-0.22,0.055838663,0.027532775,1.4687452,6.65,,,,,,0.21341,0.10796,-0.23077,-0.18188,-21.964,-15.220,-22.002,-31.366,-16.811,-23.734,-17.505,-25.722,Estepa,estepa,1.0,1,NO,0.0
332030600401033907,ESTEPA_NW_02,estepa,-42.713409,-71.071050,330406.7,5268930.2,validacion,1.94,-0.18,0.051854692,0.025593761,1.4021944,6.08,,,,,,0.20616,0.10074,-0.25651,-0.20618,-22.277,-14.423,-21.824,-31.037,-16.790,-24.043,-16.814,-26.118,Estepa,estepa,1.0,1,NO,0.0
332030600401033908,ESTEPA_NW_02,estepa,-42.713695,-71.070479,330454.3,5268899.6,validacion,2.32,-0.11,0.16018352,0.076965064,1.4419286,5.86,,,,,,0.20466,0.10503,-0.23450,-0.17292,-21.728,-14.221,-21.855,-31.302,-16.847,-24.060,-17.262,-25.337,Estepa,estepa,1.0,1,NO,0.0
332030600401033909,ESTEPA_NW_02,estepa,-42.713981,-71.069908,330501.8,5268869.0,validacion,2.09,-0.22,0.08250788,0.04041368,1.47408,7.43,,,,,,0.22987,0.11609,-0.23809,-0.17434,-21.645,-14.310,-21.866,-31.179,-17.171,-24.104,-17.461,-25.933,Estepa,estepa,1.0,1,NO,0.0
332030600401033910,ESTEPA_NW_02,estepa,-42.714267,-71.069336,330549.4,5268838.4,validacion,2.24,-0.14,0.09089856,0.04443085,1.2605305,4.77,,,,,,0.20367,0.10879,-0.22395,-0.16756,-21.980,-14.794,-21.980,-30.899,-17.094,-24.152,-17.405,-26.028,Estepa,estepa,1.0,1,NO,0.0
332030600401033911,ESTEPA_NW_02,estepa,-42.714554,-71.068764,330597.0,5268807.7,validacion,2.05,-0.22,0.045809977,0.02264438,1.1427475,3.44,,,,,,0.18144,0.09842,-0.20595,-0.15573,-22.339,-14.526,-22.181,-30.845,-17.157,-24.004,-17.288,-25.485,Estepa,estepa,1.0,1,NO,0.0
332030600401033912,ESTEPA_NW_02,estepa,-42.714840,-71.068192,330644.6,5268777.1,validacion,2.09,-0.22,0.05162515,0.025481924,1.333414,3.53,,,,,,0.19677,0.10263,-0.21896,-0.17184,-22.310,-14.788,-22.225,-31.036,-17.104,-23.786,-17.302,-24.944,Estepa,estepa,1.0,1,NO,0.0
332030600401033913,ESTEPA_NW_02,estepa,-42.715126,-71.067621,330692.2,5268746.5,validacion,2.2,-0.22,0.037003793,0.018331602,0.9752111,4.41,,,,,,0.22071,0.10623,-0.26395,-0.21266,-22.313,-15.455,-22.654,-31.101,-17.218,-23.704,-17.376,-24.990,Estepa,estepa,1.0,1,NO,0.0
332030600401033914,ESTEPA_NW_02,estepa,-42.715412,-71.067050,330739.7,5268715.9,validacion,2.35,-0.22,0.032889754,0.016310254,1.1899078,3.94,,,,,,0.21526,0.10410,-0.26560,-0.19519,-22.279,-15.547,-22.234,-30.990,-17.089,-24.060,-17.448,-25.208,Estepa,estepa,1.0,1,NO,0.0
332030600401033915,ESTEPA_NW_02,estepa,-42.715697,-71.066479,330787.3,5268685.3,validacion,2.73,0.0,0.23203044,0.10953158,1.3315015,3.84,,,,,,0.20642,0.10115,-0.24769,-0.17622,-22.879,-15.177,-20.709,-31.173,-17.481,-24.207,-18.041,-26.035,Estepa,estepa,1.0,1,NO,0.0
332030600401033916,ESTEPA_NW_02,estepa,-42.715983,-71.065908,330834.8,5268654.7,validacion,2.99,-0.07,0.1462583,0.07051646,1.8217131,5.50,3.7229545,2.996288,GSW_SA,certificada,0,0.18005,0.10198,-0.16782,-0.09515,-23.332,-14.173,-18.513,-30.370,-16.945,-24.167,-17.276,-26.334,Estepa,estepa,0.7112,2,SI,0.0
