shot_number,aoi,sitio,lat,lon,este_utm19s,norte_utm19s,particion,rh95,rh50,pai,cover,fhd_normal,pendiente_grados,agbd_Mg_ha,agbd_se_Mg_ha,predict_stratum,agbd_origen,leaf_off_flag,NDVI,EVI,NDMI,NBR,g0_C_VH,g0_C_VV,g0_L_SAOCOM_HH,g0_L_SAOCOM_HV,g0_L_NISAR_HH,g0_L_NISAR_HV,g0_L_PALSAR2_HH,g0_L_PALSAR2_HV
334320600400967088,BOSQUE_NW_02,bosque,-42.687608,-71.563024,290031.2,5270689.7,validacion,3.51,-0.56,0.014267489,0.0071083303,1.0272925,15.83,0.0,13.120738,DBT_SA,hoja_caida,1,0.43243,0.28146,0.01023,0.17840,-15.821,-10.639,-13.507,-18.295,-8.539,-14.325,-7.636,-12.986
334320600400967089,BOSQUE_NW_02,bosque,-42.687898,-71.562444,290079.7,5270658.9,validacion,3.89,0.0,0.25395238,0.119236715,1.9029416,11.40,0.10930048,13.118748,DBT_SA,hoja_caida,1,0.34505,0.21846,-0.02892,0.10533,-16.351,-10.447,-12.610,-17.398,-7.888,-13.703,-7.353,-12.322
334320600400967090,BOSQUE_NW_02,bosque,-42.688186,-71.561869,290127.7,5270628.3,validacion,6.51,1.3,0.92123395,0.3690141,1.9269495,7.52,2.3649821,13.112143,DBT_SA,hoja_caida,1,0.86876,0.52483,0.25695,0.53044,-16.544,-10.052,-11.906,-16.604,-6.552,-11.998,-6.766,-11.646
334320600400967091,BOSQUE_NW_02,bosque,-42.688474,-71.561299,290175.4,5270597.8,validacion,15.9,8.3,1.5625803,0.5419697,2.6911976,5.68,50.580006,13.092524,DBT_SA,hoja_caida,1,0.88166,0.49942,0.28084,0.59013,-16.100,-9.531,-11.391,-16.087,-5.919,-11.354,-7.011,-11.369
334320600400967092,BOSQUE_NW_02,bosque,-42.688763,-71.560721,290223.7,5270567.1,validacion,12.34,7.07,2.5278397,0.7170353,2.562146,17.46,29.789932,13.100219,DBT_SA,hoja_caida,1,0.84099,0.50636,0.27335,0.56889,-15.780,-9.571,-11.817,-16.757,-6.278,-11.939,-6.964,-11.478
334320600400967093,BOSQUE_NW_02,bosque,-42.689055,-71.560131,290273.0,5270536.2,validacion,4.64,-0.14,0.13682133,0.066120505,2.1914287,19.92,0.3806044,13.115173,DBT_SA,hoja_caida,1,0.67643,0.42382,0.21916,0.48023,-15.656,-9.363,-12.046,-17.392,-6.938,-12.731,-7.050,-11.616
334320600400967094,BOSQUE_NW_02,bosque,-42.689345,-71.559549,290321.7,5270505.4,validacion,2.35,-0.44,0.024734478,0.012290991,1.0066893,10.70,0.0,13.127152,DBT_SA,hoja_caida,1,0.72292,0.44111,0.13849,0.35300,-15.559,-8.920,-11.786,-16.968,-7.059,-12.304,-6.751,-11.393
334320600400967095,BOSQUE_NW_02,bosque,-42.689632,-71.558981,290369.2,5270474.9,validacion,13.28,5.94,1.542725,0.5374062,2.5652213,8.84,28.99946,13.096926,DBT_SA,hoja_caida,1,0.88221,0.57569,0.31563,0.61130,-15.390,-9.016,-11.280,-16.326,-6.644,-11.318,-6.354,-10.696
334320600400967096,BOSQUE_NW_02,bosque,-42.689922,-71.558404,290417.4,5270444.2,validacion,7.37,1.64,0.9462114,0.3768399,2.049989,13.30,3.9916356,13.109216,DBT_SA,hoja_caida,1,0.92211,0.61454,0.36030,0.66308,-15.162,-9.082,-11.150,-15.778,-6.289,-10.991,-6.235,-10.638
334320800400262636,BOSQUE_NW_02,bosque,-42.680641,-71.595597,287338.8,5271381.8,entrenamiento,21.8,7.48,3.57409,0.8317477,2.8051064,6.77,132.24695,11.05212,ENT_SA,certificada,0,0.85546,0.50283,0.28297,0.58472,-14.924,-9.292,-12.132,-17.009,-6.862,-11.350,-7.062,-12.919
334320800400262637,BOSQUE_NW_02,bosque,-42.680930,-71.595022,287386.9,5271351.2,entrenamiento,25.36,9.46,3.445978,0.8206993,3.1117349,19.83,190.20291,11.048751,ENT_SA,certificada,0,0.82714,0.50440,0.28080,0.57729,-14.929,-9.289,-11.918,-16.984,-6.809,-11.464,-7.470,-13.158
334320800400262638,BOSQUE_NW_02,bosque,-42.681217,-71.594458,287434.0,5271320.8,entrenamiento,8.19,1.9,1.3162752,0.4819735,2.1408784,17.83,41.36167,11.049371,ENT_SA,certificada,0,0.86181,0.52245,0.27834,0.58246,-14.740,-9.346,-12.837,-17.919,-6.742,-11.505,-7.865,-13.224
334320800400262639,BOSQUE_NW_02,bosque,-42.681504,-71.593894,287481.3,5271290.3,entrenamiento,6.02,0.11,0.1921231,0.09158541,2.3522663,17.96,26.691153,11.052299,ENT_SA,certificada,0,0.86863,0.52067,0.29061,0.60014,-15.038,-9.225,-13.046,-18.577,-6.508,-11.541,-7.758,-13.188
334320800400262640,BOSQUE_NW_02,bosque,-42.681791,-71.593328,287528.6,5271259.9,entrenamiento,4.82,-0.18,0.030333584,0.015052185,1.9135307,16.68,22.18169,11.054011,ENT_SA,certificada,0,0.84594,0.50148,0.27109,0.57416,-15.022,-8.664,-13.414,-18.717,-6.484,-11.499,-7.915,-12.889
334320800400262641,BOSQUE_NW_02,bosque,-42.682078,-71.592762,287576.0,5271229.4,entrenamiento,6.65,1.79,1.1325042,0.432185,1.9555084,5.54,3.5120897,13.110944,DBT_SA,hoja_caida,1,0.87206,0.51422,0.27529,0.57220,-15.346,-8.917,-12.493,-18.225,-6.980,-12.024,-8.347,-12.923
334320800400262642,BOSQUE_NW_02,bosque,-42.682367,-71.592187,287624.1,5271198.7,entrenamiento,3.29,-0.03,0.18774268,0.08959391,1.6167369,6.70,2.0889685e-07,13.1223755,DBT_SA,hoja_caida,1,0.81082,0.50355,0.23512,0.52670,-14.752,-8.819,-12.356,-17.616,-7.507,-12.568,-9.011,-13.265
334320800400262643,BOSQUE_NW_02,bosque,-42.682655,-71.591617,287671.8,5271168.2,entrenamiento,4.0,-0.33,0.014876275,0.007410502,0.8701236,15.40,0.02350741,13.1191025,DBT_SA,hoja_caida,1,0.83382,0.51496,0.25358,0.54693,-14.682,-8.952,-12.569,-18.008,-7.398,-12.330,-8.415,-12.998
334320800400262645,BOSQUE_NW_02,bosque,-42.683229,-71.590490,287766.1,5271107.3,entrenamiento,3.44,0.0,0.09799871,0.047816515,1.7792087,15.14,0.0075164204,13.121515,DBT_SA,hoja_caida,1,0.79324,0.48945,0.25559,0.54441,-15.075,-8.960,-13.378,-18.764,-6.853,-11.669,-8.124,-13.295
334320800400262646,BOSQUE_NW_02,bosque,-42.683517,-71.589922,287813.6,5271076.8,entrenamiento,8.52,3.77,1.9408965,0.6207076,2.1252885,4.62,9.363909,13.108033,DBT_SA,hoja_caida,1,0.69941,0.44223,0.22627,0.45431,-16.287,-9.327,-12.637,-18.637,-7.218,-12.303,-8.459,-14.313
334320800400262647,BOSQUE_NW_02,bosque,-42.683805,-71.589349,287861.5,5271046.1,entrenamiento,6.77,2.76,1.678344,0.56762445,1.9361907,4.84,4.443254,13.113018,DBT_SA,hoja_caida,1,0.69275,0.36881,0.12650,0.36736,-17.494,-10.478,-12.687,-18.577,-7.582,-13.930,-8.884,-15.661
334320800400262648,BOSQUE_NW_02,bosque,-42.684094,-71.588777,287909.3,5271015.5,entrenamiento,5.57,0.11,0.25576016,0.12002986,1.9910715,2.52,,,,,,0.50785,0.21231,0.02979,0.24205,-17.535,-11.034,-12.427,-18.631,-7.337,-14.626,-8.254,-15.733
334320800400262649,BOSQUE_NW_02,bosque,-42.684383,-71.588203,287957.3,5270984.9,entrenamiento,8.45,2.35,1.3713261,0.49601808,2.1671016,2.14,6.8003917,13.106504,DBT_SA,hoja_caida,1,0.85737,0.48802,0.28332,0.56580,-18.077,-11.889,-14.405,-20.550,-7.989,-15.749,-8.986,-16.921
334320800400262651,BOSQUE_NW_02,bosque,-42.684960,-71.587056,288053.2,5270923.6,validacion,4.75,0.37,0.45598698,0.20383708,1.6761111,11.41,0.33225977,13.117848,DBT_SA,hoja_caida,1,0.79801,0.37901,0.17904,0.46499,-16.775,-11.288,-12.646,-18.072,-7.909,-14.387,-9.651,-15.720
334320800400262654,BOSQUE_NW_02,bosque,-42.685834,-71.585294,288200.6,5270831.0,validacion,5.64,0.48,0.3004364,0.13946451,1.8189938,13.87,0.8952603,13.114499,DBT_SA,hoja_caida,1,0.83630,0.49519,0.24464,0.53574,-15.390,-9.150,-12.472,-17.157,-7.946,-13.762,-8.087,-13.417
334320800400262655,BOSQUE_NW_02,bosque,-42.686123,-71.584719,288248.7,5270800.4,validacion,3.03,-0.14,0.017667664,0.00879487,1.0395153,5.11,0.0,13.124119,DBT_SA,hoja_caida,1,0.81946,0.49235,0.23069,0.52434,-15.009,-9.443,-12.282,-16.875,-7.517,-13.204,-8.026,-13.766
334320800400262656,BOSQUE_NW_02,bosque,-42.686411,-71.584150,288296.3,5270769.8,validacion,4.37,-0.26,0.021545151,0.0107146725,1.817016,12.07,0.13675585,13.117137,DBT_SA,hoja_caida,1,0.84670,0.49975,0.25513,0.55098,-15.373,-10.194,-12.571,-17.042,-7.441,-13.057,-9.141,-14.201
334320800400262657,BOSQUE_NW_02,bosque,-42.686701,-71.583575,288344.4,5270739.1,validacion,6.09,0.03,0.14251672,0.0687751,2.4866412,13.69,2.0651798,13.108746,DBT_SA,hoja_caida,1,0.80331,0.47262,0.21770,0.50122,-15.445,-9.617,-12.303,-16.538,-7.912,-13.304,-9.085,-14.084
334320800400262658,BOSQUE_NW_02,bosque,-42.686991,-71.582994,288393.0,5270708.4,validacion,6.2,0.71,0.5203057,0.22902356,1.9404116,15.61,1.6424292,13.112208,DBT_SA,hoja_caida,1,0.77420,0.47024,0.20960,0.48698,-15.511,-9.238,-12.199,-16.781,-7.997,-13.200,-8.811,-13.557
334320800400262659,BOSQUE_NW_02,bosque,-42.687281,-71.582412,288441.6,5270677.6,validacion,5.79,0.18,0.16434541,0.07888235,1.8834397,15.90,0.98928964,13.112852,DBT_SA,hoja_caida,1,0.78838,0.48771,0.22945,0.50867,-15.530,-8.544,-12.374,-16.534,-8.680,-13.247,-9.073,-13.279
334320800400262660,BOSQUE_NW_02,bosque,-42.687570,-71.581835,288489.9,5270646.9,validacion,9.91,2.58,0.90496796,0.36383972,2.3794935,15.35,10.409974,13.1025305,DBT_SA,hoja_caida,1,0.86516,0.55231,0.30168,0.60118,-15.724,-8.938,-12.110,-16.469,-8.402,-13.202,-9.206,-13.169
334320800400262663,BOSQUE_NW_02,bosque,-42.688444,-71.580074,288637.2,5270554.3,validacion,5.46,-0.29,0.03799033,0.018815627,1.9037011,19.83,0.6667972,13.112782,DBT_SA,hoja_caida,1,0.80783,0.51112,0.25872,0.54665,-16.043,-10.168,-11.882,-16.889,-7.822,-13.586,-8.518,-13.419
334320800400262664,BOSQUE_NW_02,bosque,-42.688734,-71.579496,288685.5,5270523.5,validacion,9.91,2.43,1.0432608,0.406303,2.3950548,18.10,10.484648,13.102104,DBT_SA,hoja_caida,1,0.85917,0.56177,0.31844,0.60650,-16.034,-9.923,-11.882,-16.868,-8.067,-13.802,-8.515,-13.972
334320800400262665,BOSQUE_NW_02,bosque,-42.689024,-71.578916,288734.0,5270492.8,validacion,15.52,8.94,4.580024,0.89773697,2.6652,19.68,51.88449,13.0937195,DBT_SA,hoja_caida,1,0.77521,0.50179,0.26218,0.54084,-15.706,-10.190,-12.116,-16.810,-7.446,-13.464,-8.673,-14.022
334320800400262666,BOSQUE_NW_02,bosque,-42.689313,-71.578341,288782.0,5270462.1,validacion,11.97,3.85,1.2181448,0.45595786,2.5791821,19.34,20.547192,13.097391,DBT_SA,hoja_caida,1,0.82406,0.53546,0.30550,0.58440,-15.658,-10.052,-11.971,-16.730,-7.463,-13.254,-8.990,-13.910
334320800400262671,BOSQUE_NW_02,bosque,-42.690771,-71.575398,289028.1,5270307.6,validacion,5.83,-0.56,0.009970619,0.004972885,1.4620355,18.10,0.81360954,13.111238,DBT_SA,hoja_caida,1,0.84036,0.54480,0.26747,0.55872,-16.141,-10.412,-11.822,-16.371,-8.481,-13.658,-7.821,-11.923
334320800400262672,BOSQUE_NW_02,bosque,-42.691061,-71.574816,289076.8,5270276.8,validacion,4.15,-0.07,0.0991013,0.048341263,1.589482,13.73,0.064849265,13.119243,DBT_SA,hoja_caida,1,0.82873,0.51678,0.26633,0.56791,-15.791,-9.499,-11.729,-16.250,-8.369,-12.926,-7.362,-11.494
334321100400257535,BOSQUE_NW_02,bosque,-42.686419,-71.597302,287218.8,5270735.9,entrenamiento,6.54,0.18,0.17759086,0.08496176,2.2425425,17.49,1.6205096,13.110443,DBT_SA,hoja_caida,1,0.86648,0.53965,0.32717,0.61787,,,,,,,,
334321100400257536,BOSQUE_NW_02,bosque,-42.686708,-71.596720,287267.5,5270705.2,entrenamiento,3.44,-0.37,0.011438806,0.005703054,1.0251328,12.35,0.0,13.121246,DBT_SA,hoja_caida,1,0.80539,0.48646,0.26451,0.54343,,,,,,,,
334321100400257538,BOSQUE_NW_02,bosque,-42.687284,-71.595578,287363.0,5270644.1,entrenamiento,8.08,0.18,0.17853393,0.08539307,2.063331,17.58,3.485297,13.10616,DBT_SA,hoja_caida,1,0.76950,0.40729,0.18831,0.47105,-15.420,-9.195,-11.689,-17.436,-6.852,-11.886,-7.807,-12.952
334321100400257539,BOSQUE_NW_02,bosque,-42.687573,-71.595004,287411.1,5270613.5,entrenamiento,4.52,-0.26,0.015109367,0.0075261765,1.4520593,19.75,0.13675585,13.117137,DBT_SA,hoja_caida,1,0.80970,0.46000,0.24199,0.52322,-14.795,-8.892,-11.608,-17.557,-6.860,-11.519,-7.624,-12.846
334321100400257544,BOSQUE_NW_02,bosque,-42.689292,-71.591650,287691.7,5270431.1,entrenamiento,6.69,0.44,0.27017316,0.1263474,2.2195373,16.75,2.3813152,13.109057,DBT_SA,hoja_caida,1,0.88722,0.57780,0.31413,0.62188,-14.758,-9.485,-13.361,-18.772,-5.754,-11.120,-8.266,-12.470
334321100400257545,BOSQUE_NW_02,bosque,-42.689579,-71.591086,287738.8,5270400.6,entrenamiento,5.31,1.08,0.74761754,0.31181067,1.8927512,9.21,1.4883363,13.114356,DBT_SA,hoja_caida,1,0.84984,0.51609,0.27546,0.57789,-14.961,-9.257,-12.999,-18.506,-5.888,-11.491,-8.620,-12.824
334321100400257546,BOSQUE_NW_02,bosque,-42.689867,-71.590513,287786.8,5270370.0,entrenamiento,7.33,1.98,1.1794556,0.4453465,2.0236,2.20,4.264579,13.109915,DBT_SA,hoja_caida,1,0.84708,0.49928,0.25258,0.54999,-15.388,-9.942,-13.355,-18.738,-7.091,-12.693,-9.358,-13.938
334321100400257547,BOSQUE_NW_02,bosque,-42.690156,-71.589938,287834.9,5270339.4,entrenamiento,5.23,0.56,0.54624957,0.2389561,1.8242434,2.50,0.80832785,13.115319,DBT_SA,hoja_caida,1,0.80175,0.45511,0.18363,0.46436,-15.717,-10.453,-13.746,-18.714,-8.310,-13.756,-9.228,-15.129
334321100400257548,BOSQUE_NW_02,bosque,-42.690446,-71.589362,287883.0,5270308.7,entrenamiento,4.3,0.22,0.25752184,0.1208046,1.6680007,2.56,0.17743908,13.118823,DBT_SA,hoja_caida,1,0.73315,0.41781,0.14432,0.40565,-16.484,-10.544,-13.584,-18.308,-8.174,-13.833,-9.052,-14.862
334321100400257549,BOSQUE_NW_02,bosque,-42.690735,-71.588787,287931.1,5270278.1,entrenamiento,4.04,0.03,0.19264215,0.091821186,2.0038798,7.13,0.25903055,13.116982,DBT_SA,hoja_caida,1,0.85727,0.52127,0.25138,0.51962,-15.981,-9.737,-13.068,-17.596,-8.074,-13.270,-8.454,-14.132
334321100400257550,BOSQUE_NW_02,bosque,-42.691024,-71.588211,287979.3,5270247.4,entrenamiento,6.5,1.23,0.56602794,0.24644157,2.0041044,6.10,2.4051125,13.111732,DBT_SA,hoja_caida,1,0.84360,0.50424,0.25295,0.52713,,,,,,,,
334321100400257551,BOSQUE_NW_02,bosque,-42.691313,-71.587637,288027.3,5270216.8,validacion,2.5,-0.18,0.03724759,0.018451191,1.8567365,2.27,0.0,13.125714,DBT_SA,hoja_caida,1,0.70909,0.48527,0.16346,0.43527,,,,,,,,
340730000400262458,BOSQUE_NW_02,bosque,-42.650086,-71.569261,289393.4,5274841.0,entrenamiento,11.59,5.45,2.5427616,0.71876395,2.440302,19.05,22.056337,13.100338,DBT_SA,certificada,0,0.79368,0.44428,0.19525,0.48842,-15.157,-9.577,-13.491,-19.215,-6.312,-11.709,-7.871,-12.315
340730000400262459,BOSQUE_NW_02,bosque,-42.650374,-71.568690,289441.2,5274810.4,entrenamiento,10.73,5.49,2.2219827,0.6701021,2.4159513,12.03,19.457552,13.102854,DBT_SA,certificada,0,0.82134,0.46669,0.22501,0.50282,-15.813,-9.567,-12.398,-18.233,-7.002,-12.412,-7.185,-12.634
340730000400262460,BOSQUE_NW_02,bosque,-42.650662,-71.568120,289489.0,5274779.8,entrenamiento,9.98,4.71,1.7677307,0.5863337,2.2975423,6.04,14.988415,13.104464,DBT_SA,certificada,0,0.83185,0.44056,0.23269,0.52086,-15.555,-9.526,-12.128,-17.984,-7.079,-12.521,-7.478,-12.644
340730000400262461,BOSQUE_NW_02,bosque,-42.650951,-71.567548,289536.8,5274749.2,entrenamiento,11.25,2.46,1.2303994,0.45919,2.5052037,1.60,,,,,,0.83198,0.46603,0.23580,0.53623,-15.831,-9.808,-12.510,-18.331,-7.186,-12.944,-7.576,-13.309
340730000400262463,BOSQUE_NW_02,bosque,-42.651528,-71.566406,289632.4,5274688.0,entrenamiento,2.24,-0.07,0.07319961,0.0359367,1.439573,3.26,0.0,13.128258,DBT_SA,certificada,0,0.81619,0.54983,0.25119,0.54329,-16.735,-10.963,-12.367,-18.554,-7.538,-13.530,-7.952,-14.255
340730000400262464,BOSQUE_NW_02,bosque,-42.651817,-71.565833,289680.3,5274657.3,entrenamiento,12.15,0.89,0.83241117,0.34031138,2.639708,2.06,,,,,,0.80793,0.44998,0.23976,0.52164,-16.744,-10.957,-12.450,-17.946,-7.201,-13.123,-7.662,-13.003
340730000400262465,BOSQUE_NW_02,bosque,-42.652106,-71.565260,289728.2,5274626.6,entrenamiento,12.45,3.66,1.2706597,0.46994755,2.5360415,2.03,,,,,,0.86720,0.48447,0.29254,0.57492,-16.446,-10.561,-12.572,-17.846,-6.586,-12.999,-7.483,-12.878
340730000400262466,BOSQUE_NW_02,bosque,-42.652395,-71.564688,289776.1,5274595.9,entrenamiento,8.97,0.63,0.58427835,0.25325853,2.3658717,9.00,,,,,,0.79574,0.47461,0.23020,0.51207,-16.086,-9.637,-12.775,-18.006,-6.673,-13.108,-7.524,-12.738
340730000400262472,BOSQUE_NW_02,bosque,-42.654171,-71.561177,290069.9,5274407.5,entrenamiento,11.43,5.08,2.5304773,0.7170409,2.429355,16.64,21.559048,13.099538,DBT_SA,certificada,0,0.81768,0.52011,0.26952,0.54486,-15.830,-9.080,-11.726,-16.982,-7.809,-13.415,-7.428,-12.285
340730000400262474,BOSQUE_NW_02,bosque,-42.654749,-71.560031,290165.8,5274346.2,entrenamiento,4.67,0.07,0.116001025,0.056347,1.8820181,14.36,,,,,,0.82425,0.51613,0.26610,0.54627,-15.194,-9.166,-12.220,-17.920,-7.289,-12.590,-7.318,-12.333
340730100400258033,BOSQUE_NW_02,bosque,-42.661205,-71.560712,290131.7,5273627.5,entrenamiento,12.07,6.09,3.378634,0.8142898,2.4262304,19.78,26.241661,13.099246,DBT_SA,certificada,0,0.82500,0.50699,0.26493,0.55407,-15.037,-9.503,-12.241,-16.485,-7.428,-13.092,-7.260,-11.422
340730100400258036,BOSQUE_NW_02,bosque,-42.662088,-71.558962,290278.1,5273533.8,entrenamiento,3.47,-0.03,0.15304354,0.073661365,1.7078001,17.24,,,,,,0.81543,0.53437,0.25302,0.53463,-14.140,-9.945,-11.299,-16.922,-7.184,-12.841,-6.827,-12.066
340730100400258038,BOSQUE_NW_02,bosque,-42.662668,-71.557810,290374.5,5273472.2,entrenamiento,2.95,-0.18,0.0147440545,0.0073448634,1.0795848,6.44,,,,,,0.81050,0.49464,0.23684,0.52726,-14.825,-10.059,-11.702,-17.047,-7.222,-12.400,-7.437,-12.668
340730100400258040,BOSQUE_NW_02,bosque,-42.663245,-71.556665,290470.3,5273411.0,entrenamiento,6.76,1.23,0.65923476,0.28070855,2.1219823,11.19,2.9826257,13.110114,DBT_SA,certificada,0,0.79449,0.47453,0.23560,0.52651,-16.009,-9.544,-12.120,-16.722,-7.041,-12.395,-8.443,-13.148
340730100400258041,BOSQUE_NW_02,bosque,-42.663536,-71.556085,290518.7,5273380.1,entrenamiento,11.47,5.45,2.4787405,0.7096899,2.4100592,15.47,22.025211,13.100364,DBT_SA,certificada,0,0.80765,0.45478,0.24022,0.52548,-16.074,-9.232,-11.902,-16.293,-6.866,-12.540,-7.601,-13.176
340730100400258042,BOSQUE_NW_02,bosque,-42.663830,-71.555502,290567.5,5273348.9,entrenamiento,8.37,2.8,1.2507879,0.4646736,2.2255766,16.21,7.0161247,13.107812,DBT_SA,certificada,0,0.85067,0.52600,0.30187,0.58586,-15.236,-9.600,-11.439,-16.419,-7.164,-12.285,-6.932,-12.261
340730100400258043,BOSQUE_NW_02,bosque,-42.664124,-71.554918,290616.4,5273317.7,entrenamiento,4.71,0.18,0.18360505,0.08770632,1.7684495,12.66,0.21991478,13.118104,DBT_SA,certificada,0,0.85290,0.53845,0.29202,0.58242,-15.685,-9.179,-11.127,-16.091,-7.070,-12.389,-6.881,-11.108
340730100400258044,BOSQUE_NW_02,bosque,-42.664416,-71.554338,290664.9,5273286.7,entrenamiento,6.24,1.49,0.9185558,0.36809504,1.9606072,13.85,2.5723405,13.112302,DBT_SA,certificada,0,0.83061,0.52732,0.27904,0.57671,-15.578,-9.050,-11.421,-16.236,-6.893,-11.717,-5.979,-10.876
340730200400263066,BOSQUE_NW_02,bosque,-42.660187,-71.572479,289163.8,5273711.2,entrenamiento,2.61,-0.14,0.027979605,0.013892224,1.5427691,5.85,,,,,,0.90127,0.59171,0.41564,0.69788,-15.596,-10.703,-12.531,-18.475,-7.326,-13.097,-6.707,-13.342
340730200400263069,BOSQUE_NW_02,bosque,-42.661049,-71.570762,289307.5,5273619.8,entrenamiento,9.31,5.04,2.4084523,0.6994627,2.2390015,2.17,13.836928,13.107402,DBT_SA,certificada,0,0.89542,0.52850,0.35910,0.65125,-16.361,-9.878,-11.197,-17.482,-6.395,-13.284,-6.765,-12.534
340730200400263085,BOSQUE_NW_02,bosque,-42.665719,-71.561486,290083.4,5273124.3,entrenamiento,3.44,0.11,0.1405197,0.06784416,1.5506715,6.64,6.5104585e-05,13.123064,DBT_SA,certificada,0,0.80464,0.48379,0.23089,0.51374,-14.778,-9.020,-12.008,-17.103,-6.790,-12.228,-7.325,-12.099
340730300400257954,BOSQUE_NW_02,bosque,-42.664333,-71.577767,288744.4,5273237.6,entrenamiento,7.47,2.28,1.4163284,0.50717425,2.0397117,5.61,4.9717727,13.109591,DBT_SA,certificada,0,0.88852,0.52829,0.32677,0.63160,-15.515,-9.306,-11.805,-17.706,-6.623,-11.771,-7.445,-12.386
340730300400257984,BOSQUE_NW_02,bosque,-42.673016,-71.560495,290189.2,5272316.4,entrenamiento,4.86,0.14,0.17734039,0.084846154,1.936917,10.19,0.31100172,13.11697,DBT_SA,hoja_caida,1,0.75048,0.40477,0.16433,0.45004,-15.203,-9.379,-11.857,-16.937,-7.475,-12.864,-8.720,-13.098
340730300400257985,BOSQUE_NW_02,bosque,-42.673307,-71.559918,290237.5,5272285.6,entrenamiento,8.26,1.45,0.54553825,0.23867697,2.2668233,15.30,5.9223137,13.105175,DBT_SA,hoja_caida,1,0.78377,0.43688,0.19539,0.49054,-15.105,-9.758,-12.087,-16.846,-7.928,-13.165,-8.898,-12.911
340730300400257986,BOSQUE_NW_02,bosque,-42.673601,-71.559333,290286.4,5272254.3,entrenamiento,5.83,0.29,0.2623448,0.12291961,1.9503189,15.90,,,,,,0.81627,0.49588,0.23987,0.52472,-15.044,-9.787,-11.961,-16.790,-8.013,-13.550,-8.844,-12.578
340730300400257987,BOSQUE_NW_02,bosque,-42.673892,-71.558756,290334.6,5272223.4,entrenamiento,8.86,3.77,2.2415934,0.67343915,2.2098882,13.13,10.968374,13.105683,DBT_SA,hoja_caida,1,0.80811,0.47232,0.23831,0.52921,-15.311,-9.576,-11.727,-16.794,-7.543,-13.411,-7.923,-12.082
340730300400257988,BOSQUE_NW_02,bosque,-42.674186,-71.558173,290383.4,5272192.2,entrenamiento,9.79,3.96,1.762421,0.58533204,2.2240431,16.45,13.899126,13.102874,DBT_SA,hoja_caida,1,0.85854,0.53156,0.29961,0.58336,-15.692,-9.372,-12.165,-16.897,-7.862,-13.375,-7.484,-12.603
340730300400257989,BOSQUE_NW_02,bosque,-42.674480,-71.557592,290432.1,5272161.1,entrenamiento,12.75,2.46,1.021561,0.399809,2.6116352,19.26,16.329557,13.098068,DBT_SA,hoja_caida,1,0.78388,0.47430,0.25580,0.53234,-16.069,-9.296,-12.458,-16.866,-7.779,-12.875,-7.103,-12.279
340730300400257990,BOSQUE_NW_02,bosque,-42.674773,-71.557009,290480.8,5272129.9,entrenamiento,15.63,8.75,5.164645,0.92312425,2.584905,19.65,53.415253,13.092527,DBT_SA,hoja_caida,1,0.80369,0.47379,0.25852,0.53917,-15.973,-9.638,-12.398,-16.431,-7.829,-12.857,-7.000,-11.794
340730500400257849,BOSQUE_NW_02,bosque,-42.678942,-71.567863,289605.5,5271640.0,entrenamiento,6.09,0.48,0.40830192,0.18462169,2.0509655,18.94,1.4678469,13.111985,DBT_SA,certificada,0,0.76633,0.46961,0.21456,0.48383,-16.440,-9.578,-12.164,-16.564,-8.170,-14.232,-7.940,-12.398
340730500400257850,BOSQUE_NW_02,bosque,-42.679235,-71.567278,289654.4,5271608.9,entrenamiento,5.94,0.59,0.46081492,0.20574121,2.0652661,19.62,1.4131737,13.112608,DBT_SA,certificada,0,0.79324,0.47719,0.23005,0.50220,-16.432,-9.949,-12.262,-16.906,-7.730,-13.822,-7.381,-11.902
340730500400257851,BOSQUE_NW_02,bosque,-42.679528,-71.566693,289703.3,5271577.8,entrenamiento,5.15,0.07,0.28222686,0.13158976,2.1176467,10.93,0.7469934,13.113642,DBT_SA,certificada,0,0.78558,0.45164,0.19244,0.46473,-16.057,-9.909,-12.207,-17.255,-7.793,-13.215,-6.972,-11.377
340730500400257852,BOSQUE_NW_02,bosque,-42.679814,-71.566124,289750.9,5271547.4,entrenamiento,20.48,9.68,2.7574513,0.7472422,2.9833834,12.03,91.17662,13.086609,DBT_SA,hoja_caida,1,0.79812,0.54363,0.28399,0.53833,-16.574,-11.077,-14.286,-19.236,-8.147,-12.989,-8.207,-12.907
340730500400257853,BOSQUE_NW_02,bosque,-42.680102,-71.565550,289798.9,5271516.9,entrenamiento,2.2,-0.14,0.04429966,0.021905804,1.5032238,6.43,0.0,13.1283245,DBT_SA,hoja_caida,1,0.70783,0.53885,0.21422,0.47979,-17.119,-11.571,-15.459,-20.500,-8.826,-13.646,-9.685,-14.638
340730500400257854,BOSQUE_NW_02,bosque,-42.680391,-71.564974,289847.1,5271486.3,entrenamiento,6.35,0.74,0.5792799,0.2513927,2.1425304,18.27,2.539825,13.10957,DBT_SA,hoja_caida,1,0.53939,0.34586,0.07252,0.27622,-17.259,-11.650,-14.965,-19.778,-9.001,-14.756,-9.784,-14.562
340730500400257855,BOSQUE_NW_02,bosque,-42.680684,-71.564388,289896.1,5271455.2,entrenamiento,19.47,7.85,4.9149117,0.9128406,2.6651676,17.88,68.75627,13.0884,DBT_SA,hoja_caida,1,0.70186,0.46985,0.12482,0.32619,-17.352,-11.611,-16.199,-20.906,-9.833,-15.580,-11.353,-16.503
