archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,pai,fhd_normal,cover,l2b_quality_flag_rel3
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041904,-42.744523,-71.119767,326504.0,5265376.0,0.15743831,1.6388249,0.075693056,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041905,-42.744239,-71.119200,326549.6,5265408.7,0.07268425,1.4518609,0.03568804,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041906,-42.743952,-71.118623,326596.0,5265441.7,0.11486129,1.7379373,0.055808593,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041907,-42.743665,-71.118043,326642.7,5265474.9,0.187339,1.6890912,0.08940586,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041908,-42.743376,-71.117458,326689.8,5265508.2,0.92667836,2.0730908,0.3706193,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041909,-42.743086,-71.116873,326736.9,5265541.5,0.25627053,1.8062091,0.12024646,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041910,-42.742798,-71.116292,326783.6,5265574.7,0.12594382,1.902284,0.061025318,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041911,-42.742509,-71.115707,326830.7,5265608.0,0.61141497,1.8355484,0.2633008,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041912,-42.742219,-71.115118,326878.1,5265641.5,1.2015861,2.1738677,0.45131305,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041913,-42.741930,-71.114534,326925.1,5265674.7,0.052513357,1.5389351,0.025914108,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041914,-42.741645,-71.113964,326971.0,5265707.5,0.10373465,1.537881,0.05054187,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041915,-42.741360,-71.113392,327017.0,5265740.4,0.005238139,1.0732507,0.0026156341,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041916,-42.741075,-71.112822,327062.9,5265773.2,0.022940814,0.65848243,0.011404707,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041917,-42.740793,-71.112261,327108.0,5265805.7,0.37374046,1.6616112,0.1704094,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041918,-42.740510,-71.111699,327153.2,5265838.2,0.5471006,1.7773578,0.23924652,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041919,-42.740227,-71.111135,327198.6,5265870.8,0.064301014,1.2863952,0.03163789,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041920,-42.739944,-71.110570,327244.0,5265903.4,0.82167727,1.7549917,0.33674222,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041921,-42.739658,-71.109999,327290.0,5265936.3,0.39412248,1.5917083,0.17881633,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041922,-42.739375,-71.109435,327335.4,5265968.9,0.55463576,1.5950478,0.24210504,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041923,-42.739093,-71.108872,327380.7,5266001.4,0.030028014,1.6660066,0.014901575,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041924,-42.738810,-71.108310,327425.9,5266033.9,0.036756523,1.6123635,0.018209986,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041925,-42.738525,-71.107740,327471.7,5266066.7,0.16488253,1.3304948,0.0791263,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041926,-42.738239,-71.107167,327517.9,5266099.6,0.030796424,1.201093,0.015279967,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041927,-42.737954,-71.106595,327563.9,5266132.5,1.0252732,1.9153304,0.40084657,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041928,-42.737668,-71.106020,327610.2,5266165.5,0.024730353,0.86977,0.012288849,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041929,-42.737381,-71.105445,327656.5,5266198.5,0.016617699,1.5671318,0.008274339,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041930,-42.737094,-71.104869,327702.8,5266231.5,0.1499472,1.3247472,0.07222522,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041931,-42.736808,-71.104294,327749.1,5266264.5,0.2633795,1.5592961,0.123366885,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041932,-42.736522,-71.103720,327795.3,5266297.4,0.09796114,1.2709688,0.04779742,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041933,-42.736235,-71.103145,327841.6,5266330.4,0.14121807,1.3275725,0.06816782,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041934,-42.735949,-71.102569,327887.9,5266363.4,0.9036164,1.7305127,0.36333072,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041935,-42.735661,-71.101990,327934.5,5266396.5,0.20469488,1.5246238,0.0972717,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041936,-42.735374,-71.101414,327980.9,5266429.6,0.14066985,1.094751,0.067912415,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041937,-42.735087,-71.100838,328027.3,5266462.6,0.25694263,1.5396862,0.120541945,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041938,-42.734799,-71.100257,328074.0,5266495.7,0.018364364,1.2752054,0.009140048,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041939,-42.734513,-71.099681,328120.4,5266528.8,0.15184355,1.2126575,0.07310432,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041940,-42.734226,-71.099106,328166.7,5266561.8,0.09281944,1.314195,0.0453466,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041941,-42.733940,-71.098533,328212.8,5266594.7,0.021959724,1.4891415,0.010919651,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041942,-42.733654,-71.097959,328258.9,5266627.6,0.5625716,1.9279112,0.24510387,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041943,-42.733366,-71.097378,328305.7,5266660.8,0.07553442,1.5401565,0.037061155,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041944,-42.733079,-71.096801,328352.1,5266693.9,0.17918868,1.3134104,0.08568838,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041945,-42.732791,-71.096223,328398.7,5266727.0,0.18854205,1.3130547,0.0899533,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041946,-42.732504,-71.095647,328445.1,5266760.0,0.20127048,1.4188453,0.09572515,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041947,-42.732217,-71.095069,328491.6,5266793.1,0.14502811,1.302276,0.06994096,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041948,-42.731929,-71.094491,328538.1,5266826.2,0.09601131,1.4870367,0.046868768,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041949,-42.731642,-71.093913,328584.7,5266859.3,0.08878501,1.5475059,0.04341914,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041950,-42.731354,-71.093335,328631.2,5266892.4,0.3773499,1.4722872,0.17190444,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041951,-42.731067,-71.092756,328677.8,5266925.5,0.28338706,1.5172453,0.13208959,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041952,-42.730779,-71.092177,328724.4,5266958.7,0.0767921,1.5917653,0.03766644,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041953,-42.730491,-71.091598,328771.0,5266991.8,0.23858134,1.6229444,0.112433515,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041954,-42.730203,-71.091020,328817.6,5267024.9,0.17468135,1.3043976,0.08362599,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041955,-42.729916,-71.090444,328863.9,5267058.0,0.052722428,1.3761079,0.026015922,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041956,-42.729630,-71.089869,328910.2,5267090.9,0.062356755,1.3145814,0.030696135,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041957,-42.729343,-71.089294,328956.5,5267124.0,0.11423515,1.5704062,0.05551299,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041958,-42.729056,-71.088717,329002.9,5267157.0,0.20965147,1.4620265,0.09950554,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041959,-42.728768,-71.088138,329049.5,5267190.2,0.6182633,1.5886112,0.26581678,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041960,-42.728479,-71.087558,329096.2,5267223.4,0.23792775,1.4478438,0.1121435,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041961,-42.728191,-71.086977,329143.0,5267256.6,0.1513542,1.6971602,0.072877556,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041962,-42.727904,-71.086402,329189.3,5267289.6,0.23075357,1.4093084,0.108953975,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041963,-42.727619,-71.085834,329235.0,5267322.4,0.44270945,1.6723133,0.19851387,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041964,-42.727334,-71.085263,329281.0,5267355.2,0.17885004,1.3812126,0.0855336,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041965,-42.727048,-71.084693,329326.8,5267388.1,0.2364846,1.6346242,0.111502826,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041966,-42.726763,-71.084124,329372.7,5267420.9,0.033311535,1.5289572,0.016517477,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041967,-42.726477,-71.083553,329418.6,5267453.8,0.04759519,1.3587519,0.023515958,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041968,-42.726190,-71.082977,329465.0,5267486.9,0.021658316,1.0358347,0.010770586,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041969,-42.725904,-71.082406,329511.0,5267519.8,0.085315146,1.2465993,0.04175829,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041970,-42.725618,-71.081833,329557.1,5267552.7,0.08634815,1.5306839,0.042253044,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041971,-42.725331,-71.081258,329603.4,5267585.7,0.06317616,1.464167,0.031093147,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041972,-42.725045,-71.080685,329649.5,5267618.7,-9999.0,-9999.0,-9999.0,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041973,-42.724758,-71.080111,329695.8,5267651.7,0.122144066,1.1028123,0.059239976,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041974,-42.724471,-71.079537,329741.9,5267684.7,0.16679776,1.4288003,0.08000752,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041975,-42.724185,-71.078964,329788.1,5267717.7,0.26061282,1.2836654,0.12215379,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041976,-42.723898,-71.078389,329834.4,5267750.7,0.12669337,1.5112082,0.061377097,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041977,-42.723611,-71.077817,329880.5,5267783.6,0.18867977,1.278569,0.09001595,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041978,-42.723326,-71.077246,329926.4,5267816.5,0.3748245,1.5969937,0.1708587,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041979,-42.723039,-71.076672,329972.6,5267849.5,0.23855387,1.2454461,0.11242133,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041980,-42.722752,-71.076100,330018.7,5267882.5,0.050940204,1.1557664,0.025147665,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041981,-42.722466,-71.075526,330064.9,5267915.5,0.12523758,1.5473509,0.06069374,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041982,-42.722178,-71.074949,330111.3,5267948.6,0.4202794,1.4372072,0.18948016,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041983,-42.721891,-71.074374,330157.7,5267981.6,0.16895871,1.5682759,0.0810008,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041984,-42.721605,-71.073803,330203.6,5268014.5,0.039345223,1.079329,0.019479884,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041985,-42.721319,-71.073231,330249.7,5268047.4,0.2292207,1.2962406,0.108271,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041986,-42.721031,-71.072654,330296.1,5268080.5,0.022595268,1.202188,0.011233894,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041987,-42.720745,-71.072080,330342.3,5268113.5,0.031202016,0.6365142,0.015479637,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041988,-42.720458,-71.071507,330388.5,5268146.5,0.030849867,1.0928731,0.015306278,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041989,-42.720171,-71.070932,330434.8,5268179.5,0.18293029,1.6176999,0.08739687,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041990,-42.719885,-71.070358,330481.0,5268212.5,0.030861842,0.839586,0.015312175,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041991,-42.719597,-71.069781,330527.4,5268245.6,0.3470776,1.8204004,0.15928136,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041992,-42.719310,-71.069203,330574.0,5268278.7,0.034168515,1.3607295,0.016938783,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041993,-42.719024,-71.068635,330619.8,5268311.5,0.01615485,0.6365142,0.008044808,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041994,-42.718740,-71.068068,330665.4,5268344.2,0.93799835,1.9283458,0.3741662,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041995,-42.718454,-71.067494,330711.6,5268377.1,0.99728215,1.9321194,0.39241636,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041996,-42.718167,-71.066919,330757.9,5268410.1,0.07535766,1.7011434,0.036976058,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041997,-42.717881,-71.066346,330804.1,5268443.1,0.10573338,1.5010817,0.05149012,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041998,-42.717594,-71.065771,330850.4,5268476.1,1.2825301,2.2914283,0.4730295,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100041999,-42.717307,-71.065196,330896.6,5268509.0,0.50830907,1.8331976,0.22435865,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042000,-42.717020,-71.064618,330943.2,5268542.1,0.33092332,1.6253252,0.15246646,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042001,-42.716733,-71.064041,330989.6,5268575.2,0.11729563,1.5618623,0.05695696,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042002,-42.716445,-71.063463,331036.2,5268608.3,0.08926974,1.3499941,0.043650933,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042003,-42.716159,-71.062891,331082.3,5268641.2,0.016156323,0.9751383,0.008045538,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042004,-42.715874,-71.062319,331128.4,5268674.0,1.759522,2.0977921,0.5845587,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042005,-42.715587,-71.061743,331174.7,5268707.0,0.1516826,1.6681014,0.07302974,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042006,-42.715299,-71.061164,331221.4,5268740.1,0.02259407,0.88310605,0.011233302,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042007,-42.715012,-71.060589,331267.7,5268773.1,0.057170305,1.4370409,0.028179443,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042008,-42.714727,-71.060019,331313.6,5268805.9,0.13412496,1.3127013,0.06485776,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042009,-42.714441,-71.059444,331359.9,5268838.9,1.1502389,1.8449923,0.43707323,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042010,-42.714152,-71.058863,331406.7,5268872.1,0.06972742,1.2835202,0.03426146,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042011,-42.713866,-71.058287,331453.1,5268905.1,0.014813151,0.6365142,0.0073791454,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042012,-42.713578,-71.057709,331499.7,5268938.2,0.048628,0.9538636,0.024020057,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042013,-42.713292,-71.057136,331545.8,5268971.1,0.10962115,1.448995,0.053331867,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042014,-42.713006,-71.056564,331591.9,5269003.9,0.14559932,1.4760733,0.07020649,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042015,-42.712721,-71.055996,331637.6,5269036.7,0.5510496,1.5281192,0.24074595,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042016,-42.712433,-71.055415,331684.4,5269069.9,0.18292315,1.4845889,0.08739362,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042017,-42.712146,-71.054837,331730.9,5269103.0,0.033904333,0.6365142,0.016808925,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042018,-42.711858,-71.054259,331777.5,5269136.1,0.0316567,0.7560116,0.015703425,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042019,-42.711572,-71.053687,331823.6,5269168.9,0.1168571,1.4974024,0.05675019,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042020,-42.711286,-71.053115,331869.7,5269201.9,0.09289947,1.4391243,0.0453848,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042021,-42.710999,-71.052542,331915.8,5269234.8,0.023826335,0.9662269,0.011842308,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042022,-42.710713,-71.051968,331962.0,5269267.8,0.16650471,1.4100785,0.07987274,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042023,-42.710426,-71.051393,332008.3,5269300.8,0.13926718,1.3096737,0.0672586,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042024,-42.710141,-71.050824,332054.2,5269333.6,0.17326711,1.3410592,0.08297793,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042025,-42.709855,-71.050252,332100.3,5269366.5,0.07516957,1.5075152,0.036885493,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042026,-42.709568,-71.049678,332146.5,5269399.5,0.19340798,1.4782368,0.09216416,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042027,-42.709282,-71.049107,332192.5,5269432.4,0.08479661,1.4180552,0.041509844,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042028,-42.708997,-71.048538,332238.3,5269465.2,0.49598986,1.5010394,0.21956974,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042029,-42.708711,-71.047967,332284.3,5269498.0,0.24244933,1.5674948,0.11414784,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0001,346880100100042030,-42.708425,-71.047395,332330.4,5269531.0,0.026854998,0.90760404,0.013337525,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042757,-42.797181,-71.213376,318995.6,5259331.6,4.787273,2.8377163,0.9071877,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042758,-42.796894,-71.212797,319042.1,5259364.7,0.022637194,1.472935,0.011254643,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042759,-42.796609,-71.212226,319088.0,5259397.6,0.038778502,1.3118974,0.019202081,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042760,-42.796325,-71.211658,319133.6,5259430.3,0.14547919,1.8159256,0.07015152,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042761,-42.796043,-71.211093,319179.0,5259462.9,0.5265777,2.254812,0.23141608,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042762,-42.795751,-71.210499,319226.7,5259496.5,0.08001589,2.095602,0.03921648,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042763,-42.795462,-71.209913,319273.8,5259529.9,2.2966428,2.2180216,0.68213135,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042764,-42.795175,-71.209333,319320.4,5259563.0,0.10676965,1.6264548,0.051981855,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042765,-42.794890,-71.208760,319366.4,5259595.9,0.039166212,0.9484498,0.019392187,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042766,-42.794608,-71.208198,319411.6,5259628.4,0.6921876,2.294419,0.29244903,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042767,-42.794323,-71.207626,319457.5,5259661.3,0.02005811,0.7000197,0.0099788215,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042768,-42.794040,-71.207057,319503.2,5259694.0,0.12349003,2.0987716,0.059873402,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042769,-42.793756,-71.206488,319549.0,5259726.7,0.09525522,1.910632,0.046508793,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042770,-42.793474,-71.205924,319594.2,5259759.3,3.2853138,2.5204372,0.8054613,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042771,-42.793190,-71.205356,319639.9,5259792.0,0.07524069,1.7602469,0.036919974,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042772,-42.792907,-71.204791,319685.3,5259824.6,1.4194845,2.311792,0.50787926,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042773,-42.792623,-71.204219,319731.2,5259857.4,0.011306858,0.6365142,0.0056374436,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042774,-42.792342,-71.203660,319776.1,5259889.8,0.58642566,2.421424,0.25405872,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042775,-42.792057,-71.203086,319822.2,5259922.7,0.4910339,1.6233886,0.21764365,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042776,-42.791771,-71.202511,319868.5,5259955.6,0.077136286,1.7068317,0.037832268,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042777,-42.791486,-71.201936,319914.7,5259988.6,0.6043147,2.083374,0.26069602,0
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042778,-42.791195,-71.201342,319962.3,5260022.1,1.3556525,2.4578657,0.491955,1
GEDI02_B_2025026122031_O34688_01_T00318_02_004_01_V003.h5,BEAM0010,346880200100042779,-42.790903,-71.200748,320010.1,5260055.8,0.00976662,1.5195105,0.0048713796,1
