producto,sensor,fecha,indice,shot_number,rh95,valor
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192087,8.53,0.81937
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192088,3.85,0.93615
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192089,2.99,0.86537
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192090,10.37,0.84650
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192091,4.90,0.81969
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192092,11.75,0.79896
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192093,2.99,0.78217
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192094,2.54,0.83077
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192095,2.54,0.74926
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192096,2.54,0.79442
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20231204_051511_R164_8045.dim,Sentinel_1,20231204,RVI_dual_VV_VH,356601100400192097,4.45,0.67235
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262741,15.08,0.79077
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262742,18.44,0.80426
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262746,16.98,0.90268
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262747,20.32,0.81927
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262749,19.16,0.65005
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262750,15.79,0.65797
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262754,4.60,0.76547
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262764,14.25,0.87385
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262766,22.75,0.83381
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262773,12.12,0.83365
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262785,7.03,0.85781
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262792,5.87,0.74688
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262799,2.28,0.85186
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262809,14.18,0.88550
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262812,27.28,0.85159
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262814,5.27,0.84416
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262815,25.29,0.80225
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262856,10.32,0.76401
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262858,16.91,0.88609
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262859,19.64,0.78083
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262865,13.02,0.86720
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262866,24.84,0.80136
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262877,10.06,0.87720
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262880,22.00,0.83633
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262881,24.88,0.89897
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262885,10.59,0.68702
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262886,11.11,0.80426
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262903,10.29,0.84686
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262904,13.02,0.80933
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262905,16.09,0.74959
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262908,14.25,0.84736
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262910,12.98,0.77387
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320000400262917,23.61,0.83541
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258132,10.62,0.81375
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258139,2.35,0.82667
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258140,8.15,0.83057
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258143,10.70,0.71246
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258144,11.48,0.70927
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258145,7.03,0.74116
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258154,13.54,0.85377
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258156,30.42,0.74579
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258157,23.65,0.84799
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258158,14.33,0.86685
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258159,12.61,0.85528
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258160,23.83,0.82908
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258161,12.53,0.96356
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258163,10.14,0.79274
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258166,7.52,0.88822
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258180,9.09,0.85272
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258185,9.50,0.90654
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258186,9.35,0.93462
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258188,2.35,0.80333
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258197,6.47,0.70149
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258200,11.03,0.89306
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258201,11.82,0.91669
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258205,7.55,0.86963
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258208,4.26,0.75924
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258210,7.82,0.83061
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258211,3.81,0.85674
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258216,9.01,0.77727
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258221,10.89,0.67384
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258227,7.85,0.68630
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258228,9.01,0.65844
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258229,4.75,0.67669
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258235,23.01,0.86955
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258239,6.69,0.95547
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258241,11.60,0.74449
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258244,8.27,0.72392
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258250,5.95,0.87363
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258263,13.92,0.78376
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258266,3.36,0.82548
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258279,16.42,0.70429
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258280,22.37,0.76743
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258281,8.08,0.81412
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258283,23.61,0.80798
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258291,21.44,0.72612
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320100400258292,25.03,0.69687
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263183,14.03,0.69222
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263184,15.53,0.68998
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263185,4.94,0.67880
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263198,27.32,0.79417
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263200,18.56,0.74074
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263202,19.57,0.84842
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263203,21.26,0.91837
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263206,16.58,0.75604
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263209,19.57,0.83729
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263211,25.11,0.88745
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263218,2.02,0.80439
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263220,6.47,0.76360
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263223,9.46,0.97295
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263225,17.10,0.81965
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263226,10.25,0.84103
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263230,10.40,0.86830
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263233,4.90,0.89590
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263235,3.18,0.82169
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263239,8.57,0.94920
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263242,5.20,0.86946
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263243,7.03,0.92159
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263258,3.59,0.86920
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263262,20.36,0.86597
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263263,21.41,0.79573
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263270,7.03,0.85573
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263272,23.16,0.90171
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263274,18.82,0.75692
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263275,13.54,0.76961
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263277,25.90,0.85778
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263279,21.59,0.84731
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263280,27.28,0.83660
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263281,16.88,0.88929
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263282,25.07,0.84174
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263283,19.65,0.73801
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263285,25.67,0.77077
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263286,25.26,0.70826
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263287,32.71,0.73830
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263292,8.79,0.68432
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263304,3.18,0.82625
Sentinel_1\01_linea_base_2023_24\BOSQUE_NW_02\S1_GRD\S1A_IW_GRD_20240109_052036_R164_7CD5.dim,Sentinel_1,20240109,RVI_dual_VV_VH,334320200400263320,13.40,0.82779
