shot_number,rh95,fuente,gamma0_dB
356601100400192074,3.66,SAOCOM HV,-17.581
356601100400192078,3.59,SAOCOM HV,-19.315
356601100400192079,3.18,SAOCOM HV,-19.175
356601100400192080,3.29,SAOCOM HV,-19.02
356601100400192081,2.77,SAOCOM HV,-19.073
356601100400192082,3.7,SAOCOM HV,-19.76
356601100400192083,4.75,SAOCOM HV,-20.396
356601100400192084,2.43,SAOCOM HV,-20.295
356601100400192085,2.54,SAOCOM HV,-20.042
356601100400192086,4.49,SAOCOM HV,-20.257
356601100400192087,8.53,SAOCOM HV,-18.925
356601100400192088,3.85,SAOCOM HV,-18.642
356601100400192089,2.99,SAOCOM HV,-18.57
356601100400192090,10.37,SAOCOM HV,-18.758
356601100400192091,4.9,SAOCOM HV,-17.986
356601100400192092,11.75,SAOCOM HV,-17.54
356601100400192093,2.99,SAOCOM HV,-18.174
356601100400192094,2.54,SAOCOM HV,-19.211
356601100400192095,2.54,SAOCOM HV,-18.742
356601100400192096,2.54,SAOCOM HV,-18.093
356601100400192097,4.45,SAOCOM HV,-18.471
334320000400262741,15.08,NISAR HH,-6.028
334320000400262742,18.44,NISAR HH,-5.987
334320000400262746,16.98,NISAR HH,-5.672
334320000400262747,20.32,NISAR HH,-5.904
334320000400262749,19.16,NISAR HH,-6.644
334320000400262750,15.79,NISAR HH,-6.83
334320000400262754,4.6,NISAR HH,-6.095
334320000400262764,14.25,NISAR HH,-5.46
334320000400262766,22.75,NISAR HH,-5.726
334320000400262773,12.12,NISAR HH,-6.547
334320000400262785,7.03,NISAR HH,-7.575
334320000400262792,5.87,NISAR HH,-7.623
334320000400262799,2.28,NISAR HH,-7.516
334320000400262809,14.18,NISAR HH,-6.264
334320000400262812,27.28,NISAR HH,-5.788
334320000400262814,5.27,NISAR HH,-5.48
334320000400262815,25.29,NISAR HH,-5.492
334320000400262856,10.32,NISAR HH,-8.333
334320000400262858,16.91,NISAR HH,-8.089
334320000400262859,19.64,NISAR HH,-6.777
334320000400262865,13.02,NISAR HH,-6.016
334320000400262866,24.84,NISAR HH,-6.115
334320000400262877,10.06,NISAR HH,-6.513
334320000400262880,22.0,NISAR HH,-5.848
334320000400262881,24.88,NISAR HH,-5.893
334320000400262885,10.59,NISAR HH,-6.671
334320000400262886,11.11,NISAR HH,-6.303
334320000400262903,10.29,NISAR HH,-5.265
334320000400262904,13.02,NISAR HH,-5.221
334320000400262905,16.09,NISAR HH,-5.788
334320000400262908,14.25,NISAR HH,-6.066
334320000400262910,12.98,NISAR HH,-6.436
334320000400262917,23.61,NISAR HH,-5.874
334320100400258132,10.62,NISAR HH,-6.026
334320100400258139,2.35,NISAR HH,-7.77
334320100400258140,8.15,NISAR HH,-7.355
334320100400258143,10.7,NISAR HH,-6.774
334320100400258144,11.48,NISAR HH,-6.603
334320100400258145,7.03,NISAR HH,-6.976
334320100400258154,13.54,NISAR HH,-5.421
334320100400258156,30.42,NISAR HH,-6.161
334320100400258157,23.65,NISAR HH,-6.042
334320100400258158,14.33,NISAR HH,-5.968
334320100400258159,12.61,NISAR HH,-5.708
334320100400258160,23.83,NISAR HH,-5.606
334320100400258161,12.53,NISAR HH,-5.623
334320100400258163,10.14,NISAR HH,-6.085
334320100400258166,7.52,NISAR HH,-6.701
334320100400258180,9.09,NISAR HH,-8.007
334320100400258185,9.5,NISAR HH,-7.63
334320100400258186,9.35,NISAR HH,-7.483
334320100400258188,2.35,NISAR HH,-7.13
334320100400258197,6.47,NISAR HH,-6.934
334320100400258200,11.03,NISAR HH,-6.056
334320100400258201,11.82,NISAR HH,-5.968
334320100400258205,7.55,NISAR HH,-7.227
334320100400258208,4.26,NISAR HH,-7.584
334320100400258210,7.82,NISAR HH,-8.129
334320100400258211,3.81,NISAR HH,-8.096
334320100400258216,9.01,NISAR HH,-7.667
334320100400258221,10.89,NISAR HH,-6.805
334320100400258227,7.85,NISAR HH,-6.633
334320100400258228,9.01,NISAR HH,-6.776
334320100400258229,4.75,NISAR HH,-7.327
334320100400258235,23.01,NISAR HH,-6.354
334320100400258239,6.69,NISAR HH,-7.924
334320100400258241,11.6,NISAR HH,-10.651
334320100400258244,8.27,NISAR HH,-6.449
334320100400258250,5.95,NISAR HH,-6.202
334320100400258263,13.92,NISAR HH,-6.624
334320100400258266,3.36,NISAR HH,-6.312
334320100400258279,16.42,NISAR HH,-5.991
334320100400258280,22.37,NISAR HH,-5.703
334320100400258281,8.08,NISAR HH,-5.608
334320100400258283,23.61,NISAR HH,-5.378
334320100400258291,21.44,NISAR HH,-5.404
334320100400258292,25.03,NISAR HH,-5.748
334320200400263183,14.03,NISAR HH,-6.366
334320200400263184,15.53,NISAR HH,-6.767
334320200400263185,4.94,NISAR HH,-7.879
334320200400263198,27.32,NISAR HH,-4.941
334320200400263200,18.56,NISAR HH,-5.574
334320200400263202,19.57,NISAR HH,-5.617
334320200400263203,21.26,NISAR HH,-5.59
334320200400263206,16.58,NISAR HH,-5.826
334320200400263209,19.57,NISAR HH,-5.68
334320200400263211,25.11,NISAR HH,-5.859
334320200400263218,2.02,NISAR HH,-7.027
334320200400263220,6.47,NISAR HH,-6.437
334320200400263223,9.46,NISAR HH,-8.396
334320200400263225,17.1,NISAR HH,-8.587
334320200400263226,10.25,NISAR HH,-8.284
334320200400263230,10.4,NISAR HH,-7.486
334320200400263233,4.9,NISAR HH,-7.87
334320200400263235,3.18,NISAR HH,-7.14
334320200400263239,8.57,NISAR HH,-6.812
334320200400263242,5.2,NISAR HH,-6.685
334320200400263243,7.03,NISAR HH,-6.323
334320200400263258,3.59,NISAR HH,-6.855
334320200400263262,20.36,NISAR HH,-5.818
334320200400263263,21.41,NISAR HH,-5.449
334320200400263270,7.03,NISAR HH,-6.343
334320200400263272,23.16,NISAR HH,-6.094
334320200400263274,18.82,NISAR HH,-5.666
334320200400263275,13.54,NISAR HH,-6.049
334320200400263277,25.9,NISAR HH,-6.484
334320200400263279,21.59,NISAR HH,-6.494
334320200400263280,27.28,NISAR HH,-6.126
334320200400263281,16.88,NISAR HH,-6.028
334320200400263282,25.07,NISAR HH,-6.223
334320200400263283,19.65,NISAR HH,-5.935
334320200400263285,25.67,NISAR HH,-6.28
334320200400263286,25.26,NISAR HH,-5.431
334320200400263287,32.71,NISAR HH,-3.895
334320200400263292,8.79,NISAR HH,-4.666
334320200400263304,3.18,NISAR HH,-6.544
334320200400263320,13.4,NISAR HH,-6.043
334320200400263322,14.67,NISAR HH,-6.026
334320200400263325,13.69,NISAR HH,-6.24
334320200400263327,14.29,NISAR HH,-6.025
334320300400258245,14.63,NISAR HH,-5.59
334320300400258247,6.06,NISAR HH,-5.58
334320300400258248,11.86,NISAR HH,-6.199
334320300400258249,12.91,NISAR HH,-6.365
334320300400258251,16.2,NISAR HH,-6.134
334320300400258253,11.0,NISAR HH,-6.678
334320300400258254,6.99,NISAR HH,-6.414
334320300400258255,23.61,NISAR HH,-6.048
334320300400258256,19.12,NISAR HH,-5.65
334320300400258259,26.38,NISAR HH,-5.732
334320300400258260,14.33,NISAR HH,-6.229
334320300400258261,21.93,NISAR HH,-6.064
334320300400258263,11.94,NISAR HH,-5.844
334320300400258264,18.75,NISAR HH,-5.809
334320300400258267,23.84,NISAR HH,-5.97
334320300400258269,16.69,NISAR HH,-4.909
334320300400258270,22.0,NISAR HH,-4.416
334320300400258272,16.91,NISAR HH,-6.433
334320300400258275,8.57,NISAR HH,-6.655
334320300400258279,5.57,NISAR HH,-7.024
334320300400258280,6.84,NISAR HH,-7.003
334320300400258282,12.23,NISAR HH,-6.988
334320300400258284,17.1,NISAR HH,-8.251
334320300400258286,12.46,NISAR HH,-6.967
334320300400258288,8.19,NISAR HH,-7.967
334320300400258290,8.64,NISAR HH,-7.135
334320300400258293,6.4,NISAR HH,-7.123
334320300400258294,4.97,NISAR HH,-6.751
334320300400258305,8.01,NISAR HH,-8.181
334320300400258310,11.26,NISAR HH,-7.887
334320300400258312,15.68,NISAR HH,-8.876
334320300400258313,9.13,NISAR HH,-9.119
334320300400258319,27.73,NISAR HH,-4.964
334320300400258320,22.27,NISAR HH,-5.368
334320300400258324,19.95,NISAR HH,-5.856
334320300400258327,17.92,NISAR HH,-6.012
334320300400258328,18.9,NISAR HH,-6.032
334320300400258330,17.81,NISAR HH,-5.874
334320300400258332,24.51,NISAR HH,-6.015
334320300400258333,14.86,NISAR HH,-6.312
334320300400258335,24.81,NISAR HH,-5.753
334320300400258336,6.99,NISAR HH,-6.026
334320300400258337,4.3,NISAR HH,-6.072
334320300400258338,5.5,NISAR HH,-6.019
334320300400258339,18.11,NISAR HH,-6.167
334320300400258340,4.19,NISAR HH,-6.061
334320300400258343,16.76,NISAR HH,-6.426
334320300400258345,8.9,NISAR HH,-6.344
334320300400258346,9.69,NISAR HH,-6.592
334320300400258347,5.42,NISAR HH,-6.172
334320300400258350,6.43,NISAR HH,-5.614
334320300400258355,2.58,NISAR HH,-7.76
334320300400258360,6.88,NISAR HH,-6.066
334320300400258363,10.63,NISAR HH,-7.149
334320300400258365,2.76,NISAR HH,-10.768
334320300400258366,3.55,NISAR HH,-13.742
334320500400258178,12.68,NISAR HH,-6.919
334320500400258179,13.28,NISAR HH,-7.073
334320500400258180,5.23,NISAR HH,-7.236
334320500400258181,5.35,NISAR HH,-7.022
334320500400258182,6.02,NISAR HH,-6.605
334320500400258183,12.23,NISAR HH,-5.907
334320500400258184,17.25,NISAR HH,-5.607
334320500400258185,16.8,NISAR HH,-5.515
334320500400258186,25.74,NISAR HH,-5.367
334320500400258187,23.72,NISAR HH,-5.118
334320500400258188,29.18,NISAR HH,-5.096
334320500400258189,30.23,NISAR HH,-5.394
334320500400258190,25.22,NISAR HH,-5.044
334320500400258191,26.04,NISAR HH,-5.393
334320500400258192,9.39,NISAR HH,-5.838
334320500400258193,12.57,NISAR HH,-6.036
334320500400258194,14.66,NISAR HH,-6.631
334320500400258195,5.12,NISAR HH,-6.722
334320500400258196,9.16,NISAR HH,-6.369
334320500400258197,9.24,NISAR HH,-5.705
334320500400258198,6.21,NISAR HH,-5.615
334320500400258199,2.24,NISAR HH,-6.428
334320500400258200,6.92,NISAR HH,-7.725
334320500400258201,2.2,NISAR HH,-8.869
334320500400258202,2.09,NISAR HH,-10.842
334320500400258203,2.17,NISAR HH,-13.572
334320500400258204,2.02,NISAR HH,-15.633
334320500400258205,2.02,NISAR HH,-16.899
334320500400258206,2.02,NISAR HH,-17.447
334320500400258207,2.05,NISAR HH,-16.835
334320500400258208,1.98,NISAR HH,-16.255
334320500400258209,2.05,NISAR HH,-16.224
334320500400258210,2.13,NISAR HH,-12.399
334320500400258211,6.13,NISAR HH,-9.573
334320500400258212,8.94,NISAR HH,-8.542
334320500400258213,30.12,NISAR HH,-8.752
334320500400258214,2.69,NISAR HH,-8.335
334320500400258215,3.06,NISAR HH,-7.71
334320500400258216,4.78,NISAR HH,-7.798
334320500400258217,4.07,NISAR HH,-7.873
334320500400258218,3.77,NISAR HH,-7.759
334320500400258219,3.21,NISAR HH,-7.419
334320500400258220,9.5,NISAR HH,-7.439
334320500400258221,4.41,NISAR HH,-7.773
334320500400258222,4.22,NISAR HH,-7.946
334320500400258223,9.05,NISAR HH,-8.462
334320500400258224,7.1,NISAR HH,-8.917
334320500400258225,6.47,NISAR HH,-8.74
334320500400258226,6.36,NISAR HH,-8.5
334320500400258227,8.86,NISAR HH,-8.352
334320500400258228,7.33,NISAR HH,-7.351
334320500400258229,8.38,NISAR HH,-7.066
334320500400258230,23.83,NISAR HH,-7.091
334320500400258231,9.35,NISAR HH,-8.193
334320500400258232,16.2,NISAR HH,-8.771
334320500400258233,4.3,NISAR HH,-8.914
334320500400258234,5.87,NISAR HH,-9.843
334320500400258235,6.58,NISAR HH,-11.062
334320500400258236,7.37,NISAR HH,-11.971
334320500400258237,4.34,NISAR HH,-12.857
334320500400258238,6.88,NISAR HH,-12.363
334320500400258239,7.85,NISAR HH,-10.865
334320500400258240,24.09,NISAR HH,-8.822
334320500400258241,18.11,NISAR HH,-6.975
334320500400258242,25.63,NISAR HH,-6.097
334320500400258243,9.39,NISAR HH,-5.939
334320500400258244,14.81,NISAR HH,-5.742
334320500400258245,12.53,NISAR HH,-5.838
334320500400258246,13.2,NISAR HH,-5.81
334320500400258247,17.21,NISAR HH,-6.377
334320500400258248,11.22,NISAR HH,-6.056
334320500400258249,20.5,NISAR HH,-6.13
334320500400258250,14.1,NISAR HH,-6.319
334320500400258251,12.46,NISAR HH,-6.113
334320500400258252,19.34,NISAR HH,-5.714
334320500400258253,24.09,NISAR HH,-5.014
334320500400258254,23.38,NISAR HH,-4.822
334320500400258255,27.76,NISAR HH,-4.627
334320500400258256,32.63,NISAR HH,-5.107
334320500400258257,19.42,NISAR HH,-5.414
334320500400258258,23.83,NISAR HH,-5.788
334320500400258259,19.12,NISAR HH,-6.361
334320500400258260,23.49,NISAR HH,-6.537
334320500400258261,12.64,NISAR HH,-6.953
334320500400258262,12.27,NISAR HH,-7.154
334320500400258263,11.07,NISAR HH,-5.87
334320500400258264,16.95,NISAR HH,-4.73
334320500400258265,14.29,NISAR HH,-4.761
334320500400258266,6.58,NISAR HH,-6.25
334320500400258267,8.86,NISAR HH,-6.834
334320500400258268,6.39,NISAR HH,-6.542
334320500400258269,5.46,NISAR HH,-6.043
334320500400258270,5.65,NISAR HH,-5.74
334320500400258271,6.66,NISAR HH,-5.539
334320500400258272,5.23,NISAR HH,-5.914
334320600400967033,12.83,NISAR HH,-5.878
334320600400967034,23.5,NISAR HH,-5.286
334320600400967035,25.37,NISAR HH,-5.081
334320600400967036,26.83,NISAR HH,-2.621
334320600400967037,32.03,NISAR HH,-1.491
334320600400967038,15.26,NISAR HH,-2.293
334320600400967039,23.31,NISAR HH,-6.622
334320600400967040,14.51,NISAR HH,-6.415
334320600400967041,8.41,NISAR HH,-6.536
334320600400967042,8.53,NISAR HH,-6.699
334320600400967043,8.75,NISAR HH,-6.504
334320600400967044,14.85,NISAR HH,-6.508
334320600400967045,6.81,NISAR HH,-6.31
334320600400967046,6.21,NISAR HH,-6.513
334320600400967048,1.98,NISAR HH,-9.476
334320600400967049,2.02,NISAR HH,-9.042
334320600400967050,2.28,NISAR HH,-7.77
334320600400967051,2.39,NISAR HH,-7.52
334320600400967052,2.76,NISAR HH,-8.779
334320600400967053,2.13,NISAR HH,-10.442
334320600400967054,2.05,NISAR HH,-13.525
334320600400967055,2.24,NISAR HH,-11.89
334320600400967056,4.0,NISAR HH,-9.306
334320600400967057,6.47,NISAR HH,-8.053
334320600400967058,3.96,NISAR HH,-7.63
334320600400967059,5.01,NISAR HH,-7.729
334320600400967060,3.51,NISAR HH,-7.611
334320600400967061,6.58,NISAR HH,-7.6
334320600400967062,3.4,NISAR HH,-7.451
334320600400967063,4.97,NISAR HH,-7.296
334320600400967064,11.26,NISAR HH,-7.714
334320600400967065,15.19,NISAR HH,-7.878
334320600400967066,12.46,NISAR HH,-8.531
334320600400967067,7.85,NISAR HH,-8.34
334320600400967068,9.24,NISAR HH,-7.078
334320600400967069,13.62,NISAR HH,-6.868
334320600400967070,11.33,NISAR HH,-6.759
334320600400967071,5.23,NISAR HH,-6.708
334320600400967072,6.88,NISAR HH,-7.105
334320600400967073,4.11,NISAR HH,-7.724
334320600400967074,5.5,NISAR HH,-7.231
334320600400967075,19.27,NISAR HH,-6.342
334320600400967076,26.15,NISAR HH,-5.673
334320600400967077,20.84,NISAR HH,-5.574
334320600400967078,24.8,NISAR HH,-5.587
334320600400967079,26.49,NISAR HH,-6.172
334320600400967080,8.98,NISAR HH,-7.759
334320600400967081,8.26,NISAR HH,-9.047
334320600400967082,25.1,NISAR HH,-8.67
334320600400967083,20.13,NISAR HH,-7.752
334320600400967084,13.39,NISAR HH,-7.205
334320600400967085,29.67,NISAR HH,-7.199
334320600400967086,25.07,NISAR HH,-6.834
334320600400967087,21.36,NISAR HH,-7.232
334320600400967088,3.51,NISAR HH,-8.539
334320600400967089,3.89,NISAR HH,-7.888
334320600400967090,6.51,NISAR HH,-6.552
334320600400967091,15.9,NISAR HH,-5.919
334320600400967092,12.34,NISAR HH,-6.278
334320600400967093,4.64,NISAR HH,-6.938
334320600400967094,2.35,NISAR HH,-7.059
334320600400967095,13.28,NISAR HH,-6.644
334320600400967096,7.37,NISAR HH,-6.289
334320600400967097,6.88,NISAR HH,-6.171
334320600400967098,18.56,NISAR HH,-7.167
334320600400967099,8.12,NISAR HH,-8.149
334320600400967101,5.8,NISAR HH,-9.478
334320800400262635,28.05,NISAR HH,-6.344
334320800400262636,21.8,NISAR HH,-6.862
334320800400262637,25.36,NISAR HH,-6.809
334320800400262638,8.19,NISAR HH,-6.742
334320800400262639,6.02,NISAR HH,-6.508
334320800400262640,4.82,NISAR HH,-6.484
334320800400262641,6.65,NISAR HH,-6.98
334320800400262642,3.29,NISAR HH,-7.507
334320800400262643,4.0,NISAR HH,-7.398
334320800400262644,5.87,NISAR HH,-6.897
334320800400262645,3.44,NISAR HH,-6.853
334320800400262646,8.52,NISAR HH,-7.218
334320800400262647,6.77,NISAR HH,-7.582
334320800400262648,5.57,NISAR HH,-7.337
334320800400262649,8.45,NISAR HH,-7.989
334320800400262651,4.75,NISAR HH,-7.909
334320800400262652,20.38,NISAR HH,-7.063
334320800400262653,4.75,NISAR HH,-7.923
334320800400262654,5.64,NISAR HH,-7.946
334320800400262655,3.03,NISAR HH,-7.517
334320800400262656,4.37,NISAR HH,-7.441
334320800400262657,6.09,NISAR HH,-7.912
334320800400262658,6.2,NISAR HH,-7.997
334320800400262659,5.79,NISAR HH,-8.68
334320800400262660,9.91,NISAR HH,-8.402
334320800400262661,9.98,NISAR HH,-8.281
334320800400262662,17.95,NISAR HH,-8.589
334320800400262663,5.46,NISAR HH,-7.822
334320800400262664,9.91,NISAR HH,-8.067
334320800400262665,15.52,NISAR HH,-7.446
334320800400262666,11.97,NISAR HH,-7.463
334320800400262667,6.65,NISAR HH,-8.104
334320800400262668,4.97,NISAR HH,-8.509
334320800400262669,10.92,NISAR HH,-8.301
334320800400262670,8.37,NISAR HH,-8.131
334320800400262671,5.83,NISAR HH,-8.481
334320800400262672,4.15,NISAR HH,-8.369
334321100400257537,7.55,NISAR HH,-6.882
334321100400257538,8.08,NISAR HH,-6.852
334321100400257539,4.52,NISAR HH,-6.86
334321100400257540,9.16,NISAR HH,-6.723
334321100400257541,16.16,NISAR HH,-6.288
334321100400257542,9.01,NISAR HH,-6.161
334321100400257543,9.95,NISAR HH,-6.066
334321100400257544,6.69,NISAR HH,-5.754
334321100400257545,5.31,NISAR HH,-5.888
334321100400257546,7.33,NISAR HH,-7.091
334321100400257547,5.23,NISAR HH,-8.31
334321100400257548,4.3,NISAR HH,-8.174
334321100400257549,4.04,NISAR HH,-8.074
340730000400262456,18.95,NISAR HH,-5.405
340730000400262457,18.69,NISAR HH,-6.578
340730000400262458,11.59,NISAR HH,-6.312
340730000400262459,10.73,NISAR HH,-7.002
340730000400262460,9.98,NISAR HH,-7.079
340730000400262461,11.25,NISAR HH,-7.186
340730000400262463,2.24,NISAR HH,-7.538
340730000400262464,12.15,NISAR HH,-7.201
340730000400262465,12.45,NISAR HH,-6.586
340730000400262466,8.97,NISAR HH,-6.673
340730000400262472,11.43,NISAR HH,-7.809
340730000400262474,4.67,NISAR HH,-7.289
340730100400258033,12.07,NISAR HH,-7.428
340730100400258034,11.32,NISAR HH,-7.562
340730100400258036,3.47,NISAR HH,-7.184
340730100400258038,2.95,NISAR HH,-7.222
340730100400258040,6.76,NISAR HH,-7.041
340730100400258041,11.47,NISAR HH,-6.866
340730100400258042,8.37,NISAR HH,-7.164
340730100400258043,4.71,NISAR HH,-7.07
340730100400258044,6.24,NISAR HH,-6.893
340730200400263066,2.61,NISAR HH,-7.326
340730200400263069,9.31,NISAR HH,-6.395
340730200400263085,3.44,NISAR HH,-6.79
340730300400257952,13.31,NISAR HH,-5.209
340730300400257953,10.88,NISAR HH,-6.372
340730300400257954,7.47,NISAR HH,-6.623
340730300400257984,4.86,NISAR HH,-7.475
340730300400257985,8.26,NISAR HH,-7.928
340730300400257986,5.83,NISAR HH,-8.013
340730300400257987,8.86,NISAR HH,-7.543
340730300400257988,9.79,NISAR HH,-7.862
340730300400257989,12.75,NISAR HH,-7.779
340730300400257990,15.63,NISAR HH,-7.829
340730300400257991,6.69,NISAR HH,-8.021
340730300400257992,16.15,NISAR HH,-8.735
340730300400257993,12.07,NISAR HH,-8.928
340730300400257994,11.03,NISAR HH,-9.31
340730300400257995,7.18,NISAR HH,-9.191
340730500400257846,9.23,NISAR HH,-8.251
340730500400257847,8.41,NISAR HH,-8.729
340730500400257848,5.71,NISAR HH,-8.538
340730500400257849,6.09,NISAR HH,-8.17
340730500400257850,5.94,NISAR HH,-7.73
340730500400257851,5.15,NISAR HH,-7.793
340730500400257852,20.48,NISAR HH,-8.147
340730500400257853,2.2,NISAR HH,-8.826
340730500400257854,6.35,NISAR HH,-9.001
340730500400257855,19.47,NISAR HH,-9.833
340730500400257856,5.45,NISAR HH,-10.904
340730500400257857,6.95,NISAR HH,-11.108
340730500400257858,7.77,NISAR HH,-12.254
340730500400257859,4.37,NISAR HH,-12.747
340730500400257860,8.41,NISAR HH,-12.875
340730500400257861,14.84,NISAR HH,-11.316
340730500400257862,7.85,NISAR HH,-9.324
340730500400257863,19.58,NISAR HH,-7.335
340730500400257864,20.11,NISAR HH,-6.568
340730500400257865,17.83,NISAR HH,-5.877
340730500400257866,14.16,NISAR HH,-5.92
340730500400257867,19.29,NISAR HH,-5.954
340730500400257868,14.57,NISAR HH,-6.072
340730500400257869,23.47,NISAR HH,-6.021
340730500400257880,10.57,NISAR HH,-5.613
340730500400257881,17.34,NISAR HH,-5.806
340730500400257882,16.56,NISAR HH,-5.915
340730500400257884,13.79,NISAR HH,-6.494
340730500400257885,7.14,NISAR HH,-5.756
340730500400257886,16.11,NISAR HH,-4.294
340730500400257887,11.88,NISAR HH,-4.189
340730500400257888,7.85,NISAR HH,-5.693
340730500400257889,6.09,NISAR HH,-6.333
340730600400970055,4.71,NISAR HH,-6.136
340730600400970056,26.31,NISAR HH,-5.493
340730600400970063,21.38,NISAR HH,-7.739
340730600400970064,17.12,NISAR HH,-7.47
340730600400970065,17.01,NISAR HH,-7.024
340730600400970066,31.21,NISAR HH,-6.905
340730600400970067,17.23,NISAR HH,-7.148
340730600400970068,2.57,NISAR HH,-8.108
340730600400970069,2.95,NISAR HH,-7.532
340730600400970070,8.33,NISAR HH,-6.394
340730600400970071,11.55,NISAR HH,-6.152
340730600400970072,13.75,NISAR HH,-6.433
340730600400970073,3.1,NISAR HH,-7.343
340730600400970075,15.21,NISAR HH,-6.416
340730600400970076,4.26,NISAR HH,-6.513
356600000400197094,3.25,NISAR HH,-8.59
356600000400197102,5.27,NISAR HH,-8.841
356600000400197105,2.77,NISAR HH,-8.372
356600000400197116,2.84,NISAR HH,-7.318
356600000400197149,3.22,NISAR HH,-7.735
356600100400192436,3.96,NISAR HH,-9.28
356600100400192468,3.07,NISAR HH,-9.307
356600100400192471,4.53,NISAR HH,-7.546
356600100400192480,4.0,NISAR HH,-8.207
356600100400192483,3.4,NISAR HH,-8.374
356600100400192484,3.74,NISAR HH,-7.571
356600100400192485,5.31,NISAR HH,-7.452
356600100400192486,3.55,NISAR HH,-7.253
356600100400192487,4.41,NISAR HH,-7.518
356600100400192489,4.53,NISAR HH,-8.133
356600100400192491,6.77,NISAR HH,-9.138
356600100400192492,8.57,NISAR HH,-8.908
356600100400192493,4.19,NISAR HH,-8.652
356600100400192496,4.08,NISAR HH,-7.652
356600100400192538,2.77,NISAR HH,-7.169
356600200400197666,3.59,NISAR HH,-9.255
356600200400197717,4.0,NISAR HH,-7.483
356600200400197718,3.93,NISAR HH,-7.133
356600200400197722,3.14,NISAR HH,-7.656
356600200400197723,3.37,NISAR HH,-7.958
356600200400197728,3.78,NISAR HH,-6.854
356600200400197729,3.52,NISAR HH,-6.999
356600200400197730,3.59,NISAR HH,-6.753
356600200400197745,18.94,NISAR HH,-6.199
356600200400197748,18.5,NISAR HH,-6.407
356600200400197750,18.76,NISAR HH,-5.889
356600200400197751,22.13,NISAR HH,-6.178
356600200400197752,20.29,NISAR HH,-6.023
356600200400197754,20.18,NISAR HH,-5.787
356600200400197755,18.05,NISAR HH,-5.923
356600200400197757,14.3,NISAR HH,-6.033
356600200400197758,18.46,NISAR HH,-6.165
356600200400197760,20.74,NISAR HH,-6.892
356600200400197761,18.23,NISAR HH,-8.783
356600300400192470,3.29,NISAR HH,-8.567
356600300400192475,10.44,NISAR HH,-5.959
356600300400192485,7.67,NISAR HH,-6.997
356600300400192557,2.8,NISAR HH,-7.714
356600300400192560,2.99,NISAR HH,-7.054
356600300400192565,3.96,NISAR HH,-7.262
356600300400192566,3.93,NISAR HH,-7.442
356600300400192571,22.73,NISAR HH,-6.249
356600300400192573,16.62,NISAR HH,-6.395
356600300400192575,19.1,NISAR HH,-7.553
356600300400192578,20.14,NISAR HH,-6.447
356600300400192579,18.35,NISAR HH,-6.773
356600300400192584,24.3,NISAR HH,-6.166
356600300400192587,19.21,NISAR HH,-6.193
356600300400192588,21.27,NISAR HH,-5.802
356600300400192589,22.77,NISAR HH,-5.792
356600300400192590,24.08,NISAR HH,-5.789
356600300400192591,23.03,NISAR HH,-5.737
356600300400192592,24.45,NISAR HH,-5.999
356600300400192593,20.93,NISAR HH,-6.011
356600300400192594,18.05,NISAR HH,-6.242
356600300400192595,17.86,NISAR HH,-5.772
356600300400192596,25.8,NISAR HH,-5.731
356600300400192597,19.51,NISAR HH,-5.886
356600300400192598,18.61,NISAR HH,-6.054
356600300400192599,16.55,NISAR HH,-6.482
356600300400192600,13.59,NISAR HH,-6.581
356600300400192601,18.31,NISAR HH,-5.968
356600300400192602,17.63,NISAR HH,-6.091
356600300400192603,24.0,NISAR HH,-6.481
356600300400192604,22.54,NISAR HH,-6.77
356600300400192605,21.23,NISAR HH,-7.009
356600300400192606,21.75,NISAR HH,-6.637
356600300400192607,19.92,NISAR HH,-6.272
356600300400192608,23.66,NISAR HH,-6.286
356600300400192609,24.34,NISAR HH,-6.331
356600300400192610,20.44,NISAR HH,-6.36
356600300400192611,26.36,NISAR HH,-6.755
356600300400192612,20.26,NISAR HH,-7.281
356600300400192616,20.03,NISAR HH,-9.283
356600300400192622,10.93,NISAR HH,-7.384
356600500400192354,2.24,NISAR HH,-12.11
356600500400192356,7.48,NISAR HH,-10.058
356600500400192357,4.0,NISAR HH,-9.799
356600500400192358,3.22,NISAR HH,-9.222
356600500400192359,4.08,NISAR HH,-9.64
356600500400192360,3.66,NISAR HH,-9.623
356600500400192361,4.23,NISAR HH,-9.31
356600500400192362,4.49,NISAR HH,-9.22
356600500400192363,4.34,NISAR HH,-9.685
356600500400192364,4.94,NISAR HH,-9.262
356600500400192378,3.18,NISAR HH,-8.48
356600500400192379,2.73,NISAR HH,-8.602
356600500400192382,5.91,NISAR HH,-8.408
356600500400192383,7.52,NISAR HH,-8.146
356600500400192384,3.33,NISAR HH,-8.319
356600500400192385,4.11,NISAR HH,-8.005
356600500400192386,2.8,NISAR HH,-8.797
356600500400192387,3.29,NISAR HH,-9.781
356600500400192388,4.56,NISAR HH,-9.337
356600500400192389,5.91,NISAR HH,-9.425
356600500400192390,6.59,NISAR HH,-9.387
356600500400192391,4.04,NISAR HH,-9.745
356600500400192392,5.46,NISAR HH,-9.546
356600500400192393,6.92,NISAR HH,-9.093
356600500400192394,5.72,NISAR HH,-9.403
356600500400192395,7.11,NISAR HH,-9.398
356600500400192396,5.13,NISAR HH,-10.121
356600500400192421,3.4,NISAR HH,-7.408
356600500400192422,4.23,NISAR HH,-7.186
