shot_number,rh95,fuente,gamma0_dB
340730000400262464,12.15,S1 VV,-10.68
340730000400262465,12.45,S1 VV,-10.459
340730000400262466,8.97,S1 VV,-10.074
340730000400262472,11.43,S1 VV,-9.984
340730000400262474,4.67,S1 VV,-9.581
340730100400258033,12.07,S1 VV,-9.165
340730100400258034,11.32,S1 VV,-8.852
340730100400258036,3.47,S1 VV,-9.777
340730100400258038,2.95,S1 VV,-9.338
340730100400258040,6.76,S1 VV,-9.609
340730100400258041,11.47,S1 VV,-9.383
340730100400258042,8.37,S1 VV,-9.859
340730100400258043,4.71,S1 VV,-9.322
340730100400258044,6.24,S1 VV,-9.171
340730200400263066,2.61,S1 VV,-9.823
340730200400263069,9.31,S1 VV,-9.362
340730200400263085,3.44,S1 VV,-9.045
340730300400257952,13.31,S1 VV,-9.176
340730300400257953,10.88,S1 VV,-9.634
340730300400257954,7.47,S1 VV,-9.439
340730300400257984,4.86,S1 VV,-9.711
340730300400257985,8.26,S1 VV,-9.613
340730300400257986,5.83,S1 VV,-9.09
340730300400257987,8.86,S1 VV,-9.389
340730300400257988,9.79,S1 VV,-9.914
340730300400257989,12.75,S1 VV,-10.269
340730300400257990,15.63,S1 VV,-9.689
340730300400257991,6.69,S1 VV,-9.738
340730300400257992,16.15,S1 VV,-10.235
340730300400257993,12.07,S1 VV,-10.446
340730300400257994,11.03,S1 VV,-10.301
340730300400257995,7.18,S1 VV,-10.403
340730500400257846,9.23,S1 VV,-9.573
340730500400257847,8.41,S1 VV,-9.992
340730500400257848,5.71,S1 VV,-10.778
340730500400257849,6.09,S1 VV,-10.177
340730500400257850,5.94,S1 VV,-9.768
340730500400257851,5.15,S1 VV,-9.462
340730500400257852,20.48,S1 VV,-10.744
340730500400257853,2.2,S1 VV,-11.82
340730500400257854,6.35,S1 VV,-11.69
340730500400257855,19.47,S1 VV,-11.436
340730500400257856,5.45,S1 VV,-11.565
340730500400257857,6.95,S1 VV,-12.096
340730500400257858,7.77,S1 VV,-12.812
340730500400257859,4.37,S1 VV,-13.384
340730500400257860,8.41,S1 VV,-13.401
340730500400257861,14.84,S1 VV,-12.601
340730500400257862,7.85,S1 VV,-11.305
340730500400257863,19.58,S1 VV,-10.17
340730500400257864,20.11,S1 VV,-9.514
340730500400257865,17.83,S1 VV,-9.192
340730500400257866,14.16,S1 VV,-8.762
340730500400257867,19.29,S1 VV,-8.981
340730500400257868,14.57,S1 VV,-9.25
340730500400257869,23.47,S1 VV,-9.588
340730500400257880,10.57,S1 VV,-10.251
340730500400257881,17.34,S1 VV,-9.737
340730500400257882,16.56,S1 VV,-9.373
340730500400257884,13.79,S1 VV,-9.666
340730500400257885,7.14,S1 VV,-8.642
340730500400257886,16.11,S1 VV,-8.094
340730500400257887,11.88,S1 VV,-8.361
340730500400257888,7.85,S1 VV,-9.22
340730500400257889,6.09,S1 VV,-8.282
340730600400970055,4.71,S1 VV,-9.297
340730600400970056,26.31,S1 VV,-8.675
340730600400970063,21.38,S1 VV,-10.009
340730600400970064,17.12,S1 VV,-9.757
340730600400970065,17.01,S1 VV,-9.509
340730600400970066,31.21,S1 VV,-9.299
340730600400970067,17.23,S1 VV,-9.287
340730600400970068,2.57,S1 VV,-9.529
340730600400970069,2.95,S1 VV,-9.865
340730600400970070,8.33,S1 VV,-9.877
340730600400970071,11.55,S1 VV,-9.595
340730600400970072,13.75,S1 VV,-8.673
340730600400970073,3.1,S1 VV,-8.71
340730600400970075,15.21,S1 VV,-8.903
340730600400970076,4.26,S1 VV,-8.5
356600000400197094,3.25,S1 VV,-8.996
356600000400197102,5.27,S1 VV,-10.034
356600000400197105,2.77,S1 VV,-10.23
356600000400197116,2.84,S1 VV,-9.007
356600000400197149,3.22,S1 VV,-8.998
356600100400192436,3.96,S1 VV,-9.257
356600100400192468,3.07,S1 VV,-10.171
356600100400192471,4.53,S1 VV,-9.865
356600100400192480,4.0,S1 VV,-9.405
356600100400192483,3.4,S1 VV,-10.058
356600100400192484,3.74,S1 VV,-9.686
356600100400192485,5.31,S1 VV,-10.05
356600100400192486,3.55,S1 VV,-9.974
356600100400192487,4.41,S1 VV,-10.044
356600100400192489,4.53,S1 VV,-9.633
356600100400192491,6.77,S1 VV,-10.472
356600100400192492,8.57,S1 VV,-10.033
356600100400192493,4.19,S1 VV,-10.141
356600100400192496,4.08,S1 VV,-9.465
356600100400192538,2.77,S1 VV,-9.074
356600200400197666,3.59,S1 VV,-10.302
356600200400197717,4.0,S1 VV,-9.082
356600200400197718,3.93,S1 VV,-9.054
356600200400197722,3.14,S1 VV,-9.351
356600200400197723,3.37,S1 VV,-9.207
356600200400197728,3.78,S1 VV,-9.446
356600200400197729,3.52,S1 VV,-8.871
356600200400197730,3.59,S1 VV,-8.828
356600200400197745,18.94,S1 VV,-8.95
356600200400197748,18.5,S1 VV,-8.635
356600200400197750,18.76,S1 VV,-8.873
356600200400197751,22.13,S1 VV,-8.805
356600200400197752,20.29,S1 VV,-8.642
356600200400197754,20.18,S1 VV,-8.65
356600200400197755,18.05,S1 VV,-8.965
356600200400197757,14.3,S1 VV,-9.487
356600200400197758,18.46,S1 VV,-9.462
356600200400197760,20.74,S1 VV,-10.794
356600200400197761,18.23,S1 VV,-11.828
356600300400192470,3.29,S1 VV,-9.939
356600300400192475,10.44,S1 VV,-10.737
356600300400192485,7.67,S1 VV,-11.431
356600300400192557,2.8,S1 VV,-8.825
356600300400192560,2.99,S1 VV,-8.484
356600300400192565,3.96,S1 VV,-8.774
356600300400192566,3.93,S1 VV,-8.622
356600300400192571,22.73,S1 VV,-8.79
356600300400192573,16.62,S1 VV,-9.05
356600300400192575,19.1,S1 VV,-9.992
356600300400192578,20.14,S1 VV,-8.978
356600300400192579,18.35,S1 VV,-8.995
356600300400192584,24.3,S1 VV,-8.876
356600300400192587,19.21,S1 VV,-9.297
356600300400192588,21.27,S1 VV,-9.057
356600300400192589,22.77,S1 VV,-8.547
356600300400192590,24.08,S1 VV,-8.609
356600300400192591,23.03,S1 VV,-8.724
356600300400192592,24.45,S1 VV,-8.758
356600300400192593,20.93,S1 VV,-8.929
356600300400192594,18.05,S1 VV,-9.165
356600300400192595,17.86,S1 VV,-9.383
356600300400192596,25.8,S1 VV,-9.002
356600300400192597,19.51,S1 VV,-8.724
356600300400192598,18.61,S1 VV,-8.617
356600300400192599,16.55,S1 VV,-8.69
356600300400192600,13.59,S1 VV,-8.937
356600300400192601,18.31,S1 VV,-8.443
356600300400192602,17.63,S1 VV,-8.989
356600300400192603,24.0,S1 VV,-10.2
356600300400192604,22.54,S1 VV,-10.249
356600300400192605,21.23,S1 VV,-9.667
356600300400192606,21.75,S1 VV,-8.68
356600300400192607,19.92,S1 VV,-8.491
356600300400192608,23.66,S1 VV,-9.342
356600300400192609,24.34,S1 VV,-8.976
356600300400192610,20.44,S1 VV,-9.176
356600300400192611,26.36,S1 VV,-9.084
356600300400192612,20.26,S1 VV,-9.609
356600300400192616,20.03,S1 VV,-10.85
356600300400192622,10.93,S1 VV,-10.356
356600500400192354,2.24,S1 VV,-12.85
356600500400192356,7.48,S1 VV,-10.841
356600500400192357,4.0,S1 VV,-10.609
356600500400192358,3.22,S1 VV,-10.83
356600500400192359,4.08,S1 VV,-10.783
356600500400192360,3.66,S1 VV,-10.871
356600500400192361,4.23,S1 VV,-10.618
356600500400192362,4.49,S1 VV,-10.414
356600500400192363,4.34,S1 VV,-11.069
356600500400192364,4.94,S1 VV,-10.906
356600500400192378,3.18,S1 VV,-10.434
356600500400192379,2.73,S1 VV,-10.405
356600500400192382,5.91,S1 VV,-10.619
356600500400192383,7.52,S1 VV,-9.902
356600500400192384,3.33,S1 VV,-9.282
356600500400192385,4.11,S1 VV,-9.309
356600500400192386,2.8,S1 VV,-10.136
356600500400192387,3.29,S1 VV,-10.601
356600500400192388,4.56,S1 VV,-10.131
356600500400192389,5.91,S1 VV,-9.731
356600500400192390,6.59,S1 VV,-10.217
356600500400192391,4.04,S1 VV,-10.4
356600500400192392,5.46,S1 VV,-10.315
356600500400192393,6.92,S1 VV,-9.848
356600500400192394,5.72,S1 VV,-9.86
356600500400192395,7.11,S1 VV,-10.502
356600500400192396,5.13,S1 VV,-10.826
356600500400192421,3.4,S1 VV,-8.76
356600500400192422,4.23,S1 VV,-8.75
356600500400192423,5.61,S1 VV,-8.896
356600500400192424,4.04,S1 VV,-8.905
356600500400192425,4.64,S1 VV,-8.301
356600500400192426,3.18,S1 VV,-8.521
356600500400192427,4.23,S1 VV,-9.134
356600500400192428,3.93,S1 VV,-9.166
356600500400192429,4.19,S1 VV,-9.219
356600500400192430,3.25,S1 VV,-9.14
356600500400192431,3.07,S1 VV,-9.227
356600500400192434,2.65,S1 VV,-8.932
356600500400192435,4.19,S1 VV,-9.445
356600500400192436,2.8,S1 VV,-9.783
356600500400192437,22.84,S1 VV,-10.073
356600500400192438,26.28,S1 VV,-10.216
356600500400192439,24.11,S1 VV,-9.595
356600500400192440,11.42,S1 VV,-9.516
356600500400192441,2.32,S1 VV,-9.599
356600500400192442,2.47,S1 VV,-8.909
356600500400192443,2.95,S1 VV,-9.241
356600500400192444,7.48,S1 VV,-8.846
356600500400192445,2.92,S1 VV,-9.376
356600500400192446,2.32,S1 VV,-9.742
356600500400192447,2.58,S1 VV,-9.086
356600500400192448,2.54,S1 VV,-9.339
356600500400192449,4.11,S1 VV,-9.481
356600500400192450,3.4,S1 VV,-9.791
356600500400192451,2.54,S1 VV,-10.084
356600500400192452,2.8,S1 VV,-9.886
356600500400192453,3.48,S1 VV,-9.424
356600500400192454,18.31,S1 VV,-9.732
356600500400192455,5.2,S1 VV,-10.081
356600500400192456,2.28,S1 VV,-9.366
356600500400192457,20.52,S1 VV,-9.484
356600500400192458,23.32,S1 VV,-9.271
356600500400192459,22.87,S1 VV,-10.051
356600500400192460,23.1,S1 VV,-9.38
356600500400192461,19.8,S1 VV,-10.442
356600500400192462,2.09,S1 VV,-10.914
356600500400192463,5.46,S1 VV,-11.412
356600500400192464,3.7,S1 VV,-11.206
356600500400192465,4.68,S1 VV,-10.231
356600500400192466,4.04,S1 VV,-10.123
356600500400192467,2.5,S1 VV,-9.627
356600500400192468,3.14,S1 VV,-9.654
356600500400192469,12.5,S1 VV,-9.197
356600500400192470,21.04,S1 VV,-9.486
356600500400192471,19.13,S1 VV,-10.132
356600500400192472,2.92,S1 VV,-11.511
356600600401033474,4.11,S1 VV,-9.771
356600600401033475,3.29,S1 VV,-9.223
356600600401033476,5.87,S1 VV,-9.422
356600600401033477,6.81,S1 VV,-9.282
356600600401033478,4.15,S1 VV,-9.18
356600600401033479,4.0,S1 VV,-8.775
356600600401033499,8.46,S1 VV,-10.57
356600600401033500,7.56,S1 VV,-11.208
356600600401033501,4.71,S1 VV,-11.636
356600600401033502,6.1,S1 VV,-10.513
356600600401033504,3.22,S1 VV,-8.921
356600600401033505,4.08,S1 VV,-9.6
356600600401033506,2.92,S1 VV,-9.665
356600600401033507,2.73,S1 VV,-9.493
356600600401033508,2.47,S1 VV,-9.261
356600600401033509,3.29,S1 VV,-9.494
356600600401033510,2.5,S1 VV,-9.657
356600600401033511,2.8,S1 VV,-9.628
356600600401033512,2.95,S1 VV,-9.777
356600600401033513,2.69,S1 VV,-9.995
356600600401033533,2.32,S1 VV,-9.325
356600600401033534,2.92,S1 VV,-9.011
356600600401033536,2.35,S1 VV,-9.055
356600600401033537,2.58,S1 VV,-8.983
356600600401033538,2.99,S1 VV,-9.161
356600600401033539,2.43,S1 VV,-9.175
356600600401033540,3.96,S1 VV,-8.939
356600600401033541,3.29,S1 VV,-8.594
356600600401033542,2.5,S1 VV,-8.666
356600600401033543,3.18,S1 VV,-9.043
356600600401033544,2.73,S1 VV,-9.063
356600600401033545,2.73,S1 VV,-8.891
356600600401033546,3.52,S1 VV,-9.56
356600600401033547,2.54,S1 VV,-10.719
356600600401033548,3.55,S1 VV,-11.386
356600600401033550,2.47,S1 VV,-8.99
356600600401033551,2.8,S1 VV,-8.71
356600600401033552,2.88,S1 VV,-8.783
356600600401033553,2.77,S1 VV,-8.473
356600600401033554,5.42,S1 VV,-8.662
356600600401033555,2.92,S1 VV,-9.385
356600600401033556,19.43,S1 VV,-9.745
356600600401033557,27.41,S1 VV,-9.953
356600600401033558,35.57,S1 VV,-9.546
356600600401033559,32.31,S1 VV,-9.459
356600600401033560,27.56,S1 VV,-8.389
356600600401033561,23.81,S1 VV,-8.604
356600600401033562,25.01,S1 VV,-9.367
356600600401033563,25.12,S1 VV,-9.9
356600600401033564,23.4,S1 VV,-9.269
356600600401033565,22.39,S1 VV,-9.06
356600600401033566,22.09,S1 VV,-8.883
356600600401033567,22.73,S1 VV,-8.545
356600600401033568,21.98,S1 VV,-8.695
356600600401033569,23.36,S1 VV,-8.717
356600600401033570,2.28,S1 VV,-8.926
356600600401033571,3.18,S1 VV,-9.221
356600600401033572,3.03,S1 VV,-9.419
356600600401033573,2.58,S1 VV,-9.797
356600600401033574,3.63,S1 VV,-10.02
356600600401033575,2.92,S1 VV,-10.714
356600600401033576,3.4,S1 VV,-10.654
356600600401033577,2.02,S1 VV,-11.501
356600600401033578,2.02,S1 VV,-12.955
356600600401033579,2.54,S1 VV,-12.21
356600600401033580,3.14,S1 VV,-10.787
356600600401033581,2.5,S1 VV,-11.298
356600600401033582,5.05,S1 VV,-11.557
356600600401033583,2.73,S1 VV,-11.186
356600600401033610,16.43,S1 VV,-9.754
356600600401033611,14.6,S1 VV,-8.874
356600600401033612,2.5,S1 VV,-8.532
356600600401033613,2.73,S1 VV,-8.645
356600600401033614,2.32,S1 VV,-8.706
356600600401033615,2.43,S1 VV,-8.683
356600600401033616,3.1,S1 VV,-9.063
356600600401033617,2.92,S1 VV,-8.988
356600600401033618,3.22,S1 VV,-9.513
356600600401033619,3.44,S1 VV,-9.276
356600600401033620,3.18,S1 VV,-9.749
356600800400197103,5.99,S1 VV,-10.428
356600800400197104,11.9,S1 VV,-10.802
356600800400197105,9.65,S1 VV,-10.864
356600800400197106,10.55,S1 VV,-10.734
356600800400197114,5.5,S1 VV,-9.524
356600800400197115,3.78,S1 VV,-9.932
356600800400197177,4.53,S1 VV,-9.854
356600800400197178,3.89,S1 VV,-9.123
356600800400197180,8.08,S1 VV,-8.681
356600800400197181,5.16,S1 VV,-9.002
356600800400197182,8.79,S1 VV,-9.315
356600800400197183,5.8,S1 VV,-9.338
356600800400197184,11.38,S1 VV,-9.732
356600800400197186,4.34,S1 VV,-9.917
356600800400197187,5.35,S1 VV,-9.817
356600800400197188,12.35,S1 VV,-10.011
356600800400197189,3.29,S1 VV,-9.897
356600800400197190,12.8,S1 VV,-9.964
356600800400197191,5.35,S1 VV,-9.818
356600800400197192,8.01,S1 VV,-9.81
356600800400197193,20.44,S1 VV,-9.414
356600800400197194,5.35,S1 VV,-9.45
356600800400197195,4.23,S1 VV,-9.632
356600800400197196,4.15,S1 VV,-9.903
356600800400197197,3.96,S1 VV,-10.174
356600800400197198,2.92,S1 VV,-9.947
356600800400197199,4.23,S1 VV,-10.221
356600800400197200,9.58,S1 VV,-9.838
356600800400197210,5.8,S1 VV,-11.338
356600800400197211,3.81,S1 VV,-11.761
356600800400197212,5.76,S1 VV,-11.365
356600800400197213,5.27,S1 VV,-10.757
356600800400197214,3.78,S1 VV,-10.154
356600800400197215,3.25,S1 VV,-9.751
356600800400197216,4.04,S1 VV,-9.693
356600800400197219,2.69,S1 VV,-9.411
356600800400197222,3.48,S1 VV,-9.235
356600800400197225,4.3,S1 VV,-9.045
356600800400197226,4.19,S1 VV,-9.4
356600800400197227,4.23,S1 VV,-9.211
356600800400197228,3.93,S1 VV,-9.515
356600800400197229,14.93,S1 VV,-9.007
356600800400197230,22.72,S1 VV,-8.99
356600800400197231,4.49,S1 VV,-9.104
356600800400197232,13.14,S1 VV,-9.944
356600800400197233,13.55,S1 VV,-10.462
356600800400197234,13.32,S1 VV,-10.914
356600800400197235,4.11,S1 VV,-10.578
356600800400197236,2.43,S1 VV,-10.248
356600800400197237,4.45,S1 VV,-9.522
356600800400197238,3.4,S1 VV,-8.971
356600800400197239,6.73,S1 VV,-8.519
356600800400197240,3.51,S1 VV,-9.123
356600800400197241,5.05,S1 VV,-9.453
356600800400197242,11.68,S1 VV,-9.204
356600800400197246,17.22,S1 VV,-9.275
356600800400197248,20.51,S1 VV,-9.095
356600800400197249,24.41,S1 VV,-8.806
356600800400197250,18.27,S1 VV,-9.201
356600800400197251,3.51,S1 VV,-9.283
356600800400197252,2.5,S1 VV,-9.092
356600800400197253,2.84,S1 VV,-8.812
356600800400197254,3.44,S1 VV,-8.769
356600800400197255,3.85,S1 VV,-9.695
356600800400197256,2.24,S1 VV,-9.596
356600800400197257,3.25,S1 VV,-9.661
356600800400197258,5.57,S1 VV,-10.365
356600800400197259,2.39,S1 VV,-10.95
356600800400197260,5.09,S1 VV,-10.685
356600800400197261,2.84,S1 VV,-9.728
356600800400197262,3.36,S1 VV,-9.675
356600800400197263,3.63,S1 VV,-9.34
356600800400197264,3.44,S1 VV,-9.072
356600800400197265,2.77,S1 VV,-8.771
356600800400197266,2.8,S1 VV,-8.735
356600800400197267,3.96,S1 VV,-8.989
356600800400197268,2.8,S1 VV,-8.946
356600800400197275,2.69,S1 VV,-9.74
356600800400197277,2.58,S1 VV,-9.207
356600800400197278,2.95,S1 VV,-9.441
356600800400197279,4.41,S1 VV,-9.362
356600800400197287,3.25,S1 VV,-9.139
356600800400197288,2.84,S1 VV,-8.739
356600800400197289,2.92,S1 VV,-9.238
356600800400197290,2.5,S1 VV,-9.999
356600800400197291,4.11,S1 VV,-10.077
356600800400197292,2.58,S1 VV,-9.505
356600800400197302,19.24,S1 VV,-8.904
356600800400197326,3.51,S1 VV,-9.355
356600800400197327,2.77,S1 VV,-8.798
356600800400197328,4.19,S1 VV,-8.944
356600800400197329,2.95,S1 VV,-9.364
356600800400197330,5.39,S1 VV,-9.973
356600800400197331,3.25,S1 VV,-10.087
356600800400197334,4.04,S1 VV,-9.557
356600800400197335,4.86,S1 VV,-9.287
356600800400197336,3.66,S1 VV,-9.351
356600800400197337,5.42,S1 VV,-9.395
356600800400197338,2.92,S1 VV,-9.857
356600800400197339,2.95,S1 VV,-9.85
356600800400197340,3.4,S1 VV,-9.813
356600800400197341,3.03,S1 VV,-10.053
356600800400197342,2.88,S1 VV,-10.487
356600800400197343,3.89,S1 VV,-9.946
356600800400197344,2.69,S1 VV,-9.991
356600800400197345,2.88,S1 VV,-9.81
356600800400197346,3.7,S1 VV,-9.526
356600800400197347,3.4,S1 VV,-9.498
356600800400197348,2.62,S1 VV,-9.431
356600800400197349,2.8,S1 VV,-10.077
356601100400191849,2.13,S1 VV,-9.616
356601100400191854,6.81,S1 VV,-10.107
356601100400191855,5.61,S1 VV,-9.321
356601100400191856,4.45,S1 VV,-8.763
356601100400191857,4.04,S1 VV,-8.336
356601100400191858,9.8,S1 VV,-8.351
356601100400191859,6.02,S1 VV,-8.866
356601100400191860,8.31,S1 VV,-9.095
356601100400191861,11.04,S1 VV,-9.018
356601100400191887,4.11,S1 VV,-10.054
356601100400191907,8.98,S1 VV,-9.054
356601100400191908,7.82,S1 VV,-9.456
356601100400191909,6.7,S1 VV,-10.164
356601100400191910,5.01,S1 VV,-9.51
356601100400191911,3.59,S1 VV,-10.112
356601100400191912,3.78,S1 VV,-10.322
356601100400191913,5.61,S1 VV,-10.843
356601100400191914,3.63,S1 VV,-10.894
356601100400191915,2.73,S1 VV,-11.225
356601100400191916,2.77,S1 VV,-11.253
356601100400191917,2.58,S1 VV,-10.398
356601100400191918,4.11,S1 VV,-9.653
356601100400191919,5.01,S1 VV,-9.094
356601100400191920,4.83,S1 VV,-9.207
356601100400191928,15.27,S1 VV,-9.212
356601100400191929,4.26,S1 VV,-8.766
356601100400191930,3.85,S1 VV,-9.115
356601100400191931,4.19,S1 VV,-9.673
356601100400191932,6.51,S1 VV,-10.011
356601100400191933,8.12,S1 VV,-10.376
356601100400191934,7.3,S1 VV,-10.519
356601100400191935,3.59,S1 VV,-11.021
356601100400191936,5.65,S1 VV,-10.546
356601100400191964,9.84,S1 VV,-8.753
356601100400191965,5.61,S1 VV,-8.751
356601100400191966,3.22,S1 VV,-9.302
356601100400191967,4.26,S1 VV,-9.023
356601100400191968,10.1,S1 VV,-9.333
356601100400191969,3.03,S1 VV,-8.975
356601100400191970,3.18,S1 VV,-8.916
356601100400191971,4.04,S1 VV,-8.9
356601100400191972,7.63,S1 VV,-9.404
356601100400191973,5.76,S1 VV,-9.238
356601100400191974,20.89,S1 VV,-9.18
356601100400191975,7.9,S1 VV,-8.912
356601100400191976,12.69,S1 VV,-8.721
356601100400191977,4.6,S1 VV,-8.824
356601100400191978,6.62,S1 VV,-9.353
356601100400191979,4.3,S1 VV,-9.406
356601100400191980,11.0,S1 VV,-9.376
356601100400191981,21.49,S1 VV,-8.613
356601100400191982,24.26,S1 VV,-8.356
356601100400191986,4.97,S1 VV,-8.158
356601100400191987,3.59,S1 VV,-8.159
356601100400191988,3.1,S1 VV,-8.57
356601100400191989,4.34,S1 VV,-8.887
356601100400191990,4.08,S1 VV,-8.963
356601100400191997,2.54,S1 VV,-9.497
356601100400192061,6.25,S1 VV,-10.469
356601100400192062,3.96,S1 VV,-9.695
356601100400192063,4.6,S1 VV,-9.836
356601100400192064,6.47,S1 VV,-10.905
356601100400192065,3.48,S1 VV,-10.647
356601100400192066,3.18,S1 VV,-10.588
356601100400192067,3.78,S1 VV,-10.977
356601100400192068,2.65,S1 VV,-11.893
356601100400192069,2.17,S1 VV,-12.442
356601100400192070,7.78,S1 VV,-11.068
356601100400192071,18.01,S1 VV,-9.87
356601100400192072,19.43,S1 VV,-9.786
356601100400192073,18.27,S1 VV,-9.787
356601100400192074,3.66,S1 VV,-9.993
356601100400192078,3.59,S1 VV,-11.209
356601100400192079,3.18,S1 VV,-10.613
356601100400192080,3.29,S1 VV,-10.502
356601100400192081,2.77,S1 VV,-10.358
356601100400192082,3.7,S1 VV,-10.362
356601100400192083,4.75,S1 VV,-10.541
356601100400192084,2.43,S1 VV,-10.21
356601100400192085,2.54,S1 VV,-9.976
356601100400192086,4.49,S1 VV,-10.334
356601100400192087,8.53,S1 VV,-10.605
356601100400192088,3.85,S1 VV,-9.697
356601100400192089,2.99,S1 VV,-9.812
356601100400192090,10.37,S1 VV,-10.495
356601100400192091,4.9,S1 VV,-10.453
356601100400192092,11.75,S1 VV,-9.57
356601100400192093,2.99,S1 VV,-9.233
356601100400192094,2.54,S1 VV,-9.422
356601100400192095,2.54,S1 VV,-9.668
356601100400192096,2.54,S1 VV,-9.552
356601100400192097,4.45,S1 VV,-9.48
334320000400262741,15.08,SAOCOM HV,-16.158
334320000400262742,18.44,SAOCOM HV,-16.107
334320000400262746,16.98,SAOCOM HV,-15.364
334320000400262747,20.32,SAOCOM HV,-15.699
334320000400262749,19.16,SAOCOM HV,-16.568
334320000400262750,15.79,SAOCOM HV,-16.751
334320000400262754,4.6,SAOCOM HV,-16.177
334320000400262764,14.25,SAOCOM HV,-19.339
334320000400262766,22.75,SAOCOM HV,-16.699
334320000400262773,12.12,SAOCOM HV,-19.54
334320000400262785,7.03,SAOCOM HV,-16.628
334320000400262792,5.87,SAOCOM HV,-17.026
334320000400262799,2.28,SAOCOM HV,-16.366
334320000400262809,14.18,SAOCOM HV,-16.52
334320000400262812,27.28,SAOCOM HV,-15.964
334320000400262814,5.27,SAOCOM HV,-15.692
334320000400262815,25.29,SAOCOM HV,-15.991
334320000400262856,10.32,SAOCOM HV,-17.87
334320000400262858,16.91,SAOCOM HV,-17.005
334320000400262859,19.64,SAOCOM HV,-15.976
334320000400262865,13.02,SAOCOM HV,-16.298
334320000400262866,24.84,SAOCOM HV,-16.269
334320000400262877,10.06,SAOCOM HV,-16.67
334320000400262880,22.0,SAOCOM HV,-15.665
334320000400262881,24.88,SAOCOM HV,-16.77
334320000400262885,10.59,SAOCOM HV,-16.575
334320000400262886,11.11,SAOCOM HV,-16.719
334320000400262903,10.29,SAOCOM HV,-16.136
334320000400262904,13.02,SAOCOM HV,-17.302
334320000400262905,16.09,SAOCOM HV,-18.167
334320000400262908,14.25,SAOCOM HV,-17.33
334320000400262910,12.98,SAOCOM HV,-16.572
334320000400262917,23.61,SAOCOM HV,-16.753
334320100400258132,10.62,SAOCOM HV,-15.793
334320100400258139,2.35,SAOCOM HV,-17.946
334320100400258140,8.15,SAOCOM HV,-17.54
334320100400258143,10.7,SAOCOM HV,-16.741
334320100400258144,11.48,SAOCOM HV,-16.936
334320100400258145,7.03,SAOCOM HV,-17.312
334320100400258154,13.54,SAOCOM HV,-18.502
334320100400258156,30.42,SAOCOM HV,-17.068
334320100400258157,23.65,SAOCOM HV,-16.716
334320100400258158,14.33,SAOCOM HV,-16.186
334320100400258159,12.61,SAOCOM HV,-16.535
334320100400258160,23.83,SAOCOM HV,-16.942
334320100400258161,12.53,SAOCOM HV,-15.94
334320100400258163,10.14,SAOCOM HV,-16.325
334320100400258166,7.52,SAOCOM HV,-20.562
334320100400258180,9.09,SAOCOM HV,-17.376
334320100400258185,9.5,SAOCOM HV,-16.666
334320100400258186,9.35,SAOCOM HV,-16.736
334320100400258188,2.35,SAOCOM HV,-17.262
334320100400258197,6.47,SAOCOM HV,-17.896
334320100400258200,11.03,SAOCOM HV,-16.433
334320100400258201,11.82,SAOCOM HV,-17.053
334320100400258205,7.55,SAOCOM HV,-17.275
334320100400258208,4.26,SAOCOM HV,-18.356
334320100400258210,7.82,SAOCOM HV,-18.279
334320100400258211,3.81,SAOCOM HV,-17.857
334320100400258216,9.01,SAOCOM HV,-16.935
334320100400258221,10.89,SAOCOM HV,-15.82
334320100400258227,7.85,SAOCOM HV,-16.973
334320100400258228,9.01,SAOCOM HV,-17.293
334320100400258229,4.75,SAOCOM HV,-16.888
334320100400258235,23.01,SAOCOM HV,-15.987
334320100400258239,6.69,SAOCOM HV,-18.077
334320100400258241,11.6,SAOCOM HV,-22.134
334320100400258244,8.27,SAOCOM HV,-17.064
334320100400258250,5.95,SAOCOM HV,-17.319
334320100400258263,13.92,SAOCOM HV,-17.027
334320100400258266,3.36,SAOCOM HV,-16.724
334320100400258279,16.42,SAOCOM HV,-16.063
334320100400258280,22.37,SAOCOM HV,-15.217
334320100400258281,8.08,SAOCOM HV,-15.767
334320100400258283,23.61,SAOCOM HV,-15.838
334320100400258291,21.44,SAOCOM HV,-15.58
334320100400258292,25.03,SAOCOM HV,-17.681
334320200400263183,14.03,SAOCOM HV,-16.893
334320200400263184,15.53,SAOCOM HV,-18.009
334320200400263185,4.94,SAOCOM HV,-19.281
334320200400263198,27.32,SAOCOM HV,-19.602
334320200400263200,18.56,SAOCOM HV,-17.261
334320200400263202,19.57,SAOCOM HV,-16.561
334320200400263203,21.26,SAOCOM HV,-16.843
334320200400263206,16.58,SAOCOM HV,-15.898
334320200400263209,19.57,SAOCOM HV,-16.729
334320200400263211,25.11,SAOCOM HV,-17.672
334320200400263218,2.02,SAOCOM HV,-18.399
334320200400263220,6.47,SAOCOM HV,-18.225
334320200400263223,9.46,SAOCOM HV,-17.879
334320200400263225,17.1,SAOCOM HV,-17.081
334320200400263226,10.25,SAOCOM HV,-17.224
334320200400263230,10.4,SAOCOM HV,-18.007
334320200400263233,4.9,SAOCOM HV,-16.719
334320200400263235,3.18,SAOCOM HV,-16.668
334320200400263239,8.57,SAOCOM HV,-17.423
334320200400263242,5.2,SAOCOM HV,-16.492
334320200400263243,7.03,SAOCOM HV,-17.842
334320200400263258,3.59,SAOCOM HV,-16.557
334320200400263262,20.36,SAOCOM HV,-15.487
334320200400263263,21.41,SAOCOM HV,-15.864
334320200400263270,7.03,SAOCOM HV,-16.137
